12年 8月25日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 8月25日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2900m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西海賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｃクロフネサプライズ, 48,浜中俊,, 64,*  4,* -4, 1,  2.4, ②②, 1, 5, シャロｰム,,小坂忠,,,,, 2,  6.1,⑤①①, 1, 1,Ｃサンレガｰロ, 70,浜中俊,, 79,* -1,* 14, 2,  3.9,③④④, 1, 2,Ａアロマティコ, 79,川須栄,, 85,  -9,* 26, 1,  3.0,⑩⑩②
 2, 2,Ｅパリュｰル, 47,和田竜, 0.0, 65,   4,* -2, 2,  5.2, ④③, 2, 7, マルカファントム,,森一馬,195.7,,,, 7, 42.7,②③③, 2, 4,Ｂフェｰタルロｰズ, 72,藤岡康, 0.2, 74,*  0,   8, 1,  1.9,②②②, 2, 5,Ｃロベルタ, 77,浜中俊, 0.2, 81,  -7,  21, 2,  3.0,⑨⑧⑦
 3, 6,Ｆエイティグロｰリｰ, 38,田辺裕, 0.9, 54,*  6, -17, 7, 30.7, ①①, 3, 2, タビニデヨウ,,田村太,196.5,,,, 4, 18.7,①②②, 3, 8,Ａアウグｰリオ, 74,藤懸貴, 0.3, 72,*  0,   6, 3,  5.5,④③③, 3, 7,Ｂリトルダｰリン, 79,川田将, 0.3, 80,  -7,  18, 4,  6.9,④⑥⑥
 4, 7,Ｉカシノワルツ, 33,森一馬, 1.1, 48,   2, -16, 8, 96.8, ⑤⑤, 4, 4, テンシノマズル,,黒岩悠,197.3,,,, 6, 24.3,⑥④④, 4, 6,Ｋカシノペンダント, 59,水口優, 0.3, 74,  -3,  12, 9,137.1,⑦⑦⑥, 4, 8,Ｄマイユクｰル, 75,北村友, 0.3, 81,  -9,  22, 5, 10.7,⑧⑨⑩
 5,11,Ａクインスウィｰティ, 53,藤懸貴, 1.1, 50,*  5, -18, 5,  6.1, ③④, 5, 9, キンショｰオトヒメ,,中村将,197.3,,,, 3,  7.4,⑧⑥⑤, 5, 2,Ｇリリｰファイアｰ, 67,和田竜, 0.5, 69,*  0,   2, 4,  8.7,①①①, 5, 6,Ｉベルエアメイダン, 63,和田竜, 0.4, 75,* -5,  10, 7, 26.5,①①①
 6, 4,Ｄジョウショｰピアス, 48,国分恭, 1.2, 45,  -5, -10, 3,  5.4, ⑨⑨, 6, 6, リアルブラック,,林満明,198.3,,,, 8, 46.5,③⑤⑥, 6, 5,Ｅアイウォントユｰ, 67,幸英明, 0.5, 76,  -6,* 15, 6, 40.5,⑪⑫⑧, 6, 3,Ｅコンカラン, 72,幸英明, 0.5, 75,  -6,  12, 3,  4.6,③③③
 7,10,Ｂコウエイタｰボ, 49,川田将, 1.2, 46,  -1, -15, 4,  5.5, ⑧⑦, 7, 8, テイエムサウスダン,,難波剛,200.0,,,, 5, 24.0,⑦⑦⑦, 7,12,Ｊアルアラビアン, 61,北村友, 1.1, 62,  -3,  -1, 7, 67.1,⑤⑤⑤, 7,11,Ｇスペシャルピｰス, 70,酒井学, 0.6, 73,  -6,  12, 6, 18.8,⑤④⑤
 8, 8,Ｇシギル, 36,川須栄, 1.4, 43,  -2, -16, 6, 21.7, ⑦⑧, 8, 1, スリｰキャピトル,,植野貴,200.1,,,, 9,100.6,⑨⑧⑧, 8, 7,Ｆコスモディセント, 67,中井裕, 1.2, 63,  -4,   1, 5, 13.6,⑩⑨⑨, 8,10,Ｈキクカラヴリイ, 68,太宰啓, 1.4, 63,  -9,   5, 9,110.8,⑦⑦⑨
