12年 3月 4日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 3月 4日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■ 4R  芝3200m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,上総ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂスピｰディｰドｰタ, 59,田辺裕,, 63,* -1,   0, 2,  3.1, ③③, 1, 4, タガノバッチグｰ,,中村将,,,,, 3,  5.8,①①①, 1,14,Ｅキンシザイル, 67,小牧太,, 68,   4,   4, 3, 10.1, ⑧⑦, 1, 2,Ｇマイネルオベリスク, 87,内田博,, 88,* 13,  12, 2,  3.6,①①①
 2,15,Ｆトラストシンシ, 42,藤岡佑, 0.3, 61, -10,*  5,11, 92.3, ⑦⑦, 2,13, ゴｰルデンガッツ,,金子光,220.6,,,,12, 30.7,③②③, 2, 4,Ｆグラスメジャｰ, 67,江田照, 0.0, 67,   7,   1, 7, 27.5, ③③, 2, 6,Ｃサイオン, 89,デムｰ, 0.1, 88,  11,* 15, 5,  8.5,⑨⑥⑤
 3, 8,Ａエバｰシャン, 68,後藤浩, 0.7, 57,*  0,  -6, 3,  4.3, ②②, 3, 3, ミラクルオブレナ,,高野和,220.7,,,, 6, 10.3,⑥⑤⑤, 3,10,Ｂダブルスタｰ, 75,内田博, 0.0, 65,  -1,*  9, 2,  5.7, ⑫⑬, 3, 9,Ｅドレミファドン, 88,蛯名正, 0.3, 87,  11,  13, 1,  2.9,⑦⑦⑦
 4, 1,Ｅハルピュイア, 45,武士沢, 0.8, 57, -12,*  3,12,113.7, ⑨⑨, 4, 5, ボストンプラチナ,,草野太,220.7,,,,14,126.5,⑪⑦⑦, 4, 7,Ａタニセンジャッキｰ, 80,松岡正, 0.1, 66,   2,*  5, 1,  1.6, ⑩⑩, 4, 1,Ｄグリッタｰウイング, 89,岩田康, 0.4, 85,  11,  13, 3,  5.6,⑧⑧⑥
 5,10,Ｌシｰキングザルビｰ, 11,岩田康, 0.8, 55, -11,   2, 1,  2.7, ⑧⑧, 5,14, クランエンブレム,,山本康,221.1,,,, 4,  7.7,②③②, 5,15,Ｇケビンドゥ, 61,田辺裕, 0.5, 64,   7,  -3, 5, 14.3, ⑤④, 5, 5,Ａクリュギスト, 92,横山典, 0.4, 84,* 13,  10, 4,  6.4,②②②
 6, 5,Ｄチンタジャティｰ, 53,岩部純, 0.9, 55,  -6,  -3, 5, 12.5, ⑤⑤, 6, 8, ディアマイホｰス,,横山義,221.6,,,, 2,  4.7,⑨⑨⑥, 6, 8,Ｎラリエット, 55,田中勝, 0.6, 59,  -3,*  6,14,135.6, ⑮⑪, 6, 3,Ｂコルポディヴェント, 91,北村宏, 0.4, 85,  12,  10, 6, 10.1,④③④
 7, 7,Ｈユウミプリンセス, 39,丸山元, 1.7, 49,  -7,  -9, 6, 23.8, ⑥⑥, 7,10, リザｰブカｰド,,穂苅寿,222.8,,,, 5,  7.8,⑤④④, 7, 1,Ｌスタｰゲイジング, 56,石神深, 0.8, 59,   1,  -1,15,233.3, ⑨⑨, 7,10,Ｈデンコウヤマト, 87,小島太, 0.9, 83,  10,  11, 7, 27.1,⑪⑩⑩
 8, 4,Ｊスマｰトミスティア, 36,小島太, 1.8, 47, -13,  -4,10, 59.3, ⑪⑪, 8, 2, マスタｰオブゲｰム,,五十嵐,222.9,,,, 7, 17.0,⑩⑩⑩, 8, 3,Ｃロｰドナイト, 71,岩田康, 0.8, 60,   5,  -4, 6, 18.7, ⑥⑤, 8, 4,Ｉストロングバサラ, 83,田辺裕, 1.0, 81,  12,   5, 9, 60.4,⑥④③
 9, 6,Ｇデルマベンザイ, 42,中谷雄, 1.9, 46, -14,  -5, 9, 55.0, ⑩⑩, 9,12, ヒカリキャピタル,,石神深,222.9,,,, 1,  4.2,④⑧⑨, 9, 2,Ｉナムラビｰム, 60,石橋脩, 1.0, 61,* 11, -11, 9, 64.9, ①①, 9, 8,Ｆマエストラｰレ, 87,柴田善, 1.0, 84,  10,  10, 8, 47.3,⑩⑨⑧
10,16, パンナムクリッパｰ,---,三浦皇, 2.0, 45, -22,   2, 7, 28.9, ⑭⑭,10, 6, ショウナンサミット,,平沢健,222.9,,,, 8, 20.2,⑧⑪⑫,10, 5,Ｐコスモポｰラベア, 47,三浦皇, 1.0, 57,   0,  -1,10, 79.9, ⑪⑫,10, 7,Ｊチョイワルグランパ, 82,藤田伸, 4.1, 62,  12, -21,10,131.9,⑤⑤⑨
11,11,Ｉミスウィスコンシン, 36,柴田善, 2.3, 46,  -3, -16,15,287.7, ④④,11, 1, スｰパｰマｰクン,,今村康,223.0,,,, 9, 21.9,⑫⑫⑪,11,11,Ｈハマノヴィグラス, 61,北村宏, 1.0, 56,  -2,   1,12,118.3, ⑬⑭,11,11,Ｋコウジンアルス, 76,江田照, 5.3, 53,  10, -25,11,291.0,③⑪⑪
12,12,Ｃクｰルフォエバｰ, 57,北村宏, 3.0, 36,*  0, -28, 4, 11.8, ①①,12, 9, ボンジュｰルヒカリ,,北沢伸,224.1,,,,10, 25.7,⑦⑥⑧,12, 6,Ｍフォルテリコルド, 56,藤田伸, 1.1, 58,   5,  -7,11, 90.0, ⑦⑧,,,,,,,,,,,,
13, 2, チェリｰソング,---,大庭和, 3.1, 38, -21,  -7,13,184.2, ⑬⑫,13, 7, アイティゴｰルド,,大庭和,232.4,,,,13, 88.7,⑬⑬⑬,13,16,Ｏプラススキｰラブ, 48,武士沢, 1.2, 56,  -7,   4,16,536.4, ⑯⑯,,,,,,,,,,,,
14, 3,Ｍリスキｰトウショウ, 10,石橋脩, 3.7, 31, -17, -17, 8, 46.2, ⑫⑬,,,,,,,,,,,,,14,13,Ｊシンデンアラタ, 59,小林淳, 1.4, 53,  -2,  -2,13,128.3, ⑭⑮,,,,,,,,,,,,
15,13, ブライティアピｰス,---,江田照, 4.6, 20, -44,  -2,14,211.6, ⑮⑮,,,,,,,,,,,,,15, 9,Ｋアルベルトバロｰズ, 58,藤岡佑, 2.5, 47,   7, -21, 4, 11.6, ④⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｄトップフライアｰ, 67,長岡禎, 3.5, 38,* 11, -33, 8, 32.6, ②②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:重(指数:-4),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:重(指数:-4),,,,,,,,,,,
"単勝:310円 複勝:14=150円 15=1,220円 08=160円 枠連:2,860円",,,,,,,,,,,,"単勝:580円 複勝:04=210円 13=760円 03=290円 枠連:1,010円",,,,,,,,,,,,"単勝:1,010円 複勝:14=450円 04=650円 10=240円 枠連:3,570円",,,,,,,,,,,,"単勝:360円 複勝:02=150円 06=190円 09=140円 枠連:1,540円",,,,,,,,,,,
"馬連:9,480円 ワイド:14-15=2,050円 08-14=260円 08-15=3,250円",,,,,,,,,,,,"馬連:10,630円 ワイド:04-13=2,430円 03-04=680円 03-13=2,420円",,,,,,,,,,,,"馬連:8,230円 ワイド:04-14=2,450円 10-14=1,010円 04-10=1,900円",,,,,,,,,,,,"馬連:1,380円 ワイド:02-06=510円 02-09=260円 06-09=420円",,,,,,,,,,,
"馬単:13,710円 3連複:8,670円 3連単:70,110円",,,,,,,,,,,,"馬単:19,900円 3連複:23,910円 3連単:175,440円",,,,,,,,,,,,"馬単:15,750円 3連複:19,730円 3連単:138,520円",,,,,,,,,,,,"馬単:2,200円 3連複:1,470円 3連単:9,330円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 8R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,報知杯弥生賞 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃキングザブルｰス, 64,岩田康,, 55,*  0,  -2, 3,  7.0,⑭①①, 1, 4,Ａミッキｰナチュラル, 66,三浦皇,, 71,  -8,  13, 4,  4.9,③④③, 1, 2,Ｂヴァルディヴィア, 75,蛯名正,, 75,*  7,*  5, 3,  5.8,⑤④③, 1, 5,Ｄコスモオオゾラ, 76,柴田大,, 86,  -4,  19, 9, 29.1,⑤⑤⑤
