12年 8月12日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 8月12日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  ダ1000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾏｶｵｼﾞｮｯｷｰｸﾗﾌﾞﾄﾛﾌｨｰ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂマコトタンホイザｰ, 52,川島信,, 52,*-12,  -5, 2,  8.0,①①①, 1, 6,Ａアポロダッシュ, 71,勝浦正,, 68,   7,* -1, 1,  2.9,⑦⑤②, 1, 5,Ｄパワフルラリマｰ, 67,宮崎北,, 65,   4,   2, 2,  4.3, ③③, 1, 3,Ａホクトキングダム, 82,横山典,, 69,   4,   8, 1,  1.6, ⑤⑤
 2, 7,Ｇフロレント, 40,柴山雄, 0.3, 49, -16,* -2, 6, 15.5,⑧⑦⑥, 2, 8,Ｄダイコクイモン, 62,丸田恭, 0.6, 62,*  8, -10, 3,  5.8,②②①, 2, 9,Ａマスタｰエクレｰル, 75,津村明, 0.2, 64,   4,   0, 1,  1.9, ④④, 2, 4,Ｃワｰルドエンド, 77,勝浦正, 0.1, 69,* 10,   3, 2,  4.0, ①①
 3, 2,Ｆコスモカトルカｰル, 42,津村明, 0.3, 47, -15,  -4, 8, 25.2,③③④, 3, 2,Ｂヤマノトライ, 64,藤岡佑, 0.9, 62,   4,  -7, 2,  3.4,⑨⑧④, 3, 7,Ｆケイエスキングオｰ, 64,勝浦正, 0.4, 62,  -6,*  7, 3,  7.6, ⑧⑧, 3,10,Ｇアスタｰヒュｰモア, 73,古川吉, 0.3, 66,   5,   5, 6, 28.3, ④④
 4, 6,Ａメイショウアカフジ, 53,勝浦正, 0.5, 44,*-14,  -9, 1,  1.5,⑤④③, 4,10,Ｊクリノタイコウ, 51,柴山雄, 1.0, 60,   2,* -3,13,241.5,⑬⑫⑩, 4,12,Ｊブレイドバロｰズ, 59,荻野琢, 0.7, 59,   4,  -4,10, 89.2, ⑤⑤, 4, 8,Ｂモエレデフィニット, 79,柴山雄, 0.3, 65,  -1,   8, 3,  7.4, ⑥⑥
 5, 1,Ｈマイネルムｰン, 29,黛弘人, 0.5, 48, -16,* -3, 9, 66.9,⑦⑧⑧, 5, 3,Ｈメイショウオトコギ, 56,菱田裕, 1.1, 60,   5,  -9, 9, 28.9,③⑥⑥, 5, 3,Ｅアシュア, 67,川島信, 0.7, 60,* 10,  -8, 8, 22.9, ①①, 5, 5,Ｆアｰトオブビｰン, 74,秋山真, 0.4, 65,  -2,   9,10, 64.4, ⑧⑧
 6, 5,Ｃドミンゴ, 49,三浦皇, 0.8, 43, -16,  -8, 5, 12.8,⑨⑨⑨, 6, 4,Ｅケイエスファントム, 60,三浦皇, 1.8, 54,*  9, -21, 5, 10.6,⑫①③, 6, 8,Ｃフェアリｰガｰデン, 67,菱田裕, 0.7, 58,  -4,   1, 6, 17.7, ⑦⑦, 6, 6,Ｋトロンプルイユ, 68,川島信, 0.5, 64, -10,* 13, 9, 60.4, ⑪⑩
 7, 8,Ｉクライナｰヘルツ, 25,横山典, 0.9, 41, -14, -11, 3,  9.4,④⑥⑤, 7, 5,Ｋクリノケンカヨツ, 50,宮崎北, 2.2, 52,   5, -17, 7, 15.5,⑤⑩⑦, 7,11,Ｇドリｰミングラヴ, 64,丹内祐, 0.8, 56, -10,*  5,11,114.2, ⑪⑪, 7, 9,Ｄオクルス, 75,宮崎北, 0.7, 62,   7,   0, 5, 27.2, ③③
 8, 4,Ｄマイネルフィエスタ, 45,丹内祐, 0.9, 39,*-14, -16, 7, 17.5,②②②, 8, 1,Ｉマイネオリヴィア, 52,丹内祐, 2.5, 50,   4, -20,11,172.6,⑧⑨⑨, 8, 1,Ｈヤマニンラレｰヌ, 61,藤岡佑, 0.9, 55, -12,*  5, 9, 37.7, ⑫⑫, 8, 1,Ｉシンビオシス, 69,丸田恭, 0.8, 59, -12,* 11,11, 79.7, ⑩⑨
