12年 4月15日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 4月15日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
"単勝:3,140円 複勝:10=1,330円 12=2,370円 13=320円 枠連:4,460円",,,,,,,,,,,,"単勝:210円 複勝:01=120円 13=330円 08=260円 枠連:1,040円",,,,,,,,,,,,単勝:230円 複勝:09=120円 15=160円 08=230円 枠連:450円,,,,,,,,,,,,単勝:270円 複勝:06=160円 09=140円 15=230円 枠連:480円,,,,,,,,,,,
"馬連:87,850円 ワイド:10-12=15,880円 10-13=4,640円 12-13=6,840円",,,,,,,,,,,,"馬連:1,900円 ワイド:01-13=710円 01-08=520円 08-13=1,970円",,,,,,,,,,,,馬連:470円 ワイド:09-15=230円 08-09=400円 08-15=650円,,,,,,,,,,,,馬連:740円 ワイド:06-09=290円 06-15=600円 09-15=690円,,,,,,,,,,,
"馬単:143,360円 3連複:235,100円 3連単:2,144,300円",,,,,,,,,,,,"馬単:2,100円 3連複:5,360円 3連単:22,550円",,,,,,,,,,,,"馬単:770円 3連複:1,320円 3連単:4,500円",,,,,,,,,,,,"馬単:1,290円 3連複:1,810円 3連単:6,070円",,,,,,,,,,,
■ 2R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 8R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝2600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,奥の細道特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｅヤヤラｰラ, 49,吉田隼,, 61,  -5,*  8, 7, 31.1,③④③, 1, 6,Ａマジックポスト, 64,木幡初,, 57,  -1,   6, 1,  2.6,③⑥④, 1,14,Ｂメイショウデュｰイ, 67,小島太,, 65,   3,   3, 5, 10.2, ⑥⑤, 1, 2,Ａシンボリボルドｰ, 82,木幡初,, 76,  -2,  15, 1,  2.1,⑩⑥④
 2,12,Ｃラクリモｰサ, 54,宮崎北, 0.1, 59,* -3,   4, 4, 10.6,⑦③⑤, 2,13,Ｆヴェリタスウオリア, 50,渡辺薫, 0.2, 56,  -1,   4, 5, 15.2,⑩⑧⑦, 2,13,Ｊノｰザンソング, 61,西田雄, 0.0, 65,   7,  -1,10, 44.9, ②②, 2, 5,Ｄロイヤルダリア, 77,国分優, 0.0, 82,  -4,* 22,12, 89.6,⑫⑪⑧
 3,13,Ａカハラビスティｰ, 67,勝浦正, 0.2, 55,* -2,   0, 1,  1.4,②②②, 3, 2,Ｃコスモユウチャン, 62,丹内祐, 0.3, 56,  -2,   4, 4,  6.5,⑧⑨⑧, 3, 7,Ｃマシラ, 67,吉田隼, 0.1, 64,   0,   4, 3,  5.0, ⑧⑦, 3, 7,Ｇシンボリロｰレンス, 75,伊藤工, 0.0, 79,  -3,* 18,10, 56.7,⑪⑨⑦
 4, 2, スカイトラベラｰ,---,田中博, 0.2, 62,  -8,* 15, 3, 10.3,⑩⑩⑨, 4, 7,Ｇヤマニンオルタシア, 50,柴山雄, 0.4, 53,*  0,  -5, 7, 29.1,④③②, 4,12,Ｍサンライズポパイ, 54,松山弘, 0.1, 63,  -3,   9, 8, 19.7, ⑩⑪, 4, 4,Ｃバンダムラディウス, 78,丸田恭, 0.2, 76,  -2,  15, 3,  5.9,⑧⑦⑩
 5,10,Ｄアスペンゴｰルド, 53,柴山雄, 0.2, 60,  -6,*  8, 5, 24.2,⑨⑦⑥, 5,14,Ｉコスモユッカ, 48,吉田隼, 0.6, 52,  -1,  -3, 2,  3.5,⑤⑦⑥, 5, 2,Ｄアｰスツリｰ, 66,勝浦正, 0.2, 62,  -9,* 12, 4,  7.4, ⑫⑫, 5, 9,Ｌキンセイポラリス, 68,松田大, 0.3, 75,  -1,  12, 5, 13.0,⑥⑤⑥
 6,11,Ｂコスモバルバラ, 56,丹内祐, 0.3, 57,  -5,   3, 2,  9.0,④⑤④, 6, 3,Ｌサンライズマハティ, 40,松山弘, 0.6, 55,  -9,* 15, 6, 16.5,⑯⑯⑯, 6, 9,Ｇスイｰトシャルマン, 63,黛弘人, 0.2, 62,  -5,   8,12, 68.0, ⑪⑩, 6, 8,Ｂアドマイヤネアルコ, 79,吉田隼, 0.3, 72,* -1,   8, 2,  4.2,⑤③③
 7, 8,Ｊシャムロｰグ, 33,松山弘, 0.9, 52,  -6,   1,11, 63.0,⑧⑧⑦, 7,11,Ｄマイネルレジェｰル, 61,伊藤工, 0.6, 51,*  0,  -6,10, 61.5,⑥④⑤, 6, 5,Ｌグランサンク, 55,伊藤工, 0.2, 62,* 20, -16, 2,  4.2, ①①, 7,11,Ｆセイカプレスト, 76,柴山雄, 0.4, 74,  -2,  12, 8, 27.3,⑨⑧⑨
 8, 9,Ｉスイｰトガガ, 34,国分優, 1.0, 54, -10,*  8, 8, 35.5,⑪⑪⑫, 8, 4,Ｋインスピレｰション, 45,勝浦正, 0.8, 52,  -1,   0,11, 87.0,⑨⑩⑩, 8, 6,Ｎノッティングガｰル, 53,鈴来直, 0.3, 61,   4,  -2,14,116.9, ③④, 8, 1,Ｅゴｰルドスパｰクル, 76,勝浦正, 0.6, 72,  -3,  11, 7, 20.9,⑦⑩⑪
 9, 1,Ｆダｰレｰムｰン, 47,的場勇, 1.1, 51,  -9,   2,10, 51.0,⑥⑨⑩, 9,16,Ｂエｰシンデュｰク, 63,丸田恭, 0.8, 49,  -4,   0, 3,  6.0,⑫⑪⑪, 9, 1,Ｉラバｰフロｰ, 61,丸田恭, 0.3, 61, -11,* 14,11, 51.1, ⑭⑭, 9,12,Ｋアルジェンタム, 70,大野拓, 0.7, 67,* -1,   1, 4, 11.3,③②②
10,16, ニュｰステップ,---,丸田恭, 1.4, 47, -12,   4,12, 90.2,⑫⑬⑪,10, 8,Ｈリュドゥラペ, 48,村田一, 0.8, 52,  -5,   6,12, 87.6,⑭⑮⑭,10,11,Ｏコｰンドリｰ, 53,田中博, 0.5, 58,   6,  -6, 7, 16.8, ④③,10, 6,Ｈマイネルネオハｰト, 73,丹内祐, 0.9, 67,  -2,   3, 6, 16.8,④④⑤
11, 6,Ｇウエスタンジャンヌ, 43,平野優, 2.1, 37,* -2, -27,15,125.5,①①①,11,12, デルマテンジン,---,竹之下, 0.9, 51,  -5,   3, 9, 56.1,⑮⑬⑬,11,10,Ａアウトオブオｰダｰ, 70,木幡初, 0.6, 56,   3,  -5, 1,  3.4, ⑤⑥,11,10,Ｉフジヤマワカムシャ, 71,荻野琢, 2.0, 52,* -1, -17, 9, 53.4,②①①
12, 3, ガムシロップ,---,村田一, 2.2, 43, -16,   4,14,121.5,⑯⑯⑯,12, 5,Ｎトｰホウチャペル, 37,宮崎北, 1.2, 47,  -5,  -3,16,202.4,⑪⑫⑫,12, 4,Ｆスナン, 64,横山和, 0.8, 54,   2,  -6, 6, 15.8, ⑦⑧,,,,,,,,,,,,
13,15, リエオンワｰド,---,上村洋, 2.8, 36, -14,  -8,13,118.5,⑮⑮⑮,13,10,Ｍクイｰンバゴ, 40,松田大, 1.5, 40,*  0, -20,15,190.4,②②①,13,15,Ｋモノリス, 59,宮崎北, 0.9, 53,   0,  -6,13, 76.0, ⑨⑨,,,,,,,,,,,,
14, 5, マンハッタンブｰケ,---,古川吉, 2.8, 36, -15,  -9, 6, 29.9,⑭⑭⑭,14, 9,Ｏバトルタイガｰマン, 33,西田雄, 2.2, 39,  -5, -14,14,161.3,⑬⑭⑮,14, 8,Ｅナガレボシイチバン, 65,大野拓, 0.9, 54,  -9,   3, 9, 32.2, ⑬⑬,,,,,,,,,,,,
15, 4,Ｈフジノフラワｰ, 39,横山和, 3.0, 31, -12, -17,16,223.5,⑬⑫⑬,15,15,Ｅミヤコデラックス, 54,原田和, 2.5, 33,  -1, -31,13,134.4,⑦⑤⑨,15, 3,Ｈフロｰルジェナ, 62,中谷雄, 1.2, 50, -16,   8,15,125.0, ⑮⑮,,,,,,,,,,,,
16,14, ベレスプリ,---,木幡初, 3.7, 23,  -5, -43, 9, 44.9,⑤⑥⑧,16, 1,Ｊタイガｰゲｰト, 48,大野拓, 2.9, 30,*  0, -40, 8, 44.7,①①③,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:2),,,,,,,,,,,
"単勝:3,110円 複勝:07=500円 12=230円 13=110円 枠連:4,330円",,,,,,,,,,,,単勝:260円 複勝:06=130円 13=300円 02=200円 枠連:410円,,,,,,,,,,,,"単勝:1,020円 複勝:14=280円 13=870円 07=240円 枠連:3,580円",,,,,,,,,,,,"単勝:210円 複勝:02=140円 05=1,380円 07=820円 枠連:1,630円",,,,,,,,,,,
"馬連:10,510円 ワイド:07-12=2,620円 07-13=550円 12-13=260円",,,,,,,,,,,,"馬連:1,440円 ワイド:06-13=580円 02-06=350円 02-13=1,050円",,,,,,,,,,,,"馬連:13,660円 ワイド:13-14=4,510円 07-14=1,020円 07-13=3,180円",,,,,,,,,,,,"馬連:8,620円 ワイド:02-05=2,270円 02-07=1,610円 05-07=15,080円",,,,,,,,,,,
"馬単:25,870円 3連複:3,050円 3連単:61,900円",,,,,,,,,,,,"馬単:2,300円 3連複:2,250円 3連単:11,010円",,,,,,,,,,,,"馬単:26,490円 3連複:32,430円 3連単:232,190円",,,,,,,,,,,,"馬単:11,160円 3連複:85,250円 3連単:366,370円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 6R  ダ2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  ダ1150m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,医王寺特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｉマッシヴヒｰロｰ, 40,松山弘,, 56,   5,  -8, 1,  2.9, ⑤⑤, 1, 8,Ｂバンダムミラｰジュ, 78,吉田隼,, 67,*  4,   7, 1,  2.7,③③③, 1, 1,Ｃシゲルカイチョウ, 71,松山弘,, 66,   4,* 10, 2,  3.1, ⑥⑤, 1, 8,Ａエトピリカ, 78,松山弘,, 72,   0,* 14, 2,  2.7, ⑧⑧
 2,11,Ｂバｰトラムガｰデン, 56,吉田隼, 0.1, 58,* 11, -16, 2,  3.9, ①①, 2,11,Ｈビレッジブライト, 71,勝浦正, 0.0, 66,*  5,   4, 7, 14.6,②①①, 2, 8,Ａタイキガラハッド, 78,勝浦正, 0.2, 64,   6,   7, 1,  2.4, ③③, 2, 6,Ｂサトノディライト, 73,丸田恭, 0.2, 69,   2,   9, 1,  2.5, ⑥⑥
 3, 2,Ｋポエティカル, 38,藤懸貴, 0.4, 52,   6, -15,11, 43.2, ④④, 3, 6,Ｊナンヨｰスラッガｰ, 68,西村太, 0.1, 68,   2,* 11,13, 50.8,⑦⑩⑧, 3, 3,Ｆエｰティｰショパン, 68,藤懸貴, 0.4, 61,  -1,* 11,11, 66.4, ⑪⑦, 3, 3,Ｇヤマニングルノイユ, 63,伊藤工, 0.4, 67,*  7,   2, 3,  6.6, ①①
 4,15,Ｄアリエスプランサｰ, 53,宮崎北, 0.4, 48,  -2,  -7, 4, 12.7, ⑦⑧, 4,14,Ａゴッドハンド, 82,藤懸貴, 0.2, 64,*  5,   3, 2,  4.7,⑩②②, 4,13,Ｊブルｰデライト, 60,横山和, 0.7, 60,   5,   3,13,131.5, ⑤④, 4, 7,Ｄメイショウセトウチ, 69,村田一, 0.5, 66,  -1,   9, 5, 12.4, ⑨⑨
 5,10,Ｇオｰヴァｰボｰド, 42,渡辺薫, 0.4, 52,   7, -16, 7, 25.2, ③③, 5, 3,Ｅシベリアンファクト, 74,西田雄, 0.2, 66,   4,   8, 3,  6.3,⑧⑦⑦, 5,16,Ｈミスコマチ, 62,西村太, 1.2, 56,* 10,  -4,12, 82.9, ②②, 5, 1,Ｃアイビｰフォｰルド, 71,松田大, 0.7, 64,   1,   5, 6, 12.9, ⑦⑤
 6,16,Ａコンプトンジュエル, 57,木幡初, 0.6, 48,   5, -16, 3,  4.2, ⑥⑥, 6,13,Ｆアカシロｰレル, 72,伊藤工, 0.3, 69,   1,* 14,11, 47.3,⑬⑬⑭, 6,14,Ｇアスタｰポメリｰ, 63,松田大, 1.3, 57,* 11,  -5,10, 55.7, ①①, 6, 4,Ｅロンド, 65,上村洋, 0.7, 64,   4,   1, 4, 10.3, ③③
 7, 3,Ｈオｰシャンゼリゼ, 41,田中博, 0.7, 43,  -9,  -5, 6, 18.1, ⑨⑨, 7,12,Ｋアイティテイオｰ, 64,木幡初, 0.5, 66,   4,   6, 9, 21.9,⑥⑥⑤, 7, 9,Ｅベルモントエルメス, 69,吉田隼, 1.3, 53,   1,   1, 6, 20.5, ⑨⑫, 7, 2,Ｆマイネエレｰナ, 64,丹内祐, 1.0, 61,   3,  -2, 8, 51.5, ⑤④
 8,12,Ｃパシフィックブルｰ, 53,松田大, 0.8, 42, -15,*  1, 5, 15.6, ⑪⑩, 8, 1,Ｃリキサンヒｰロｰ, 75,大野拓, 0.6, 67,   1,* 13, 8, 17.3,⑮⑮⑬, 8, 4,Ｉアイムヒアｰ, 61,大野拓, 1.3, 54,   4,  -1, 4, 13.2, ⑦⑧, 8,10,Ｈアスタｰヒュｰモア, 61,大野拓, 1.3, 57,*  6,  -8, 7, 33.1, ②②
 9, 9,Ｏシゲルパイナップル, 26,国分優, 0.9, 42,  -4, -12,12, 55.0, ⑧⑦, 9, 9,Ｇヤマニンティグル, 71,柴山雄, 0.8, 63,   4,   4, 4, 10.8,⑨⑨⑨, 9,11,Ｍマッシヴリｰダｰ, 57,柴山雄, 1.3, 54,  -2,   4, 5, 18.9, ⑬⑭, 9, 9,Ｉエｰティｰガンダム, 53,国分優, 1.6, 53,   4, -11, 9, 59.0, ④⑦
10, 7,Ｍリネンムｰン, 32,村田一, 1.1, 39, -16,* -1,13, 78.8, ⑬⑬,10, 7,Ｄラグナロク, 74,丹内祐, 0.8, 63,   4,   3, 5, 13.2,⑤⑤④,10, 2,Ｎタマモウイッシュ, 56,丸田恭, 1.4, 54,  -5,   8, 9, 41.0, ⑮⑮,10, 5,Ｊアキノアゲイン, 53,田中博, 2.3, 43,  -8,  -8,10,154.3, ⑩⑩
11,14,Ｆゼンノギンタデン, 43,荻野琢, 1.1, 39, -13,  -6,15, 92.7, ⑩⑪,11, 2,Ｏワンダｰダｰク, 57,荻野琢, 1.0, 65,   2,   7,16,276.6,⑪⑪⑩,11, 5,Ｌスズカジェネラル, 59,宮崎北, 1.7, 50,  -4,   2,14,151.9, ⑭⑨,,,,,,,,,,,,
12, 5, ロｰレルエンデバｰ,---,鈴来直, 1.2, 37, -17,  -3, 8, 26.3, ⑫⑫,12,15,Ｌヤマニンクラバット, 63,丸田恭, 1.4, 61,   1,   6,12, 47.8,⑭⑭⑫,12,12,Ｐホウウン, 42,荻野琢, 1.8, 50,   3,  -5,15,174.8, ⑧⑪,,,,,,,,,,,,
13,13,Ｊレディメイアン, 39,古川吉, 1.4, 36, -17,  -6,10, 42.2, ⑭⑭,13, 4,Ｉニシノシャイナｰ, 70,村田一, 2.2, 58,   1,   0,14, 75.3,⑯⑯⑯,13, 7,Ｂタカノキング, 73,西田雄, 1.8, 49,  -1,  -1, 3,  5.7, ⑫⑬,,,,,,,,,,,,
14, 4,Ｎサンマルヴァｰゴ, 29,大野拓, 1.6, 38,*  8, -33,14, 83.8, ②②,14, 5,Ｐテイエムハリアｰ, 38,松山弘, 2.2, 55,*  5, -10, 6, 14.4,④④⑥,14, 6,Ｋトｰホウガｰデン, 60,渡辺薫, 1.8, 51,   0,  -2, 8, 30.9, ⑩⑩,,,,,,,,,,,,
,,,,,,,,,,,,15,16,Ｎシンボリシュテルン, 61,田中博, 2.3, 55,   2,  -5,15, 99.8,⑫⑫⑪,15,10,Ｄキングリホリホ, 69,上村洋, 2.1, 48,   6, -10, 7, 30.9, ④⑥,,,,,,,,,,,,
