12年 4月15日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 4月15日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,桑折特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10, シルクラングレｰ,---,竹之下,, 56,  -6,   6, 9, 31.4,⑨⑦③, 1, 1,Ｅニライジンク, 55,松山弘,, 60,*  0,*  2, 1,  2.1,①①①, 1, 9,Ｉアドマイヤジャコモ, 66,吉田隼,, 68,*  7,   1, 1,  2.3,③②②, 1, 6,Ｂウインクリアビュｰ, 74,吉田隼,, 80, -14,* 28, 1,  2.7,⑧⑨⑨
 2,12, サクラレグナム,---,大野拓, 0.1, 54,  -8,*  8,12, 74.9,⑮⑩⑧, 2,13,Ｇロトスカイハイ, 52,大野拓, 0.7, 55,* -1,  -1, 6, 17.7,⑥④③, 2,15,Ａシルクパルサｰ, 76,大野拓, 0.1, 68,   5,   2, 3,  4.8,⑦⑤④, 2, 9,Ｄショウナンマハ, 69,松田大, 0.2, 74, -13,* 22, 2,  4.5,⑦⑦⑦
 3,13,Ｅラニカイツヨシ, 60,上村洋, 0.2, 54,  -6,   4, 4,  5.7,⑦⑥⑦, 3, 8,Ｄタマモショパン, 57,古川吉, 1.0, 53,  -5,*  2, 4, 11.6,⑦⑨⑨, 3, 8,Ｊベルモントメジャｰ, 65,横山和, 0.3, 68,   0,*  8, 4,  8.9,⑪⑪⑩, 3,15,Ｇマイネノｰブレス, 65,大野拓, 0.3, 72,*-12,  16, 5,  8.5,②②②
 4, 3,Ｄタイガｰシｰド, 61,柴山雄, 0.2, 55, -11,* 12, 5, 11.3,⑧⑮⑭, 4, 3,Ｍハリケｰンピサ, 42,丸田恭, 1.1, 53,* -1,  -5, 9, 58.0,④③②, 4, 7,Ｇアポロストｰム, 69,丹内祐, 0.4, 68,  -1,* 11, 6, 20.6,⑬⑬⑨, 4, 8,Ａジュヴェビアン, 75,木幡初, 0.3, 71, -13,  19, 3,  6.8,⑤⑥⑤
 5, 6,Ｂセトノアイガｰ, 64,古川吉, 0.6, 49,* -6,   0, 3,  4.8,⑫③④, 5, 7, アサクサマンサク,---,黛弘人, 1.2, 54,  -6,*  3,10, 68.4,⑪⑫⑩, 5, 2,Ｄデュアルサクセス, 72,勝浦正, 1.0, 64,   2,   1, 2,  4.8,⑧⑨⑧, 5, 5,Ｆヴェルデライト, 65,松山弘, 0.3, 69,*-10,  15, 6,  8.8,①①①
 6, 4,Ｊゴシェナイト, 39,村田一, 0.8, 50,  -6,  -1,10, 34.4,⑭⑧⑤, 6,12,Ｊウインゴｰウェル, 46,勝浦正, 1.3, 52,  -5,  -1, 7, 18.3,⑩⑩⑪, 6,11,Ｆクオリティタイム, 71,渡辺薫, 1.2, 66,   1,   4, 7, 25.2,⑭⑭⑪, 6,12,Ｉノヴェッロ, 63,荻野琢, 0.7, 70, -15,  19,11, 52.0,⑨⑩⑩
 7, 5,Ｃアサクサニッポン, 62,的場勇, 1.0, 53, -10,   3, 1,  3.9,⑤⑬⑫, 7,11,Ｈビロｰドボイス, 49,中谷雄, 1.3, 53,  -2,  -4,12,121.8,⑤⑥⑤, 7, 1,Ｋゼロセン, 65,柴山雄, 1.2, 62,   4,  -3,10, 52.5,⑥⑦⑥, 7, 2,Ｅツクバオトメ, 68,黛弘人, 0.9, 68, -16,  18, 7, 34.0,⑩⑪⑬
 8, 8,Ａブルｰスイショウ, 65,藤懸貴, 1.0, 46,  -8,   0, 2,  4.5,⑪⑨⑩, 8, 4,Ａプリモスズカ, 62,吉田隼, 1.4, 50,  -4,  -3, 2,  3.7,⑮⑧⑦, 8,10,Ｂリアルフリｰダム, 73,松田大, 1.3, 61,*  6,  -9, 5, 12.5,④③③, 8, 7,Ｏマルタカボｰイス, 43,丹内祐, 0.9, 67, -15,  15,15,179.9,⑫⑧⑧
 9,14,Ｋラファダリ, 38,勝浦正, 1.5, 43,* -5, -10,13, 97.0,⑬②②, 9, 5,Ｃサダムオベｰション, 58,国分優, 1.8, 50,  -3,  -8, 8, 25.0,③⑤⑥, 9, 3,Ｈカシノピストン, 66,松山弘, 1.5, 60,  -1,   2,15,256.6,⑮⑮⑭, 9,11,Ｋコスモマクスウェル, 62,伊藤工, 1.0, 62,*-12,   8, 8, 36.0,④③⑥
10, 2,Ｆミスタｰナインワン, 59,岩部純, 1.6, 44,* -4, -10,14,108.1,①①①,10,14,Ｂモンテビアンコ, 58,荻野琢, 2.0, 48,  -4,  -8, 3,  8.0,⑧⑦⑧,10, 5,Ｅパｰフェクトバイオ, 72,国分優, 1.5, 60,*  7, -12, 8, 26.3,①①①,10,14,Ｃデラコリｰナ, 71,丸田恭, 1.1, 64, -17,  16, 4,  7.6,⑪⑫⑪
11, 9,Ｌエクセラン, 28,吉田隼, 1.7, 42,  -6,  -9, 7, 17.8,④⑤⑥,11,15,Ｆクレバｰシリウス, 52,西村太, 2.4, 46,  -6,  -7, 5, 14.2,⑫⑬⑬,11, 6,Ｎディフィｰタｰ, 58,伊藤工, 2.4, 54,   3, -14,13,136.9,⑨⑧⑦,11,13,Ｈグロリアスフラワｰ, 65,宮崎北, 1.2, 60,*-11,   6,10, 46.0,⑥④③
12,15,Ｇチキリリキオｰ, 59,菅原隆, 1.8, 43,  -6,  -9,15,114.6,②④⑪,12, 9,Ｉマッドパイ, 48,宮崎北, 2.5, 44,  -5, -10,13,137.3,⑨⑪⑫,12,13,Ｃイマカツタイガｰ, 72,菅原隆, 2.4, 53,*  6, -19,11, 53.6,⑤④⑤,12, 3,Ｌエムアイボニｰタ, 58,西田雄, 1.2, 61, -13,   6, 9, 38.6,③⑤④
13, 1, タケカバルバロッサ,---,丸田恭, 1.9, 41,  -9,  -6, 6, 11.9,⑩⑫⑨,13,10,Ｋマウントゼンノエ, 46,池崎祐, 2.9, 44,  -6, -11,11, 87.8,⑭⑭⑭,13, 4,Ｏナムラオｰシャン, 58,大庭和, 3.0, 53,   1, -15,12, 95.9,⑩⑩⑬,13, 4,Ｍセイルアゲン, 58,国分優, 1.4, 63, -17,  14,14,133.0,⑬⑬⑫
14, 7,Ｈチョウウン, 54,横山和, 2.2, 41, -10,  -6, 8, 27.0,③⑭⑬,14, 2,Ｌウインタｰストｰム, 44,木幡初, 3.4, 38,* -1, -25,14,143.6,②②④,14,14,Ｍエムオｰハンズ, 61,古川吉, 3.1, 47,   1, -15,14,197.7,⑫⑫⑮,14,10,Ｎワカタケ, 57,大庭和, 1.6, 61, -20,  15,13,130.8,⑭⑭⑭
15,11,Ｉダンツフォｰカス, 51,松山弘, 3.6, 30,  -9, -20,11, 45.7,⑥⑪⑮,15, 6,Ｎビッグヘッド, 38,柴山雄, 3.5, 38,  -6, -15,15,171.6,⑬⑮⑮,15,12,Ｌマルタｰズグロウヴ, 64,村田一, 4.9, 38,   4, -36, 9, 35.4,②⑥⑫,15, 1,Ｊケイアイアルテミス, 62,上村洋, 1.7, 60, -20,  14,12, 94.7,⑮⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:2),,,,,,,,,,,
