12年 7月22日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 7月22日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 4R  芝2200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  芝1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有松特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｇアラムナス, 45,浜中俊,, 45,  -7,* -7, 6, 11.4, ⑧⑧, 1, 4,Ｃタイキプレミアム, 63,小牧太,, 72,   4,*  1, 3,  4.8,⑥⑥⑥, 1,14,Ｂマイネルハイセンス, 73,柴田大,, 82,*  6,  11, 1,  2.6, ①①, 1, 9,Ｂラニカイツヨシ, 78,佐藤哲,, 81,  -9,* 20, 1,  2.8,⑨⑨⑨
 2, 5,Ｂマンドレイク, 59,武豊  , 0.0, 47,  -3, -10, 1,  2.2, ④⑤, 2, 8,Ｂナリタウィッシュ, 69,北村友, 0.0, 72,   3,*  5, 1,  2.5,⑨⑨⑫, 2,10,Ｃアルティシムス, 72,国分優, 0.7, 79,  -5,* 18, 2,  2.9, ⑨⑪, 2, 4,Ｇグッドバニヤン, 72,和田竜, 0.1, 78,* -4,  12, 4,  9.2,③③②
 3,11,Ｄシゲルヘビザ, 50,松山弘, 0.0, 45,  -5,* -8, 4,  7.6, ⑩⑩, 3, 6,Ｄガラアフェアｰ, 63,幸英明, 0.0, 73,*  6,  -2, 5, 13.6,④③④, 3, 1,Ｋケンブリッジヒｰロ, 62,小牧太, 0.9, 76,  -4,  14, 9, 85.1, ⑦⑦, 3, 6,Ｃピクシｰプリンセス, 78,浜中俊, 0.5, 73,  -6,   9, 2,  2.8,⑧⑧⑥
 4, 6,Ｉシゲルペガススザ, 42,国分恭, 0.2, 44,  -6,  -9, 9, 79.6, ⑨⑨, 4, 2,Ｉエルマカロン, 54,尾島徹, 0.2, 69,*  5,  -6, 8, 57.0,③②②, 4, 7,Ｇノボリドリｰム, 68,幸英明, 1.0, 72,   2,   7, 7, 25.5, ③③, 4, 5,Ａドリｰムマジシャン, 82,幸英明, 0.7, 71,  -7,   8, 7, 21.8,⑦⑦⑧
 5, 4,Ｅフジノストロング, 48,和田竜, 0.2, 45,  -2, -13, 5,  7.6, ⑦③, 5,13,Ａサンライズロイヤル, 71,和田竜, 0.6, 66,   2,  -5, 2,  3.0,⑧⑧⑧, 5, 8,Ｈシエラネヴァダ, 64,浜中俊, 1.0, 75,  -6,* 16, 3,  6.0, ⑫⑫, 5, 1,Ｉケンブリッジシｰザ, 68,国分恭, 0.8, 68,  -6,   5,10,116.6,⑤⑤⑤
 6, 9,Ａファンアットコｰト, 62,柴田大, 0.2, 45,  -2, -14, 3,  6.0, ⑤⑥, 6, 1,Ｅコスモプランタン, 60,柴田大, 0.6, 66,   4,  -9, 4, 11.8,②④⑤, 6, 2,Ｊシェルエメｰル, 63,佐藤哲, 1.0, 75,  -6,* 15, 6, 19.2, ⑩⑩, 6, 8,Ｆダブルイｰグル, 72,太宰啓, 0.9, 66,  -6,   4, 3,  4.8,⑥⑥⑦
 7,10,Ｋカミングアップ, 30,幸英明, 0.4, 42,  -3, -17, 7, 18.7, ⑥⑦, 7, 7,Ｈトウカイジョイフル, 57,武豊  , 0.8, 64,   3,  -6, 7, 26.8,⑪⑪⑪, 7, 6,Ａダンスラナキラ, 75,中井裕, 1.3, 69,  -3,   7, 5, 11.5, ⑧⑧, 7,10,Ｄシゲルササグリ, 77,藤懸貴, 0.9, 64,* -5,  -2, 6, 15.6,①①①
 8, 8,Ｊシゲルオオクマザ, 40,国分優, 0.5, 40,  -8, -10,10,145.6, ⑪⑪, 8, 3, ウィロｰ,---,浜中俊, 1.2, 60,*  5, -19, 6, 17.8,⑦⑦③, 8, 4,Ｆハッピｰトゥデイ, 68,藤懸貴, 1.3, 67,   0,   4,10, 87.9, ④④, 8, 3,Ｈキクカラヴリイ, 71,酒井学, 1.1, 69, -10,  11, 8, 92.4,⑩⑩⑩
 9, 1,Ｃニシノモンクス, 57,中井裕, 0.9, 36,  -3, -22, 2,  5.4, ③④, 9,12,Ｆベルウッドワンキｰ, 58,高倉稜, 1.2, 61,   4, -15,10,139.0,⑤⑤⑦, 9, 9,Ｄエｰティｰガンダム, 72,国分恭, 1.3, 68,  -1,   5, 8, 26.6, ⑤⑤, 9, 7,Ｅタガノイノセンス, 74,川須栄, 1.2, 62,  -6,  -2, 5, 12.9,④④④
10, 2,Ｈダンツバｰゴ, 43,太宰啓, 1.7, 28,* -1, -34, 8, 57.6, ①①,10,10,Ｊトルｰマン, 51,藤岡康, 1.7, 56,  -2, -10,11,222.0,⑫⑬⑬,10,12,Ｅスピログラフ, 70,藤岡康, 1.8, 63,  -4,   3, 4,  9.8, ⑬⑥,10, 2,Ｊテｰオｰエンジェル, 67,藤岡康, 3.3, 40,* -5, -33, 9, 96.7,②②③
11, 3,Ｆテイエムオオラジャ, 48,野元昭, 1.9, 25,* -1, -37,11,152.3, ②②,11, 5,Ｌメイショウユキハナ, 41,藤懸貴, 2.2, 52,*  5, -36,12,266.7,①①①,11,13,Ｉニシノユメマクラ, 63,武士沢, 2.0, 59,  -3,  -1,11,114.4, ⑥⑨,,,,,,,,,,,,
,,,,,,,,,,,,12, 9,Ｋカワキタテンザン, 44,武士沢, 2.5, 48,   2, -30,13,284.6,⑩⑩⑩,12,11,Ｍテイエムオウショウ, 55,渡辺薫, 2.0, 62,  -9,   7,12,181.7, ⑪⑬,,,,,,,,,,,,
,,,,,,,,,,,,13,11,Ｇシュタインガｰデン, 57,中井裕, 3.8, 43,   2, -49, 9, 92.5,⑬⑫⑨,13, 3,Ｎセントウイナｰ, 48,尾島徹, 2.3, 55,   1, -11,14,278.9, ②②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｌヒシサッチモ, 61,松山弘, 2.8, 52, -13,   1,13,225.9, ⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
