12年 2月25日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 2月25日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｱｸｱﾏﾘﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃディアジｰロｰズ, 63,後藤浩,, 60,* -1,*  4, 1,  1.8, ②②, 1, 2, コスモソユｰズ,,平沢健,,,,, 1,  3.4,⑥④④, 1, 2,Ｃミトラ, 73,横山典,, 77,  -1,* 16, 1,  2.9, ③③, 1, 9,Ｆスプラッシュエンド, 80,三浦皇,, 72,   0,*  8, 4, 11.0, ⑭⑮
 2, 9,Ａスフィンクス, 65,嶋田純, 0.6, 54,  -6,*  1, 2,  5.8, ⑥⑥, 2,11, トウシンボルト,,中村将,201.4,,,, 4,  6.2,⑦⑦⑥, 2, 6,Ｅアランルｰス, 73,武豊  , 0.1, 78,*  2,* 13, 2,  4.6, ②②, 2, 8,Ｋボストンエンペラｰ, 76,柴田善, 0.0, 76,   7,   0, 7, 13.0, ⑧⑦
 3,11,Ｅカｰラノｰチェ, 54,伊藤直, 0.8, 52,  -6,*  0, 5, 14.9, ⑦⑦, 3, 6, ロックバルｰン,,横山義,201.6,,,, 5,  6.9,③①①, 3, 4,Ｇウエスタンレビュｰ, 70,北村宏, 0.5, 73,*  3,   8,11, 63.9, ①①, 3,11,Ｈキングレオポルド, 80,石橋脩, 0.1, 73,   6,   0, 1,  3.3, ⑨⑧
 4, 1,Ｄエゾムサシ, 56,柴山雄, 0.9, 50,* -2,  -5, 7, 21.0, ①①, 4, 8, セイエイ,,高野和,201.7,,,, 6,  7.5,⑤⑥③, 4, 7,Ａヒショウ, 74,内田博, 1.0, 70,  -4,  11, 3,  4.7, ⑨⑦, 4,16,Ｉプリンセスメモリｰ, 76,北村宏, 0.2, 70,  -4,* 10, 9, 18.0, ⑯⑭
 5,12,Ｇダイゴミ, 51,杉原誠, 1.1, 49,* -3,  -6,12,153.7, ③③, 5, 5, ケミカルチェンジ,,穂苅寿,201.8,,,, 2,  5.9,④③②, 5, 9,Ｂポリティカルパワｰ, 74,吉田豊, 1.8, 61, -12,  10, 5,  9.6, ⑭⑬, 5,15,Ｊアスタｰエンペラｰ, 76,藤岡康, 0.4, 72,* 12, -10,14, 42.7, ②②
 6, 5,Ｂフィアレス, 64,丹内祐, 1.4, 47,  -8,  -3, 4, 11.2, ⑪⑧, 6, 9, モエレジンダイコ,,小野寺,203.1,,,, 9, 34.9,⑧⑨⑨, 6,14,Ｋプルメリ, 60,吉田隼, 2.1, 60,   0,  -1,14,186.5, ④④, 6,13,Ｇバクシンカｰリｰ, 80,木幡初, 0.4, 71,* 11,  -9,10, 23.2, ④⑤
 7, 3,Ｋソｰラｰインパルス, 43,横山典, 1.4, 45,  -7,  -5, 3,  5.9, ⑤⑤, 7, 1, ホウザンドラゴン,,山本康,203.2,,,, 3,  6.2,①⑤⑤, 7,10,Ｎキタノサイレンス, 46,柴山雄, 2.2, 58,  -2,  -1,16,327.1, ⑤⑥, 7, 3,Ｅアポロノカンザシ, 81,丸山元, 0.4, 73,* 13, -10, 6, 12.0, ①①
 8,10,Ｆサエッタｰレ, 51,大野拓, 1.5, 46,  -7,  -4,13,171.6, ⑨⑩, 8, 7, シャコｰムサシ,,蓑島靖,203.9,,,,12,106.3,⑭⑭⑫, 8, 8,Ｆグランマルシェ, 72,三浦皇, 2.2, 58, -12,   7, 6, 16.6, ⑮⑮, 8,14,Ａアキノパンチ, 82,嶋田純, 0.4, 67,  -2,*  4,11, 29.0, ⑮⑯
 9, 6,Ｏガウディシチｰ,-17,丸山元, 1.6, 47, -11,  -1, 8, 50.1, ⑫⑫, 9, 4, ファｰトゥム,,大庭和,204.0,,,, 7, 16.3,②②⑦, 9, 1,Ｌナムラオｰシャン, 60,丸田恭, 2.4, 56, -10,   4,12, 96.8, ⑬⑫, 9,10,Ｎトップオブピｰコイ, 74,武豊  , 0.4, 68,   4,  -1,13, 38.2, ⑪⑪
10,13,Ｈゼンノオウショウ, 50,丸田恭, 1.7, 44,  -3,  -9, 6, 16.0, ④④,10,10, シティオ,,草野太,204.1,,,,14,117.5,⑫⑩⑧,10, 3,Ｏブラウニｰサンクス, 46,柴田善, 2.4, 59, -12,   7,15,206.6, ⑯⑯,10, 7,Ｍハノハノ, 75,内田博, 0.5, 70,   8,  -6, 2,  5.0, ⑦⑩
11, 4,Ｉタケショウロｰド, 48,柴田善, 1.8, 45,  -7,  -7, 9, 50.8, ⑧⑨,11, 3, スマイルフォンテン,,大江原,204.2,,,,13,117.3,⑨⑪⑪,11, 5,Ｐダノンブリリアント, 42,津村明, 2.6, 54,  -5,  -3,13,163.2, ⑧⑨,11, 6,Ｂケンブリッジエル, 82,蛯名正, 0.5, 69,   7,  -6, 5, 11.4, ⑥⑥
12,16,Ｎキングブラヴィシモ,  8,平野優, 2.3, 39, -12,  -8,11,121.2, ⑬⑭,12,14, フジマサエンパイア,,石神深,204.6,,,, 8, 21.4,⑩⑧⑩,12,15,Ｊスノウプリンス, 62,田辺裕, 2.9, 52,  -9,  -1, 9, 54.4, ⑫⑭,12,12,Ｌマイネショコラｰデ, 75,松岡正, 0.6, 67,   3,  -3, 3,  9.8, ⑫⑬
13, 8,Ｊヒシダンカン, 44,北村宏, 2.5, 37, -16,  -5,10, 98.2, ⑮⑮,13,13, ベニバナセンプｰ,,金子光,205.6,,,,11, 98.0,⑪⑫⑬,13,16,Ｍホリデイトウショウ, 60,武士沢, 4.0, 43,  -7, -13,10, 55.8, ⑪⑪,13, 4,Ｏヤサカシャイニｰ, 72,田中勝, 0.6, 66,   4,  -3,15, 43.8, ⑩⑨
14,15,Ｍカシマフロｰラル, 33,宮崎北, 3.1, 32, -10, -15,14,174.5, ⑭⑬,14,12, リリｰスバｰジョン,,五十嵐,208.0,,,,10, 46.6,⑬⑬⑭,14,11,Ｄキングダムキング, 73,木幡初, 5.1, 33,  -4, -26, 4,  6.5, ⑦⑧,14, 5,Ｐエンシャントアｰツ, 70,丸田恭, 0.6, 68,* 11, -11,16, 77.2, ③④
15,14,Ｌチクシタイショウ, 38,西田雄, 3.2, 31,  -7, -19,16,315.0, ⑩⑪,,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｃキヲウエタオトコ, 82,津村明, 0.7, 66,   9, -10,12, 38.0, ⑤③
16, 7, デルマライジン,---,武士沢, 3.2, 33, -22,  -5,15,198.2, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｄアイアムマリリン, 81,吉田豊, 0.7, 62,   0,  -1, 8, 14.1, ⑬⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:不良(指数:-5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:不良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:不良(指数:14),,,,,,,,,,,
単勝:180円 複勝:02=110円 09=140円 11=260円 枠連:460円,,,,,,,,,,,,"単勝:340円 複勝:02=150円 11=190円 06=230円 枠連:1,120円",,,,,,,,,,,,"単勝:290円 複勝:02=160円 06=180円 04=1,350円 枠連:790円",,,,,,,,,,,,"単勝:1,100円 複勝:09=310円 08=420円 11=170円 枠連:1,440円",,,,,,,,,,,
馬連:500円 ワイド:02-09=210円 02-11=490円 09-11=740円,,,,,,,,,,,,"馬連:1,170円 ワイド:02-11=460円 02-06=660円 06-11=930円",,,,,,,,,,,,"馬連:850円 ワイド:02-06=350円 02-04=2,830円 04-06=4,440円",,,,,,,,,,,,"馬連:6,180円 ワイド:08-09=2,460円 09-11=820円 08-11=850円",,,,,,,,,,,
"馬単:820円 3連複:1,630円 3連単:4,660円",,,,,,,,,,,,"馬単:2,060円 3連複:3,430円 3連単:15,260円",,,,,,,,,,,,"馬単:1,420円 3連複:14,010円 3連単:46,950円",,,,,,,,,,,,"馬単:13,270円 3連複:6,240円 3連単:52,530円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  ダ1800m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  ダ1200m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,千葉ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａアポロマｰベリック, 63,武豊  ,, 65,*  7,*  2, 2,  3.4,①①①, 1, 9,Ａステラウインド, 74,蛯名正,, 73,* 11,* -8, 1,  1.9,①①①, 1, 1,Ｄトウカイライフ, 77,松岡正,, 76,   2,* 19, 4,  7.1,⑬⑫⑪, 1,10,Ａタイセイレジェンド, 98,内田博,, 87,   8,  15, 1,  2.2, ③③
 2, 3,Ｐアｰスワンドリｰム, 14,田中勝, 1.0, 58,   2,*  3,12, 31.2,⑫⑨⑧, 2, 2,Ｄロジサンデｰ, 61,北村宏, 0.7, 68,   4,* -4, 2,  5.5,⑥⑧⑧, 2,11,Ｆシンクオブミｰ, 77,吉田豊, 0.0, 73,   4,  16,10, 29.3,⑪⑩⑨, 2, 8,Ｃアｰリｰロブスト, 90,吉田豊, 0.1, 86,* 11,  11, 5, 17.7, ①①
 3,13,Ｄダイワプライム, 55,北村宏, 1.3, 59,   0,*  5, 1,  2.8,⑯⑭⑫, 3,12,Ｋマジックポスト, 50,木幡初, 0.9, 64,   8, -14, 7, 20.6,②⑤③, 3, 5,Ｈウォンビｰロング, 75,北村宏, 0.1, 72,   5,  12, 7, 21.1,④④③, 3,12,Ｄトｰホウチェイサｰ, 89,後藤浩, 0.1, 86,   6,  16, 4, 13.8, ⑤⑥
 4, 6,Ｎインパルション, 41,丸田恭, 2.3, 50,   3,  -9,14, 82.0,⑦⑦⑥, 4, 1,Ｆコスモアウリンコ, 56,松岡正, 1.2, 64,* 11, -24, 5, 17.1,⑯②②, 4, 2,Ａテクニカルラン, 84,田辺裕, 0.1, 76,   3,* 19, 1,  2.8,⑫⑬⑬, 4, 2,Ｇマルカバッケン, 86,武豊  , 0.2, 85,   4,  17, 2,  4.1, ⑥⑦
 5, 4,Ｅシャイボｰイ, 52,吉田豊, 2.4, 49,*  5, -14, 3,  8.5,③③②, 5, 8,Ｃアルフェロア, 61,吉田豊, 1.3, 59,   7, -16, 4,  7.1,⑤⑦⑥, 5, 4,Ｊナンヨｰクイｰン, 70,江田照, 0.1, 71,*  7,  10,12, 84.7,②②②, 5, 4,Ｅシゲルソウウン, 87,蛯名正, 0.3, 84,   2,* 18,10, 33.2, ⑨⑨
