12年12月16日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年12月16日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仲冬ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａハコダテナイト, 63,田辺裕,, 63,* -1,*  1, 1,  1.6,③②②, 1, 8,Ｊフェイムゲｰム, 48,スミヨ,, 61,  -7,*  3, 6, 14.7,⑧⑧⑦, 1, 3,Ｂハッピｰマリｰン, 74,蛯名正,, 75,* 11,* -2, 1,  1.7,①①①, 1,16,Ａワｰルドエンド, 88,戸崎圭,, 86,* 17,  10, 2,  4.6, ①①
 2, 2,Ｂワｰルドレｰヴ, 60,スミヨ, 0.1, 64,* -1,*  2, 2,  4.3,⑥④④, 2, 2,Ｌシャイニｰリｰヴァ, 42,田中勝, 0.4, 56,* -4,  -7, 7, 16.9,③④④, 2, 6,Ｉマレンカヤ, 66,柴田大, 1.2, 68,   7,* -3,16,281.1,⑦⑧⑦, 2,12,Ｄキョウワダッフィｰ, 84,福永祐, 0.3, 86,   8,* 17, 1,  3.1, ⑨⑨
 3, 5,Ｇラッキｰチケット, 40,ウィリ, 1.2, 56,* -2,  -7, 3,  7.8,④③③, 3,12,Ｄトｰセンタｰキｰ, 56,岩田康, 0.6, 53,* -3, -14, 4,  6.4,②②②, 3, 5,Ａファｰマジェンヌ, 74,岩田康, 1.3, 66,* 10, -11, 2,  4.6,⑬④③, 3,11,Ｆカフェシュプリｰム, 83,武豊  , 0.4, 84,* 16,   8, 3,  5.2, ③③
 4, 9,Ｄトｰセンツリｰ, 48,江田照, 1.3, 55,* -1,  -9, 4,  9.4,①①①, 4,13,Ｅヒカルデザイアｰ, 56,ムｰア, 0.7, 55,  -7,* -4, 3,  6.3,⑪⑩⑨, 4, 7,Ｈツｰオブアス, 66,石橋脩, 1.7, 65,   5,  -5,10, 35.8,⑮⑬⑪, 4, 4,Ｉハッピｰカオル, 81,岩田康, 0.6, 83,  11,  11, 6, 12.1, ⑥⑤
 5, 1,Ｅトウカイマスタｰ, 47,幸英明, 2.6, 48,  -5, -12, 5, 22.3,⑪⑩⑩, 5, 9,Ｂジェイケイネオ, 59,蛯名正, 0.7, 52,* -5, -13, 2,  4.2,④③③, 5, 2,Ｃニシノキュアノス, 72,幸英明, 1.7, 64,   9, -13, 3, 12.2,④⑤⑥, 5, 8,Ｅズンダモチ, 84,浜中俊, 0.6, 82,   6,* 14, 9, 21.3, ⑪⑪
 6,12,Ｆキルタンサス, 47,戸崎圭, 3.1, 41,* -1, -22, 7, 47.6,⑩⑤⑤, 6, 4,Ａロンギングゴｰルド, 65,デムｰ, 0.9, 52, -10,* -2, 1,  2.7,⑯⑮⑬, 6,10,Ｇミラクルフラッグ, 67,田中博, 1.7, 64,   5,  -5,12,122.1,⑭⑫⑨, 6, 7,Ｐノボレインボｰ, 76,和田竜, 0.8, 81,   7,  12,12, 96.1, ⑩⑩
 7,10,Ｋブラックテラｰ, 36,武士沢, 4.0, 42, -13,  -9,14,297.0,⑭⑭⑫, 7,14,Ｆナスシュウホウ, 51,吉田豊, 0.9, 50,  -6, -13, 9, 37.0,⑦⑥⑤, 7,16,Ｊカルトマリｰヌ, 65,木幡初, 1.9, 63,   9, -12,14,147.9,⑪⑥⑤, 7,13,Ｇケイアイダイオウ, 81,蛯名正, 0.9, 79,  10,   8, 8, 16.6, ⑧⑥
 8, 7,Ｈゴｰルドピュｰマ, 39,北村宏, 4.2, 36,  -4, -27, 8, 55.0,⑦⑨⑧, 8,16,Ｍカウウェラ, 42,福永祐, 1.0, 53,  -7,  -8, 5, 13.5,⑩⑪⑫, 8, 9,Ｍノｰブルガイア, 63,梶晃啓, 2.1, 63,   6,  -7,15,160.0,⑫⑮⑬, 8, 2,Ｋサザンブレイズ, 80,ムｰア, 1.0, 79,* 15,   4,10, 31.2, ②②
