12年 3月25日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 3月25日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心斎橋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａクルクルリンクル, 71,岩田康,, 59,*  5,  -4, 1,  1.7, ①①, 1, 1, サンレイデュｰク,,難波剛,,,,, 6, 15.5,⑤⑤⑤, 1, 3,Ａトイボックス, 76,国分恭,, 74,   3,* 12, 1,  2.8, ⑦⑥, 1, 6,Ｉレオプライム, 78,岩田康,, 85,  13,*  7, 3,  8.9, ⑪⑪
 2, 7,Ｇフェイストウショウ, 48,秋山真, 0.0, 60,*  5,  -4, 3,  7.0, ②②, 2, 4, ビｰビｰスカット,,北沢伸,202.2,,,, 3,  5.4,③①①, 2, 5,Ｂスイｰトエスケｰプ, 76,岩田康, 0.4, 71,   6,   6, 2,  4.4, ④⑤, 2, 7,Ｂティアップゴｰルド, 87,幸英明, 0.1, 85,  16,   1, 2,  3.8, ⑦⑧
 3, 5,Ｂメイショウオハツ, 65,幸英明, 0.0, 59,   3,* -2, 2,  2.9, ③③, 3,12, オｰプンセサミ,,今村康,202.5,,,, 4,  7.7,④④②, 3, 1,Ｄジャマイカジョｰ, 73,幸英明, 0.6, 70,   0,*  9, 3,  4.6, ⑩⑪, 3, 1,Ｆブラｰニｰストｰン, 79,藤岡康, 0.3, 81,  10,*  6, 7, 21.9, ⑬⑭
 4, 9,Ｉクイｰンズライフ, 45,長谷川, 0.5, 51, -12,*  8,13,224.4, ⑬⑬, 4, 9, ファｰトゥム,,小野寺,203.1,,,, 8, 26.7,⑩⑧⑥, 4,15,Ｈキクノフレヴァン, 68,秋山真, 0.6, 70,   6,   4, 7, 15.7, ⑥④, 4, 9,Ｌタイキパｰシヴァル, 76,鮫島良, 0.4, 84,* 21, -11,11, 35.2, ①①
 5,10,Ｅパレスフクヒメ, 51,小坂忠, 0.8, 53,   2,  -8,12,207.2, ⑤⑥, 5, 6, シｰライフ,,小坂忠,203.2,,,, 7, 17.8,①②③, 5, 6,Ｅガｰルズストｰリｰ, 72,藤岡康, 0.6, 71,   5,   5, 5, 11.9, ⑤⑦, 5,15,Ｈトゥリオンファｰレ, 78,芹沢純, 0.5, 80,  16,  -6,10, 34.0, ⑧⑤
 6,12,Ｍシャトｰエルシド, 28,中井裕, 1.2, 48,   1, -10, 4, 33.9, ⑥⑦, 6,11, モエレジンダイコ,,蓑島靖,204.6,,,, 5, 11.6,⑥⑦⑦, 6,12,Ｉフェブムｰビング, 67,小林徹, 0.7, 69,*  8,   1,10, 31.1, ②②, 6,13,Ｏタガノラヴキセキ, 73,藤田伸, 0.6, 79,  13,   0,15, 94.2, ⑭⑫
 7, 4,Ｈマイアイステラ, 46,森一馬, 1.4, 45,  -5,  -6, 5, 44.6, ⑩⑩, 7,10, タビニデヨウ,,植野貴,204.8,,,, 9, 29.4,②③④, 7,11,Ｏキングリホリホ, 48,上村洋, 1.0, 67,*  9,  -2,11,117.5, ①①, 7, 2,Ｃワイズリｰ, 86,小林徹, 0.6, 78,  10,   2, 1,  2.5, ⑮⑮
 8,15,Ｄワンダｰビジュｰ, 53,野元昭, 1.5, 48,   4, -14, 7, 49.9, ⑦⑤, 8, 5, マｰチインパクト,,黒岩悠,205.6,,,,12, 68.7,⑪⑩⑧, 8, 2,Ｃプリサイストップ, 73,丸田恭, 1.1, 64,   3,   2, 4, 10.6, ⑧⑨, 8,14,Ｇマイネルカリバｰン, 79,国分恭, 0.6, 79,* 20, -12, 8, 22.9, ②②
