12年 1月22日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 1月22日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,唐戸特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａメイショウフォロｰ, 67,太宰啓,, 63,* -1,*  0, 1,  3.4, ①①, 1, 8,Ｌダノンフリｰデン, 60,中舘英,, 66,*  2,   4, 7, 16.6, ①①, 1, 7,Ａリリｰファイアｰ, 75,松山弘,, 74,*  8,* 13, 1,  2.9,①①①, 1,12,Ｊヤマニンガｰゴイル, 71,松山弘,, 76,  12,   1, 3,  5.3,⑨⑥⑤
 2,11,Ｂザゲｰムイズオン, 62,柴山雄, 0.9, 51, -12,* -1, 2,  4.1, ⑦⑥, 2, 7,Ｈシルクアイリス, 62,川須栄, 0.1, 65,  -5,   8, 5, 12.2, ⑥⑤, 2, 6,Ｍハルカフジ, 62,川須栄, 0.9, 70,   6,  10, 9, 35.9,⑤⑤⑤, 2, 4,Ｄアドマイヤコリン, 75,川須栄, 0.1, 78,   8,* 10, 4,  6.6,⑦⑮⑪
 3,10,Ｅベクトル, 53,デムｰ, 1.1, 49, -17,* -1, 4,  6.1, ⑩⑩, 3, 5,Ａサクラフェニックス, 72,吉田隼, 0.1, 63,  -8,* 10, 1,  2.9, ⑦⑦, 3, 1,Ｇメイショウリバｰ, 70,中舘英, 1.1, 68,   5,   9, 8, 33.6,⑮⑦④, 3, 6,Ｎマイネルナタリス, 67,大野拓, 0.1, 77,  10,   3,15, 55.8,⑧⑧④
 4, 6,Ｈムジャウハラｰト, 47,杉原誠, 1.4, 47, -11,  -7, 9, 44.9, ⑥⑦, 4,14,Ｄキングスウィｰプ, 65,水口優, 0.4, 62,*  1,   1,10, 33.6, ③③, 4,14,Ｃキョウエイプラウド, 73,江田照, 1.2, 67,   2,* 14,12, 74.7,⑭⑮⑮, 4, 1,Ａリバｰハイランド, 78,太宰啓, 0.1, 75,  10,*  4, 2,  5.1,⑪⑨⑧
 5, 3,Ｊテイエムタイホｰ, 45,松山弘, 1.7, 44,  -8, -12, 5, 10.5, ④④, 5, 9,Ｊエヴァンブルｰ, 62,幸英明, 0.4, 62,  -4,   4, 3,  6.0, ⑤⑥, 5,12,Ｂリアルアヴェニュｰ, 73,デムｰ, 1.2, 67,   4,   9, 2,  3.1,⑩⑨⑧, 5,10,Ｐヨシステップ, 63,江田照, 0.4, 72,   9,   3,16,199.6,⑬⑬⑭
 6, 5,Ｆシゲルキンカン, 53,吉田隼, 1.9, 41, -21,  -5, 8, 41.9, ⑫⑭, 6,12,Ｅアシュア, 65,村田一, 0.6, 60,*  4,  -2, 9, 27.0, ②②, 6,11,Ｋヒルトップシｰン, 67,吉田隼, 1.2, 66,   5,   9, 7, 15.8,⑪⑩⑨, 6, 9,Ｂサクラボｰルド, 77,吉田隼, 0.5, 71,  12,  -4, 7, 12.9,⑥⑤⑦
 7, 2,Ｉフクノゴｰルド, 46,黛弘人, 2.0, 41, -16,  -8,12,148.5, ⑨⑨, 7, 3,Ｆドリｰムクレド, 65,柴山雄, 0.6, 58, -13,*  9, 6, 15.7, ⑪⑪, 7,10,Ｆザクリエイション, 70,大野拓, 1.2, 66,   6,   7, 6, 13.0,⑦⑥⑦, 7,11,Ｅナイスミｰチュｰ, 75,上村洋, 0.6, 70,   9,  -1, 6, 12.4,⑫⑭⑬
 8,12,Ｋキョウワカンパネラ, 45,渡辺薫, 2.2, 38, -25,  -5,10, 59.3, ⑭⑬, 8, 1,Ｇジャカランダテラス, 63,デムｰ, 0.6, 59, -12,   8, 2,  3.9, ⑨⑧, 8,15,Ｄマイネルレガｰロ, 73,丹内祐, 1.2, 66,*  7,   5, 3,  6.8,④③③, 8, 8,Ｌクレバｰキング, 68,幸英明, 0.6, 71,   9,   0,10, 40.1,⑯⑫⑫
