12年11月18日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年11月18日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝2400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｋシンボリディスコ, 40,柴田善,, 59,  -9,*  4, 4,  7.7, ⑪⑨, 1, 1, ハｰモニｰフェア,---,蛯名正,, 63, -21,* 11, 3,  4.7, ④④, 1, 9,Ｃレジアｰネ, 76,蛯名正,, 79,*  8,* 13, 2,  3.9,④③②, 1,16,Ｂエｰシンウェズン, 91,戸崎圭,, 90,*  5,* 23, 2,  4.7, ④④
 2,18,Ｏクロムレック, 31,戸崎圭, 0.0, 53,* -5,  -3, 2,  4.7, ②②, 2, 4, ヒルノクオリア,---,武幸四, 0.0, 62,*-18,   8, 1,  2.2, ①①, 2, 8,Ｂモントリヒト, 79,北村宏, 0.1, 79,*  7,* 14, 1,  3.0,⑥④③, 2, 8,Ｏグリッタｰウイング, 81,武幸四, 0.4, 91,   4,* 22, 9, 23.9, ⑥⑥
 3, 4,Ｎヒシサイレンス, 37,幸英明, 0.1, 60, -10,*  6, 6, 11.9, ⑫⑬, 3, 8, セデュウシング,---,北村宏, 0.6, 58, -26,* 11, 2,  4.0, ⑩⑩, 3, 2,Ｈユｰロビｰト, 72,田辺裕, 0.5, 75,*  7,  11, 7, 24.1,③⑥⑤, 3, 7,Ｇサクラシャイニｰ, 88,松田大, 0.5, 87,   4,  21,13, 73.1, ⑤⑤
 4,11,Ｆディレットリｰチェ, 47,田辺裕, 0.3, 53,  -9,  -2, 5, 10.2, ④⑥, 4, 9, テイエムブシドｰ,---,武士沢, 0.7, 54, -22,   3, 7, 31.7, ⑤⑤, 4,13,Ｆドラゴンピｰス, 74,木幡初, 0.8, 74,   5,  11, 3,  5.0,⑬⑫⑩, 4,13,Ｈマルカベンチャｰ, 88,幸英明, 0.7, 86,   3,  20, 1,  3.7, ⑨⑨
 5,12,Ｇスワンボｰト, 46,蛯名正, 0.3, 52,* -6,  -6, 3,  5.7, ③③, 5, 5, サウンドカスケｰド,---,戸崎圭, 1.0, 47,*-20,  -4, 5, 13.2, ②②, 5, 5,Ａゲルマンシチｰ, 80,大庭和, 0.8, 75,   5,  12, 4,  6.1,⑤⑤⑧, 5, 2,Ｆメイショウツチヤマ, 88,柴田善, 0.8, 84,   3,  19, 6, 10.9, ⑧⑧
 6,15,Ｐワイハｰノカゼ, 30,松岡正, 0.5, 57, -13,*  4, 7, 14.1, ⑱⑰, 6, 2, トミケンフィアブル,---,柴田大, 1.0, 51, -23,   1, 8, 42.3, ⑦⑦, 6,10,Ｉベストアンサｰ, 71,戸崎圭, 1.0, 72,*  7,   7,11, 59.1,⑩⑦⑥, 6,14,Ｅガンマｰバｰスト, 88,大庭和, 1.0, 83,*  5,  14, 8, 11.3, ③③
 7,10,Ｄダイワフェｰム, 50,北村宏, 0.6, 50,  -8,  -6, 1,  3.0, ⑧⑧, 7, 3, トドロキカポネサン,---,田辺裕, 1.0, 52, -25,   5, 9, 57.1, ⑧⑨, 7, 6,Ｍウインゴｰウェル, 70,武士沢, 1.0, 74,   4,* 12,12, 73.1,⑫⑬⑮, 7,15,Ａメテオロロジスト, 94,三浦皇, 1.0, 83,*  6,  13, 4,  8.4, ②②
 8,13,Ｃファインユニバｰス, 50,松田大, 0.6, 49,* -6,  -9, 8, 26.2, ⑤④, 8,11, ショウナンパレット,---,幸英明, 1.1, 48,*-19,  -5, 4,  9.7, ③③, 8,16,Ｎリネンタキシｰド, 70,石神深, 1.0, 74,   4,* 12,16,287.0,⑭⑮⑬, 8,12,Ｃシセイオウジ, 89,木幡初, 1.0, 84,   2,  19, 3,  8.2, ⑫⑫
 9,16,Ｌプレミｰルサリｰ, 39,川島信, 0.7, 46,* -5, -15,17,231.8, ①①, 9, 7, ブリｰズギフト,---,川島信, 1.1, 53, -28,   7,10, 78.3, ⑪⑫, 9, 3,Ｅリキサンヒｰロｰ, 75,江田照, 1.7, 68,*  7,   1,10, 44.2,②②④, 9, 9,Ｋサウンドアクシス, 84,松岡正, 1.0, 84,   0,  21,12, 72.3, ⑭⑭
10, 6,Ｈフェスティヴショウ, 45,中谷雄, 0.8, 50, -12,  -2,12,116.1, ⑮⑮,10,10, ケイツｰモリガン,---,大庭和, 1.1, 49, -22,  -2,11, 88.1, ⑥⑥,10,11,Ｌマイネルティンラン, 70,柴田大, 1.8, 69,   5,   5,14,160.8,⑮⑭⑪,10, 6,Ｍタマモクリエイト, 83,柴田大, 1.1, 82,   2,  18,14,113.0, ⑪⑪
11, 3,Ｑガット, 29,江田照, 0.9, 46,  -8,  -9,11,104.1, ⑦⑦,11,13, ランドブリｰズ,---,松田大, 1.7, 43, -26,  -4,12,129.5, ⑫⑪,11,12,Ｊアイアイエンデバｰ, 71,松岡正, 1.9, 68,   4,   5, 8, 26.1,⑦⑪⑭,11, 4,Ｊオｰスミイチバン, 85,川島信, 1.1, 83,   3,  16, 5,  8.5, ⑦⑦
12,14,Ｍディアグリスタｰ, 37,木幡初, 1.0, 43,* -6, -15,13,118.5, ⑥⑤,12,12, ザマジック,---,三浦皇, 2.4, 32, -23, -17, 6, 22.6, ⑨⑧,12,14,Ｄモネロ, 75,松田大, 2.0, 68,   4,   6, 5, 15.2,⑯⑯⑯,12,10,Ｎハギノリベラ, 81,中村将, 1.3, 82,  -2,  21,16,205.7, ⑯⑯
13, 8,Ｂオリオンザレヴリ, 51,武士沢, 1.1, 45, -10,  -9, 9, 26.2, ⑩⑫,13, 6, アマネセル,---,木幡初, 4.4, 11, -33, -30,14,164.1, ⑬⑬,13, 7,Ｇトキノユウ, 73,三浦皇, 2.8, 63,   5,  -5,13,106.2,⑨⑩⑫,13,11,Ｄケイアイテンジン, 89,江田照, 1.3, 80,*  8,   8, 7, 11.0, ①①
14, 1,Ａディｰズリアン, 61,三浦皇, 1.3, 43, -13,  -9,10, 47.7, ⑯⑭,14,14, ラヴァｰズブラック,---,江田照, 4.6, 12, -40, -20,13,159.1, ⑭⑭,14, 1,Ｏボンドストリｰト, 68,中谷雄, 3.7, 56,*  7, -19,15,180.6,①①①,14, 3,Ｉトシギャングスタｰ, 85,蛯名正, 1.6, 80,  -1,  17,10, 28.8, ⑮⑮
15,17,Ｅバンテアイスレイ, 48,石神深, 1.5, 39, -10, -16,16,190.8, ⑬⑩,,,,,,,,,,,,,15,15,Ｋレアｰレスパｰダ, 71,柴田善, 4.2, 52,   6, -20, 9, 34.5,⑧⑧⑦,15, 1,Ｌブルｰデジャブ, 83,中谷雄, 1.6, 80,   2,  14,11, 47.9, ⑩⑩
16, 5,Ｒメルクマｰル, 26,鈴来直, 1.8, 37, -14, -12,18,540.9, ⑰⑱,,,,,,,,,,,,,16, 4,Ｐハヤブサフィｰバｰ, 63,幸英明, 5.3, 47,   5, -28, 6, 21.0,⑪⑨⑨,16, 5,Ｐスズカコｰズウェイ, 78,武士沢, 2.2, 75,   0,  10,15,192.9, ⑬⑬
17, 7,Ｊキュウシュウソダチ, 43,大庭和, 1.8, 37, -13, -15,14,150.9, ⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 2,Ｉコスモカワギリ, 45,柴田大, 1.9, 34, -10, -21,15,154.9, ⑨⑪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:重(指数:-4),,,,,,,,,,,
単勝:770円 複勝:09=240円 18=250円 04=320円 枠連:590円,,,,,,,,,,,,単勝:470円 複勝:01=140円 04=110円 08=130円 枠連:500円,,,,,,,,,,,,単勝:390円 複勝:09=150円 08=120円 02=460円 枠連:450円,,,,,,,,,,,,"単勝:470円 複勝:16=220円 08=650円 07=1,320円 枠連:3,090円",,,,,,,,,,,
"馬連:2,140円 ワイド:09-18=1,070円 04-09=760円 04-18=1,470円",,,,,,,,,,,,馬連:540円 ワイド:01-04=220円 01-08=330円 04-08=190円,,,,,,,,,,,,"馬連:460円 ワイド:08-09=210円 02-09=1,380円 02-08=980円",,,,,,,,,,,,"馬連:8,030円 ワイド:08-16=2,390円 07-16=5,820円 07-08=11,000円",,,,,,,,,,,
"馬単:4,690円 3連複:6,740円 3連単:39,160円",,,,,,,,,,,,"馬単:1,180円 3連複:590円 3連単:3,490円",,,,,,,,,,,,"馬単:1,030円 3連複:3,730円 3連単:12,790円",,,,,,,,,,,,"馬単:12,450円 3連複:149,270円 3連単:618,560円",,,,,,,,,,,
■ 3R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 6R  ダ1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1400m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■12R  芝1400m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,からまつ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｆケイアイチョウサン, 52,戸崎圭,, 62,  -6,*  4, 6,  8.6,⑧⑥⑧, 1, 6, ヴォルカニック,---,松田大,, 65,* -5,*  8, 1,  2.1, ①①, 1,13,Ｌネオウィズダム, 54,柴田善,, 75,* -8,* 12, 3,  4.7, ②②, 1, 1,Ａアミカブルナンバｰ, 83,柴田善,, 83,*  4,   7, 1,  2.9, ④④
 2, 9,Ｋベルウッドテラス, 44,柴田善, 0.3, 62, -10,*  8, 2,  6.0,⑭⑯⑯, 2,11, ハヴアグッドデイ,---,戸崎圭, 1.3, 54,* -5,  -3, 2,  3.9, ②②, 2,12,Ｂエタｰナルムｰン, 65,木幡初, 0.0, 77, -11,* 16, 5,  6.7, ⑥⑥, 2, 9,Ｅエクセラントカｰヴ, 77,戸崎圭, 0.1, 82,   1,  10, 2,  4.7, ⑧⑦
 3, 1,Ｅサムソンズプライド, 52,江田照, 0.5, 56,  -4,  -8, 4,  6.8,③④④, 3, 7, センラン,---,松岡正, 1.7, 53, -11,   1, 3,  4.7, ⑦⑦, 3, 9,Ｃワキノキセキ, 63,田辺裕, 0.6, 67, -11,   7, 2,  4.7, ④④, 3, 4,Ｈデンファレ, 76,中谷雄, 0.2, 82,   0,   9,12, 62.7, ⑥⑥
 4, 3,Ｂロｰドラファエル, 56,蛯名正, 0.7, 54,  -5, -11, 3,  6.7,④⑤⑤, 4, 4, オｰハッピｰデイ,---,田辺裕, 1.9, 53, -16,*  7, 7, 28.8, ⑪⑪, 4, 2,Ｉラインミｰティア, 58,蛯名正, 0.7, 68, -14,* 11, 4,  6.4, ⑩⑩, 4,14,Ｊザッハトルテ, 72,松田大, 0.2, 83,  -1,* 11, 9, 44.1, ⑨⑩
 5, 7,Ｉレアパルファム, 49,幸英明, 0.8, 55,  -6,  -9, 8, 18.1,⑨⑦⑨, 5,12, ダンシングポｰン,---,幸英明, 2.0, 51,* -5,  -9, 5, 14.5, ③③, 5, 8,Ａスマｰトルピナス, 66,武士沢, 0.8, 66, -10,   6, 6, 14.0, ⑤⑤, 5, 8,Ｂチェリｰヒロイン, 79,川島信, 0.2, 86,  -3,* 15, 5, 11.1, ⑭⑭
 6,14,Ａドラゴンレインボｰ, 59,三浦皇, 0.8, 55,  -7,  -6, 1,  4.6,⑥⑩⑫, 6, 9, マックスシュテルン,---,江田照, 2.0, 50, -11,  -2, 6, 21.4, ⑥⑥, 6, 4,Ｆマイネモントル, 61,柴田大, 0.8, 67, -11,   7, 9, 54.3, ⑦⑧, 6, 2,Ｃブランダムｰル, 79,田辺裕, 0.3, 82,  -3,* 12, 8, 40.5, ⑫⑪
 7, 4,Ｇカッシｰニ, 51,木幡初, 0.9, 51,* -1, -21, 9, 22.3,①①①, 7, 3, リバイバルワンダｰ,---,武士沢, 2.2, 51, -15,   2,11, 88.4, ⑨⑧, 7, 1,Ｇグレイスフルデイズ, 61,北村宏, 0.9, 66, -16,* 11, 1,  3.5, ⑬⑭, 7,13,Ｇレッドエレンシア, 76,三浦皇, 0.3, 81,   1,   7, 4,  5.6, ⑦⑧
 8,15,Ｈオｰスミミズホ, 51,川島信, 0.9, 55,  -4, -12, 5,  6.8,⑩⑫⑦, 8, 8, ヤマノカドゥ,---,柴田善, 2.2, 48,  -7,  -8, 9, 39.3, ④④, 8, 7,Ｊリシェス, 55,三浦皇, 1.1, 61, -10,   0,10, 58.6, ③③, 8, 3,Ｏクリアンサス, 64,木幡初, 0.3, 77,*  6,  -1, 6, 15.4, ①①
 9, 8,Ｌプリｰズドンテル, 44,北村宏, 1.0, 52,  -8,  -8,12,111.0,⑬⑨⑩, 9, 5, ヒシトパｰズ,---,大庭和, 2.4, 48, -10,  -6,10, 44.3, ⑤⑤, 9,11,Ｎアポロヌリｰ, 45,松岡正, 1.1, 60,* -7,  -5,13, 89.9, ①①, 9, 5,Ｉメジロツボネ, 74,江田照, 0.7, 73,*  4,  -2,10, 44.1, ③③
10,13,Ｃマイネルジェイド, 54,柴田大, 1.1, 52,  -4, -15, 7,  8.6,⑤⑧⑥,10, 2, ナゲットシｰニュ,---,三浦皇, 3.1, 44, -17,  -3, 4, 13.3, ⑫⑩,10,14,Ｋショウナンアンカｰ, 55,松田大, 1.3, 60, -14,   3,16,266.8, ⑪⑫,10, 7,Ｄロｰズノｰブル, 79,北村宏, 0.7, 74,   3,  -1, 3,  5.2, ⑤⑤
11,12,Ｍコスモピｰスフル, 43,中谷雄, 1.3, 49,  -9, -11,13,142.1,⑫⑬⑬,11, 1, ヒシカルチャｰ,---,北村宏, 3.7, 37, -16, -10, 8, 34.7, ⑧⑨,11, 3,Ｅエフティチャｰミｰ, 62,幸英明, 1.5, 57, -10,  -4, 7, 22.6, ⑫⑦,11,11,Ｋプロスペラスマム, 68,武士沢, 0.7, 76,  -3,   7,15,258.3, ⑪⑫
12,11,Ｊシアワセノホシ, 48,松田大, 1.5, 49, -10,  -9,14,155.0,⑰⑰⑰,12,10, シャインワイル,---,武幸四, 5.2, 29, -17, -21,12,191.3, ⑩⑫,12,16,Ｏベラベラ, 40,大庭和, 1.5, 60, -18,   7,14,114.0, ⑯⑮,12,15,Ｆコスモルｰシｰ, 77,柴田大, 0.8, 71,*  5,  -6,11, 61.5, ②②
13,17,Ｎコスモサンチャン, 38,松岡正, 1.5, 48,* -3, -25,11, 30.0,⑦③③,,,,,,,,,,,,,13,10,Ｍインティワタナ, 46,鈴来直, 1.6, 56, -14,  -1,15,186.0, ⑧⑪,13,12,Ｌパワフルラリマｰ, 67,松岡正, 1.0, 75,  -7,   8,13,105.9, ⑮⑮
14,16,Ｏソデフリン, 37,武幸四, 1.9, 43,  -9, -19,16,277.8,⑮⑭⑭,,,,,,,,,,,,,14,15, マヒナズヒル,---,戸崎圭, 1.8, 51, -13,  -5,11, 61.9, ⑨⑨,14, 6,Ｎサクセスセレｰネ, 66,蛯名正, 1.2, 69,  -1,  -2, 7, 24.6, ⑩⑨
15,10,Ｑオンアイス, 34,武士沢, 2.2, 40,  -7, -25,17,291.5,⑪⑪⑪,,,,,,,,,,,,,15, 5,Ｈレオハイタッチ, 59,江田照, 1.8, 54, -18,   1, 8, 30.7, ⑮⑯,15,10,Ｍピュアオパｰル, 67,幸英明, 1.2, 72,  -4,   2,14,127.6, ⑬⑬
16, 6,Ｄパイナップルリリｰ, 54,田辺裕, 2.3, 38,* -2, -38,10, 30.0,②②②,,,,,,,,,,,,,16, 6,Ｄリアリティｰ, 63,川島信, 1.9, 53, -14,  -4,12, 84.2, ⑭⑬,,,,,,,,,,,,
17, 5,Ｐコスモパレｰド, 35,大庭和, 3.4, 30, -10, -38,15,218.8,⑯⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
