12年 5月20日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 5月20日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1400m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝1400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾘｰｳｪｲｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｆムジャウハラｰト, 59,杉原誠,, 64,* -4,*  5, 9, 21.7, ③②, 1, 5,Ｅアｰルデュラン, 59,三浦皇,, 67,* -8,   1, 1,  3.0, ④②, 1, 2,Ｂウインジュビリｰ, 71,杉原誠,, 66,*  3,   2, 1,  1.9, ②②, 1,11,Ｍミトラ, 76,松岡正,, 94,  11,  14, 9, 33.4, ③③
 2,10,Ｅショウナンワヒネ, 61,三浦皇, 0.3, 61,  -6,*  4, 3,  5.1, ④④, 2, 2,Ｎファｰゴ, 42,田中勝, 0.2, 65,  -9,   3, 7, 15.3, ⑥⑥, 2, 7,Ｈピュアマインド, 65,吉田豊, 0.0, 67,  -1,*  9, 4, 10.1, ⑩⑨, 2,10,Ｇプランスデトワｰル, 80,福永祐, 0.5, 88,   6,  14, 2,  5.2, ⑧⑧
 3,11,Ｂオフショア, 62,蛯名正, 0.6, 62,  -8,*  6, 4,  5.3, ⑨⑩, 3,18, ロジテｰル,---,内田博, 0.4, 65, -15,*  8, 4,  9.4, ⑭⑬, 3, 4,Ｄニシノフェミニン, 70,蛯名正, 0.2, 65,*  2,   3, 2,  5.2, ④③, 3,17,Ｃメｰヴェ, 82,浜中俊, 0.8, 84,  10,   4, 7, 16.5, ④④
 4, 5,Ｃアルティメイトラブ, 61,松岡正, 0.6, 60,  -6,   3, 8, 18.3, ⑥⑥, 4,11,Ｃシベリアンスパｰブ, 61,横山典, 0.4, 58,* -7,  -6, 3,  8.9, ②③, 4, 1,Ｍツクバオトメ, 63,福永祐, 0.2, 67,  -6,* 12, 7, 23.2, ⑭⑭, 4,14,Ｈグロｰリｰルピナス, 78,武士沢, 1.0, 82,   4,  11,15,148.2, ⑨⑨
 5,12,Ｇマイネベルヴィ, 58,石橋脩, 0.6, 60,  -7,   3, 6, 15.4, ⑦⑦, 5, 8,Ｄスピリテッドエアｰ, 60,蛯名正, 0.5, 61, -12,   2, 6, 13.1, ⑨⑨, 5,16,Ｅアフィントン, 69,吉田隼, 0.5, 62,  -3,   7, 9, 51.6, ⑬⑬, 5,13,Ｆメイショウドナリオ, 81,川田将, 1.0, 82,   9,   4, 4,  8.1, ⑥⑥
 6, 3,Ｄロンギングトゥユｰ, 61,ウィリ, 0.8, 59,* -5,  -1, 1,  4.5, ②③, 6, 9,Ａレッドガルシア, 67,吉田豊, 0.7, 55, -12,  -2, 5, 10.4, ⑧⑧, 6, 9,Ｇゴｰルドエンジュ, 66,江田照, 0.6, 61,   0,   2,14, 89.2, ⑦⑤, 6,15,Ａシルクウェッジ, 88,横山典, 1.1, 79,* 17,  -8, 1,  2.4, ②②
 7, 1,Ａケｰニギンキルシェ, 65,武士沢, 1.0, 57,  -7,   0, 2,  4.9, ⑤⑤, 7,14, プリｰムス,---,福永祐, 0.8, 59, -14,   1, 2,  3.4, ⑫⑪, 7,15,Ｃクナンガン, 70,鈴来直, 0.7, 62,  -8,* 10, 5, 11.4, ⑯⑮, 7, 7,Ｋサザンスタｰディ, 77,柴田善, 1.1, 80,   9,   3,11, 56.0, ⑤⑤
 8, 9,Ｍトｰセンファｰスト, 51,森泰斗, 1.2, 54,* -3,  -6, 5,  6.6, ①①, 8, 3, スモｰキｰヴォイス,---,松岡正, 1.0, 61, -16,   3, 9, 29.5, ⑮⑮, 8, 8,Ｐアドマイヤアジナ, 58,田辺裕, 0.7, 60,*  5,  -6, 6, 15.5, ①①, 8, 1,Ｎアラマサロｰズ, 76,田中勝, 1.1, 80,   5,   7,13,122.2, ⑦⑦
 9,16,Ｊエリザヴェｰタ, 55,浜中俊, 1.4, 54, -13,*  4, 7, 15.7, ⑮⑮, 9,10,Ｇサウススカｰレット, 53,柴田善, 1.2, 46,* -5, -21,10, 34.2, ①①, 9,13,Ｊリズモア, 64,柴田大, 0.7, 61,   0,   1, 8, 43.6, ⑥⑦, 9, 8,Ｉトｰホウカイザｰ, 78,田辺裕, 1.2, 81,   1,  12, 8, 32.2, ⑪⑪
10, 6,Ｈディｰズプリンセス, 57,江田照, 1.5, 51,  -8,  -4,12,105.7, ⑪⑨,10,17,Ｈレッドグルｰヴァｰ, 52,石橋脩, 1.2, 54, -12,  -8,11, 52.0, ⑩⑩,10,12,Ｎトｰアティアレ, 62,武士沢, 1.1, 59,  -1,  -1,11, 64.2, ⑪⑪,10, 9,Ｄカグニザント, 82,内田博, 1.3, 80,  -3,* 15, 3,  6.8, ⑭⑭
11,14,Ｏリズミックセンス, 41,吉田豊, 2.1, 48, -10,  -5,11, 84.5, ⑭⑫,11, 1,Ｆニシノセルヴァ, 58,浜中俊, 1.4, 53, -16,  -4, 8, 19.7, ⑬⑭,11,14,Ｌラビットファレル, 64,津村明, 1.1, 57,  -4,   3,16,286.8, ⑫⑫,11, 5,Ｂメイショウゾウセン, 85,武豊  , 1.4, 76,* 17, -12, 5,  9.7, ①①
12,13,Ｌクラウンカミｰノ, 53,鈴来直, 2.3, 47, -11,  -6,16,245.7, ⑫⑬,12, 7,Ｊマイネラヴリｰ, 48,大庭和, 1.6, 44,  -9, -19,15,149.0, ⑦⑤,12,11,Ｏニシノユメマクラ, 59,大庭和, 1.4, 56,  -1,  -4,10, 63.9, ⑧⑩,12, 6,Ｊブルｰデインヒル, 77,石橋脩, 1.5, 77,   1,   7,14,123.4, ⑩⑩
13, 2,Ｋケイジｰヒロイン, 54,田中勝, 2.3, 46, -10,  -7,10, 58.0, ⑩⑪,13,12,Ｋリネンヴィヴィッド, 47,江田照, 1.8, 41, -10, -21,16,353.8, ⑤⑦,13, 6,Ｋココロバ, 64,森泰斗, 1.7, 53,   1,  -9,13, 83.3, ⑤⑥,13, 3,Ｅドリｰムピｰチ, 82,北村宏, 1.8, 75,  -9,* 18, 6, 15.7, ⑯⑯
14, 7,Ｎリボンハｰト, 46,柴田善, 2.3, 49, -15,  -1,14,184.3, ⑯⑯,14, 4,Ｉハッピｰメイカｰ, 51,津村明, 1.8, 44, -15, -12,12, 61.7, ⑪⑫,14, 3,Ｆバレドクｰル, 66,北村宏, 1.7, 52,  -2,  -6,12, 81.8, ⑨⑧,14, 2,Ｐトウショウフォアゴ, 68,柴田大, 1.9, 75,  -5,  11,10, 46.3, ⑮⑮
15, 8,Ｉタマモクリスタル, 57,津村明, 2.6, 45,  -8, -11,13,109.6, ⑧⑧,15,16, ロッタチャン,---,中谷雄, 2.2, 41, -18, -14,13,141.9, ⑯⑰,15,10,Ｉエムオｰファミリｰ, 64,三浦皇, 1.7, 53,  -9,   2,15,159.8, ⑮⑯,15,12,Ｌアロマンシェス, 77,江田照, 2.1, 70,  -3,   6,16,153.1, ⑬⑬
16, 4,Ｐリネンクイン, 34,柴田大, 3.6, 38, -11, -15,15,190.1, ⑬⑭,16,15,Ｍトップギャラン, 45,杉原誠, 2.8, 33, -18, -21,17,361.5, ⑰⑯,16, 5,Ａオｰルドアメリカン, 73,田中勝, 2.8, 43,*  2, -20, 3,  8.6, ③④,16, 4,Ｏレッドヴァンクｰル, 75,三浦皇, 2.3, 68,  -3,   3,12,109.0, ⑫⑫
,,,,,,,,,,,,17,13,Ｌスウィングガｰル, 46,柴田大, 3.0, 31,* -8, -42,14,145.9, ③④,,,,,,,,,,,,,17,16,Ｑアグネスエナジｰ, 62,杉原誠, 2.7, 64,  -9,   6,17,258.3, ⑰⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-4),,,,,,,,,,,
"単勝:2,170円 複勝:15=500円 10=180円 11=160円 枠連:1,160円",,,,,,,,,,,,単勝:300円 複勝:05=150円 02=450円 18=350円 枠連:830円,,,,,,,,,,,,単勝:190円 複勝:02=110円 07=210円 04=150円 枠連:510円,,,,,,,,,,,,"単勝:3,340円 複勝:11=1,000円 10=210円 17=530円 枠連:3,920円",,,,,,,,,,,
"馬連:5,690円 ワイド:10-15=1,450円 11-15=1,480円 10-11=370円",,,,,,,,,,,,"馬連:2,600円 ワイド:02-05=890円 05-18=940円 02-18=3,330円",,,,,,,,,,,,馬連:910円 ワイド:02-07=370円 02-04=220円 04-07=560円,,,,,,,,,,,,"馬連:8,780円 ワイド:10-11=2,400円 11-17=6,160円 10-17=1,480円",,,,,,,,,,,
"馬単:12,730円 3連複:6,520円 3連単:65,290円",,,,,,,,,,,,"馬単:4,280円 3連複:13,970円 3連単:58,570円",,,,,,,,,,,,"馬単:1,370円 3連複:1,210円 3連単:4,830円",,,,,,,,,,,,"馬単:23,160円 3連複:46,870円 3連単:315,510円",,,,,,,,,,,
■ 2R  ダ1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 8R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝2400m 3 歳ｵｰﾌﾟﾝ(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｶﾞｰﾍﾞﾗ賞,,,,,,,,,,,,優駿牝馬 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｃブライテストソｰド, 66,蛯名正,, 64,*  3,  -5, 4,  7.2, ③②, 1, 8,Ｂセイクリッドロｰド, 67,内田博,, 65,  -3,   2, 1,  1.7,⑧⑦⑥, 1, 7,Ｉアミカブルナンバｰ, 64,内田博,, 79,   5,   6, 3,  6.4, ⑤⑤, 1,14,Ｂジェンティルドンナ, 80,川田将,, 89,  13,* 11, 3,  5.6,⑭⑯⑮
 2,12,Ａアサクサマンサク, 69,福永祐, 0.1, 64,   1,  -3, 1,  1.8, ⑤⑤, 2,11,Ｆクラｰロデルナ, 60,武士沢, 0.0, 66,  -3,*  5, 5, 10.9,⑩⑩⑧, 2, 3,Ｄブリスアウト, 68,北村宏, 0.1, 79,  -1,* 12, 2,  3.3, ⑩⑪, 2, 9,Ｆヴィルシｰナ, 76,内田博, 0.8, 81,  15,  -4, 2,  3.6,⑧⑧⑩
 3, 8,Ｊベルガリオン, 52,内田博, 0.1, 63,   0,  -1, 6, 29.1, ⑨⑧, 3, 5,Ｅイッツガナハプン, 61,柴田大, 0.3, 66,  -5,*  5, 7, 45.2,⑦⑨⑩, 3,11,Ｃトシザグレイト, 69,田中勝, 0.5, 74,  -1,*  7, 4,  6.7, ⑪⑫, 3, 3,Ｅアイスフォｰリス, 78,松岡正, 0.9, 82,  16,  -9, 9, 27.2,⑥⑥⑦
 4, 3,Ｆウインゴｰウェル, 57,武士沢, 0.1, 64,  -5,*  5, 5, 13.0, ⑪⑭, 4,10,Ｋブルｰナボｰニャ, 41,田辺裕, 0.5, 60,* -2,  -6, 9, 74.7,⑥⑤⑤, 4, 5,Ｏガッダムアスカ, 58,石橋脩, 0.5, 74,   5,  -2, 6, 18.0, ④④, 4, 1,Ｃアイムユアｰズ, 78,ウィリ, 0.9, 79,* 17, -13, 4,  7.7,④⑤⑤
 5, 5, アブサンラバｰ,---,北村宏, 0.2, 61,  -6,*  8,14,186.5, ⑯⑯, 5, 1,Ｉビｰビｰマイセン, 48,横山典, 0.8, 55,* -2, -14, 6, 24.8,①①①, 5, 1,Ａダイワミストレス, 74,横山典, 0.5, 73,   1,   3, 1,  3.0, ⑨⑨, 5,15,Ｍサンキュｰアスク, 72,北村宏, 1.1, 78,  14,  -8,17,143.4,⑰⑭⑪
 6, 9,Ｉボンジュｰルエｰル, 55,三浦皇, 0.2, 62,   0,  -3, 8, 44.1, ⑥⑥, 6, 9,Ａマイネルツァウバｰ, 70,三浦皇, 0.8, 59,  -3,  -6, 2,  5.6,⑨⑧⑦, 6,12,Ｈクイｰンアルタミラ, 64,吉田隼, 0.7, 72,   1,   2, 5, 17.6, ⑫⑩, 6, 7,Ｉダイワズｰム, 74,三浦皇, 1.1, 80,  15,  -6, 8, 25.3,⑬⑬⑬
 7,13,Ｄヴィガネッラ, 62,松岡正, 0.2, 62,  -3,   1, 3,  6.6, ⑮⑪, 7, 2,Ｇアｰトカフェ, 53,田中勝, 1.4, 50,* -2, -21, 8, 67.6,②②②, 7,16,Ｇダｰクマレイン, 65,田辺裕, 0.7, 72,  -3,   6,11, 45.6, ⑭⑬, 7,10,Ｄハナズゴｰル, 78,田辺裕, 1.2, 80,  14,* -3, 5, 15.5,⑮⑮⑯
 8,10,Ｇマヤノフィロソフィ, 56,川田将, 0.6, 60,   0,  -6, 9, 79.8, ⑧⑦, 8, 6,Ｊフジマサアクティブ, 45,森泰斗, 1.6, 51,  -4, -15,11,241.4,⑤⑥⑨, 8, 9,Ｅアブマｰシュ, 68,浜中俊, 0.8, 71,  -4,*  7, 7, 19.2, ⑬⑭, 8,13,Ｎサンシャイン, 71,柴田善, 1.4, 77,* 18, -18,13, 74.4,⑦⑦⑥
 9,14,Ｂデルマボサツ, 69,ウィリ, 0.9, 59,*  3, -13, 2,  5.5, ①①, 9,12,Ｄコスモスペッキオ, 61,ウィリ, 1.7, 47,  -3, -22, 3,  6.2,④④④, 9,15,Ｌマイネサヴァラン, 61,柴田大, 0.9, 71,   5,  -6, 9, 35.9, ⑥⑥, 9, 5,Ｈメイショウスザンナ, 75,武豊  , 1.4, 76,  15, -12, 6, 19.0,⑫⑫⑫
10, 7,Ｍウメジマダイオｰ, 40,江田照, 1.3, 52,  -4,  -5,15,240.4, ⑭⑬,10, 3,Ｌアストロフォンテン, 36,杉原誠, 2.3, 45,  -7, -16,10,212.4,⑪⑪⑪,10, 8,Ｐブエノディオス, 56,柴田善, 1.1, 65,*  9, -14,12,109.3, ②②,10,17,Ｑトｰセンベニザクラ, 70,津村明, 1.6, 73,* 18, -23,11, 39.4,⑤④④
11, 4,Ｈレッドロブレス, 56,森泰斗, 1.9, 50,  -2, -13,12,110.7, ⑩⑩,11, 7,Ｃマイネルレｰサｰ, 62,松岡正, 2.5, 45,  -3, -34, 4,  7.5,③③③,11, 4,Ｆアルベルトバロｰズ, 66,川田将, 1.2, 66,  -5,   3, 8, 25.0, ⑮⑮,11, 6,Ｌダイワデッセｰ, 74,武士沢, 1.7, 72,  14, -18,15, 79.4,⑪⑩⑨
12, 1,Ｋインパルション, 51,石橋脩, 1.9, 51,  -4, -10,11,106.4, ⑬⑫,,,,,,,,,,,,,12,13,Ｋコスモユキシマキ, 63,中谷雄, 1.4, 63,   3, -10,15,202.5, ⑧⑧,12, 4,Ｋオメガハｰトランド, 74,石橋脩, 1.7, 76,* 18, -26,10, 39.0,③③③
13, 2,Ｅヴィンドランダ, 58,吉田豊, 2.0, 47,   1, -20, 7, 42.7, ④③,,,,,,,,,,,,,13,14,Ｂベルシエロ, 70,吉田豊, 1.4, 62,  -5,   0,10, 43.5, ⑯⑯,13, 8,Ａミッドサマｰフェア, 84,蛯名正, 2.0, 71,  15, -21, 1,  3.3,⑩⑪⑭
