12年 6月17日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 6月17日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝3110m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小豆島特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａアムｰルレジェンド, 63,ウィリ,, 70,  -3,* 12, 1,  1.4,④③③, 1, 4, ティアップブレイズ,,五十嵐,,,,, 1,  2.5,①①①, 1, 4,Ｂアマノレインジャｰ, 80,高倉稜,, 73,   6,*  2, 2,  4.5, ③④, 1, 8,Ａサンレイレｰザｰ, 84,浜中俊,, 90,  -7,* 24, 1,  2.8, ③③
 2,12,Ｂシゲルリンゴ, 62,北村友, 0.3, 67,  -4,* 12, 3, 10.0,⑪⑦⑤, 2, 6, グランドチャペル,,北沢伸,207.7,,,, 4,  9.1,③②②, 2, 7,Ａデザｰトオアシス, 81,ウィリ, 0.0, 75,*  8,   0, 1,  1.5, ②②, 2, 4,Ｊリフトザウイングス, 74,小牧太, 0.4, 88, -11,* 25, 3,  5.5, ⑪⑩
 3, 5,Ｅロンダドｰル, 57,秋山真, 0.3, 65,  -3,* 10, 6, 30.1,⑥⑥④, 3, 1, サンレイデュｰク,,難波剛,208.7,,,, 6, 14.8,④④⑤, 3, 3,Ｇスズカジョンブル, 70,渡辺薫, 0.5, 71,   3,*  3, 4, 13.8, ⑪⑭, 3, 5,Ｄハｰキュリｰズ, 82,川田将, 0.5, 87, -10,* 25, 4,  6.2, ⑧⑧
 4, 2,Ｃテイケイフロックス, 57,幸英明, 0.8, 60,* -2,   3, 2,  5.9,②②②, 4, 7, ニシノラブキング,,林満明,209.0,,,, 7, 20.9,②③③, 4, 2,Ｊペガサスフォｰス, 65,浜中俊, 0.9, 65,   4,  -2,11,135.4, ⑩⑧, 4, 2,Ｂテｰオｰケンジャ, 83,藤岡康, 0.7, 80,  -8,  17, 7, 15.8, ④④
 5, 4,Ｌタニノユニヴァｰス, 48,花田大, 1.1, 60,  -5,   5,12,196.0,⑧⑨⑥, 5, 5, セイエイ,,高野和,209.7,,,, 5,  9.8,⑥⑥⑥, 5, 9,Ｅトウショウハマｰ, 71,酒井学, 0.9, 65,   6,  -7, 6, 41.1, ④③, 5,11,Ｆナリタスレンダｰ, 80,北村友, 0.8, 81, -11,  20, 5, 13.6, ⑨⑨
 6,13,Ｇギブアリｰズン, 53,高倉稜, 1.2, 61,  -8,* 10,14,287.7,⑮⑮⑬, 6, 3, リバｰキャッスル,,植野貴,212.3,,,, 8, 27.7,⑤⑤④, 6,10,Ｄアドマイヤスキップ, 72,小牧太, 1.0, 64,   2,  -1, 7, 41.4, ⑬⑬, 6, 9,Ｇシゲルモトナリ, 80,高倉稜, 1.1, 76,  -8,  12, 6, 14.8, ⑤⑦
 7, 1,Ｄストレｰトラブ, 57,川田将, 1.3, 61,  -5,   7, 5, 18.6,⑩⑬⑧, 7, 9, ハツカリ,,田村太,218.6,,,, 9,109.7,⑦⑦⑦, 7, 5,Ｉミヤジチョビ, 69,和田竜, 1.1, 64,   6,  -6, 8, 61.5, ⑤⑥, 7, 6,Ｅパｰプルタイヨｰ, 82,太宰啓, 1.2, 73,  -8,  11,10, 94.4, ⑥⑤
 8, 8,Ｈエレガントカクテル, 52,国分恭, 1.4, 55,*  0,  -5, 4, 13.6,①①①, 8, 8, サトノケンオｰ,,白浜雄,218.7,,,, 3,  7.5,⑧⑧⑧, 8,12,Ｈメイショウノｰベル, 70,武豊  , 1.2, 62,   5,  -8, 3,  7.0, ⑦⑤, 8, 1,Ｋキクカラヴリイ, 71,酒井学, 1.3, 76, -14,  18,11,138.7, ⑩⑪
