12年12月 1日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年12月 1日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1200m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-11,,,,
14, 6,Ｐハｰトビｰト, 29,津村明, 1.3, 43, -11,  -7,15,281.0, ⑭⑭,14, 2, ケイアイリブラ,---,蛯名正, 3.1, 32, -31,  -2, 6, 16.2, ⑮⑮,14, 9,Ｐシンビオシス, 68,武士沢, 1.9, 67,  -5,   8,16,339.8, ⑮⑮,14,10,Ｏファンドリノチカラ, 63,津村明, 1.7, 64,  11,  -2,15,206.5, ③⑥
15,15,Ｋフリムカナイデ, 41,田辺裕, 1.7, 42,   1, -20,13,115.8, ⑦⑩,15,10, カドｰディヴァン,---,武士沢, 3.3, 32, -28,  -5,16,179.6, ⑭⑭,15, 1,Ｍテンペスタ, 71,三浦皇, 2.1, 64,   1,   0,13, 93.4, ⑫⑪,15, 2,Ｋアラマサロｰズ, 77,江田照, 2.0, 60,  10,  -4,13, 95.1, ④③
16,12,Ｏエｰスカイザｰ, 30,嶋田純, 1.9, 41,*  4, -26,11, 59.7, ②②,16, 7, ナンヨｰノエミｰ,---,柴田善, 5.6,  9, -36, -19,15,160.7, ⑯⑯,16, 6,Ｏトｰセンプリモ, 68,大野拓, 2.9, 57,  11, -16,12, 88.5, ④⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-2),,,,,,,,,,,
"単勝:4,620円 複勝:04=1,400円 10=190円 11=520円 枠連:1,480円",,,,,,,,,,,,"単勝:1,510円 複勝:04=360円 12=130円 01=350円 枠連:720円",,,,,,,,,,,,"単勝:520円 複勝:14=170円 02=780円 07=110円 枠連:8,050円",,,,,,,,,,,,"単勝:640円 複勝:04=320円 05=210円 14=230円 枠連:2,760円",,,,,,,,,,,
"馬連:21,200円 ワイド:04-10=5,240円 04-11=11,920円 10-11=1,250円",,,,,,,,,,,,"馬連:2,060円 ワイド:04-12=800円 01-04=2,300円 01-12=650円",,,,,,,,,,,,"馬連:26,580円 ワイド:02-14=4,540円 07-14=210円 02-07=1,290円",,,,,,,,,,,,"馬連:2,590円 ワイド:04-05=1,100円 04-14=1,500円 05-14=830円",,,,,,,,,,,
"馬単:55,350円 3連複:112,130円 3連単:779,470円",,,,,,,,,,,,"馬単:5,250円 3連複:6,200円 3連単:52,960円",,,,,,,,,,,,"馬単:37,790円 3連複:7,180円 3連単:95,020円",,,,,,,,,,,,"馬単:4,580円 3連複:7,310円 3連単:41,070円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝3570m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■11R  芝3600m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,ｲﾙﾐﾈｰｼｮﾝｼﾞｬﾝﾌﾟｽﾃｰｸｽ,,,,,,,,,,,,ｽﾎﾟｰﾂﾆｯﾎﾟﾝ賞ｽﾃｲﾔｰｽﾞｽﾃｰｸｽ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂダンディｰソル, 57,内田博,, 57,*  0,* -5, 2,  3.8,④②②, 1, 7, アンブリッジロｰズ,---,三浦皇,, 17, -58,*  7, 1,  3.0,⑥⑥④, 1, 7, マジェスティバイオ,,山本康,,,,, 1,  1.5,⑤③②, 1,15,Ｄトウカイトリック, 85,北村宏,, 91,* 13,* 10, 8, 28.0,⑦⑧⑤
 2,12,Ｉジャストザオネスト, 44,石橋脩, 1.0, 50,*  0, -14, 3,  3.9,①①①, 2, 6, イヤｰオブドラゴン,---,北村宏, 0.0, 14,*-57,   4, 2,  3.3,⑤③③, 2, 2, ハクサン,,石神深,242.8,,,, 3,  7.7,①①①, 2,11,Ｃファタモルガｰナ, 86,川島信, 0.2, 89,* 14,   3, 4,  7.0,⑫②②
 3, 4,Ｈオベロン, 44,柴田善, 1.0, 49,  -2, -10, 5,  8.6,⑤⑥⑥, 3, 5, ケｰジｰモンブラン,---,ムｰア, 0.1, 13, -58,   4, 3,  7.3,④⑤⑥, 3,13, ゴｰルデンガッツ,,金子光,244.3,,,, 2,  5.1,⑨⑥④, 3, 8,Ａデスペラｰド, 91,内田博, 0.2, 88,* 13,*  5, 2,  5.3,⑬⑥④
 4, 6,Ｅフェイマスシｰン, 49,吉田豊, 1.3, 48,* -1, -15, 6, 14.3,③③⑤, 4, 3, コウヨウセレクト,---,江田照, 0.1, 14, -60,*  8,14, 84.2,⑦⑦⑧, 4,14, マイネルパルティア,,五十嵐,245.1,,,, 5, 22.4,③②③, 4, 3,Ｂセイカプレスト, 86,津村明, 0.8, 84,  12,   3,11, 33.3,⑨⑪⑦
 5, 9,Ａビｰビｰラッシュ, 58,田中勝, 1.4, 48,  -8,* -2, 7, 19.3,⑭⑬⑪, 5,15, ワッペンジュニア,---,田中勝, 0.2, 13, -60,   5, 4,  8.8,⑨⑨⑦, 5, 1, ビｰビｰスカット,,横山義,245.5,,,, 4, 19.3,④⑤⑤, 5, 6,Ｌネヴァブション, 78,田中勝, 0.8, 84,* 13,   1, 9, 31.5,⑧⑨⑧
 6, 8,Ｃデルマカマイタチ, 55,蛯名正, 1.4, 47,* -1, -16, 4,  7.5,⑥④③, 6, 8, クリノグランデ,---,大野拓, 0.3, 13, -61,*  8,11, 53.7,⑩⑩⑪, 6,10, アイティゴｰルド,,大江原,245.5,,,,14,246.7,⑥⑦⑥, 6, 9,Ｅサイモントルナｰレ, 84,吉田豊, 1.1, 83,  12,   1,15,134.1,⑭⑭⑫
 7, 7,Ｆネス, 47,北村宏, 1.5, 47,  -4,  -9, 8, 20.0,⑫⑩⑧, 7, 4, ヒカルハノハノ,---,木幡初, 0.3, 14, -61,*  8, 8, 24.5,⑫⑪⑫, 7, 9, セイエイ,,高野和,245.5,,,, 9, 74.2,⑫⑫⑨, 7, 1,Ｎマイネルキッツ, 74,松岡正, 1.2, 82,  12,  -3, 7, 10.1,⑩⑫⑬
 8,11,Ｇティアサンシャイン, 46,大野拓, 1.7, 45,  -3, -14,10, 90.9,⑪⑦⑦, 8, 2, レディアントデイズ,---,蛯名正, 0.4,  8,*-55,  -5, 5, 11.7,①①①, 8, 5, ボストンプラチナ,,平沢健,245.8,,,,11, 80.8,⑩⑨⑪, 8,12,Ｆメイショウウズシオ, 84,飯田祐, 1.3, 79,* 14, -14, 1,  4.9,①①①
 9, 3,Ｄコスモデスタン, 54,ムｰア, 1.9, 44,* -1, -19, 1,  3.6,②⑤④, 9,14, メイプルキャンディ,---,松岡正, 0.4, 11,*-57,  -3, 7, 23.9,②②②, 9,11, シルクダイナスティ,,草野太,246.2,,,,12,129.9,⑪⑪⑩, 9, 7,Ｇネオブラックダイヤ, 83,三浦皇, 1.5, 79,* 13, -12, 6,  8.0,⑤⑤⑥
10, 2,Ｍマイネルリネｰジ, 27,津村明, 2.3, 44,  -5, -15,11,153.0,⑩⑨⑩,10,13, ダイワマｰクスマン,---,柴田善, 0.6, 10, -61,   4, 6, 11.8,⑪⑫⑩,10, 6, リリｰスバｰジョン,,江田勇,248.2,,,, 8, 41.0,⑧⑧⑦,10, 2,Ｈフォゲッタブル, 82,ムｰア, 1.5, 78,* 13, -14, 3,  5.6,④③③
11, 5,Ｎポッドシャイン, 26,田辺裕, 2.3, 41,  -4, -18, 9, 67.9,⑦⑧⑨,11, 1, アナタトトモニ,---,吉田豊, 0.7,  6, -58,  -4,12, 73.9,③④⑤,11, 3, ナドレ,,浜野谷,249.3,,,,13,176.9,②④⑧,11, 4,Ｍピエナファンタスト, 78,木幡初, 1.5, 79,  12,  -7,14,110.7,⑪⑬⑩
12,10,Ｋブラックテラｰ, 39,武士沢, 3.9, 34,  -6, -26,13,280.4,⑧⑫⑬,12,10, ジパングサンダｰ,---,村田一, 1.9, -7, -62, -12,10, 39.1,⑭⑭⑬,12, 8, マックスチャンプ,,熊沢重,251.4,,,, 6, 29.3,⑦⑩⑫,12,14,Ｊナンデヤネン, 80,大野拓, 2.4, 73,* 13, -22,10, 32.2,③⑦⑪
13, 1,Ｊエルキュｰル, 42,山崎亮, 4.3, 30,  -6, -30,12,219.5,⑨⑪⑫,13,12, レッドサファイア,---,田辺裕, 1.9, -8, -59, -17,15,168.1,⑧⑧⑨,,,,,,,,,,,,,13,10,Ｉケイアイドウソジン, 81,蛯名正, 2.9, 71,* 13, -32, 5,  7.8,②④⑨
14,13,Ｌカナデル, 32,二本柳, 6.4, 20,  -9, -42,14,401.7,⑬⑭⑭,14,11, ハッピｰハレルヤ,---,嶋田純, 2.1, -8, -64, -13,13, 82.1,⑮⑬⑭,,,,,,,,,,,,,14,13,Ｏグラスゴッド, 73,柴田善, 3.6, 69,* 13, -37,13, 59.7,⑥⑩⑭
,,,,,,,,,,,,15, 9, チャンピオンゴッド,---,内田博, 2.1, -8, -64, -12, 9, 36.7,⑬⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-36 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:91 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:1),,,,,,,,,,,
単勝:380円 複勝:14=160円 12=190円 04=240円 枠連:730円,,,,,,,,,,,,単勝:300円 複勝:07=140円 06=150円 05=240円 枠連:380円,,,,,,,,,,,,単勝:150円 複勝:07=110円 02=150円 13=130円 枠連:710円,,,,,,,,,,,,"単勝:2,800円 複勝:15=530円 11=270円 08=230円 枠連:2,510円",,,,,,,,,,,
馬連:820円 ワイド:12-14=430円 04-14=700円 04-12=630円,,,,,,,,,,,,馬連:430円 ワイド:06-07=220円 05-07=510円 05-06=660円,,,,,,,,,,,,馬連:740円 ワイド:02-07=260円 07-13=190円 02-13=360円,,,,,,,,,,,,"馬連:11,470円 ワイド:11-15=2,700円 08-15=2,660円 08-11=900円",,,,,,,,,,,
"馬単:1,480円 3連複:2,300円 3連単:9,810円",,,,,,,,,,,,"馬単:910円 3連複:1,520円 3連単:4,680円",,,,,,,,,,,,"馬単:900円 3連複:680円 3連単:2,860円",,,,,,,,,,,,"馬単:33,050円 3連複:23,300円 3連単:244,500円",,,,,,,,,,,
■ 3R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 6R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 9R  芝2000m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,葉牡丹賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａアルマドラｰゴ, 57,吉田豊,, 61,   5,* -3, 4,  7.1, ⑨⑦, 1,12,Ｅコスモメルハバ, 71,蛯名正,, 70,*  0,   9, 5,  9.3,③②②, 1, 4,Ａトｰセンヤマト, 73,田中勝,, 67,* -8,   6, 5, 11.6,③④③, 1, 6,Ａプレミアムブルｰ, 84,内田博,, 85,* 14,   7, 1,  2.9,①②②
 2, 3,Ｇアイティコスモス, 48,田辺裕, 0.2, 61,  11, -10, 6, 10.5, ⑥③, 2, 8,Ｇインパルション, 68,田辺裕, 0.0, 71,  -2,* 11, 7, 15.2,⑤⑥④, 2, 5, ビｰビｰボイジャｰ,---,大野拓, 0.2, 61,* -7,  -2,12,177.5,①①①, 2, 5,Ｄウインクリアビュｰ, 80,ムｰア, 0.2, 85,   5,* 19, 9, 18.6,⑨⑦⑦
 3,14,Ｏサザンドリｰム, 28,田中勝, 0.8, 50,   1,  -9,15,109.5, ⑫⑪, 3, 4,Ｈコパノウィリアム, 67,吉田豊, 0.2, 71,  -4,* 14, 8, 25.2,⑬⑫⑨, 3, 6,Ｃピュアソルジャｰ, 68,吉田豊, 0.4, 67, -12,* 11, 3,  9.1,⑩⑪⑫, 3, 9,Ｃクラックシｰド, 82,大野拓, 0.4, 81,   5,  15, 6, 16.7,⑦⑧⑧
 4,16,Ｆスズノニシキ, 50,津村明, 0.9, 52,  12, -21,10, 37.6, ⑤④, 4,15,Ｊデルマエビス, 66,石橋脩, 0.3, 70,* -1,   8,10, 39.8,⑨④⑥, 4, 1,Ｊリアルマイスタｰ, 55,石橋脩, 0.4, 69, -13,* 12, 9, 65.6,⑫⑫⑪, 4, 3,Ｅハングリｰジャック, 80,蛯名正, 0.4, 80,  11,   6, 2,  4.1,④④④
 5, 1,Ｂクロイゼリンチャン, 55,三浦皇, 1.0, 54,* 16, -26, 1,  3.9, ①①, 5, 5,Ｃクリノハナミチ, 76,ムｰア, 0.4, 68,  -3,   9, 2,  5.0,⑧⑧⑧, 5, 2,Ｅマイネルクレイズ, 62,津村明, 0.4, 64, -11,   5,11,118.9,⑦⑦⑥, 5, 1,Ｉコスモトゥルｰラヴ, 76,石橋脩, 0.5, 80,  11,   4, 8, 17.8,③③③
 6, 7,Ｋテイエムトップガン, 40,ムｰア, 1.1, 46,  -4,  -8, 3,  5.9, ⑬⑭, 6, 9,Ｉトップストライド, 66,岩部純, 0.4, 67,*  0,   4,13, 81.2,②①①, 6, 3,Ｌヒラボクディｰプ, 44,蛯名正, 0.5, 64, -11,   5, 2,  6.5,⑧⑨⑨, 6, 4,Ｂハｰキュリｰズ, 83,松岡正, 0.5, 83,   8,   9, 3,  5.8,⑥⑥⑤
 7, 9,Ｃタサジャラ, 54,木幡初, 1.1, 46,  -4,  -8, 5,  7.7, ⑭⑫, 7,14,Ｄタイセイロｰマン, 71,内田博, 0.6, 66,* -1,   4, 3,  6.2,⑥③③, 7,11,Ｉマイネルストラｰノ, 56,松岡正, 0.5, 65, -10,   4, 6, 14.3,⑨⑧⑧, 7,12,Ｇモンテフジサン, 78,柴田善, 0.6, 80,   2,* 16, 4,  8.8,⑫⑩⑪
 8, 4,Ｊイクラン, 41,嘉藤貴, 1.1, 46,   1, -13,14, 72.1, ⑪⑨, 8, 1,Ａプリュキエｰル, 77,北村宏, 0.8, 65,  -3,   6, 1,  3.2,⑦⑦⑦, 8,12,Ｋキｰプインタッチ, 48,北村宏, 0.5, 66, -13,* 11,10,115.8,⑬⑬⑬, 8,13,Ｊダｰクマレイン, 75,田辺裕, 0.7, 79,   2,* 16, 5, 13.1,⑬⑪⑨
 9, 8,Ｅヴァレンティｰネ, 50,武士沢, 1.2, 50,* 15, -27, 7, 13.7, ④⑥, 9, 6,Ｋロングスロｰイン, 65,大野拓, 1.5, 62,  -5,   6, 9, 27.5,⑮⑮⑪, 9, 8,Ｂインプロヴァイズ, 71,ムｰア, 0.7, 57,* -6,  -8, 1,  1.7,②②②, 9, 7,Ｈコルノグランデ, 77,田中勝, 0.8, 78,   4,  12, 7, 17.4,⑩⑨⑩
10,12,Ｐブルｰモントレｰ, 20,蛯名正, 1.3, 44,   6, -21, 8, 15.3, ⑦⑧,10, 2,Ｂメイプルリンカｰン, 77,田中勝, 1.6, 60,  -4,   2, 4,  6.8,⑩⑬⑫,10, 7,Ｆトロワボヌｰル, 61,三浦皇, 0.8, 62, -12,   4, 8, 24.9,⑪⑩⑩,10,10,Ｋドラゴンライズ, 74,三浦皇, 0.9, 78,   1,  14,11, 29.5,⑧⑫⑫
11, 2,Ｄシェｰル, 53,嶋田純, 1.4, 48,* 16, -31, 2,  5.1, ②②,11, 7,Ｎバンダムクラウス, 64,江田照, 2.1, 57,  -2,  -5,15,220.8,⑫⑨⑩,11, 9,Ｈサングブルｰ, 58,柴田善, 1.0, 57,  -9,  -5, 7, 16.4,⑤⑥⑦,11, 2,Ｎピュアオパｰル, 69,吉田豊, 1.5, 69,   9,  -5,13,199.9,⑤⑤⑥
12,10,Ｈアルファグッキｰ, 45,内田博, 1.5, 43,  -9,  -8,12, 60.8, ⑮⑮,12,10,Ｌブルｰスビスティｰ, 65,松岡正, 2.3, 54,  -2,  -8,11, 42.1,④⑤⑤,12,10,Ｇトｰセンエジンバラ, 58,田辺裕, 1.4, 48,* -8, -16,13,225.0,④③④,12, 8,Ｍマイヨｰル, 69,津村明, 1.5, 66,* 15, -17,10, 25.3,②①①
13,13,Ｍプラリネ, 32,北村宏, 1.8, 38,   5, -26, 9, 32.8, ⑩⑩,13, 3,Ｍニホンノチカラ, 65,三浦皇, 2.4, 54,  -3,  -7, 6, 10.8,⑯⑪⑭,13,13,Ｄサトノジェミニ, 63,内田博, 1.5, 49,* -8, -14, 4,  9.2,⑥⑤⑤,13,11,Ｌシンボリカｰジナル, 72,江田照, 1.8, 66,  -2,   7,12,167.1,⑪⑬⑬
14, 6,Ｌバシニアティヴ, 39,松岡正, 2.3, 33,   5, -32,11, 58.3, ⑧⑬,14,16,Ｆメイショウパルマ, 68,飯田祐, 3.2, 49,  -4, -12,14, 98.2,⑪⑩⑬,,,,,,,,,,,,,,,,,,,,,,,,
15, 5,Ｉエイプリルメロディ, 42,石橋脩, 2.5, 34,* 16, -46,13, 61.4, ③⑤,15,13,Ｐトｰセンマグナム, 56,村田一, 3.5, 48,  -4, -12,12, 71.8,⑭⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,
16,15,Ｎカシノフェアリｰ, 28,高嶋活, 3.8,  0, -10, -36,16,300.0, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
