12年 9月 9日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 9月 9日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 7R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9, 4,Ｈシェアｰドワｰルド, 39,松岡正, 1.5, 34, -20,  -7, 3,  6.6, ⑪⑩, 9,17,Ｄサンマルダｰム, 69,大野拓, 0.6, 62,*  6, -18,11, 44.9,②①①, 9, 6,Ｈピュアダイヤモンド, 64,田中博, 2.5, 60,   3,  -1,12,137.0,⑨⑨⑧, 9,13,Ａムクドク, 82,吉田隼, 0.8, 74,*  8,  -2, 7, 13.6, ③④
10, 5,Ｄケイツｰネイト, 49,武士沢, 1.5, 34, -18,  -7,11,126.6, ⑩⑪,10,10,Ｍユｰアｰマイン, 57,三浦皇, 0.7, 63,   2,  -9, 6, 17.9,⑤⑧⑦,10,11,Ｋメジロコウミョウ, 62,黛弘人, 3.1, 56,   2,  -4,14,189.1,⑬⑭⑬,10, 1,Ｋトップオブピｰコイ, 72,田中勝, 0.9, 75, -13,  17, 9, 55.2, ⑭⑭
 0,10,Ｍグロスヴァｰグ, 22,宮崎北, 2.0, 26,  -4, -30,12,196.8, ④⑥,11, 2,Ｊロジフロｰリアン, 62,西田雄, 0.7, 63,*  3, -11, 8, 28.3,④④⑥,11, 7,Ｎヌチバナ, 58,北村宏, 3.2, 55,   2,  -6,11, 83.1,⑫⑪⑫,11, 2,Ｅシャドｰクロス, 79,丸田恭, 0.9, 75, -15,* 19,12, 67.5, ⑯⑮
11, 1,Ｊハイランドコンドル, 30,二本柳, 4.0,  1, -28, -32,13,257.8, ⑬⑬,12, 3,Ｐアントゥワｰド, 51,石橋脩, 0.9, 65,  -1,  -2,17,354.3,⑯⑰⑮,12,13,Ｍラヴェンナ, 61,西村太, 3.4, 50,*  6, -15, 3,  7.0,①①②,12, 7,Ｇアスタｰエンペラｰ, 77,内田博, 0.9, 72,   4,   1, 6, 13.1, ⑤⑤
12, 9,Ｎミラクルインパラ,-19,田中博, 6.5,-33, -47, -46,14,412.4, ⑭⑭,13, 9,Ｇボｰルドドリｰム, 66,西村太, 0.9, 62,  -1,  -4,12, 50.5,⑭⑯⑭,13, 4,Ｌアイドルバイオ, 61,杉原誠, 3.9, 52,   0,  -6,13,178.9,⑮⑮⑭,13,15,Ｉトｰホウカイザｰ, 74,石橋脩, 1.0, 74, -14,  17,14,107.4, ⑮⑯
,,,,,,,,,,,,14,11,Ｎバックギャモン, 55,蛯名正, 1.2, 58,*  4, -18,14, 71.7,⑥⑤④,14,12,Ｊマンマルコ, 62,西田雄, 4.6, 47,   2, -16,15,407.9,⑭⑬⑮,14,14,Ｍアラマサロｰズ, 71,松岡正, 1.2, 70,   4,  -3,10, 57.8, ⑥⑥
,,,,,,,,,,,,15,15,Ｋリムピッドメロディ, 61,横山和, 1.4, 55,*  3, -22, 9, 28.7,⑦⑥⑨,15,15,Ｄホワイトジュエル, 69,後藤浩, 4.7, 46,   3, -20, 8, 35.2,⑤⑧⑪,15, 5,Ｐナスザン, 66,横山和, 1.5, 65,*  8, -11,15,185.1, ②③
,,,,,,,,,,,,16,13,Ｏサクラウィンビｰト, 52,吉田隼, 1.9, 51,   0, -25,16,239.6,⑬⑪⑰,,,,,,,,,,,,,16,12,Ｎレイクエルフ, 69,嘉藤貴, 1.7, 63,  -1,  -4,16,316.3, ⑫⑬
,,,,,,,,,,,,17, 1,Ｑカｰペウィアム, 49,江田照, 2.0, 49,*  3, -33,15,191.3,①②②,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-6),,,,,,,,,,,
単勝:170円 複勝:11=110円 14=200円 08=240円 枠連:300円,,,,,,,,,,,,単勝:530円 複勝:12=180円 16=150円 08=320円 枠連:550円,,,,,,,,,,,,単勝:160円 複勝:03=110円 08=150円 01=410円 枠連:280円,,,,,,,,,,,,"単勝:730円 複勝:10=240円 06=360円 16=170円 枠連:3,750円",,,,,,,,,,,
"馬連:600円 ワイド:11-14=300円 08-11=460円 08-14=1,210円",,,,,,,,,,,,馬連:690円 ワイド:12-16=320円 08-12=920円 08-16=680円,,,,,,,,,,,,"馬連:400円 ワイド:03-08=210円 01-03=680円 01-08=1,570円",,,,,,,,,,,,"馬連:4,210円 ワイド:06-10=1,270円 10-16=620円 06-16=1,020円",,,,,,,,,,,
"馬単:800円 3連複:2,720円 3連単:7,300円",,,,,,,,,,,,"馬単:1,620円 3連複:2,430円 3連単:11,530円",,,,,,,,,,,,"馬単:560円 3連複:2,490円 3連単:6,520円",,,,,,,,,,,,"馬単:8,850円 3連複:5,260円 3連単:44,110円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■11R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,京成杯ｵｰﾀﾑﾊﾝﾃﾞｷｬｯﾌﾟ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａクレバｰユニバｰス, 44,内田博,, 51, -30,* 11, 1,  2.3,③⑤④, 1, 1, スマｰトルピナス,---,武士沢,, 42,*-36,  10, 5, 12.6,④③⑤, 1,11,Ｃセイクリッドロｰド, 75,内田博,, 74,   3,* 10, 3,  4.6,⑥⑤④, 1, 3,Ｆレオアクティブ, 86,横山典,, 95,  10,* 26, 2,  4.8,⑫⑫⑩
 2,10,Ｂセビジャｰナス, 42,田中博, 0.3, 46,*-27,   2, 3,  9.4,①①①, 2, 8, サクラプリムロｰズ,---,後藤浩, 0.0, 40,*-35,   7, 2,  2.8,①①①, 2, 5,Ｂブラインドサイド, 78,蛯名正, 0.0, 74,   4,   7, 1,  2.0,④④③, 2, 1,Ｅスマイルジャック, 86,田辺裕, 0.2, 93,  13,* 19, 6, 13.6,⑧⑨⑥
 3, 9,Ｅドラゴンウォｰ, 41,柴田善, 0.4, 45,*-29,   3, 2,  2.4,⑥④③, 3, 5, レッドヴィｰヴォ,---,三浦皇, 0.0, 47, -40,* 17, 3,  6.6,⑧⑧⑨, 3, 3,Ｄマイネルテンクウ, 74,柴田大, 0.3, 70,*  7,  -2, 4,  7.7,③②②, 3,11,Ｃスピリタス, 91,内田博, 0.4, 90,  14,  14, 4,  6.2,⑨⑦⑧
 4, 5,Ｄマイネルクレイズ, 41,柴田大, 0.5, 45, -30,   3, 4, 12.2,⑤⑥⑤, 4, 7, アルヴェロン,---,蛯名正, 0.2, 40, -38,  10, 1,  2.7,⑦⑥⑦, 4,12,Ａアサクサマジック, 87,杉原誠, 0.4, 68,*  7,  -4, 2,  3.5,①①①, 4, 2,Ａコスモセンサｰ, 95,松岡正, 0.6, 88,* 18,   2, 3,  4.9,③②②
 5, 6,Ｈキョウエイカミング, 31,木幡初, 0.5, 48, -34,* 12, 9, 48.3,⑩⑩⑨, 5, 4, エメラルドリバｰ,---,内田博, 0.4, 37, -37,   6, 7, 30.7,⑥④⑥, 5, 7,Ｅサンデｰスイセイ, 69,田中勝, 0.9, 68,  -1,   9, 5, 31.6,⑪⑫⑫, 5, 5,Ｍファイアｰフロｰト, 79,津村明, 0.8, 83,  16,   5,12, 81.2,⑤⑤③
 6, 2,Ｆトｰセンワイルド, 38,武士沢, 0.5, 44, -30,   5, 7, 24.9,⑦⑦⑦, 6,12, フィｰルザロマンス,---,松岡正, 0.4, 40, -38,   7, 4,  7.4,⑤⑦④, 6,10,Ｇドリｰムモモタロウ, 64,二本柳, 0.9, 66,   3,   0, 8, 46.5,⑤⑥⑥, 6, 6,Ｇネオサクセス, 86,大野拓, 0.8, 86,   8,* 19, 8, 16.1,⑯⑮⑬
 7, 1,Ｉゴｰルドウインド, 28,北村宏, 0.6, 45, -31,   6, 6, 21.2,⑧⑧⑧, 7, 9, ティアサンシャイン,---,江田照, 0.7, 31,*-35,  -2, 8, 53.9,②②②, 6, 6,Ｆネｰムオブザゲｰム, 66,丸田恭, 0.9, 69,  -4,* 16, 6, 37.4,⑫⑬⑬, 7,12,Ｂエｰシンリタｰンズ, 91,北村宏, 0.9, 84,  14,   7, 1,  4.7,⑦⑧⑨
 8, 7,Ｊヤマノドン, 24,吉田隼, 0.8, 43, -33,   5,10, 94.1,⑨⑨⑩, 8,13, スイｰトサンバ,---,柴田善, 0.8, 39, -44,* 13,12,129.3,⑪⑪⑩, 8, 1,Ｈシンボリアミアン, 64,大野拓, 1.0, 65,   2,   1, 9,164.4,⑦⑦⑦, 8, 4,Ｉレインボｰペガサス, 81,安藤勝, 0.9, 85,  10,  14,11, 31.8,⑬⑬⑭
 9, 3,Ｃウインバｰディ, 41,大野拓, 0.9, 36,*-29,  -6, 5, 14.6,②②②, 9,11, ビｰトザシステム,---,丸山元, 1.0, 28,*-36,  -5,13,133.2,③⑤③, 9, 9,Ｌマｰニｰ, 54,菅原隆, 1.1, 68,   0,   8,13,454.5,⑩⑪⑩, 9,13,Ｋラインブラッド, 80,中舘英, 0.9, 85,  10,  14,15,134.8,⑭⑭⑮
10, 8,Ｇパンドラロｰズ, 35,嘉藤貴, 2.2, 20,*-28, -23, 8, 35.6,④③⑥,10, 6, トｰセンメンソｰレ,---,大野拓, 1.8, 19, -42,  -8,11,109.8,⑩⑨⑧,10, 8,Ｋアルコロッサ, 54,伊藤工, 1.2, 65,   0,   1,10,255.0,⑧⑧⑧,10,15,Ｈドリｰムバスケット, 84,柴田善, 1.1, 83,  11,   8, 5, 10.2,⑩⑪⑪
,,,,,,,,,,,,11, 2, ミラクルヒｰロｰ,---,嶋田純, 1.9, 20, -44,  -5, 9, 57.3,⑨⑩⑪,11, 2,Ｉシャイニｰデザｰト, 63,嶋田純, 1.4, 62,   0,  -2, 7, 46.4,⑬⑩⑨,11,16,Ｎロｰドバリオス, 75,三浦皇, 1.3, 81,   6,  14,16,237.2,⑮⑯⑯
,,,,,,,,,,,,12,10, サンマルスピリット,---,田中勝, 2.2, 17, -46,  -6,10, 60.3,⑫⑫⑫,12, 4,Ｊシルバｰヒリュウ, 57,山崎亮, 1.8, 55,*  6, -20,11,256.3,②③⑤,12, 8,Ｌキョウエイストｰム, 79,蛯名正, 1.5, 76,  16,  -4,10, 27.8,⑥⑥⑤
,,,,,,,,,,,,13, 3, クレバｰスランチェ,---,吉田隼, 2.5, 15, -47,  -7, 6, 17.2,⑬⑬⑬,13,13,Ｍテイエムサイエンス, 53,横山義, 2.7, 49,   1, -20,12,378.5,⑨⑨⑪,13, 7,Ｏゼロス, 73,石橋脩, 1.5, 76,* 23, -17, 7, 14.7,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｐマイネルロブスト, 71,柴田大, 1.8, 74,  13,  -3, 9, 16.8,⑪⑩⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 9,Ｊスペシャルハｰト, 81,吉田隼, 2.1, 68,* 20, -21,13, 94.8,②③④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｄガンダｰラ, 87,田中勝, 2.4, 65,  17, -21,14,132.6,④④⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-19 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-21 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-6),,,,,,,,,,,
単勝:230円 複勝:04=110円 10=190円 09=110円 枠連:180円,,,,,,,,,,,,"単勝:1,260円 複勝:01=300円 08=140円 05=230円 枠連:2,050円",,,,,,,,,,,,単勝:460円 複勝:11=130円 05=110円 03=160円 枠連:380円,,,,,,,,,,,,単勝:480円 複勝:03=200円 01=410円 11=210円 枠連:890円,,,,,,,,,,,
"馬連:1,190円 ワイド:04-10=330円 04-09=130円 09-10=300円",,,,,,,,,,,,"馬連:1,840円 ワイド:01-08=670円 01-05=1,060円 05-08=450円",,,,,,,,,,,,馬連:370円 ワイド:05-11=160円 03-11=400円 03-05=260円,,,,,,,,,,,,"馬連:4,960円 ワイド:01-03=1,680円 03-11=650円 01-11=1,770円",,,,,,,,,,,
"馬単:1,580円 3連複:540円 3連単:3,530円",,,,,,,,,,,,"馬単:4,290円 3連複:3,450円 3連単:24,620円",,,,,,,,,,,,"馬単:1,020円 3連複:790円 3連単:4,050円",,,,,,,,,,,,"馬単:8,060円 3連複:9,890円 3連単:59,410円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  ダ1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,鋸山特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂウエスタンスマイル, 63,柴田善,, 64,   1,   0, 2,  3.6, ④④, 1, 5, ポルスタｰシャイン,---,丸山元,, 59,* -7,*  4, 8, 44.7,②②②, 1,13,Ｊニシノオウガイ, 76,柴田善,, 81,   6,* 14, 6, 13.6,⑫⑫⑫, 1,11,Ｇフレンチミシル, 69,杉原誠,, 69,  -3,   8, 7, 14.7, ⑤④
 2,11,Ｌワイルドアプロｰズ, 50,蛯名正, 0.1, 62,  -3,*  3, 3,  6.7, ⑩⑧, 2,10, ベリｰトゥベリｰ,---,丸田恭, 0.1, 57,  -9,*  8, 3,  5.4,⑦⑤③, 2, 3,Ｎドラゴンアルテマ, 72,北村宏, 0.1, 79,   9,   7,11, 47.4,⑤⑥⑤, 2, 6,Ｄコスモイルダｰナ, 71,柴田大, 0.2, 68,* -1,   6, 6, 11.3, ④③
 3,14,Ａアルティメイトラブ, 70,村田一, 0.2, 63,*  2,  -3, 1,  2.6, ③③, 3, 9, バルバドスブルｰ,---,内田博, 1.4, 48,* -8,  -6, 1,  2.6,④③④, 3, 2,Ａホノカアボｰイ, 82,蛯名正, 0.2, 80,   9,   6, 2,  3.8,④⑤④, 3,15,Ｉフォルテリコルド, 68,武士沢, 0.2, 68,  -7,* 11, 3,  7.7, ⑫⑫
 4, 8,Ｎグレイスフラワｰ, 44,丸田恭, 0.2, 62,   0,  -1,13, 81.5, ⑦⑤, 4,12, メインタｰゲット,---,田中博, 1.6, 49, -12,   0, 9, 51.2,⑨⑩⑩, 4, 7,Ｅトミケンユｰクアイ, 78,木幡初, 0.3, 77,* 11,   3, 1,  2.5,①①①, 4, 5,Ｅタンブルブルｰタス, 70,三浦皇, 0.2, 68,  -3,   8, 2,  5.0, ⑥⑥
 5,10,Ｊギフテッドスマイル, 50,西田雄, 0.7, 58,   0,  -4, 7, 24.0, ⑥⑦, 5,13, ダイワブレイディ,---,横山典, 2.0, 44, -10,  -8, 2,  4.7,⑥⑥⑤, 5, 5,Ｉフィアレス, 76,丹内祐, 0.4, 78,   9,   7, 4,  8.7,⑦⑧⑦, 5,12,Ａメイスンファｰスト, 74,長岡禎, 0.4, 66,  -9,* 11, 9, 27.8, ⑮⑮
 6,12,Ｉヴィルトゥオｰサ, 51,田中勝, 0.8, 57,*  2,  -8, 8, 33.6, ②②, 6, 8, サンダｰオｰシャン,---,松岡正, 2.2, 43, -11,  -8, 4,  6.5,⑤⑦⑦, 6,11,Ｋラヴィアンクレｰル, 75,津村明, 0.5, 79,* 11,   2, 5, 12.5,②②②, 6, 2,Ｋヘンリｰフォンテン, 66,江田照, 0.5, 65,  -5,   7,11, 33.5, ⑨⑦
 7,13,Ｍファｰストウインク, 45,宮崎北, 0.9, 54,  -8,*  1,16,287.0, ⑮⑭, 7, 7, ケイアイキャンサｰ,---,北村宏, 2.5, 41, -12,  -7, 5,  8.1,⑩⑨⑨, 7, 4,Ｄハリマノワタリドリ, 79,松岡正, 0.7, 76,   6,* 10, 7, 21.8,⑬⑬⑬, 7, 8,Ｈヒカリホクサイ, 69,内田博, 0.5, 65,  -4,   6, 1,  3.5, ⑦⑧
 8, 6,Ｃロｰタスドリｰム, 59,三浦皇, 1.0, 53,  -7,  -1, 5, 16.7, ⑬⑫, 8, 6, フットパｰス,---,津村明, 3.6, 35,  -9, -23,12, 78.1,③④⑥, 8, 1,Ｂジャンナ, 80,丸山元, 1.0, 75,   7,   5, 3,  8.0,⑪⑪⑩, 8, 7,Ｌトキノワイルド, 64,中舘英, 0.6, 64,*  0,   1,13, 56.2, ②②
 9, 7,Ｄデジタルデｰタ, 57,吉田隼, 1.1, 54,*  3, -11, 4,  7.0, ①①, 9, 3, ショウブスタｰ,---,江田照, 3.7, 32,* -7, -26, 6, 15.0,①①①, 9, 6,Ｍセトノシャンクス, 74,杉原誠, 1.0, 75,   4,* 10,16,351.4,⑮⑯⑭, 9,16,Ｃミシックトウショウ, 71,岩部純, 0.7, 64,*  1,   0, 5,  8.0, ①①
10, 9,Ｇヤマニンロゴス, 52,柴山雄, 1.2, 52,  -3,  -7,14, 84.7, ⑨⑩,10, 4, スペリオル,---,三浦皇, 4.3, 30, -12, -22, 7, 23.5,⑧⑧⑧,10,10,Ｈアイノグロｰ, 76,柴山雄, 1.1, 72,   8,   0,15,322.8,⑭⑩⑪,10, 3,Ｆデイブレイク, 70,嘉藤貴, 0.8, 63,  -7,   6, 8, 15.5, ⑩⑨
11, 3,Ｆアブサンラバｰ, 53,北村宏, 1.4, 49,  -6,  -5, 6, 20.0, ⑪⑪,11, 1, マイネルガｰラ,---,大野拓, 4.6, 29, -14, -21,10, 65.7,⑬⑪⑪,11,12,Ｆモエレエンデバｰ, 77,田辺裕, 1.1, 72,* 10,  -3, 8, 25.3,③③③,11,10,Ｏシｰクレットアｰム, 62,松岡正, 0.8, 62, -10,   8,12, 34.0, ⑯⑯
12, 4,Ｋハッピｰサイゴン, 50,横山典, 1.8, 48,  -1, -13,10, 45.2, ⑧⑨,12, 2, マイネルピルグリム,---,柴田大, 5.0, 27, -16, -21,11, 68.6,⑪⑬⑬,12,14,Ｏワイルドロジャｰ, 70,内田博, 1.2, 71,* 10,  -4, 9, 30.6,⑨④⑥,12,13,Ｊフレイヤ, 68,丹内祐, 0.9, 61,  -9,   7,10, 31.6, ⑭⑬
13,15,Ｅサファリトウショウ, 54,武士沢, 1.8, 50,  -6,  -7, 9, 39.9, ⑭⑮,13,11, キャニオンティアモ,---,杉原誠, 7.8, 12, -15, -46,13,127.7,⑫⑫⑫,13, 9,Ｃバルｰン, 80,丸田恭, 1.5, 69,   8,  -2,10, 32.8,⑧⑨⑧,13, 4,Ｂユｰスフル, 73,北村宏, 1.0, 61,  -2,   0, 4,  7.8, ③⑤
14, 2,Ｐトニｰズホｰク, 41,大野拓, 1.9, 46,  -7,  -8,15,202.5, ⑫⑬,,,,,,,,,,,,,14,15,Ｇハリウッドスタｰ, 77,大野拓, 1.6, 68,   9,  -6,12, 62.1,⑥⑦⑨,14, 1,Ｎドリｰミングラヴ, 62,木幡初, 1.3, 58,  -8,   3,16,149.1, ⑬⑪
15, 1,Ｈクリノショｰタイム, 51,江田照, 2.0, 46,   0, -15,11, 48.0, ⑤⑥,,,,,,,,,,,,,15, 8,Ｌウインク, 74,江田照, 2.3, 65,   5,  -2,13,114.1,⑯⑮⑮,15,14,Ｍブラックアｰス, 63,田辺裕, 2.2, 50,  -4,  -9,15,128.6, ⑧⑩
16,16,Ｏレッドマリｰ, 43,長岡禎, 2.5, 39, -10, -12,12, 64.1, ⑯⑯,,,,,,,,,,,,,16,16,Ｐセイカミカワ, 63,田中勝, 3.0, 59,   6, -10,14,314.8,⑩⑭⑯,16, 9,Ｐニケ, 54,柴山雄, 3.1, 42,  -7, -14,14,102.4, ⑪⑭
