12年 5月27日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 5月27日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2400m 3 歳ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東京優駿 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｄアナコンダ, 59,武士沢,, 64,  -4,*  6, 4, 15.4, ⑩⑩, 1,14,Ｂシャドウパｰティｰ, 67,岩田康,, 66,  -1,*  5, 1,  1.8,⑨⑩⑩, 1, 9,Ｂデザｰトオアシス, 78,川田将,, 78,*  7,   8, 1,  2.2, ③③, 1,10,Ｉディｰプブリランテ, 82,岩田康,, 89,  16,   9, 3,  8.5,④④④
 2, 5,Ｂプレミアムゴｰルド, 63,江田照, 0.1, 62,   2,  -2, 2,  6.2, ④④, 2,11,Ｆマイネキャスリｰン, 56,三浦皇, 0.2, 66,  -1,*  3, 7, 38.7,⑬⑨⑨, 2,12,Ｄアルベルティ, 77,武豊  , 0.3, 74,   6,   7, 2,  4.4, ⑥⑦, 2,11,Ａフェノｰメノ, 89,蛯名正, 0.0, 91,  14,* 17, 5, 14.6,⑦⑦⑦
 3,15,Ｆインディライト, 59,武豊  , 0.1, 63,   2,  -2, 5, 15.8, ⑤⑤, 3,13,Ｃナスノシベリウス, 64,内田博, 0.2, 64,  -1,*  3, 3,  7.5,⑪⑧⑧, 3, 2,Ｈピュカｰロ, 73,小牧太, 0.5, 75,   1,* 12, 5, 13.5, ⑩⑩, 3,14,Ｇトｰセンホマレボシ, 84,ウィリ, 0.1, 84,* 23, -14, 7, 15.0,②②②
 4, 9,Ｇメイショウムロト, 58,福永祐, 0.2, 61,  -6,*  6, 3,  8.4, ⑭⑬, 4, 5,Ｍディサイファ, 45,武豊  , 0.3, 64,  -2,*  5, 2,  3.7,⑭⑫⑫, 4,11,Ｊポリティカルパワｰ, 68,木幡初, 0.6, 74,  -2,* 14, 7, 23.5, ⑮⑮, 4, 8,Ｅワｰルドエｰス, 85,福永祐, 0.2, 91,  13,* 19, 1,  2.5,⑪⑩⑩
 5,12,Ｅミラクルミイクン, 59,三浦皇, 0.2, 61,  -1,   0, 6, 18.1, ⑨⑧, 5,15,Ｐカシノアゲｰト, 42,二本柳, 0.3, 63,  -2,*  4,16,398.3,⑫⑬⑪, 5,16,Ｆメイスンファｰスト, 75,長岡禎, 0.7, 73,   3,   8, 9, 36.4, ⑨⑨, 5, 6,Ｂゴｰルドシップ, 88,内田博, 0.2, 90,  12,* 19, 2,  3.1,⑬⑫⑪
 6,13,Ｌグレン, 44,吉田隼, 0.5, 59,*  3,  -7,11, 94.6, ②②, 6, 8,Ｅエポキシ, 59,蛯名正, 0.4, 61,*  2,  -7, 6, 15.3,③③③, 6,14,Ｃセイウンアスラン, 78,嶋田純, 1.1, 68,   6,  -1, 8, 29.4, ⑦⑤, 6, 7,Ｆコスモオオゾラ, 85,柴田大, 0.3, 92,  14,  13,10, 44.1,⑧⑧⑧
 7,10,Ａソｰラｰインパルス, 65,横山典, 1.1, 52,  -4,  -5, 1,  1.5, ⑪⑪, 7, 6,Ｄトｰセンオｰラ, 62,川田将, 0.6, 62,  -3,*  4, 5, 14.4,⑯⑯⑮, 7, 6,Ｋグランデタキオン, 67,津村明, 1.1, 69,   6,   1,16,294.1, ⑤⑥, 7,12,Ｎトリップ, 77,田辺裕, 0.5, 86,  15,   6,16,173.4,⑥⑥⑤
 8,14,Ｍクロト, 39,横山和, 1.2, 54,*  3, -14,16,263.5, ③③, 8, 7,Ｈテイエムサイエンス, 54,津村明, 1.1, 52,*  4, -18,15,320.6,②②②, 8,10,Ｅネオスプレマシｰ, 75,岩田康, 1.1, 69,   3,   4, 3,  5.9, ⑧⑧, 8, 9,Ｃエタンダｰル, 87,松岡正, 0.6, 89,  12,  17,13,106.0,⑩⑪⑫
 9, 2,Ｃツクバライジンオｰ, 59,原田和, 1.3, 51,  -4,  -7,15,226.7, ⑦⑨, 9,12,Ｊグッドピュアレディ, 49,吉田隼, 1.4, 51,*  3, -20,11,175.8,⑦⑦④, 9,13,Ａディｰエスコンドル, 79,三浦皇, 1.3, 68,*  8,  -3, 6, 15.5, ④④, 9, 5,Ｄベｰルドインパクト, 85,藤岡佑, 0.6, 87,  11,* 18,12, 98.2,⑫⑬⑭
10, 6,Ｊワイルドベガ, 50,大野拓, 1.4, 51,  -1, -11, 7, 46.5, ⑥⑥,10, 4,Ｉサｰストンモンタナ, 53,吉田豊, 1.5, 50,  -4,  -8,12,187.7,⑮⑮⑭,10, 4,Ｇツインエンジェルズ, 75,吉田隼, 1.4, 67,   1,   5, 4,  8.2, ⑬⑫,10,17,Ｊグランデッツァ, 82,池添謙, 0.8, 82,  15,   2, 4, 13.9,⑤⑤⑥
