12年 4月28日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 4月28日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ひめさゆり賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａハルシュタット, 67,吉田隼,, 72,   5,*  4, 1,  1.9, ③②, 1, 1,Ｄラニカイツヨシ, 58,上村洋,, 65,   0,* 10, 2,  4.4,③③③, 1, 2,Ｂナンヨｰスラッガｰ, 73,西村太,, 72,   5,* 12, 4,  7.4,③⑤③, 1, 6,Ｂダイワマッジョｰレ, 67,丸田恭,, 81,* -3,* 29, 2,  2.8,②②②
 2,10,Ｅトｰセンプリモ, 61,大野拓, 1.0, 62,   5,  -5, 4, 11.2, ⑤⑤, 2,12,Ｅタイセイロｰマン, 57,吉田隼, 0.0, 62,*  1,*  8, 5, 11.0,②②②, 2,12,Ｆウインシュヴァルツ, 70,松山弘, 0.3, 71,*  6,   7, 5,  8.0,②②①, 2, 7,Ａクッカｰニャ, 78,吉田隼, 0.0, 81,* -4,* 29, 1,  1.7,④③③
 3, 3,Ｃヴァップ, 63,津村明, 1.3, 62,*  9, -10, 5, 14.6, ①①, 3, 5,Ａドリｰムプログラム, 63,松山弘, 0.2, 63,  -1,* 10, 4,  5.5,⑦⑦⑤, 3, 9,Ｇアグネスハイヤｰ, 70,鮫島良, 0.7, 73,   4,* 10, 3,  4.6,⑧⑧⑦, 3, 4,Ｃディアデラバンデラ, 65,鮫島良, 0.6, 74,* -4,  19, 3,  7.2,①①①
 4,16,Ｂドリｰミングラヴ, 64,木幡初, 1.4, 58,  -1,* -2, 2,  4.8, ⑨⑧, 4, 7,Ｆリリｰアタッカｰ, 57,松田大, 0.3, 62,*  2,   4, 7, 50.0,①①①, 4, 6,Ｈオズフェスト, 67,宮崎北, 0.9, 67,*  6,   3, 6,  8.3,⑥④⑤, 4, 3,Ｅノｰブリｰ, 63,松山弘, 0.8, 72,  -8,  25, 5, 18.6,⑤⑥⑥
 5, 9,Ｄトｰワオモカゲ, 62,森一馬, 1.5, 59,*  6, -10, 3,  5.3, ④④, 5,10,Ｂマイネルレｰサｰ, 62,丹内祐, 0.6, 60,*  1,   4, 1,  2.3,④④④, 5, 3,Ｄビレッジブライト, 70,勝浦正, 1.2, 66,*  6,   0, 2,  4.1,④③④, 5, 5,Ｄキングクリチャン, 65,宮崎北, 2.0, 53,* -4,   0, 4, 11.9,⑦④④
 6,11,Ｊケイアイセイラ, 47,勝浦正, 1.8, 53,   0,  -7, 9, 40.6, ⑥⑥, 6, 3,Ｉショウナンサッチモ, 50,宮崎北, 1.6, 53,  -1,  -2,11,109.2,⑤⑥⑥, 6, 4,Ｅハギノスピリッツ, 70,藤懸貴, 1.2, 64,*  6,  -1, 8, 35.5,①①②, 6, 1,Ｆジャングルスタｰ, 48,嘉藤貴, 2.1, 57, -10,  10, 7, 80.0,⑥⑦⑦
 7, 6,Ｈユキノベアハｰト, 56,嘉藤貴, 1.8, 52,  -5,  -3, 7, 26.1, ⑪⑪, 7,11,Ｊバトゥｰラ, 50,勝浦正, 1.7, 53,  -5,   4, 8, 91.0,⑪⑪⑪, 7, 1,Ａフィルハｰマジック, 74,松田大, 1.3, 67,   4,   3, 1,  3.9,⑤⑦⑥, 7, 2,Ｇクラウンビｰスト, 40,西田雄, 3.0, 44,  -5, -10, 6, 57.1,③⑤⑤
 8,13,Ｆコンアニマ, 60,菅原隆, 2.1, 51,   0, -10,10, 95.2, ⑦⑦, 8, 2,Ｈゴｰルドマイスタｰ, 56,藤懸貴, 1.8, 49,  -3,  -1, 9, 91.3,⑨⑧⑩, 8, 7,Ｋシンワカントリｰ, 61,柴山雄, 1.6, 64,   4,   2,11, 84.6,⑪⑨⑧,,,,,,,,,,,,
 9,12,Ｍシゲルヤマモモ, 37,鮫島良, 2.6, 47,  -3, -12,11,191.5, ⑧⑩, 9, 8,Ｇハリケｰンピサ, 56,丸田恭, 1.8, 53,  -1,  -1, 6, 22.7,⑧⑩⑨, 9, 5,Ｉシルクエスティｰム, 62,大野拓, 1.8, 64,   3,   2, 9, 54.3,⑦⑩⑩,,,,,,,,,,,,
10, 4,Ｎウミホタル, 33,宮崎北, 2.6, 45,  -6,  -9,14,273.3, ⑫⑫,10,13,Ｌプレドｰン, 46,木幡初, 1.9, 52,  -6,   4,10, 93.8,⑭⑬⑫,10,11,Ｃリネンタキシｰド, 71,村田一, 2.2, 62,   3,  -1, 7, 12.6,⑫⑫⑫,,,,,,,,,,,,
11,14,Ｉブルジュハリファ, 49,西村太, 2.7, 42,  -9,  -7,16,524.8, ⑬⑬,11,14,Ｃサクラレグナム, 58,大野拓, 2.0, 49,  -3,  -3, 3,  4.9,⑩⑨⑦,11, 8,Ｊホクシン, 62,津村明, 2.2, 62,   3,   0,10, 69.3,⑩⑪⑪,,,,,,,,,,,,
12, 1,Ｇダイゴミ, 60,中舘英, 2.7, 44,  -4, -12, 6, 19.0, ⑩⑨,12, 9,Ｋパルジョｰイ, 48,西田雄, 2.7, 47,  -1, -12,12,198.9,⑥⑤⑧,12,10,Ｌケイアイアレス, 59,黛弘人, 3.9, 51,   5, -20,12,163.1,⑨⑥⑨,,,,,,,,,,,,
13, 8,Ｋノボプレシャス, 46,原田和, 2.8, 47,*  7, -22, 8, 36.1, ②③,13, 6,Ｍシュタｰケン, 39,菅原隆, 3.0, 47,  -9,   1,14,279.9,⑬⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
14, 2,Ｌデルマアメノウズメ, 42,竹之下, 3.1, 41, -16,  -5,13,215.3, ⑮⑮,14, 4,Ｎリネンクイン, 37,西村太, 4.3, 34,  -6, -16,13,245.8,⑫⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,
15, 5, ユアムｰブ,---,丹内祐, 3.7, 36, -13, -12,15,295.5, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,15,Ｏクレオパトラノユメ, 12,岩部純, 7.1,-23, -51, -11,12,206.9, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:0),,,,,,,,,,,
単勝:190円 複勝:07=120円 10=260円 03=230円 枠連:370円,,,,,,,,,,,,"単勝:440円 複勝:01=180円 12=250円 05=170円 枠連:2,180円",,,,,,,,,,,,"単勝:740円 複勝:02=200円 12=340円 09=200円 枠連:2,200円",,,,,,,,,,,,単勝:280円 複勝:06=130円 07=110円 枠連:0円,,,,,,,,,,,
"馬連:980円 ワイド:07-10=460円 03-07=540円 03-10=1,030円",,,,,,,,,,,,"馬連:2,610円 ワイド:01-12=770円 01-05=500円 05-12=860円",,,,,,,,,,,,"馬連:3,430円 ワイド:02-12=1,130円 02-09=550円 09-12=830円",,,,,,,,,,,,馬連:170円 ワイド:06-07=120円 04-06=210円 04-07=180円,,,,,,,,,,,
"馬単:1,380円 3連複:2,400円 3連単:8,550円",,,,,,,,,,,,"馬単:4,770円 3連複:4,370円 3連単:27,820円",,,,,,,,,,,,"馬単:6,870円 3連複:5,470円 3連単:48,600円",,,,,,,,,,,,"馬単:460円 3連複:260円 3連単:1,120円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 5R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  芝2000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  ダ1700m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,飯坂温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｅマイネサヴァラン, 55,丹内祐,, 68,* -7,* 11, 1,  1.7, ②②, 1,12,Ａセプタｰドアイル, 62,大野拓,, 68,*-18,* 19, 1,  1.6,③③③, 1, 6,Ｄマイネノｰブレス, 71,大野拓,, 67,*-21,  19, 3,  5.8,②②②, 1, 2,Ｃブルｰソックス, 82,大野拓,, 71,  -3,* 16, 3,  5.1,⑤⑦⑥
 2,12,Ｂアラカメジョウ, 59,大野拓, 0.2, 66,* -8,* 10, 2,  4.3, ③③, 2, 8,Ｇヤマニンオルタシア, 52,柴山雄, 0.6, 62, -21,  18, 4, 10.8,⑧⑩⑩, 2, 8,Ｈクラベス, 64,田中博, 0.0, 72, -25,* 29, 7, 25.9,⑫⑫⑫, 2, 4,Ｇケイジｰウィンザｰ, 80,岩部純, 0.0, 71,* -1,  12, 4,  6.4,②②②
 3, 2,Ｃマｰブルメｰカｰ, 58,松山弘, 0.4, 64, -10,* 10, 3,  6.2, ⑤④, 3,14,Ｈディジェスティフ, 50,吉田隼, 0.7, 59, -19,  12, 7, 25.1,⑦⑥⑥, 3, 9,Ｅスタｰリットスカイ, 69,古川吉, 0.0, 72, -23,* 26, 4,  9.1,⑪⑪⑨, 3, 3,Ｎペガサスフラッシュ, 70,松山弘, 0.2, 69,*  0,   9,13,104.2,①①①
 4, 6,Ａヨシｰルプリンセス, 61,勝浦正, 0.6, 60,* -8,   5, 4,  9.6, ④⑤, 4,13,Ｅジェネカｰ, 54,松田大, 0.7, 60, -19,  15, 8, 37.8,⑨⑪⑪, 4, 7,Ａアンリミテッドピサ, 78,松山弘, 0.1, 64,*-22,  19, 2,  2.9,③③③, 4, 6,Ａジャンナ, 84,吉田隼, 0.3, 68,* -1,  10, 1,  3.6,③③③
