12年10月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年10月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1600m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,紅葉ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａキネオリリｰ, 59,蛯名正,, 65,*  3,* -2, 1,  1.8, ①①,10, 2, ソロル,---,スミヨ, 0.0, 63, -13,*  5, 4,  4.5,③④④, 1,12,Ｇシャドウパｰティｰ, 76,スミヨ,, 84,  -2,* 16, 1,  1.7,⑩⑧⑦, 1, 6,Ｂミトラ, 85,スミヨ,, 80,* 11,* 13, 2,  3.5, ③③
 2,12,Ｄオリオンザプラズマ, 54,田辺裕, 0.4, 61,  -1,* -1, 6, 16.9, ⑥⑥, 1, 4, アイズオンリｰ,---,メンデ,, 61, -13,   4, 1,  2.6,⑥⑤⑤, 2,14,Ｌロジサンデｰ, 69,内田博, 0.0, 84,  -2,* 16, 7, 21.9,⑨⑨⑧, 2, 1,Ｄタイキパｰシヴァル, 83,岩田康, 0.0, 79,* 13,  10, 1,  3.0, ①①
 3,10,Ｂデルマカマイタチ, 58,スミヨ, 1.3, 55,*  2, -13, 2,  5.6, ②②, 2,10, トゥルヴァｰユ,---,三浦皇, 0.3, 61, -15,   4, 3,  4.5,⑧⑨⑨, 3,10,Ｊサンデｰスイセイ, 71,田中勝, 0.2, 75,*  2,   1,12,146.2,①①①, 3, 2,Ｆコスモソｰンパｰク, 78,メンデ, 0.2, 78,  10,  12, 4,  6.7, ②②
 4,14,Ｃアスキットキング, 57,福永祐, 1.5, 55,*  1, -12, 3,  6.4, ③③, 3, 3, ギンザブルｰスタｰ,---,福永祐, 0.4, 60, -14,   3, 5, 23.6,⑦⑦⑦, 4, 3,Ｏサトノグロリアス, 47,横山典, 0.4, 79,  -4,* 13, 2,  6.2,⑧⑩⑩, 4, 3,Ｈアラフネ, 72,田中勝, 0.4, 77,   7,* 15, 7, 22.5, ⑧⑨
 5, 7,Ｇディアストライカｰ, 48,内田博, 1.6, 52,   0, -13, 9, 48.6, ④④, 4, 1, シャドウゲｰム,---,岩田康, 0.4, 61, -14,*  6, 2,  4.3,⑨⑩⑩, 5, 2,Ａアナンジュパス, 83,蛯名正, 0.4, 76,  -2,   7, 5, 13.2,⑤④④, 5, 9,Ｅエｰシンミズｰリ, 82,内田博, 0.5, 75,   7,  12, 3,  4.5, ⑨⑧
 6,15,Ｅイｰグルカッタｰ, 53,柴田善, 1.7, 50,  -3, -10, 5, 13.7, ⑧⑧, 5,11, ガウチョ,---,松岡正, 0.5, 57,*-12,  -5, 6, 32.1,②②②, 6, 9,Ｉトウショウレイザｰ, 72,吉田豊, 0.7, 72,* -1,   1, 9, 79.4,②②②, 6, 7,Ａセイウンジャガｰズ, 88,北村宏, 0.8, 70,   9,   5, 5,  9.2, ⑦⑦
 7, 4,Ｉリネンナデシコ, 42,田中勝, 2.3, 46,  -4, -12,14,254.0, ⑩⑩, 6, 5, スプライトオｰバｰ,---,田中勝, 0.7, 55, -15,  -2, 7, 32.1,⑤⑧⑧, 7, 1,Ｎアイドルバイオ, 57,秋山真, 0.8, 74,  -3,   6,15,293.5,⑦⑦⑨, 7, 4,Ｉミヤビファルネｰゼ, 72,福永祐, 0.8, 71,   9,   5, 6, 12.5, ⑤⑤
 8,11,Ｍトｰセンハクオウ, 30,吉田豊, 2.4, 44,  -3, -16, 7, 23.6, ⑦⑦, 7, 7, ロｰズダンサｰ,---,北村宏, 0.9, 50,*-12,  -9, 9, 38.3,④③③, 8,13,Ｄスタｰトセンス, 80,大野拓, 0.8, 74,  -3,   7,14,162.2,⑫⑪⑪, 8, 8,Ｃロンギングスタｰ, 83,石橋脩, 1.0, 69,  10,   0, 9, 74.7, ④④
 9, 3,Ｆオリエンタルエジル, 48,石橋脩, 2.5, 45,  -1, -20, 4,  9.8, ⑤⑤, 8, 9, ドゥリマｰズドリム,---,石橋脩, 1.4, 49, -16,  -8,11,129.3,⑩⑪⑪, 9, 8,Ｂグレｰトマｰシャル, 81,武士沢, 0.9, 74,  -6,  10, 6, 18.0,⑭⑮⑬, 9, 5,Ｇマイネルエルフ, 76,松岡正, 1.7, 62,   8,  -7, 8, 60.8, ⑥⑥
10, 1,Ｈマイネルテゾｰロ, 43,三浦皇, 3.3, 37,  -6, -19,11,180.2, ⑪⑪, 9, 8, オベレック,---,石神深, 3.0, 27,*-10, -43, 8, 35.6,①①①,10, 7,Ｆヒｰルゼアハｰツ, 78,福永祐, 0.9, 71,  -2,   1, 3,  6.5,⑥⑥⑥,,,,,,,,,,,,
11, 2,Ｋアイドクレｰス, 39,佐藤哲, 3.3, 38,  -6, -20, 8, 47.3, ⑫⑫,11, 6, キｰプトライン,---,田辺裕, 3.4, 25, -13, -44,10, 53.8,⑪⑥⑥,11,15,Ｍリｰサムポイント, 66,北村宏, 1.2, 71,  -6,   6,13,160.8,⑮⑬⑭,,,,,,,,,,,,
12, 8,Ｏラピｰドアイザック, 19,江田照, 4.0, 32, -10, -20,13,205.7, ⑬⑮,,,,,,,,,,,,,12,11,Ｅアルティスト, 79,二本柳, 1.2, 66,  -2,  -5, 8, 32.6,④⑤⑤,,,,,,,,,,,,
13, 9,Ｊアルテルフ, 42,松岡正, 4.1, 32,  -6, -26,10, 67.9, ⑭⑬,,,,,,,,,,,,,13, 5,Ｃリアルフレア, 80,デムｰ, 1.2, 70,  -6,   6, 4, 12.3,⑬⑫⑫,,,,,,,,,,,,
14, 6,Ｎダイダオレ, 29,大庭和, 4.3, 31,  -5, -30,12,186.7, ⑨⑨,,,,,,,,,,,,,14, 6,Ｋマイネキャスリｰン, 70,三浦皇, 1.3, 65,* -1,  -8,10, 91.8,③③③,,,,,,,,,,,,
15,13,Ｌヤマノアロｰ, 31,大野拓, 4.4, 30, -10, -24,15,364.2, ⑮⑭,,,,,,,,,,,,,15, 4,Ｈバトルキトリ, 74,江田照, 1.4, 71,  -8,   8,11,138.2,⑪⑭⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-1),,,,,,,,,,,
