12年 9月29日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 9月29日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 4R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,芦屋川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｊアドマイヤサブリナ, 45,池添謙,, 53,  -4,  -1, 3,  5.4, ③③, 1,10,Ｂタマモトッププレイ, 60,福永祐,, 66,   1,*  1, 1,  2.0, ⑤⑤, 1, 9,Ｄタガノジョイナｰ, 72,岩田康,, 76,  -1,* 17, 4,  8.4, ⑩⑪, 1,14,Ｅビキニブロンド, 72,浜中俊,, 81,  -2,  12, 1,  2.0, ⑤⑤
 2, 9,Ｈシンジュボシ, 46,川田将, 0.1, 52,  -5,  -3, 2,  4.1, ④④, 2,11,Ｋゴｰイングウェイ, 49,和田竜, 0.4, 65,*  3,  -3, 5, 17.9, ②②, 2, 4,Ｂキモンレッド, 75,川田将, 0.3, 76,   8,   3, 3,  4.3, ④④, 2,15,Ｂハノハノ, 74,酒井学, 0.1, 79,  -2,  11, 3,  8.5, ⑥⑥
 3,12,Ｋリャナンシｰ, 45,佐藤哲, 0.1, 52,* -3,  -4, 4,  9.9, ②②, 3, 6,Ｇヒルノアビスコ, 53,武英智, 0.5, 63,*  3,  -6, 6, 20.2, ①①, 3, 2,Ｇカネトシリｰプイン, 69,津村明, 0.6, 75,* 12,  -3, 5, 13.3, ②②, 3, 4,Ａミヤジエムジェイ, 76,和田竜, 0.1, 77,*  6,   3, 2,  3.9, ①①
 4, 6,Ｅシゲルコウマザ, 50,中井裕, 0.4, 50, -11,*  2,11, 74.5, ⑫⑭, 4, 5,Ａサｰカスタウン, 62,国分恭, 0.6, 61,  -2,*  0, 2,  4.2, ⑦⑦, 4,12,Ｆシゲルハンベイ, 69,国分恭, 0.7, 71,   1,   9, 8, 28.8, ⑪⑨, 4, 9,Ｊレコメンド, 69,高田潤, 0.2, 78,  -6,  14, 9, 38.4, ⑦⑦
 5,16,Ｇエミオン, 47,川須栄, 0.4, 50, -10,*  1, 9, 33.3, ⑬⑩, 5, 8,Ｊスタｰペスジンタ, 52,水口優, 0.7, 61,   1,  -4,10, 32.4, ④④, 5, 5,Ｅエリモサプライズ, 71,松田大, 0.7, 71,   9,  -2, 7, 16.9, ⑤⑤, 5, 8,Ｇメイショウツガル, 71,幸英明, 0.2, 78,   1,   7, 4, 10.1, ④③
 6, 7,Ｆポイントキセキ, 49,ピンナ, 0.5, 48,  -9,  -3, 1,  2.5, ⑨⑧, 6,16,Ｄテツムｰン, 57,松山弘, 1.0, 59,*  2,  -8, 8, 31.5, ③③, 6,15,Ｋニイハオジュウクン, 64,武英智, 0.8, 72,   3,   6,13, 73.6, ⑨⑧, 6,13,Ｋドリｰムフォワｰド, 69,武豊  , 0.3, 78,  -5,  13,10, 41.4, ⑧⑧
 7,14,Ｉエスリア, 46,藤岡佑, 0.7, 45,* -2, -13, 8, 26.4, ①①, 7,13,Ｃヒデノビクトリア, 58,幸英明, 1.0, 59,  -1,  -3, 3,  6.4, ⑫⑥, 7,13,Ａオｰバｰヘッド, 75,浜中俊, 1.0, 68,  -2,   9, 1,  3.4, ⑭⑫, 7,11,Ｄアルｰリングライフ, 73,秋山真, 0.4, 79, -18,* 23, 6, 21.2, ⑭⑭
 8,11,Ｐクリノアルパマｰヨ, 26,国分優, 0.8, 45, -12,  -2,15,335.6, ⑭⑬, 8, 4, デンコウタフネス,---,武幸四, 1.6, 56,  -3,  -6, 9, 31.5, ⑪⑩, 8,11,Ｉカネトシスタチュｰ, 66,和田竜, 1.1, 69,   6,  -1,10, 44.7, ⑥⑥, 8, 5,Ｍフラムドｰル, 66,佐藤哲, 0.4, 78, -12,  18,13,140.8, ⑫⑫
