12年 5月 5日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 5月 5日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,胎内川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂポップイン, 62,勝浦正,, 59,   0,* -4, 4,  9.6,⑫⑧⑦, 1, 4,Ａブルｰプルチェッラ, 59,松山弘,, 62,*  6,* -2, 1,  1.7, ③④, 1, 6,Ｄベルモントメジャｰ, 72,横山和,, 68,   6,*  6, 1,  3.4,⑨⑦⑦, 1, 8,Ｄロックンロｰル, 75,鮫島良,, 72,  16,* -2, 5, 12.0,⑤⑤③
 2, 5,Ｆコスモリボン, 54,丹内祐, 0.1, 55,   3, -14, 5, 11.4,④④④, 2, 8,Ｅアポロライダｰ, 52,勝浦正, 0.3, 62,*  9,  -8, 6, 30.7, ①①, 2,13,Ｈセイカフォルテ, 70,伊藤工, 0.4, 65,   7,   1, 5,  9.7,④⑤⑤, 2, 4,Ｅサクラボｰルド, 74,勝浦正, 0.1, 71,  15,*  1, 2,  3.2,⑧⑧⑥
 3,13,Ｈカプリッチレット, 54,北村友, 0.4, 56,*  5, -18, 6, 13.5,②②②, 3,15,Ｂトｰセンマグナム, 58,吉田隼, 0.5, 58,*  6,  -9, 3,  7.3, ④③, 3, 5,Ｇアイアンテｰル, 70,藤懸貴, 0.6, 60,* 10,  -8, 7, 14.0,①①①, 3, 1,Ａマルブツマスタｰ, 78,宮崎北, 0.3, 69,  14,*  0, 1,  3.1,⑨⑪⑧
 4, 9,Ｅハｰトオブミニｰ, 55,菅原隆, 0.4, 55,  -1,* -7, 9, 50.7,⑪⑩⑪, 4, 6,Ｃシンコｰムｰン, 55,高倉稜, 0.9, 52,   2,  -8, 2,  5.2, ⑧⑩, 4,12,Ａカントリｰスノｰ, 74,宮崎北, 0.8, 62,   6,  -1, 3,  6.3,⑥⑥⑥, 4, 2,Ｋテｰオｰゼウス, 68,藤岡康, 0.5, 67,  16,  -9, 3,  7.9,④④⑤
 5,10,Ｃイニシエノウタ, 56,中舘英, 1.1, 51,   0, -14, 3,  7.5,⑨⑨⑨, 5, 5,Ｈイカルストミｰ, 45,丸山元, 0.9, 52,  -2,* -3,12,142.9, ⑪⑫, 5, 8,Ｆヤマニンフリスキｰ, 71,高倉稜, 0.8, 66,   3,*  5, 8, 20.4,⑬⑫⑨, 5, 3,Ｊエルヴィスバロｰズ, 69,松山弘, 0.7, 64,  15,  -7,11, 30.0,⑪⑨⑩
 6, 4,Ｊリュドゥラペ, 49,村田一, 1.3, 51,  -2, -12, 8, 27.4,⑭⑪⑩, 6,12,Ｆハｰトヴァイン, 50,大野拓, 1.0, 53,*  7, -16, 4,  7.6, ②②, 6,10,Ｍスエヒロジュピタｰ, 60,菅原隆, 1.0, 61,*  7,  -6,12, 47.2,③②②, 6, 9,Ｌデｰヴァロｰカ, 64,北村友, 0.7, 65,  15, -10, 7, 15.3,⑦⑦⑦
 7, 3,Ｇヤマニンパニエ, 54,西村太, 1.4, 45,   1, -21,11, 62.8,⑥⑤⑤, 7,13,Ｇレオキングダム, 49,西田雄, 1.2, 47,  -3,* -5, 8, 62.0, ⑭⑭, 7, 2,Ｃヤマイチタイキ, 72,原田和, 1.1, 60,   6,  -5, 2,  4.2,⑤④④, 7,12,Ｇクリノメダリスト, 71,柴山雄, 0.7, 66,  15,  -6, 9, 19.4,⑫⑩⑨
 8,11,Ｄトシザジュエル, 56,鮫島良, 1.8, 48,   1, -22, 2,  6.6,⑦⑦⑧, 8, 9,Ｋラブファクト, 40,伊藤工, 1.3, 48,   3, -15,15,252.5, ⑦⑤, 8, 9,Ｉケイアイカミカゼ, 69,山崎亮, 1.6, 57,*  7, -11, 6, 13.2,②③③, 8,10,Ｆキングウェｰルズ, 73,吉田隼, 0.7, 66,* 18, -15,10, 24.9,③③②
 9, 8,Ｋカラドリウス, 47,横山和, 2.1, 43,   3, -31,12, 68.0,③③③, 9,10,Ｄチキウミサキ, 52,宮崎北, 1.3, 48,   4, -16, 5, 14.8, ⑤⑦, 9, 7,Ｅシンボリカンヌ, 71,西村太, 1.8, 55,   2,  -2, 4,  8.3,⑫⑬⑬, 9, 5,Ｂハシルヨミテテ, 77,中舘英, 0.8, 65,  16, -12, 4, 11.3,⑥⑥④
10, 1,Ｉシゲルマスカット, 51,柴山雄, 2.1, 42,   1, -25,10, 58.3,⑩⑥⑥,10,16,Ｊトウカイジェスタ, 41,的場勇, 1.4, 49,   5, -18,11,120.3, ⑥⑥,10, 3,Ｋカシノピストン, 66,千葉直, 2.0, 56,   3,  -5,13,152.8,⑩⑩⑩,10, 6,Ｃパントクラトｰル, 75,高倉稜, 1.1, 62,  14,  -9, 6, 14.1,⑩⑫⑪
