12年 5月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 5月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1400m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安土城ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａハクサンアｰス, 63,酒井学,, 62,*  0,   6, 1,  3.2,①①①, 1,11, ノボリデュｰク,,森一馬,,,,, 2,  3.8,②②①, 1,14,Ｉコルｰジャ, 72,国分優,, 74,   4,* 11, 6, 13.4,⑨⑧⑧, 1,11,Ａドリｰムバレンチノ, 88,松山弘,, 84,   9,* 11, 2,  3.0, ⑥⑥
 2,15,Ｄマコトアンバサダｰ, 60,浜中俊, 0.3, 60,*  0,   4, 4,  5.1,③②②, 2, 6, スｰサンストリｰム,,植野貴,192.2,,,, 1,  3.2,③③②, 2,12,Ａアサクサショパン, 76,北村友, 0.0, 75,   5,  10, 1,  2.3,⑥⑥⑥, 2, 8,Ｃエｰシンホワイティ, 84,北村友, 0.2, 81,   5,* 14, 1,  2.8, ⑩⑨
 3, 5,Ｂダヴィｰド, 62,和田竜, 0.5, 59,  -2,*  7, 2,  4.0,⑫⑥⑥, 3, 1, スズカマジェスタ,,北沢伸,192.4,,,, 3,  4.2,④④④, 3,11,Ｅナリタボルト, 75,太宰啓, 0.3, 72,*  5,   5, 2,  5.2,⑤④④, 3, 9,Ｂオウケンサクラ, 84,太宰啓, 0.2, 82,* 14,   1, 8, 21.8, ②②
 4, 4,Ｇエリモルビｰノ, 56,国分優, 0.5, 58,  -2,   5, 7, 24.2,④③③, 4, 7, モズハリケｰン,,林満明,193.5,,,, 7, 22.8,⑤⑤⑤, 4,15,Ｂメイショウシャイン, 76,小坂忠, 0.3, 73,   3,  11,11, 51.7,⑫⑩⑩, 4, 7,Ｊオｰセロワ, 74,四位洋, 0.4, 81,* 14,  -2, 4,  9.0, ①①
 5, 7,Ｊメイショウシンペイ, 47,藤懸貴, 0.8, 57,  -6,* 13,14,216.9,⑪⑬⑫, 5, 3, レｰガン,,黒岩悠,193.9,,,, 9, 31.3,①①③, 5,10,Ｊレッドオブガバナｰ, 70,荻野琢, 0.4, 73,   1,* 13,13,164.5,⑯⑮⑮, 5, 4,Ｄサンディエゴシチｰ, 83,藤岡康, 0.5, 77,   6,   7, 7, 21.3, ⑦⑦
 6, 8,Ｅキョウワドリｰム, 59,松山弘, 1.3, 54,  -5,   5, 6, 20.8,⑧⑨⑨, 6,12, ワンダｰキング,,鈴木慶,194.1,,,, 5, 10.5,⑦⑦⑥, 6,13,Ｃマｰリンシチｰ, 76,菱田裕, 0.4, 73,   1,* 12, 4,  7.9,⑭⑭⑭, 6,10,Ｈロｰドバリオス, 77,浜中俊, 0.5, 80,  11,   2, 3,  8.7, ④④
 7,10,Ｃテイエムベンケイ, 61,菱田裕, 1.5, 52,  -2,  -3, 3,  4.7,②④④, 7,10, ナカヨキコト,,高野和,194.3,,,,11, 80.0,⑧⑧⑦, 7, 3,Ｆバイオレントナイト, 74,藤懸貴, 0.5, 69,   2,  11,10, 49.6,⑩⑬⑫, 7, 3,Ｇタマモナイスプレイ, 77,和田竜, 0.6, 80,  13,  -2, 6, 11.8, ③③
 8,12,Ｆハｰトビｰトボｰイ, 58,幸英明, 1.6, 51,  -2,  -4, 5, 14.5,⑩⑤⑤, 8, 4, アドマイヤスコｰル,,西谷誠,197.5,,,, 4,  7.8,⑪⑩⑨, 8, 1,Ｍカシノピストン, 69,松山弘, 0.6, 70,   2,   9,15,205.8,⑬⑫⑪, 8, 1,Ｋトゥニｰポｰト, 69,川須栄, 0.6, 77,   8,   4, 9, 30.0, ⑤⑤
