12年12月 8日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年12月 8日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  芝2200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1400m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,つわぶき賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｆカリスマサンタイム, 52,高倉稜,, 58,   1,* -7,10, 23.9,⑮⑪⑩, 1,14,Ａレッドルｰラｰ, 65,北村友,, 63,  -5,*  9, 1,  2.7,⑪⑪⑪, 1,10,Ｂロｰゼンケｰニッヒ, 80,川須栄,, 85,   6,* 16, 1,  3.1,⑮⑬⑬, 1,15,Ｂスズノネイロ, 69,勝浦正,, 69,   2,* 12, 1,  3.5, ⑨⑩
 2,12,Ｅスペキュレイタｰ, 53,水口優, 0.3, 55,   0,* -8, 6, 11.6,⑯⑬⑫, 2, 9,Ｆオｰスミアイビス, 54,丹内祐, 0.5, 59,  -7,*  6, 6, 19.9,⑭⑭⑭, 2,15,Ｅコスモユッカ, 74,丹内祐, 0.2, 80,* 10,   2, 4,  7.2,⑤⑤④, 2,13,Ｈウォｰタｰプリプリ, 60,武幸四, 0.3, 68,  -4,* 16, 3,  5.3, ⑱⑱
 3, 4,Ｃシャガｰルバロｰズ, 56,松山弘, 0.4, 56,   3,*-11, 2,  4.2,⑦⑧⑧, 3, 3,Ｂレアパルファム, 58,中井裕, 0.8, 54,  -5,  -4, 3,  6.2,⑨⑨⑨, 3, 9,Ｄスズカアンペｰル, 79,松山弘, 0.2, 80,   7,   8, 3,  6.6,⑩⑨⑧, 3,11,Ｌエクスパｰシヴ, 55,川島信, 0.4, 66,   2,   8,11, 53.0, ⑪⑪
 4, 6,Ｉケイジｰタイタン, 47,岩部純, 0.6, 53,*  6, -20,12, 84.7,①①①, 4, 4,Ｋヴェイパｰコｰン, 44,中谷雄, 0.8, 55,* -3,  -8,10, 91.1,①②②, 4, 7,Ｈロｰドハリケｰン, 72,吉田隼, 0.2, 83,   4,* 18, 5,  8.8,⑬⑭⑭, 4, 5,Ｅピンポン, 64,中井裕, 0.5, 65,   1,   8,14, 81.6, ⑫⑬
 5, 2,Ｋブルｰロｰズ, 45,杉原誠, 0.9, 52,   1, -14,11, 69.6,④⑩⑪, 5, 2,Ｎデンコウアカツキ, 37,吉田隼, 0.8, 54,* -4,  -5, 9, 27.2,③⑤⑦, 5, 4,Ａフレｰジャパン, 81,中井裕, 0.2, 79,*  9,   1, 2,  5.4,④③③, 5, 2,Ｃナンシｰシャイン, 65,大野拓, 0.5, 64,*  8,  -2, 4,  7.7, ②①
 6, 5,Ａヴェリｰヌ, 59,柴山雄, 1.2, 50,   4, -21, 1,  4.1,⑧⑦⑥, 6, 8,Ｄヒシサイレンス, 56,古川吉, 1.0, 51,* -4,  -9, 2,  3.4,⑧⑧⑥, 6,16,Ｎコスモユウチャン, 64,伊藤工, 0.5, 76,   8,   0,14, 88.7,⑦⑧⑤, 6,18,Ｉメイケイペガムｰン, 58,鮫島良, 0.6, 64,   2,   6, 7, 18.1, ⑬⑫
 7,16,Ｊシュリメジャｰ, 46,丸山元, 1.4, 49,*  6, -27, 4, 10.1,③③②, 7, 1,Ｃサムソンズプライド, 57,横山和, 1.1, 51,  -5,  -6, 4,  7.4,⑦⑩⑩, 7,14,Ｆエルヴィスバロｰズ, 73,北村友, 0.6, 81,   0,* 23, 6, 11.7,⑰⑰⑰, 7,16,Ｄマイネモントル, 65,丹内祐, 0.7, 62,   3,   2,15, 84.4, ⑩⑨
 8, 3,Ｇツクバヒタチオｰ, 51,大野拓, 1.5, 48,   3, -24, 9, 17.7,⑤⑥④, 8,15,Ｌユキノプリシラ, 41,藤懸貴, 1.1, 52,  -6,  -3,12,139.1,⑫⑫⑫, 8,17,Ｊアンレヴマン, 70,中舘英, 0.9, 72,* 11, -12,11, 42.4,②②②, 8, 7,Ｐマイネルブルズアイ, 49,伊藤工, 0.7, 61,   5,  -2,13, 68.1, ⑤④
 9, 9,Ｂヴィンチトｰレ, 56,川須栄, 1.6, 48,   4, -26, 3,  4.6,⑨④③, 9, 5,Ｊフェスティヴショウ, 50,原田和, 1.2, 51,  -7,  -5,11,124.2,⑬⑬⑬, 9, 8,Ｇランブイエ, 73,大野拓, 0.9, 73,   7,  -2, 7, 14.9,⑧⑦⑦, 9, 9,Ｇタガノラルフ, 61,丸山元, 0.8, 61,  -4,*  9, 5,  9.2, ⑰⑰
10, 1,Ｎベｰルグリｰン, 34,原田和, 2.0, 46,   0, -20,16,237.6,⑫⑭⑬,10, 7,Ｈセルリアンアクウｰ, 52,上村洋, 1.2, 49,* -4, -10,13,146.6,⑤⑦⑧,10,12,Ｋツインテｰル, 69,高倉稜, 1.0, 75,   4,   5,13, 72.4,⑯⑯⑮,10,10,Ｊジｰブラック, 57,黛弘人, 0.9, 60,*  7,  -6, 9, 36.6, ③③
