12年12月23日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年12月23日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 4R  芝3110m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■10R  芝1600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｸﾘｽﾏｽｷｬﾛﾙ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂテイエムナデシコ, 56,中井裕,, 63,*  0,  -3,10, 34.2,④③④, 1, 3, ダイシングロウ,,西谷誠,,,,, 1,  3.0,①②①, 1,13,Ａエックスマｰク, 84,浜中俊,, 82,* 13,* -3, 1,  2.8,⑱③③, 1,14,Ｍサマｰルナ, 72,菱田裕,, 86,* 11,   8, 7, 12.8, ②②
 2,10,Ｎサンマルジュエリｰ, 49,菱田裕, 0.0, 60,  -1,* -2, 8, 14.0,⑤⑤③, 2, 5, カネスラファｰル,,横山義,207.1,,,, 4,  9.4,⑥④②, 2,10,Ｆアドマイヤバラｰド, 74,川田将, 0.4, 79,* 11,* -6, 2,  3.7,⑤⑤⑥, 2, 1,Ａタマモマｰブル, 81,水口優, 0.0, 88,   5,* 18, 6,  8.9, ⑨⑧
 3,12,Ｉロゼラニ, 51,高倉稜, 0.0, 60,  -3,*  5, 3,  5.4,⑪⑩⑩, 3, 8, トウショウデザイア,,白浜雄,207.1,,,, 6, 12.5,③①③, 3,14,Ｃトｰセンギャラリｰ, 78,北村友, 0.5, 77,   9,*  0, 3,  6.0,⑯⑰⑮, 3,15,Ｂサンライズメジャｰ, 81,池添謙, 0.2, 87,   4,* 18, 1,  4.0, ⑩⑩
 4, 6,Ｅスプリングデジレ, 54,熊沢重, 0.2, 59,*  1,  -6,15,113.9,②②②, 4,13, スナｰクスペイン,,小坂忠,207.9,,,, 3,  4.4,④③④, 4,11,Ｊコアレスドラｰド, 72,太宰啓, 0.8, 76,   8,* -1, 8, 23.7,⑮⑯⑯, 4,16,Ｃタガノザイオン, 81,松山弘, 0.2, 85,   8,  11, 3,  7.4, ⑤⑤
 5, 2,Ｌマコトエクサルシス, 50,幸英明, 0.6, 56,  -1,  -7, 6, 12.5,③④⑤, 5, 4, オウケンウッド,,石神深,208.2,,,, 7, 19.0,⑤⑦⑤, 5, 7,Ｄベンジャミン, 77,池添謙, 1.0, 72,* 11, -16, 4,  8.3,③④④, 5, 8,Ｆシルクキングリｰ, 79,秋山真, 0.6, 80,   6,   7, 2,  4.1, ⑥⑥
 6,14,Ｐハヤブサユウサン, 47,北村友, 0.7, 55,  -2,  -5,11, 40.4,⑨⑧⑦, 6,14, モルエラン,,草野太,208.3,,,,11, 74.6,⑧⑧⑥, 6, 9,Ｍゼログラヴィティｰ, 70,高倉稜, 1.0, 73,  10, -11,12, 65.9,⑭⑪⑩, 6, 7,Ｄアナスタシアブルｰ, 80,浜中俊, 0.8, 77,   8,   1, 5,  8.6, ④③
 7,16,Ｄエｰシンウェンディ, 54,太宰啓, 0.8, 55,  -3,  -5, 4,  6.6,⑧⑨⑧, 7, 2, マサシ,,北沢伸,210.7,,,, 9, 44.0,⑩⑩⑦, 7,16,Ｈナリタスカイ, 72,国分恭, 1.2, 73,  11, -13,11, 44.1,⑧⑧⑨, 7, 4,Ｅナリタスレンダｰ, 80,北村友, 0.9, 79,  -1,  15,11, 36.0, ⑮⑬
 8,11,Ｍサンモリッツ, 49,川須栄, 1.4, 52,  -4,  -6,14,100.0,⑫⑬⑫, 8, 9, トパンガ,,高田潤,211.0,,,, 2,  3.9,⑨⑨⑧, 8,15,Ｑダイシンブラック, 61,小牧太, 1.3, 71,* 11, -20,10, 32.0,⑦⑥⑤, 8,12,Ｈキネオピュｰマ, 78,藤田伸, 1.0, 80,  -3,* 18, 4,  8.0, ⑯⑯
