12年 8月19日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 8月19日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2900m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不知火特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂトップエトワｰル, 48,和田竜,, 45,*  4,  -8, 4,  4.6, ②②, 1, 5, シゲルキョホウ,,黒岩悠,,,,, 3,  5.5,①①①, 1, 5,Ｄワタシマッテルワ, 63,川須栄,, 72,*  2,* 11, 3,  5.3,⑥⑥②, 1, 9,Ｉメイショウサミット, 65,佐藤哲,, 72,*  0,   1, 8, 37.8,①①①
 2, 5,Ａアスタｰキング, 50,幸英明, 0.1, 43,  -2,  -5, 2,  3.5, ④④, 2, 8, オンワｰドアマンド,,小坂忠,193.8,,,, 4,  6.9,②③②, 2, 4,Ｂトウカイメリｰ, 67,浜中俊, 0.6, 66,   1,   6, 5,  5.8,⑬⑫⑥, 2, 1,Ｄドリｰムマジシャン, 72,幸英明, 0.2, 73,  -4,   7, 5, 25.3,③③③
 3, 9,Ｄストゥｰディアス, 47,北村友, 0.3, 39, -13,*  0, 3,  4.5, ⑨⑧, 3, 2, クレバｰウエスタン,,植野貴,193.9,,,, 1,  1.9,③②③, 3,11,Ｃコスモプランタン, 66,中井裕, 0.8, 62,   0,   1, 6, 11.4,⑦⑧⑦, 3, 4,Ｈヤマニンアｰマｰ, 67,高倉稜, 0.3, 69,*  1,  -1, 9, 60.9,②②②
 4, 4,Ｃニシノモンクス, 48,武豊  , 0.6, 37, -10,  -4, 1,  3.1, ⑦⑥, 4, 6, ダイヤモンドハウス,,森一馬,195.7,,,, 7, 52.6,⑥④④, 4, 2, バランカデルコブレ,---,小牧太, 0.9, 65,  -5,* 11, 2,  4.5,⑮⑭⑬, 4, 3,Ｇエクセリオン, 68,蛯名正, 0.6, 73, -10,  16, 6, 25.7,④④④
 5, 2,Ｅテイエムオオラジャ, 45,野元昭, 0.7, 37,   1, -13, 8, 55.5, ③③, 5, 7, メイショウタクミ,,中村将,201.2,,,, 6, 18.0,⑦⑦⑦, 5, 3,Ｆクロコサイレンス, 61,野元昭, 0.9, 62,   1,   0, 9, 33.9,⑧⑦⑧, 5, 8,Ｂゲットアヘッド, 76,国分恭, 0.6, 76, -13,* 21, 7, 29.6,⑥⑥⑥
 6, 7,Ｉマキオプレジデント, 29,国分恭, 0.7, 36,  -5,  -9,10,116.5, ⑥⑦, 6, 4, クｰルオｰシャン,,難波剛,204.0,,,, 5, 15.3,④⑤⑥, 6, 9,Ｅアルティメイト, 63,幸英明, 1.1, 60,*  3,  -7, 1,  4.3,③②①, 6, 7,Ａカルドブレッサ, 79,浜中俊, 0.7, 75, -13,* 20, 1,  1.3,⑧⑦⑦
 7, 3,Ｇフェブアクティヴ, 37,高倉稜, 0.8, 34, -18,* -2, 7, 55.2, ⑪⑪, 7, 3, アイファｰマｰチス,,今村康,204.2,,,, 8, 88.4,⑤⑥⑤, 7, 1,Ａメイショウインロウ, 68,国分恭, 1.1, 58,*  2,  -5, 4,  5.4,⑤④⑤, 7, 2,Ｆブライトバニヤン, 71,和田竜, 0.9, 71, -12,  14, 2,  5.6,⑤⑤⑤
 8,10,Ｈシゲルラシンバンザ, 31,田中健, 0.8, 36,  -4, -11, 9, 87.9, ⑤⑤,,,,,,,,,,,,, 8,13,Ｌシュタインガｰデン, 42,国分優, 1.2, 57,*  3, -10,10, 78.6,①①③, 8, 5,Ｅミヤコトップガン, 72,国分優, 1.1, 71, -15,  17, 4, 20.3,⑦⑨⑨
