12年 1月29日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 1月29日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝3170m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1900m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松籟ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａメイショウゾンビ, 74,武豊  ,, 77,*  6,* 11, 1,  1.3, ①①, 1, 6, ルｰルプロスパｰ,,白浜雄,,,,, 1,  1.9,①①①, 1, 3,Ｂアルバトン, 77,四位洋,, 74,  -5,* 16, 1,  2.2,⑦⑦⑧, 1, 1,Ｈトパンガ, 80,ルメｰ,, 84,  13,  -2, 4,  9.9,③③③
 2, 3,Ｂクルｰジンミジｰ, 68,川田将, 1.8, 60,   3,  -2, 3,  6.2, ③③, 2,10, アスカノバッハ,,植野貴,211.3,,,, 7, 29.9,④④④, 2, 4,Ａダヴィンチバロｰズ, 78,古川吉, 0.0, 69,* -3,  11, 3,  4.6,②②①, 2, 8,Ｇドリｰムノクタｰン, 81,和田竜, 0.2, 82,* 18, -21, 6, 19.2,②①①
 3, 7,Ｉウインドグラス, 36,酒井学, 2.4, 54,*  4,  -8, 6, 89.2, ②②, 3, 2, スナｰクスペイン,,小坂忠,211.7,,,, 2,  3.8,②②②, 3, 7,Ｅゴｰルドルｰスタｰ, 72,佐藤哲, 0.3, 69,  -5,* 14, 5, 16.3,⑧⑧⑥, 3,11,Ｃマナクｰラ, 83,デムｰ, 0.2, 82,  13,  -4, 5, 11.6,⑨⑤⑤
 4, 1,Ｄヨシｰルプリンセス, 54,藤岡佑, 2.7, 50,  -7,   0, 4, 13.5, ⑧⑦, 4, 9, ゴｰルデンガッツ,,金子光,212.5,,,, 8, 35.6,⑥⑥⑥, 4, 9,Ｈテイエムエビスオｰ, 62,芹沢純, 0.4, 68,* -4,   9, 8, 54.8,⑤③②, 4, 6,Ｄロｰドオブザリング, 83,池添謙, 0.3, 83,  12,   1, 1,  1.9,⑤⑦⑥
 5, 4,Ｅタマモワイルドラブ, 53,川島信, 2.9, 48,  -3,  -6, 5, 51.6, ⑦⑥, 5, 4, アグネスラナップ,,北沢伸,212.7,,,, 3,  5.9,⑤③③, 5, 2,Ｆシルクマッドネス, 71,小坂忠, 0.6, 69,  -6,  13, 6, 47.1,⑨⑨⑨, 5, 9,Ａタニノエポレット, 85,安藤勝, 0.3, 83,   8,* 12, 2,  4.6,⑪⑪⑨
 6, 5,Ｃサウンドマンデュロ, 54,デムｰ, 3.1, 48,   2, -13, 2,  6.0, ④⑤, 6, 8, ビヨンドマックス,,高田潤,213.2,,,, 5, 16.5,③⑤⑤, 6, 6,Ｄグレｰトヴァリュｰ, 72,和田竜, 0.7, 67,  -4,   8, 4,  9.5,③④⑦, 6, 2,Ｉタガノファントム, 79,秋山真, 0.4, 81,  10,   1,10,118.6,⑥⑥⑦
 7, 6,Ｈオキナワエミチャン, 43,丹内祐, 3.9, 40,  -6, -10, 9,257.8, ⑨⑨, 7, 3, マルタカタキオン,,田村太,213.5,,,, 9,112.6,⑨⑨⑨, 7, 5,Ｉユウキング, 59,デムｰ, 1.1, 64,  -4,   4, 9,112.3,④⑤⑤, 7, 5,Ｂウォｰクラウン, 84,川田将, 0.6, 79,  13,  -9, 3,  6.2,④④④
 8, 9,Ｆホッコｰハッピｰ, 47,熊沢重, 4.0, 40,   1, -20, 7,205.3, ⑤④, 8, 5, サンレイランキング,,難波剛,213.7,,,, 6, 22.0,⑦⑦⑦, 8, 8,Ｇヤマニンレジェｰル, 64,熊沢重, 1.4, 62,  -5,   2, 7, 54.4,⑥⑥③, 8, 4,Ｅフェニコｰン, 83,佐藤哲, 0.7, 81,   8,*  8, 8, 27.3,⑩⑩⑪
