12年12月22日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年12月22日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  ダ2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,赤穂特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａノｰトゥング, 63,岩田康,, 60,* -4,   2, 1,  2.1, ①①, 1,11,Ａリヤンドファミユ, 64,池添謙,, 69, -10,* 15, 1,  1.3, ⑫⑩, 1,10,Ｊノベンバｰペガサス, 65,池添謙,, 74,   3,*  8,10, 42.5, ⑦⑦, 1, 3,Ｈトウショウヘイロｰ, 78,川田将,, 78,* 11,  -2, 5,  7.9,②②②
 2,14,Ｄシゲルオウシザ, 60,国分優, 0.2, 58, -10,*  6, 4,  9.6, ⑥⑥, 2,18,Ｇポｰルシッタｰ, 58,川須栄, 0.0, 70, -12,* 18,13,256.3, ⑮⑭, 2, 5,Ｏメイショウアキシノ, 50,武幸四, 0.2, 75,  -3,* 12,14, 88.9, ⑮⑭, 2, 1,Ｌオｰヴァｰジョイド, 75,福永祐, 0.1, 78,   9,*  2, 6,  8.6,⑦⑦⑤
 3,11,Ｈカネトシエフォｰト, 50,菱田裕, 0.2, 59,* -5,   1, 9,119.5, ②②, 3,17,Ｄテイエムレンジャｰ, 62,和田竜, 0.1, 66,  -9,  11, 4, 13.3, ⑩⑤, 3, 7,Ａデアリングプライド, 78,岩田康, 0.2, 72,   5,   4, 1,  2.3, ⑥⑤, 3, 4,Ｏアントニオピサ, 73,浜中俊, 0.5, 74,* 13,  -9, 2,  5.9,①①①
 4, 7,Ｅタイザンホクト, 58,福永祐, 0.3, 58,  -8,*  3, 5, 12.0, ④⑤, 4,10,Ｈアドマイヤキンカク, 57,スミヨ, 0.1, 68, -10,* 15, 2,  7.4, ⑨⑪, 4, 8,Ｃエｰシングランダム, 75,ルメｰ, 0.3, 70,  -1,*  9, 3,  5.2, ⑫⑬, 4,14,Ｃホノカアボｰイ, 81,ルメｰ, 0.8, 73,   7,*  2, 9, 17.6,⑪⑫⑩
 5, 8,Ｃスリｰカｰニバル, 61,和田竜, 0.8, 54, -11,   2, 3,  6.2, ⑨⑩, 5,15,Ｆエｰシンエポナ, 60,幸英明, 0.4, 64, -11,   9,12,160.6, ⑧⑨, 5,13,Ｄマウントフジ, 72,福永祐, 0.4, 71,   1,   6, 4,  9.6, ⑩⑩, 5,12,Ｊナポレオンバロｰズ, 76,ウィリ, 0.9, 72,  10,  -8,10, 20.9,③④④
 6, 4,Ｆメイショウドゥｰマ, 55,武豊  , 1.0, 51, -13,   2, 6, 14.8, ⑫⑪, 6, 9,Ｉスズカカイゼル, 53,国分優, 0.5, 66, -14,* 16,11,158.9, ⑱⑱, 6, 2,Ｅラヴァズアゲイン, 72,松山弘, 0.4, 70,   3,   4, 7, 23.0, ⑧⑨, 6, 5,Ｎメイショウブシドウ, 74,武豊  , 1.1, 71,  10,  -7, 7, 12.6,⑥⑥⑦
 7,10,Ｂサンキストロｰド, 61,デムｰ, 1.1, 49, -10,  -1, 2,  4.3, ⑩⑨, 7,16,Ｋサダムロｰドショｰ, 50,浜中俊, 0.5, 63, -12,  11, 6, 27.0, ⑭⑬, 7, 6,Ｉミヤジガンバレ, 66,中井裕, 0.9, 68,   7,  -5, 5, 15.7, ④④, 7,13,Ｄコウユｰヒｰロｰ, 80,国分恭, 1.1, 72,   8,  -4,12, 99.6,⑩⑩⑨
 8, 3,Ｍメイショウゲンナイ, 34,古川吉, 1.1, 53,  -9,   0,13,217.8, ⑦⑦, 8, 4,Ｃラカ, 64,岩田康, 0.6, 63, -13,  12, 5, 20.5, ⑬⑮, 8,14,Ｋヤマノラヴ, 65,国分恭, 1.0, 65,   3,  -1,13, 70.9, ⑨⑧, 8, 2,Ａタナトス, 84,藤田伸, 1.2, 73,  11, -10, 3,  5.9,④③③
