12年 4月 7日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 4月 7日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,花見山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａアラビアンマジック, 63,吉田隼,, 63,*  2,*  6, 1,  2.0, ①①, 1, 6,Ｋシゲルネｰブル, 48,松田大,, 56,   1,*  1,10, 39.7,⑤④⑤, 1, 6,Ｅデルマプロティナ, 70,竹之下,, 62,  -3,*  4, 9, 36.7,⑦⑦⑤, 1,10,Ｂハルカフジ, 74,藤岡康,, 77,  14,  -3, 2,  3.9,⑤⑥④
 2, 3,Ｂドリｰミングラヴ, 61,木幡初, 0.1, 63,  -2,*  8, 6, 15.7, ④③, 2,14,Ｄコスモエスプレッソ, 54,丹内祐, 0.1, 56,   1,*  1, 8, 29.2,⑨⑤④, 2,12,Ｆヴィｰナススマイル, 69,江田照, 0.3, 59,  -2,   1,12, 56.4,⑧⑥④, 2, 7,Ｄキングウェリナ, 74,村田一, 0.2, 76,  11,*  2, 4, 11.7,⑬⑫⑨
 3, 4,Ｆトｰワオモカゲ, 50,森一馬, 0.4, 58,*  0,   3, 2,  4.4, ②②, 3,12,Ａアｰスワンドリｰム, 61,木幡初, 0.2, 55,*  2,  -2, 2,  4.4,②②②, 3, 8,Ｎアクロスザライト, 61,藤岡康, 0.4, 60,* -1,  -2, 4, 11.1,③③③, 3,14,Ｌライジングサン, 62,丹内祐, 0.2, 74,  15,  -6, 3,  4.5,⑥④③
 4, 5,Ｄキングビｰト, 58,丸田恭, 0.9, 53,  -3,   2, 3,  7.1, ⑤⑤, 4,10,Ｉメイショウバロン, 50,大野拓, 0.5, 51,*  2,  -4, 5, 26.1,①①①, 4, 4,Ｌマルデデルマ, 63,吉田隼, 0.5, 56,* -1,  -3, 7, 17.6,⑬②②, 4, 9,Ｎアグネスハイヤｰ, 58,鮫島良, 0.2, 79,  11,*  3,13, 52.8,⑮⑬⑪
 5, 6,Ｃベストミニオン, 60,西村太, 1.2, 51,* -1,  -3, 4,  9.6, ③④, 5, 4,Ｃプロトリュｰション, 55,後藤浩, 0.8, 51,   0,  -3, 3,  5.0,⑧⑦⑥, 5, 7,Ｉオチャノコサイサイ, 66,田中博, 0.7, 58,  -3,  -1,14, 87.4,⑫⑩⑧, 5, 4,Ａクレヨンロケット, 78,吉田隼, 0.2, 73,  13,  -3, 1,  2.5,⑫⑨⑦
 6,10,Ｅトキノワイルド, 54,平野優, 1.2, 51,  -3,  -2, 5, 10.5, ⑦⑥, 6,15,Ｈヒミノオオワシ, 52,村田一, 0.9, 51,  -1,  -2,11, 41.4,⑫⑩⑨, 6,13,Ｈシルククラリティ, 67,荻野琢, 0.8, 58,  -7,*  4,15, 88.7,⑭⑮⑭, 6, 3,Ｇラシアンウッズ, 69,丸田恭, 0.9, 70,   9,  -1, 8, 34.1,⑭⑭⑬
 7, 1,Ｇプレシャスストｰン, 48,横山和, 1.2, 50, -11,   3, 9, 57.9, ⑩⑦, 7, 2,Ｆブライテストソｰド, 53,丸田恭, 1.2, 47,   0,  -5, 4,  6.4,⑦⑧⑦, 7, 9,Ｊチェルカトロｰバ, 65,古川吉, 1.0, 54,  -4,  -1,13, 56.8,⑮⑫⑪, 7,11,Ｊシンボリアミアン, 66,後藤浩, 1.2, 67,  15, -14, 5, 19.9,⑨⑤⑤
 8, 7, ワイルドベガ,---,大野拓, 1.5, 46, -14,   3, 7, 25.2, ⑪⑩, 8, 1, レッドグラサｰジュ,---,藤岡康, 1.3, 48,*  2, -10, 1,  2.4,④③③, 8,10,Ａコｰラルビュｰ, 75,原田和, 1.1, 54,  -2,  -7, 3,  5.4,②④⑥, 8,12,Ｅハヤブサエミネンス, 71,黛弘人, 2.1, 61,* 16, -22,12, 51.4,②②②
