12年 9月 1日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 9月 1日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝2900m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,
17,16,Ｎフェブマルコ, 29,中井裕, 3.4, 17, -12, -38,16,310.4, ⑦⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 4,Ｋサカジロマリン, 33,和田竜, 4.0, 11,*-10, -47,12,136.2, ②⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-3),,,,,,,,,,,
"単勝:350円 複勝:01=140円 02=240円 11=110円 枠連:2,350円",,,,,,,,,,,,"単勝:500円 複勝:09=210円 07=250円 10=1,040円 枠連:1,010円",,,,,,,,,,,,"単勝:340円 複勝:04=170円 03=290円 02=330円 枠連:1,640円",,,,,,,,,,,,単勝:590円 複勝:02=170円 11=150円 07=140円 枠連:820円,,,,,,,,,,,
"馬連:2,410円 ワイド:01-02=770円 01-11=170円 02-11=430円",,,,,,,,,,,,"馬連:1,910円 ワイド:07-09=690円 09-10=1,870円 07-10=3,470円",,,,,,,,,,,,"馬連:1,660円 ワイド:03-04=690円 02-04=1,090円 02-03=1,680円",,,,,,,,,,,,"馬連:1,110円 ワイド:02-11=530円 02-07=330円 07-11=340円",,,,,,,,,,,
"馬単:3,780円 3連複:1,050円 3連単:11,050円",,,,,,,,,,,,"馬単:3,780円 3連複:13,690円 3連単:70,340円",,,,,,,,,,,,"馬単:2,750円 3連複:5,570円 3連単:20,920円",,,,,,,,,,,,"馬単:1,950円 3連複:1,470円 3連単:8,360円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北九州短距離ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｊピンポン, 35,和田竜,, 58,  -6,   3, 1,  2.0,③④④, 1,16,Ａダイシンハンタｰ, 66,北村友,, 74,   4,*  6, 1,  2.8,⑧⑦⑤, 1,14,Ｂエンジョイタイム, 78,浜中俊,, 80,*  7,* 15, 2,  3.6,⑥③③, 1,13,Ｂツルマルレオン, 84,北村友,, 81,  -1,* 16, 3,  4.3, ⑫⑩
 2, 5,Ａサンマルホｰム, 50,佐藤哲, 0.0, 60,  -8,*  9, 3,  5.5,⑨⑨⑦, 2,17,Ｆエルマカロン, 59,小坂忠, 0.6, 69,   3,*  2,10, 42.9,⑪⑩⑦, 2, 9,Ｊミッキｰクリスエス, 69,佐藤哲, 0.7, 74,   4,* 12, 4,  7.4,⑦⑧⑥, 2,15,Ｄオｰシャンカレント, 82,幸英明, 0.0, 82,   0,  14, 7, 31.7, ⑩⑧
 3, 2,Ｍシゲルラシンバンザ, 34,藤懸貴, 0.3, 49,*  2, -20,11, 88.2,①①①, 3,10,Ｂコスモプランタン, 63,中井裕, 0.7, 68,   1,*  5, 4,  6.5,⑫⑫⑩, 3, 5,Ｄスノｰレガｰロ, 75,高倉稜, 1.0, 74,   3,* 14,10, 65.2,⑮⑭⑨, 3, 3,Ｉアｰスソニック, 76,佐藤哲, 0.1, 81,  -1,  14, 4,  7.7, ⑪⑫
 4, 4,Ｈコウエイアｰス, 37,高倉稜, 0.4, 54,  -8,   2,13,120.9,⑥⑥⑤, 4,11,Ｄウィロｰ, 60,浜中俊, 1.0, 62,*  7, -15, 3,  6.3,④④②, 4, 4,Ａアウゲンイカロス, 80,幸英明, 1.0, 72,*  8,   5, 6, 15.7,②②②, 4, 1,Ａハクサンムｰン, 90,酒井学, 0.1, 80,* 15,  -1, 1,  3.0, ①①
 5, 6,Ｂテイエムレンジャｰ, 48,太宰啓, 0.4, 53, -11,*  8, 4, 14.0,⑬⑫⑪, 5, 2,Ｃランドルト, 61,和田竜, 1.1, 62,*  7, -16, 2,  4.0,③③④, 5,16,Ｆエイコｰンパス, 73,北村友, 1.3, 71,   3,   9, 5, 11.0,⑫⑫⑧, 5,16,Ｎダノンフェアリｰ, 69,浜中俊, 0.3, 77,   3,   8, 5,  9.1, ⑧⑨
 6,15,Ｃヴェントス, 45,川須栄, 0.6, 51,  -7,  -2, 7, 23.8,⑦⑦⑥, 6, 4,Ｈメイユｰル, 57,田辺裕, 1.3, 61,   3,  -8, 5, 12.1,⑩⑧⑧, 6, 8,Ｃユウキマリアッチ, 76,酒井学, 1.4, 71,   5,   5, 3,  5.1,④⑤④, 6,12,Ｊメモリアルイヤｰ, 73,小牧太, 0.3, 78,   7,   4, 9, 45.2, ③③
 7,14,Ｆシゲルペガススザ, 39,田辺裕, 0.7, 49,* -4,  -9, 5, 16.2,④③③, 7, 3,Ｊガｰヴィ, 53,佐藤哲, 1.5, 58,   6, -19, 7, 18.8,⑤⑤⑥, 7, 2,Ｍハクユウサンサン, 64,国分恭, 1.9, 65,*  9,  -5,12,127.6,①①①, 7, 4,Ｋアスタｰエンペラｰ, 70,武豊  , 0.3, 79,  -7,* 17,13,140.8, ⑭⑮
 8,12,Ｄブライダルドレス, 43,北村友, 0.8, 49, -10,  -1, 8, 29.4,⑭⑩⑧, 8,15,Ｋスリｰヴェロｰチェ, 52,国分優, 2.0, 55,   6, -25, 9, 42.1,⑥⑥⑨, 8, 1,Ｉケイワイツヨシ, 71,松山弘, 2.0, 64,   6,  -2, 7, 15.9,③④⑤, 8, 5,Ｈケンブリッジエル, 76,和田竜, 0.5, 75,  -4,  12,12, 62.5, ⑬⑬
 9,11,Ｅテイエムレオネッサ, 42,野元昭, 0.9, 46,* -4, -14, 6, 20.1,②②②, 9,12,Ｍシゲルメロン, 46,武幸四, 2.0, 53,*  9, -32,14,120.0,②②①, 9,11,Ｅアルディエス, 74,和田竜, 2.2, 65,   3,   1, 1,  3.2,⑩⑩⑩, 9,10,Ｇバンガロｰル, 79,太宰啓, 0.6, 74,  -9,* 16, 8, 40.9, ⑮⑭
10, 3,Ｎクｰファスタｰ, 33,松山弘, 1.1, 44, -10,  -4,14,211.8,⑫⑪⑩,10, 5,Ｅハｰドチョンホ, 59,花田大, 2.1, 53,   0, -14, 8, 33.9,⑨⑬⑫,10, 3,Ｋリズミックビｰト, 66,鮫島良, 2.3, 65,   2,   2,11,117.6,⑬⑬⑭,10, 9,Ｅリュンヌ, 82,藤懸貴, 0.6, 73,   4,   3,10, 46.4, ⑦⑥
11,13,Ｉバロンミノル, 36,国分恭, 1.8, 37,  -9, -18, 2,  4.0,⑩⑧⑨,11,14,Ｑルｰルスティンガｰ, 36,松山弘, 2.3, 49,*  9, -36,17,473.9,①①③,11,12,Ｎモｰタウンサウンド, 62,田辺裕, 2.4, 62,   3,   0,13,136.7,⑨⑨⑫,11,14,Ｃアイラブリリ, 82,松山弘, 0.8, 70,   6,  -1, 2,  4.0, ⑤⑦
12, 9,Ｐオリンピックイヤｰ, 18,国分優, 2.6, 31, -10, -25,16,401.9,⑪⑬⑬,12, 8,Ｐポｰトポケット, 36,野元昭, 2.4, 51,  -1, -15,18,725.7,⑮⑭⑭,12,10,Ｈペガサスキングビｰ, 72,国分優, 2.6, 61,   5,  -6, 9, 42.0,⑧⑥⑦,12,11,Ｆブルｰデインヒル, 79,国分優, 0.9, 71, -11,  13,11, 51.6, ⑯⑯
13,16,Ｌロイヤルレイド, 34,渡辺薫, 3.2, 23,  -7, -41,15,318.0,⑤⑤⑫,13,18,Ｇサンライズシックス, 57,太宰啓, 2.5, 50,  -2, -12,11, 58.3,⑰⑱⑱,13, 7,Ｏテイエムオウショウ, 59,太宰啓, 2.8, 62,   2,   0,14,231.1,⑭⑮⑮,13, 7,Ｏゴｰイングパワｰ, 67,高倉稜, 1.0, 69,   0,   1,14,169.9, ⑨⑪
14, 8,Ｋエｰシンリュｰモン, 34,小牧太, 4.0, 19, -11, -43,12,118.8,⑮⑭⑭,14,13,Ｌトウカイボイジャｰ, 49,水口優, 2.6, 48,   2, -24,16,429.0,⑭⑪⑬,14,13,Ｐアニｰ, 53,水口優, 3.2, 59,  -1,   0,16,379.8,⑯⑯⑯,14, 6,Ｐツルマルジュピタｰ, 63,田辺裕, 1.2, 66,   6,  -7, 6, 30.2, ④⑤
15,10,Ｏセレッソフロリｰド, 27,幸英明, 4.6, 14, -13, -49, 9, 63.7,⑧⑮⑮,15, 6,Ｎノｰプラン, 43,酒井学, 3.0, 44,   3, -32,12, 80.0,⑦⑨⑪,15, 6,Ｇサワヤカユウタ, 72,藤懸貴, 3.3, 55,   4,  -9, 8, 21.6,⑤⑦⑬,15, 8,Ｍティファニｰケイス, 69,川須栄, 1.5, 62,* 10, -15,15,193.6, ②②
,,,,,,,,,,,,16, 1,Ｉジプシｰキング, 56,幸英明, 3.1, 46,  -1, -24, 6, 14.3,⑬⑮⑯,16,15,Ｌハクユウシャンティ, 66,川須栄, 3.7, 55,   3, -12,15,280.9,⑪⑪⑪,16, 2,Ｌリッカアリュｰル, 70,国分恭, 1.7, 59,   4, -12,16,261.2, ⑥④
,,,,,,,,,,,,17, 9,Ｒリバイヴエンブレム, 35,鮫島良, 3.3, 44,  -1, -26,13, 82.5,⑱⑯⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 7,Ｏスズカゴクウ, 41,国分恭, 3.4, 43,  -2, -24,15,312.0,⑯⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,
"単勝:200円 複勝:01=120円 05=180円 02=1,590円 枠連:400円",,,,,,,,,,,,"単勝:280円 複勝:16=130円 17=610円 10=210円 枠連:2,260円",,,,,,,,,,,,"単勝:360円 複勝:14=180円 09=230円 05=1,140円 枠連:1,370円",,,,,,,,,,,,単勝:430円 複勝:13=180円 15=650円 03=220円 枠連:700円,,,,,,,,,,,
"馬連:580円 ワイド:01-05=270円 01-02=2,670円 02-05=7,550円",,,,,,,,,,,,"馬連:3,580円 ワイド:16-17=930円 10-16=390円 10-17=2,180円",,,,,,,,,,,,"馬連:1,670円 ワイド:09-14=750円 05-14=3,750円 05-09=4,920円",,,,,,,,,,,,"馬連:4,420円 ワイド:13-15=1,520円 03-13=570円 03-15=2,560円",,,,,,,,,,,
"馬単:750円 3連複:16,770円 3連単:41,290円",,,,,,,,,,,,"馬単:4,730円 3連複:7,160円 3連単:34,370円",,,,,,,,,,,,"馬単:2,790円 3連複:27,620円 3連単:89,800円",,,,,,,,,,,,"馬単:6,400円 3連複:7,900円 3連単:46,260円",,,,,,,,,,,
■ 3R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 9R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,筑紫特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａパスパルトゥｰ, 68,北村友,, 72,*  8,   2, 3,  5.6, ①①, 1, 2,Ｄマリントウショウ, 65,北村友,, 60,   0,   2, 1,  3.0,④⑤④, 1,18,Ａミヤジエムジェイ, 73,和田竜,, 78,* -2,  13, 2,  3.6, ①①, 1, 8,Ｈオウケンイチゲキ, 70,北村友,, 72,  -2,* 17, 2,  4.6,④④④
 2, 3,Ｅウエスタンムサシ, 63,高倉稜, 0.2, 68,   3,   2, 2,  3.6, ③③, 2, 9,Ｃブライトポジｰ, 65,国分恭, 0.0, 61,  -2,*  6, 5, 10.3,⑨⑩⑦, 2,15,Ｂケイアイユニコｰン, 72,佐藤哲, 0.6, 70,* -5,   8, 1,  3.1, ④④, 2, 7,Ｆアルスマルカｰト, 72,小牧太, 0.2, 69,*  0,  12, 3,  8.1,①①①
 3, 4,Ｃワキノネクサス, 64,酒井学, 0.6, 65,   2,   0, 1,  3.2, ④⑤, 3, 4,Ｂファｰマプリンセス, 71,太宰啓, 0.1, 60,*  2,  -1, 7, 14.2,②②②, 3, 7,Ｌデンコウデア, 64,中井裕, 0.6, 70,  -9,  12,12, 87.1, ⑧⑧, 3,13,Ａラガｰトモヒｰロ, 75,太宰啓, 0.4, 70,  -3,* 16, 1,  2.0,⑬⑩⑦
 4,13,Ｆシゲルミカン, 62,花田大, 0.7, 62,   0,  -1, 5, 12.5, ⑥⑥, 4, 3,Ｋジョビアｰレ, 54,小牧太, 0.2, 60,  -5,*  9,11, 43.0,⑮⑯⑪, 4, 4,Ｃディオｰサ, 72,北村友, 0.7, 70, -16,* 17, 9, 28.7, ⑯⑯, 4, 1,Ｄアルデュイナ, 73,松山弘, 0.6, 67,  -5,* 17, 7, 26.5,⑪⑬⑧
 5, 7,Ｄワンダｰカサドｰル, 63,国分恭, 0.7, 63,  -1,   1, 7, 17.3, ⑧④, 5, 8,Ｍテラノココロ, 52,川須栄, 0.4, 60,   1,   0, 8, 21.9,⑥⑥⑥, 5, 2,Ｏハピシン, 62,酒井学, 0.7, 69,* -5,   7,11, 43.1, ③②, 5, 2,Ｌシゲルハンベイ, 61,国分恭, 0.7, 66,  -3,  13,12, 76.5,⑥⑧⑤
 6,12,Ｌリバｰタイキ, 55,浜中俊, 0.7, 61, -11,*  7,12, 50.5, ⑬⑩, 6, 7,Ａシｰズオブタイム, 73,松山弘, 0.4, 57,*  2,  -2, 4,  6.5,③③③, 6, 9,Ｍノアノア, 63,松山弘, 0.8, 69, -19,* 18,14,186.9, ⑱⑱, 6,14,Ｇミリオンヴォルツ, 70,幸英明, 0.7, 65,* -1,  10, 4, 10.8,⑨③③
 7, 2,Ｂタランテラ, 64,武豊  , 1.0, 58, -11,*  4, 8, 19.9, ⑫⑪, 7,15,Ｈエｰシンフルハウス, 61,武豊  , 0.7, 55,   1,  -5, 3,  6.2,⑤④⑤, 7, 1,Ｋメトログリペン, 64,国分優, 0.8, 68, -12,  12,16,204.0, ⑪⑫, 7,12,Ｊエｰブポセイドｰン, 66,藤懸貴, 0.9, 63,  -4,  12,10, 38.5,⑧⑪⑩
 8,14,Ｊアブクマペレ, 56,小牧太, 1.0, 59,   0,  -4, 4,  8.7, ⑦⑧, 8, 1,Ｆミスハレクラニ, 64,藤懸貴, 1.0, 51,*  2, -11, 9, 34.9,①①①, 8, 3,Ｇアドマイヤクｰガｰ, 69,小牧太, 0.9, 69, -16,* 15, 7, 24.8, ⑰⑰, 8, 6,Ｅサｰノ, 72,熊沢重, 1.6, 62,  -2,   3, 8, 32.3,⑮⑥⑥
 9, 5,Ｋツルオカハチマン, 55,和田竜, 1.1, 58,  -1,  -4, 6, 15.3, ⑨⑦, 9,16,Ｎソｰテルヌ, 49,高倉稜, 1.1, 54,  -3,   1,14,145.7,⑭⑮⑬, 9,10,Ｆユキノサイレンス, 69,田辺裕, 1.0, 65, -12,   9,10, 35.0, ⑫⑪, 9,16,Ｉショウナンアリビオ, 69,酒井学, 1.8, 58,* -1,   0,11, 69.9,③②②
10, 8,Ｇツイストリボン, 60,川須栄, 1.9, 53,*  6, -15,13, 73.0, ②②,10, 5,Ｏミルクトゥｰス, 47,小坂忠, 1.5, 49,  -1,  -8,16,470.5,⑪⑨⑧,10,17,Ｉノボリドリｰム, 66,幸英明, 1.1, 65, -10,   7, 8, 28.4, ⑩⑩,10,11,Ｋトｰブプリンセス, 61,花田大, 2.1, 54,  -2,  -2,14,153.3,②⑤⑨
11, 1,Ｎカシノベイブレｰド, 38,大下智, 2.0, 46, -20,   0,14,339.1, ⑭⑭,11,12,Ｇフェアリｰダンス, 63,浜中俊, 1.5, 50,   0, -10, 2,  5.1,⑧⑦⑨,11,16,Ｊバコパ, 65,武豊  , 1.2, 62,  -6,   1, 5, 17.3, ⑦⑦,11,10,Ｐスリｰアメニティｰ, 52,武幸四, 2.3, 59,  -5,   3,15,259.6,⑫⑮⑬
12, 9,Ｈアｰスパイプ, 58,幸英明, 2.1, 48,   0, -13,10, 35.7, ⑤⑨,12, 6,Ｊタニノアペトゥラ, 56,鮫島良, 1.6, 51,  -3,  -6,12, 70.7,⑯⑭⑯,12, 5,Ｄアルベルトバロｰズ, 71,高倉稜, 1.2, 62,  -7,   1, 6, 23.2, ⑤⑤,12, 9,Ｏダイモス, 57,中村将, 2.3, 54,  -3,  -1,16,387.3,⑤⑦⑫
13,11,Ｉトｰワオモカゲ, 58,渡辺薫, 3.4, 35, -10, -19,11, 42.0, ⑪⑬,13,11,Ｐペルルフィｰヌ, 28,田辺裕, 1.8, 47,  -3,  -8,15,230.9,⑬⑫⑩,13, 8,Ｑトップキックス, 60,太宰啓, 1.3, 60, -12,   5,17,212.5, ⑬⑬,13,15,Ｎカシノチャｰム, 57,中井裕, 3.3, 47,  -3,  -9,13,143.2,⑦⑨⑭
14,10,Ｍマサノスペシャル, 45,芹沢純, 4.0, 27,  -9, -25, 9, 32.2, ⑩⑫,14,14,Ｅクイｰンズライフ, 65,幸英明, 1.9, 47,  -1, -12, 6, 12.3,⑫⑧⑫,14,14,Ｒマｰブルメｰカｰ, 56,大下智, 1.3, 61, -13,   7,14,186.9, ⑭⑭,14, 3,Ｍロｰザディアマント, 60,川須栄, 3.5, 47,  -4, -10, 5, 11.9,⑭⑫⑪
,,,,,,,,,,,,15,13,Ｉショコラディスコ, 59,佐藤哲, 2.1, 46,  -3, -11,10, 40.6,⑩⑬⑮,15, 6,Ｅタマラマ, 70,川須栄, 1.4, 60, -15,   6, 3,  5.1, ⑮⑮,,,,,,,,,,,,
