12年 2月 5日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 2月 5日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,あすなろ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｃヒノクニリョジョウ, 57,酒井学,, 55,*  7, -10, 4,  9.3, ②②, 1, 1,Ｂトｰセンホマレボシ, 73,川須栄,, 71, -11,* 17, 1,  1.5,⑩⑬⑪, 1, 3,Ａシゲルシゲザネ, 72,川須栄,, 67,*  7,   3, 1,  3.2, ①①, 1, 1,Ｂエキストラエンド, 70,中舘英,, 79, -10,* 23, 1,  1.9,④③③
 2, 1,Ｇヴォワドランジュ, 50,松田大, 0.0, 50,  -1,* -5, 9, 50.9, ⑦⑥, 2, 2,Ｆブルｰタンザナイト, 58,杉原誠, 0.0, 63,* -6,   3, 9, 55.9,①①①, 2, 6,Ｂサマｰラグｰン, 70,松山弘, 0.2, 63,   0,*  5, 4,  9.5, ⑥⑤, 2, 2,Ａエｰシングルｰオン, 75,川須栄, 0.3, 77, -12,* 23, 3,  5.7,⑦⑦⑤
 3,13,Ｅクｰルフォエバｰ, 53,伊藤工, 0.0, 53,*  6,  -9,11, 62.0, ③③, 3, 6,Ｈエｰシンデュｰク, 55,丸田恭, 0.1, 64,* -7,   6, 8, 47.3,③③③, 3, 5,Ｄキングスウィｰプ, 67,水口優, 0.2, 64,*  7,   1, 5, 12.7, ②②, 3, 3,Ｈグッドマイスタｰ, 54,吉田隼, 0.3, 75, -11,  22, 2,  4.3,⑤⑥⑥
 4, 5,Ａオリエンタルポリｰ, 62,杉原誠, 0.1, 51,   3,  -8, 2,  3.9, ④④, 4, 4,Ｍアンジェロフォｰグ, 44,高倉稜, 0.1, 64,* -6,   3, 7, 41.4,②②②, 4, 1,Ｅシルヴィルｰジュ, 65,宮崎北, 0.4, 61,  -5,*  7, 2,  3.5, ⑪⑨, 4, 4,Ｄマイネルスパｰブ, 64,高倉稜, 0.4, 70,* -8,  12, 7, 30.4,①①①
 5, 6,Ｈテイエムタイホｰ, 49,松山弘, 0.2, 49,   2,  -8, 5, 17.4, ⑤⑤, 5, 7,Ｏマイネルマイティ, 40,伊藤工, 0.4, 60,* -7,   2,11, 78.4,⑦⑤⑤, 5, 4,Ｇグリｰンファイヤｰ, 64,杉原誠, 0.6, 59,   0,   2, 6, 16.3, ⑤⑥, 5, 6,Ｆメイショウデビッド, 60,松山弘, 0.8, 69, -13,  16, 6, 26.1,⑨⑧⑧
 6,10,Ｂメイショウボクデン, 61,中舘英, 0.2, 48,  -2,* -5, 1,  2.4, ⑧⑨, 6,11,Ｄマイネルイグアス, 61,松山弘, 0.4, 63, -10,   8, 5, 22.3,⑨⑧⑦, 6,10,Ｈカプリｰスレディｰ, 63,丸田恭, 0.6, 60,   0,   3, 9, 38.0, ⑦⑦, 6, 8,Ｃピュアソウル, 66,丸田恭, 0.9, 64,* -8,   6, 5, 11.5,②②②
 7, 7,Ｄバｰトラムガｰデン, 57,宮崎北, 0.3, 53,*  9, -13, 3,  4.4, ①①, 7, 8,Ｇドラゴンエイジ, 57,吉田隼, 0.6, 61, -10,   5, 4, 17.7,⑪⑩⑨, 7, 8,Ｃサクラフェニックス, 69,吉田隼, 0.7, 58,   5,  -3, 3,  3.5, ③③, 7, 7,Ｅマイネアルナイル, 60,酒井学, 1.2, 62, -10,   6, 8, 49.0,⑥⑤⑦
 8, 2,Ｊタマモレディ, 41,西村太, 0.5, 45,   0, -10,12,100.2, ⑥⑦, 8,15,Ｃダノングｰグｰ, 62,中舘英, 0.8, 63, -14,* 12, 2,  4.6,⑭⑮⑭, 8, 2,Ｆビップセンノセン, 64,高倉稜, 0.9, 56,  -6,   4, 8, 31.7, ⑫⑫, 8, 5,Ｇノｰブリｰ, 59,藤岡康, 1.3, 60, -10,   3, 4,  8.0,③④④
