12年 9月16日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 9月16日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2970m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新涼特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｄメイショウガンツ, 48,武豊  ,, 61,*-10,   6, 1,  3.6, ①①, 1, 2, ロｰドセイバｰ,,白浜雄,,,,, 1,  1.6,①①①, 1, 9,Ａメイショウイザヨイ, 76,鮫島良,, 88,* -1,* 17, 2,  5.2, ①①, 1,13,Ａトラバント, 82,内田博,, 78,* -1,  16, 1,  3.0, ②②
 2, 7,Ｅアｰトアロング, 48,福永祐, 0.0, 63, -13,* 11, 2,  5.1, ⑤⑤, 2, 5, クレバｰウエスタン,,植野貴,200.7,,,, 2,  2.9,②②②, 2,14,Ｅケイアイユニコｰン, 70,佐藤哲, 0.3, 85,  -5,* 17, 1,  4.2, ④④, 2,11,Ｄナリタスプリング, 80,高倉稜, 0.0, 79,* -1,* 17, 3,  6.0, ④④
 3, 4,Ａエイティグロｰリｰ, 52,田辺裕, 0.1, 62, -12,   9, 8, 17.7, ③③, 3, 7, ニシノファブレッド,,浜野谷,201.2,,,, 3,  7.7,③③③, 3, 1,Ｃナムラハヤテ, 73,川須栄, 0.7, 79,  -6,  14, 5,  6.8, ③③, 3,14,Ｂスズカセクレタｰボ, 82,川田将, 0.2, 77,  -2,  16, 2,  4.3, ⑥⑤
 4,11,Ｃヨゾラニネガイヲ, 49,岩田康, 0.4, 56, -12,   5, 4,  7.0, ④④, 4, 8, カゼカオル,,林満明,203.9,,,, 5, 29.4,⑤④④, 4, 2,Ｄタイヨウパフュｰム, 72,秋山真, 0.8, 81,  -7,  16,10, 30.2, ⑧⑦, 4,10,Ｅアマノレインジャｰ, 80,幸英明, 0.5, 74,* -1,  12, 5,  8.6, ①①
 5,14,Ｇセイントデジタル, 48,佐藤哲, 0.5, 58, -16,   9, 7, 16.4, ⑧⑧, 5, 1, セフティｰフライト,,難波剛,204.5,,,, 6, 32.2,④⑤⑤, 5,11,Ｉセラヴィ, 70,高倉稜, 0.9, 76,* -2,   7,16,101.3, ②②, 5,16,Ｍアグネスティンクル, 72,小牧太, 0.6, 75,  -4,  15,14,141.5, ⑨⑩
 6, 8,Ｊブイダッシュ, 42,藤懸貴, 0.6, 57, -13,   5,10, 28.4, ⑥⑥, 6, 6, トウケイヤマト,,今村康,208.1,,,, 8, 71.2,⑥⑥⑥, 6, 7,Ｊビットスタｰダム, 69,幸英明, 0.9, 78,  -9,  14, 8, 23.7, ⑥⑥, 6, 2,Ｈモエレデフィニット, 77,武豊  , 0.6, 74,  -5,  16, 6, 11.8, ⑩⑨
 7,10,Ｍクリノアマダブラム, 37,幸英明, 0.7, 53,*-10,  -2,11, 32.1, ②②, 7, 4, ヒロノキョウシュウ,,石神深,210.0,,,, 7, 44.7,⑧⑦⑦,14, 4,Ｂロンド, 73,藤懸貴, 1.0, 76, -13,* 16, 3,  5.2, ⑬⑬, 7, 3,Ｉバンドゥロンシャン, 77,秋山真, 0.7, 74,  -7,* 18,12, 64.0, ⑫⑫
 8, 3,Ｆロｰジｰロｰズ, 48,鮫島良, 0.8, 53, -15,   3, 6, 11.0, ⑦⑦, 8, 3, ラガｰアンバｰ,,五十嵐,217.4,,,, 4, 18.5,⑦⑧⑧, 7,15,Ｌハピシン, 68,酒井学, 1.0, 76,  -9,  12,14, 61.7, ⑦⑧, 8,12,Ｆケンエンブレム, 80,岡部誠, 0.9, 72,  -6,  15, 8, 33.2, ⑭⑬
 9,15,Ｉジョウショｰピアス, 45,国分恭, 1.0, 54, -23,* 11, 9, 19.6, ⑮⑫,,,,,,,,,,,,, 8, 3,Ｎディザイラブル, 66,松山弘, 1.2, 73, -11,  12, 9, 27.5, ⑫⑩, 9,15,Ｃホクセツキングオｰ, 81,和田竜, 0.9, 71,* -2,   9, 4,  7.0, ③③
10,13,Ｌジョロキアキャット, 37,中井裕, 1.2, 51, -21,   8,14,258.3, ⑫⑬,,,,,,,,,,,,, 9, 5,Ｐエランドｰル, 65,国分優, 1.2, 74, -10,  11,13, 54.5, ⑨⑨,10, 6,Ｊベストバウト, 76,田辺裕, 0.9, 71,  -6,  14, 7, 22.0, ⑪⑪
11, 2,Ｋカシノレアネス, 40,大下智, 1.3, 49, -21,   5,13,245.5, ⑩⑩,,,,,,,,,,,,,10, 6,Ｏオビｰディエント, 66,川島信, 1.2, 76, -15,* 17,15, 67.0, ⑭⑭,11, 9,Ｏキングコｰリンオｰ, 67,熊沢重, 0.9, 74,  -3,  12,16,310.1, ⑧⑧
12, 1,Ｂミキノティｰタイム, 50,太宰啓, 1.5, 47, -24,   6, 3,  6.3, ⑭⑭,,,,,,,,,,,,,11,12,Ｈシゲルオレンジ, 70,国分恭, 1.6, 67, -13,   8,12, 48.3, ⑪⑫,12, 5,Ｇタマモブラウン, 79,川島信, 1.2, 70,  -7,  13,10, 44.2, ⑮⑮
13, 5,Ｎゴッドカンタｰタ, 28,酒井学, 2.2, 35, -19, -10,12,190.1, ⑨⑨,,,,,,,,,,,,,12,10,Ｍタニノマイルストン, 67,小牧太, 1.8, 66, -15,   8, 7, 20.2, ⑯⑯,13, 8,Ｎトｰホウジャパン, 71,松山弘, 1.3, 68,  -3,   8,13, 99.6, ⑦⑥
14,12,Ｏミュミュダベイユ,  5,水口優, 3.1, 24, -20, -20,15,398.2, ⑬⑪,,,,,,,,,,,,,13,16,Ｋコマノガレオス, 69,川田将, 1.8, 65, -11,   4, 6, 14.2, ⑩⑪,14, 4,Ｋトップオブザヘヴン, 74,太宰啓, 1.4, 68,  -7,  12, 9, 35.4, ⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｇゴｰルデンオブジェ, 70,中井裕, 1.9, 64, -15,   7,11, 44.5, ⑮⑮,15, 1,Ｌテｰオｰマグナム, 72,竹之下, 1.7, 65,  -9,  11,15,226.5, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｆアルレガｰロ, 70,浜中俊, 2.5, 53,  -6, -10, 4,  6.6, ⑤⑤,16, 7,Ｐホホヲヨセテ, 65,浜中俊, 1.8, 65,  -3,   3,11, 61.6, ⑤⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-1),,,,,,,,,,,
単勝:360円 複勝:09=160円 07=190円 04=430円 枠連:560円,,,,,,,,,,,,単勝:160円 複勝:02=110円 05=110円 07=130円 枠連:0円,,,,,,,,,,,,単勝:520円 複勝:09=210円 14=150円 01=200円 枠連:560円,,,,,,,,,,,,単勝:300円 複勝:13=140円 11=160円 14=160円 枠連:480円,,,,,,,,,,,
"馬連:1,060円 ワイド:07-09=460円 04-09=1,140円 04-07=1,330円",,,,,,,,,,,,馬連:180円 ワイド:02-05=120円 02-07=190円 05-07=220円,,,,,,,,,,,,"馬連:1,130円 ワイド:09-14=490円 01-09=760円 01-14=550円",,,,,,,,,,,,馬連:890円 ワイド:11-13=360円 13-14=310円 11-14=470円,,,,,,,,,,,
"馬単:1,930円 3連複:5,360円 3連単:24,510円",,,,,,,,,,,,馬単:290円 3連複:280円 3連単:590円,,,,,,,,,,,,"馬単:2,240円 3連複:2,440円 3連単:12,350円",,,,,,,,,,,,"馬単:1,580円 3連複:1,480円 3連単:5,990円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1800m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■11R  芝1800m 3 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,野路菊ｽﾃｰｸｽ,,,,,,,,,,,,関西ﾃﾚﾋﾞ放送賞ﾛｰｽﾞｽﾃｰｸｽ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｉサンライズカラｰ, 55,熊沢重,, 73,*  1,*  9, 7, 15.7,⑧⑦③, 1, 7, ダンツクロノス,---,佐藤哲,, 63, -35,* 25, 2,  3.2, ④⑤, 1, 5,Ｄラブリｰデイ, 53,川田将,, 71,*  1,   0, 2,  3.4, ③②, 1, 6,Ａジェンティルドンナ, 85,岩田康,, 89,* -3,  22, 1,  1.5, ③②
 2,13,Ａラブトゥオｰル, 68,太宰啓, 0.1, 70,*  2,*  7, 1,  3.4,⑥③②, 2,10, カレンバッドボｰイ,---,武豊  , 0.0, 61,*-33,* 22, 3,  3.6, ③②, 2, 3,Ｃサンマルホｰム, 57,佐藤哲, 0.0, 72,  -1,*  5, 4,  6.0, ⑤⑤, 2, 7,Ｅヴィルシｰナ, 79,内田博, 0.2, 88,  -4,  23, 2,  3.8, ⑤⑤
