12年 1月15日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 1月15日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初富士ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｃディアワイズマン, 60,吉田豊,, 55,  -3,*  4, 5,  7.7, ⑥⑥, 1, 5, クリスタルウイング,,五十嵐,,,,, 1,  1.5,③①①, 1,15,Ｊハクサンムｰン, 59,後藤浩,, 77,*  8,   1, 1,  3.2, ①①, 1, 1,Ｇアカンサス, 82,後藤浩,, 85,  20,   0, 1,  3.5,⑥⑥⑦
 2, 2,Ｂダノンエレガント, 66,北村宏, 0.2, 54,*  0,   0, 4,  6.5, ④④, 2,11, ホｰカｰシｰホｰク,,金子光,193.9,,,, 3,  7.8,⑤③②, 2,16,Ｃアｰスソニック, 72,田辺裕, 0.2, 74,  -1,*  6, 3,  6.3, ⑧⑥, 2, 8,Ｄケニアブラック, 83,蛯名正, 0.1, 84,  19,  -1, 6, 11.4,⑦⑦④
 3,14,Ａデルマダイコク, 66,木幡初, 0.2, 54,*  1,  -1, 1,  2.8, ③③, 3, 9, スｰパｰティチャｰ,,穂苅寿,195.0,,,, 2,  6.3,⑥⑥③, 3, 3,Ｈサクラインザスカイ, 63,蛯名正, 0.4, 72,   2,   1, 2,  5.1, ⑥⑤, 3, 7,Ａマコトギャラクシｰ, 87,吉田豊, 0.3, 81,  15,*  5, 5,  8.9,⑪⑪⑪
 4, 6,Ｍカイザｰセブン, 33,蛯名正, 0.5, 52,  -2,  -1, 7, 21.4, ⑤⑤, 4, 3, トレノユｰボウ,,横山義,196.3,,,, 5, 11.0,⑦⑤⑤, 4, 2,Ｇマイネルアダマス, 65,津村明, 0.6, 70,  -1,   3,11, 59.1, ⑨⑧, 4, 4,Ｂリヴェレンテ, 84,四位洋, 0.3, 82,  17,   1, 2,  4.4,⑨⑨⑨
 5, 7,Ｄイｰグルタイム, 58,後藤浩, 0.6, 50,  -8,*  3, 3,  5.6, ⑫⑪, 5,12, ホウザンドラゴン,,山本康,196.4,,,,14,245.1,④④④, 5, 1,Ｋスピｰドルｰラｰ, 58,平野優, 0.7, 67,   2,  -3,10, 28.6, ⑤⑦, 5, 6,Ｍフラワｰロック, 74,丸山元, 0.5, 78,* 26, -19, 8, 36.6,①①①
 6, 3,Ｇツクバリュｰオｰ, 46,柴田善, 0.8, 49, -12,*  5, 2,  4.5, ⑮⑬, 6, 1, メジロアマギ,,蓑島靖,196.6,,,,12,225.7,⑪⑨⑨, 6, 5,Ｉコスモユキシマキ, 60,柴田大, 0.8, 68,  -2,   0, 7, 12.7, ⑩⑨, 6, 5,Ｃムスカテｰル, 84,ルメｰ, 0.6, 78,  17,  -5, 4,  5.1,⑧⑧⑧
 7,12,Ｈスペランツァｰレ, 44,三浦皇, 1.0, 48,*  1,  -8,10, 58.4, ②②, 7, 2, タイキデイブレイク,,高野和,196.9,,,, 4, 10.5,⑧⑧⑦, 7,10,Ｍオペラダンシング, 57,吉田豊, 0.8, 66,  -4,   2,13, 81.5, ⑬⑬, 7, 9,Ｋブルｰデインヒル, 78,柴田善, 1.0, 77,  11,*  5,11,131.8,⑭⑬⑬
 8,16,Ｋヴィグラスファイン, 35,武士沢, 1.0, 47,  -2,  -5, 8, 28.5, ⑦⑧, 8,14, ワンダｰキング,,大庭和,197.6,,,,10,139.9,②⑦⑧, 8, 6,Ｏパチャママ, 54,武士沢, 1.0, 63,*  5, -10,15,169.2, ②②, 8,11,Ｊサクラネクスト, 78,北村宏, 1.1, 73,  17, -11,13,154.9,⑩⑩⑩
 9, 8,Ｐトウショウラダｰ, 27,的場勇, 1.1, 49,*  2,  -9,14,293.5, ①①, 9, 8, フォレストリｰダｰ,,石神深,197.6,,,, 8, 60.9,⑫⑪⑪, 9, 9,Ｎラパｰジュ, 54,三浦皇, 1.0, 64,  -9,*  4, 6, 11.4, ⑮⑮, 9,12,Ｌフライバイワイヤｰ, 76,田辺裕, 1.3, 73,  11,   1, 7, 35.8,⑬⑭⑫
10, 9,Ｉカシノモンスタｰ, 38,小林淳, 1.3, 44,  -9,  -2,15,310.7, ⑪⑩,10, 7, オウエイロブロイ,,大江原,197.7,,,, 7, 46.9,⑨⑩⑩,10, 4,Ｆアブマｰシュ, 66,木幡初, 1.1, 61,  -5,  -2,12, 67.9, ⑫⑫,10,13,Ｈヒシセンチュリｰ, 80,三浦皇, 1.3, 73,  12,  -4,12,134.9,⑫⑫⑭
11, 1,Ｎアルテバンダム, 29,丸山元, 1.4, 44, -12,   0,11, 83.4, ⑭⑭,11,10, ノｰワンエルス,,柴田大,199.1,,,, 6, 22.9,①②⑥,11, 7,Ｄエバｰロｰズ, 69,嶋田純, 1.3, 60,*  5, -13, 9, 19.9, ③③,11, 2,Ｆマイネルアトレ, 83,津村明, 1.7, 64,  22, -29,10, 46.4,⑤⑤③
12,10,Ｆクレイジｰタイガｰ, 49,嶋田純, 1.6, 42,  -5,  -8, 9, 41.5, ⑧⑦,12, 4, メジロテンニョ,,池崎祐,200.7,,,,13,230.3,⑬⑫⑫,12,11,Ｌドリｰムバラｰド, 58,石橋脩, 1.4, 59, -10,   0,14, 97.5, ⑯⑭,12, 3,Ｉヴィクトリアロｰズ, 79,的場勇, 1.7, 66,  23, -31, 9, 38.9,③③⑤
13,13,Ｌジョイフルワｰルド, 34,田辺裕, 2.0, 39,  -6, -10, 6, 15.1, ⑨⑨,13,13, テイエムバカラ,,鈴木慶,200.8,,,,11,165.7,⑭⑭⑬,13,13,Ｅサハラブレイヴ, 69,ルメｰ, 1.8, 53,  -3, -12, 5, 10.6, ⑪⑪,13,14,Ｅエチゴイチエ, 83,横山典, 2.6, 57,* 24, -48, 3,  4.6,②②②
14,11,Ｏディｰエスデュラン, 29,石橋脩, 2.3, 36, -10, -10,13,246.7, ⑬⑮,14, 6, インテグラルヘッド,,平沢健,202.5,,,, 9,110.1,⑩⑬⑭,14,14,Ａダイワインスパイア, 72,北村宏, 2.0, 51,   3, -21, 4,  8.1, ④④,14,10,Ｎユキノハリケｰン, 65,小林淳, 2.8, 56,  23, -47,14,279.1,④④⑥
15, 5,Ｊリトルモア, 38,津村明, 2.9, 30,  -9, -16,12,124.8, ⑩⑫,,,,,,,,,,,,,15,12,Ｂトウショウブｰム, 72,丸山元, 2.6, 43,  -1, -25, 8, 18.5, ⑦⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 8, モルフェフォレスト,---,小野寺, 2.6, 43,  -5, -21,16,368.4, ⑭⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:0),,,,,,,,,,,
"単勝:770円 複勝:15=160円 02=170円 14=130円 枠連:1,500円",,,,,,,,,,,,単勝:150円 複勝:05=110円 11=150円 09=140円 枠連:540円,,,,,,,,,,,,"単勝:320円 複勝:15=170円 16=210円 03=160円 枠連:1,360円",,,,,,,,,,,,単勝:350円 複勝:01=150円 08=280円 07=240円 枠連:830円,,,,,,,,,,,
"馬連:1,860円 ワイド:02-15=540円 14-15=320円 02-14=310円",,,,,,,,,,,,馬連:490円 ワイド:05-11=210円 05-09=200円 09-11=380円,,,,,,,,,,,,"馬連:1,440円 ワイド:15-16=570円 03-15=490円 03-16=720円",,,,,,,,,,,,"馬連:1,990円 ワイド:01-08=700円 01-07=500円 07-08=1,030円",,,,,,,,,,,
"馬単:3,750円 3連複:1,300円 3連単:11,250円",,,,,,,,,,,,"馬単:600円 3連複:580円 3連単:1,520円",,,,,,,,,,,,"馬単:2,360円 3連複:2,680円 3連単:11,690円",,,,,,,,,,,,"馬単:3,460円 3連複:4,560円 3連単:22,560円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 8R  ダ1800m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京成杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａサウスパシフィック, 68,蛯名正,, 58,* -2,*  9, 1,  1.8,①①①, 1,15,Ｌクロスカップリング, 42,蛯名正,, 69, -10,* 11, 5,  9.5,⑨⑦⑤, 1, 8,Ａヒラボクビジン, 85,横山典,, 79,   2,* 18, 1,  2.1,⑨⑧⑧, 1, 8,Ｆベストディｰル, 69,蛯名正,, 83,   4,  18, 2,  4.5,⑩⑩⑧
 2, 6,Ｂコパノウィリアム, 64,田中勝, 0.6, 54,  -5,   9, 4,  9.6,⑦⑥⑥, 2,14,Ａコスモグランデｰル, 58,柴田大, 0.2, 65,* -7,   2, 1,  2.6,③②②, 2, 5,Ｄトウカイライフ, 77,田辺裕, 0.2, 79,   4,  14, 3, 12.0,⑧⑦⑥, 2,15,Ａマイネルロブスト, 74,津村明, 0.1, 80,   1,* 22, 5,  8.2,⑫⑫⑪
 3, 8,Ｃツクババンドｰオｰ, 63,武士沢, 0.7, 56,  -7,* 13, 2,  4.6,⑮⑭⑨, 3, 8,Ｍトウカイクオｰレ, 42,柴田善, 0.2, 64,* -8,*  4, 4,  8.1,④③③, 3, 6,Ｌアプレレクｰル, 72,丸山元, 0.5, 78,   1,* 15, 9, 34.4,⑩⑩⑪, 3, 7,Ｇアドマイヤブルｰ, 68,後藤浩, 0.3, 77,*  7,   6, 1,  2.8,④④④
 4,11,Ｎブリガンディン, 42,田辺裕, 1.0, 52,  -4,   3, 3,  8.7,⑨⑤④, 4,11,Ｅイブニングスカイ, 49,ルメｰ, 0.7, 58,* -8,  -2, 3,  4.9,⑤⑥④, 4, 3,Ｎシンクオブミｰ, 71,吉田豊, 0.6, 73,   5,   8,10, 41.0,⑦⑤④, 4,16,Ｎアｰデント, 60,ルメｰ, 0.3, 78,   5,   9, 4,  8.1,⑦⑦⑦
 5,13,Ｈハヤブサフィｰバｰ, 49,北村宏, 1.1, 50,* -3,   1, 9, 62.9,②②②, 5,12,Ｆアメリカンダイナｰ, 48,北村友, 0.7, 55,* -7,  -6, 2,  4.6,①①①, 5,14,Ｂアオゾラペダル, 80,ルメｰ, 0.6, 74,   5,   8, 2,  3.0,⑥⑥⑦, 5, 3,Ｄスノｰドン, 70,北村友, 0.6, 80,  -1,* 23, 9, 37.4,⑮⑮⑬
 6, 5,Ｅヘアｰオブザドッグ, 52,柴田善, 1.1, 55,  -7,* 10, 5, 11.9,⑩⑫⑮, 6, 6,Ｃラトマティｰナ, 50,平野優, 1.3, 51, -10,  -7,11, 67.3,⑧⑨⑦, 6,12,Ｋヤマニンミミック, 73,北村友, 0.6, 76,   0,* 16,13,130.7,⑪⑪⑩, 6,10,Ｍフレｰジャパン, 61,石橋脩, 0.7, 78,   0,  18,15,270.9,⑭⑭⑮
 7, 4,Ｆマイネオリヴィア, 51,柴田大, 1.5, 49,* -3,  -1, 8, 59.4,⑥③③, 7, 9,Ｊニシノトモヤ, 45,嶋田純, 1.5, 50, -13,  -5, 9, 41.2,⑩⑫⑭, 7, 9,Ｊヒラボクスペシャル, 74,後藤浩, 0.9, 71,*  6,   3, 4, 13.1,④③③, 7,12,Ｊキｰプビリｰビング, 65,武士沢, 0.8, 72,   4,   5,16,369.0,⑧⑧⑨
 8, 3,Ｇイニシエノウタ, 49,丸山元, 1.5, 51,  -6,   5,12,102.6,⑪⑩⑧, 8, 2,Ｇカワキタバルク, 48,小林淳, 1.5, 53, -14,  -1,16,311.0,⑬⑭⑫, 8, 1,Ｃトウカイファミリｰ, 77,石橋脩, 1.2, 72,   2,   8, 6, 16.5,⑫⑨⑨, 8, 5,Ｅレッドシャンクス, 69,横山典, 0.8, 69,*  8,  -4, 3,  6.6,①①①
