12年12月 1日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年12月 1日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳴海特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａショウナンアズサ, 58,浜中俊,, 64,*  6,  -7, 1,  1.1,①①①, 1,12,Ａレッドオｰヴァル, 70,デムｰ,, 64,   3,* 12, 1,  1.6, ⑭⑬, 1,12,Ｅブロックコｰド, 72,丸田恭,, 76,   4,* 13, 8, 21.9, ⑩⑧, 1,10,Ｅマンボダンサｰ, 81,川須栄,, 84,  13,* 10, 7, 16.1,⑧⑤⑥
 2,13,Ｂメイショウブリエ, 55,武豊  , 0.8, 60,   5, -10, 2, 14.2,④③③, 2,18,Ｇミキノティｰタイム, 47,柴山雄, 0.5, 60,   6,   1, 5, 23.6, ⑩⑦, 2,11,Ｆオｰルブラックス, 72,浜中俊, 0.9, 71,   8,   0, 1,  3.6, ⑤⑤, 2,11,Ａワイドバッハ, 85,デムｰ, 0.0, 80,  12,* 12, 1,  4.0,⑭⑨⑩
 3, 4,Ｃケイアイキャンサｰ, 52,柴山雄, 1.2, 55,   4, -14, 3, 16.4,⑥④④, 3,15,Ｏケイアイアラシ, 33,丸田恭, 0.7, 55,   4,*  2, 7, 47.7, ⑬⑪, 3, 8,Ｌマジカルツアｰ, 62,デムｰ, 1.0, 70,* 11,  -4, 5, 11.0, ①①, 3,15,Ｂライジングサン, 82,松山弘, 0.2, 80,* 14,   5, 3,  6.4,①①①
 4,10,Ｉテイエムナデシコ, 47,中井裕, 1.5, 58,*  5, -19, 8, 58.5,②②②, 4, 2,Ｎファインスカイ, 37,北村友, 1.2, 53,* 13, -17, 6, 23.8, ②②, 4,13,Ｈルミナススカイ, 69,宮崎北, 1.1, 70,* 11,  -5,16,148.0, ②②, 4, 4,Ｇトｰセンケイトゥｰ, 79,菱田裕, 0.6, 80,  12,   7,11, 34.8,⑤⑧⑧
 5, 6,Ｍファリｰム, 38,横山和, 2.2, 54,  -5,* -5, 9, 73.9,⑫⑫⑫, 5, 4,Ｂサンセットスカイ, 52,浜中俊, 1.2, 53,* 12, -15, 2,  5.2, ④④, 5,15,Ｂアルディエス, 75,横山典, 1.2, 66,  -3,* 13, 3,  4.3, ⑮⑮, 5, 8,Ｃブライトジェム, 82,柴山雄, 0.9, 77,   8,* 12,10, 26.9,⑯⑮⑭
 6, 1,Ｇクインポルカ, 49,野元昭, 2.9, 46,   2, -24, 5, 27.3,⑧⑦⑤, 6, 8,Ｄオクタヴィア, 52,宮崎北, 1.3, 55,  12, -13,10, 62.2, ⑤⑤, 6, 2,Ａマコトロｰゼンボｰ, 76,川須栄, 1.2, 70,   9,  -2, 2,  3.8, ④④, 6,14,Ｄトミケンユｰクアイ, 81,勝浦正, 1.0, 75,* 13,   0, 4,  7.4,④③③
 7,12,Ｆエリモグラマｰ, 50,長岡禎, 3.0, 47, -10,* -3,12,151.4,⑪⑬⑬, 7, 5,Ｉマイネルヴォル, 44,中井裕, 1.3, 52,* 13, -18, 4, 16.0, ③③, 7, 1,Ｄダテノスイミｰ, 73,田中健, 1.7, 63,  -4,*  9, 9, 31.6, ⑯⑯, 7, 7,Ｊパンジャ, 79,横山典, 1.1, 73,  12,   2, 8, 19.6,⑦⑦⑦
 8, 7,Ｋサンミッシェル, 43,鮫島良, 3.2, 46,  -1, -21,13,224.4,⑨⑨⑧, 8,17,Ｒスイｰトルンバ, 29,横山和, 1.5, 47,  -1,  -2,16,290.2, ⑱⑰, 8,14,Ｎイｰリス, 53,菱田裕, 1.8, 64,*  9,  -9,12, 54.0, ③③, 8, 6,Ｆゴｰルデンジャガｰ, 80,浜中俊, 1.2, 75,  12,   1, 2,  4.5,③⑥⑤
