12年 5月 5日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 5月 5日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,緑風ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｂアドバンスコンドル, 58,田辺裕,, 65,* -2,*  7, 2,  6.7, ③③, 1, 6, クリスマドンナ,,金子光,,,,, 3,  5.6,⑥⑤④, 1, 2,Ｃボｰイフレンド, 68,後藤浩,, 81,  13,  -1, 7, 16.1, ⑥⑤, 1,12,Ｃノｰステア, 90,蛯名正,, 79,   8,   1, 1,  2.0,⑦⑦⑦
 2, 7,Ａデルマエビス, 66,後藤浩, 0.2, 64,  -3,*  7, 1,  1.5, ⑦④, 2, 2, タイキデイブレイク,,江田勇,209.8,,,, 7, 14.6,④②②, 2, 9,Ａタマラマ, 71,藤岡佑, 0.6, 73,  12, -10, 2,  3.6, ④⑥, 2, 5,Ａオｰシャンブルｰ, 94,三浦皇, 0.0, 83,   6,* 10, 2,  4.6,⑩⑩⑩
 3, 9,Ｃカネトシミント, 58,中谷雄, 0.3, 62,  -4,*  6, 4, 12.8, ④⑤, 3, 4, シュヴァルツシルト,,横山義,210.2,,,, 8, 24.0,⑦④③, 3, 3,Ｆユッカマウンテン, 65,北村宏, 0.6, 71,  10,  -7, 1,  3.5, ⑦⑦, 3, 2,Ｇヴァｰゲンザイル, 86,内田博, 0.1, 79,  10,  -5, 3,  7.6,④④④
 4, 4,Ｄムジャウハラｰト, 56,杉原誠, 1.1, 55,* -1,  -4, 6, 18.0, ①①, 4, 8, セクシイスイｰト,,高野和,211.2,,,, 2,  4.1,②①①, 4, 8,Ｈジョウテンオリｰヴ, 64,石橋脩, 0.7, 72,* 17, -19, 6, 13.8, ①①, 4, 8,Ｆゴｰルドブライアン, 86,和田竜, 0.4, 79,   5,*  8, 9, 41.3,⑫⑫⑫
 5, 5, ロｰドテイクオフ,---,武英智, 1.2, 56,  -6,   2, 3,  8.2, ⑪⑨, 5,10, ビルトミｰアップ,,平沢健,212.7,,,, 6, 12.1,⑤⑦⑦, 5, 7,Ｍカヒリ, 56,松岡正, 0.7, 70,   4,*  0, 9, 22.7, ⑩⑩, 5,11,Ｂマコトギャラクシｰ, 92,石橋脩, 0.7, 77,   5,*  7, 6, 13.7,⑬⑬⑬
 6, 3,Ｅマヤノフィロソフィ, 55,田中勝, 1.3, 55,  -9,*  5,10, 76.4, ⑬⑫, 6, 3, サトノハピネス,,池崎祐,213.0,,,,11, 82.7,⑨⑨⑨, 6,10,Ｂアルベルトバロｰズ, 70,田中勝, 0.8, 67,   3,* -1, 3,  5.7, ⑪⑪, 6, 3,Ｊフミノヤマビコ, 78,松岡正, 0.8, 75,   9, -10,10, 42.0,⑥⑥⑥
 7,13,Ｇノｰブルガイア, 53,石橋脩, 1.5, 54,*  0,  -7, 8, 51.2, ②②, 7,13, ナカヨキコト,,高嶋活,214.3,,,,12,136.6,⑧⑧⑥, 7, 4,Ｋラインロバｰト, 57,内田博, 0.8, 68,   1,*  2, 8, 17.8, ⑫⑫, 7, 4,Ｄオメガスカイツリｰ, 88,横山典, 0.9, 72,   7,  -6, 5, 13.1,⑧⑧⑧
 8,15,Ｉオパｰルキッド, 45,吉田豊, 1.6, 53,  -9,   3,12,173.7, ⑫⑬, 8, 1, ホクトスルタン,,山本康,217.4,,,, 1,  3.3,①③⑤, 8, 6,Ｊマイネルモｰヴ, 60,津村明, 1.0, 66,* 14, -19, 4, 11.3, ②②, 8,10,Ｈエジソン, 80,北村宏, 1.0, 72,   7,  -8,13, 89.9,⑨⑨⑨
