12年 1月21日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 1月21日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 1, 5,Ｆオｰシュペｰル, 52,蛯名正,, 62,* -4,*  9, 1,  2.4,①①①, 1, 8,Ｂソルレヴァンテ, 58,田辺裕,, 57,*  6, -16, 2,  3.9,①①①, 1,10,Ｃオリオンザポラリス, 72,田辺裕,, 74,   4,* 11, 1,  2.3, ⑦⑤, 1, 8,Ｄゴｰルデンチケット, 86,横山典,, 87,* 12,  16, 1,  3.9,②②②
 2, 7,Ｄブリッサ, 55,中谷雄, 1.2, 53,* -5,   0, 5, 12.7,②②②, 2,12,Ｅマイネルピトレスク, 56,柴田大, 0.4, 56,*  5, -20, 3,  5.9,②②②, 2,15,Ｂウネントリッヒ, 72,柴田善, 0.1, 74,   7,   7, 5, 12.0, ④④, 2, 5,Ｌマイネルオベリスク, 83,戸崎圭, 0.0, 88,* 13,  16, 2,  5.3,①①①
 3,13,Ａセイカフォルトゥナ, 66,石橋脩, 1.5, 52,  -6,  -1, 2,  3.7,⑤⑤⑤, 3, 4,Ｍハンサムボｰイ, 44,横山典, 0.4, 54,   1,* -9, 7, 14.4,⑧⑪⑨, 3,16,Ｄトｰセントレジャｰ, 71,高嶋活, 0.2, 72,*  9,   3, 7, 14.6, ②②, 3, 2,Ｅグリッタｰウイング, 86,後藤浩, 0.5, 85,  10,  17, 5,  9.8,⑥⑥④
 4, 1,Ｂトゥルｰマｰトル, 57,吉田豊, 1.6, 50,  -5,  -1, 4,  9.4,③③③, 4, 6,Ａプレミアムタイム, 67,三浦皇, 0.4, 54,   3, -16, 1,  3.2,⑤⑤⑤, 4,14,Ｇオリジン, 66,吉田豊, 0.3, 70,   3,   9, 6, 13.6, ⑧⑧, 4,12,Ｇスエズ, 86,柴田大, 1.1, 81,* 11,   8, 9, 15.5,⑤③③
 5,12,Ｇショウナンハッブル, 52,平野優, 1.7, 52,  -6,  -1, 8, 26.5,⑥⑥⑥, 5,11,Ｆキョウエイマイン, 55,柴田善, 0.5, 54,*  5, -18, 8, 22.0,⑦⑥⑥, 5, 4,Ｏアマレット, 53,嶋田純, 0.4, 70,*  9,   1,12, 89.6, ①①, 5, 7,Ｆベルモントガリバｰ, 86,田中勝, 1.1, 81,   5,* 19,12, 98.6,⑪⑪⑪
 6, 6,Ｎディヴォｰション, 40,田中博, 1.9, 50,  -7,   0,11, 56.1,⑪⑪⑬, 6,16,Ｏリｰドホイッスル, 34,津村明, 0.8, 48,   0, -16,10, 45.7,⑫⑩⑪, 6,11,Ｌサトノディライト, 62,戸崎圭, 0.4, 70,   7,   4, 2,  5.3, ③③, 6, 4,Ｎダｰトムｰア, 81,丸山元, 1.2, 82,   9,  12, 8, 13.3,⑦⑧⑦
 7, 2,Ｋディアリオ, 43,武士沢, 1.9, 52,  -9,*  4,16,196.8,⑬⑬⑩, 7,13,Ｊマイネアスタリスク, 49,戸崎圭, 1.0, 50,   0,*-14,12, 56.0,⑭⑬⑫, 7, 1,Ｅアランルｰス, 69,クウィ, 0.5, 69,   1,   9, 3,  8.4, ⑨⑨, 7,11,Ｋコスタパルメｰラ, 83,吉田豊, 1.2, 79,  11,   9, 3,  5.7,③④⑤
 8,14,Ｃコスモアマルフィ, 55,柴田大, 2.0, 49,  -6,  -3, 6, 13.1,⑦⑦⑦, 8, 1,Ｋネｰムオブザゲｰム, 44,木幡初, 1.0, 46,   2, -21, 5, 13.0,⑥⑦⑧, 8, 3,Ｊプロポｰズ, 65,三浦皇, 0.8, 66,  -6,* 12, 9, 24.2, ⑬⑬, 8, 9,Ｈリコリス, 86,田辺裕, 1.4, 80,   8,  13, 6, 11.0,⑨⑨⑨
 9, 4,Ｌプリモアモｰレ, 43,田辺裕, 2.1, 49,  -6,  -3, 7, 25.8,⑧⑧⑧, 9,10,Ｄラスリｰズ, 57,蛯名正, 1.1, 48,   3, -24, 4,  6.9,⑨⑧⑦, 9, 9,Ｆリュウシンヒｰロｰ, 67,石橋脩, 0.9, 66,   0,   6,11, 89.4, ⑩⑩, 9,15,Ｊヒシパｰフェクト, 84,木幡初, 1.4, 79,  10,   9,13,173.0,⑧⑦⑧
10, 3,Ｉコｰルミｰ, 49,北村宏, 2.4, 46,  -5,  -7, 3,  8.7,④④④,10, 5,Ｇレッドロブレス, 55,北村宏, 1.5, 44,   1, -25, 9, 33.0,⑪⑨⑩,10, 8,Ｍレチタティｰヴォ, 54,後藤浩, 1.0, 65,  -3,   9, 8, 20.2, ⑫⑫,10, 3,Ｍスｰブルソｰ, 82,石橋脩, 1.5, 82,   4,* 20, 4,  6.1,⑮⑮⑮
11,16,Ｈウィッシュガバナｰ, 50,戸崎圭, 3.0, 42,  -7, -10,10, 34.6,⑨⑩⑪,11, 3,Ｃグランシャルム, 57,田中勝, 1.6, 42,*  5, -34, 6, 14.0,③④④,11, 2,Ｋロイヤルサルｰト, 64,平野優, 1.1, 64,   4,   0,13,109.3, ⑥⑥,11, 6,Ｉアグネスアンカｰ, 85,的場勇, 1.5, 82,   6,  15,14,191.3,⑩⑩⑩
12,11,Ｍイルテアトリｰノ, 42,嶋田純, 3.2, 42,  -9,  -8,12, 73.8,⑩⑫⑫,12, 7,Ｌロｰズジュリエット, 44,武士沢, 1.7, 42,  -1, -24,11, 52.0,⑬⑫⑬,12, 5,Ｈキョウエイショウリ, 65,岩部純, 1.5, 60,  -5,   6,10, 37.0, ⑭⑭,12,14,Ｂドットコム, 88,蛯名正, 1.5, 80,   6,  15, 7, 12.8,⑬⑫⑫
13,10,Ｏハナズフォｰティ, 32,小野寺, 3.3, 42, -12,  -4,15,147.2,⑮⑮⑮,13, 9,Ｈマイネルサムアップ, 53,鈴来直, 1.7, 45,  -1, -20,13,158.1,⑮⑮⑮,13, 6, ツクバソヴｰル,---,木幡初, 1.7, 58,  -9,   7,14,167.3, ⑮⑮,13, 1,Ｐノｰリプライ, 79,今野忠, 1.6, 80,   5,  17,15,221.0,⑫⑬⑭
14, 9,Ｊフジノフラワｰ, 47,田中勝, 3.5, 38, -10,  -9,13,128.3,⑭⑭⑭,14,15,Ｉフジマサアクティブ, 49,後藤浩, 2.4, 38,*  5, -48,14,196.1,④③③,14,13,Ａパシオンルｰジュ, 73,武士沢, 1.8, 58,   5,  -6, 4,  8.6, ⑤⑦,14,10,Ｃポｰカｰフェイス, 87,柴山雄, 1.7, 78,   5,  17,16,282.7,⑭⑭⑬
15,15,Ｅコズミックガｰル, 53,大庭和, 3.8, 39,  -6, -17, 9, 33.6,⑫⑨⑨,15,14,Ｎパストラルシチｰ, 42,丸山元, 3.7, 29,  -2, -49,15,274.7,⑯⑯⑯,15,12,Ｎキャニオンルナ, 54,丸山元, 1.9, 57,  -8,   4,16,184.5, ⑯⑯,15,13,Ａラルｰチェ, 89,嶋田純, 2.0, 80,   0,* 23,10, 41.2,⑯⑯⑯
16, 8,Ｐアポロレイラ, 28,今野忠, 4.0, 37, -12, -10,14,136.7,⑯⑯⑯,16, 2,Ｐパイクｰヤ, 29,的場勇, 3.9, 28,  -1, -53,16,408.3,⑩⑭⑭,16, 7,Ｉサンパチェンス, 65,柴田大, 2.0, 56,  -1,  -3,15,168.3, ⑪⑪,16,16,Ｏウインマリアベｰル, 80,中谷雄, 2.8, 70,  11,  -4,11, 94.8,④⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:稍重(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:-2),,,,,,,,,,,
"単勝:240円 複勝:05=120円 07=230円 13=130円 枠連:1,090円",,,,,,,,,,,,単勝:390円 複勝:08=170円 12=210円 04=430円 枠連:970円,,,,,,,,,,,,単勝:230円 複勝:10=120円 15=230円 16=360円 枠連:530円,,,,,,,,,,,,"単勝:390円 複勝:08=170円 05=180円 02=280円 枠連:1,020円",,,,,,,,,,,
"馬連:1,150円 ワイド:05-07=530円 05-13=210円 07-13=440円",,,,,,,,,,,,"馬連:1,310円 ワイド:08-12=530円 04-08=1,280円 04-12=1,720円",,,,,,,,,,,,"馬連:890円 ワイド:10-15=380円 10-16=560円 15-16=1,680円",,,,,,,,,,,,"馬連:1,020円 ワイド:05-08=380円 02-08=660円 02-05=910円",,,,,,,,,,,
"馬単:1,670円 3連複:1,110円 3連単:5,400円",,,,,,,,,,,,"馬単:2,540円 3連複:10,150円 3連単:40,070円",,,,,,,,,,,,"馬単:1,320円 3連複:3,110円 3連単:10,460円",,,,,,,,,,,,"馬単:1,900円 3連複:2,610円 3連単:10,600円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  芝1600m 3 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1600m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,菜の花賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｉシンクヴェトリル, 51,蛯名正,, 58,* -9,   7, 4,  9.9,①①①, 1,12, アルコシエロ,---,嶋田純,, 28, -47,*  5,14, 99.9,⑨⑨⑦, 1, 6,Ｂパララサルｰ, 67,北村宏,, 78,   0,* 10, 1,  3.6,⑪⑪⑪, 1, 7,Ｃスノｰドラゴン, 80,蛯名正,, 81,  11,   7, 2,  3.8, ⑤⑤
 2, 4,Ｈチアフルウェルカム, 52,三浦皇, 0.6, 57, -12,   8, 5, 14.5,⑦⑩⑦, 2,13, メイクイｰン,---,柴田善, 0.2, 28, -50,*  6, 8, 26.0,⑫⑪⑪, 2,15,Ｈメイショウスザンナ, 63,田辺裕, 0.2, 76,  -2,* 13, 9, 35.8,⑭⑮⑫, 2,12,Ｅミヤビヘレネ, 76,吉田豊, 0.1, 81,* 15,   2, 7, 14.2, ③②
 3,14,Ｋフレンドフィｰバｰ, 51,大庭和, 0.6, 62, -15,* 16, 8, 22.3,⑯⑯⑮, 3, 5, ブリングスザサン,---,田中博, 0.2, 23, -45,  -1, 2,  4.1,⑤⑥⑥, 3, 5,Ｅトランドネｰジュ, 67,三浦皇, 0.3, 73,*  9,  -8, 2,  3.7,①①①, 3,14,Ｉガクニホシ, 74,柴田善, 0.2, 79,   6,* 10, 4,  8.2, ⑪⑨
 4,10,Ａウェルウィッチア, 60,武士沢, 0.7, 55, -11,   5, 3,  8.9,⑨⑧⑧, 4, 6, アイアイエンデバｰ,---,平野優, 0.3, 25, -48,*  3,13, 89.6,⑪⑩⑩, 4, 3,Ｌダイワカリエンテ, 59,柴田大, 0.5, 73,*  7,  -8,11, 50.0,④②②, 4, 9,Ｊクォリティシｰズン, 73,三浦皇, 0.3, 78,   6,  10,11, 38.1, ⑩⑪
 5, 5,Ｄヤマノトライ, 57,クウィ, 0.7, 54, -11,   4, 7, 20.5,④⑤④, 5,14, ディアｰフォンテン,---,木幡初, 0.5, 15,*-41, -10, 6, 12.3,②②②, 5,10,Ｊミヤコマンハッタン, 60,石橋脩, 0.6, 69,*  6,  -7, 4,  7.2,⑥④③, 5, 8,Ｌリックムファサ, 72,戸崎圭, 0.5, 74,   0,* 13, 5, 10.9, ⑮⑯
 6, 9,Ｅトウショウギフト, 55,吉田豊, 1.1, 51, -13,   6, 2,  6.5,⑭⑬⑪, 6, 2, ニシノウマノスケ,---,北村宏, 0.6, 17, -44,  -8,11, 59.1,④④⑤, 6,16,Ｄクイｰンアルタミラ, 67,丸山元, 0.6, 71,  -4,* 10, 5, 11.8,⑯⑯⑭, 6,11,Ｏコスモミカエル, 66,柴田大, 0.7, 73,   4,   8,16,359.6, ⑫⑫
 7,12,Ｂキャプテンジャパン, 59,北村宏, 1.1, 50,*-10,  -1, 1,  1.7,⑤④⑥, 7, 7, ワンダフルパワフル,---,クウィ, 0.8, 17, -46,  -6, 5,  7.7,⑦⑧⑨, 7, 2,Ｃサンキュｰアスク, 67,武士沢, 0.8, 67,   3,  -5, 3,  5.9,⑩⑦⑨, 7, 3,Ｋルナロッソ, 72,後藤浩, 0.8, 71,   1,   9,13,107.2, ⑭⑮
 8, 7,Ｆキｰエキスパｰト, 54,田中勝, 1.1, 53, -15,*  9,11,141.2,⑮⑭⑭, 8,11, シｰキングザルビｰ,---,吉田豊, 0.8,  9,*-41, -16, 3,  5.2,①①①, 8,11,Ｆテラノイロハ, 65,柴山雄, 0.9, 67,   3,  -7,10, 43.9,⑨⑨⑤, 8, 4,Ｂクロフォｰド, 82,平野優, 0.9, 72,   6,   4, 3,  7.0, ⑨⑧
 9,11,Ｌサウザンドサニｰ, 45,田辺裕, 1.3, 49,*-10,  -3, 6, 20.0,③③③, 9,15, タｰフアクトレス,---,水出大, 0.9, 12, -44, -13,16,359.0,⑥⑤③, 9, 4,Ｍハッピｰシャワｰ, 58,後藤浩, 0.9, 66,   4, -10, 8, 27.0,⑦⑥⑦, 9, 1,Ｈエイブルサクセス, 74,木幡初, 1.0, 73,* 15,  -6, 6, 11.1, ②④
10,15,Ｇブライテストソｰド, 53,戸崎圭, 1.4, 49, -11,  -1, 9, 23.1,⑧⑦⑨,10, 9, アｰスワンドリｰム,---,山本康, 1.0, 13, -47, -10, 7, 25.2,⑧⑦⑧,10, 8,Ｇハナズゴｰル, 64,蛯名正, 1.0, 67,   2,  -5, 6, 11.9,⑧⑩⑩,10,13,Ｆギガワット, 75,丸山元, 1.0, 72,   8,   0, 8, 20.0, ⑦⑦
11, 6,Ｏリズムディヴァイン, 31,石橋脩, 1.4, 49,*-10,  -4,10, 63.8,②②②,11, 1, ブライアンズビｰト,---,柴田大, 1.2, 10, -44, -18, 9, 32.4,③③④,11, 7,Ａコリｰヌ, 68,吉田豊, 1.1, 63,   3,  -9, 7, 14.6,⑤⑧⑧,11,10,Ａヤマニンパピオネ, 87,柴山雄, 1.1, 67,   0,   8, 1,  3.7, ⑯⑭
12, 8,Ｊビュｰティダイヤ, 51,津村明, 1.5, 48, -11,  -2,13,211.5,⑥⑥⑤,12,16, リスキｰトウショウ,---,今野忠, 1.3, 12, -50,  -9,15,135.7,⑬⑫⑫,12,13,Ｋヒシマｰベラス, 60,田中勝, 1.5, 59,  -3,  -5,14, 89.7,⑮⑭⑯,12,15,Ｇシャトルアップ, 74,北村宏, 1.3, 70,  14,  -7, 9, 21.3, ④③
13, 1,Ｃジャングルスタｰ, 58,柴田大, 1.9, 46, -13,  -3,12,180.2,⑫⑪⑫,13,10, ビジャリカ,---,戸崎圭, 1.3, 14, -51,  -6, 1,  3.4,⑮⑬⑬,13,14,Ｎエキゾチックバニラ, 51,大庭和, 1.9, 55,  -2, -12,16,250.2,⑫⑬⑬,13,16,Ｄエイブルブラッド, 77,今野忠, 1.7, 64,   3,   0,10, 21.8, ⑬⑬
14, 3,Ｍホクセツロｰズ, 44,小林淳, 2.3, 44, -13,  -5,15,312.6,⑪⑫⑩,14, 4, アスクマイカクテル,---,丸山元, 1.4, 19, -56,   2, 4,  7.5,⑩⑯⑯,14,12, チェレンコフ,---,今野忠, 2.1, 53,  -1, -17,12, 52.6,⑬⑫⑮,14, 2,Ｎワイズドリｰム, 70,石橋脩, 2.0, 63,   8,  -8,15,268.0, ⑥⑥
15,13,Ｎコスモマッハ, 38,鈴来直, 3.4, 37, -16,  -9,16,369.6,⑬⑮⑯,15, 8, サンマルボｰン,---,高嶋活, 1.5,  9, -54,  -6,12, 72.8,⑯⑮⑭,15, 9,Ｉグラントリノ, 62,田中博, 2.4, 50,*  6, -33,13, 87.1,②③④,15, 5,Ｍメイクセンス, 71,津村明, 2.2, 60,   7,  -8,12, 77.4, ⑧⑩
