12年 8月 5日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 8月 5日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝1500m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,藻岩山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｈセイウンチカラ, 43,秋山真,, 62,* -9,*  3, 3,  6.9, ③③, 1,13,Ｋプレシャスペスカ, 50,古川吉,, 67,*  0,*  9, 6, 11.6,③②①, 1,13,Ａロｰドエフォｰル, 79,柴山雄,, 84,  -7,* 24, 5,  9.5,⑪⑨⑤, 1, 8,Ｅアドマイヤテンバ, 73,池添謙,, 75,   3,* 12, 3,  6.0,⑫⑪⑪
 2,11,Ａクリノタカラチャン, 56,三浦皇, 0.1, 62, -10,*  4, 1,  2.6, ④④, 2, 6,Ｆアポロダッシュ, 57,勝浦正, 0.2, 68,  -2,* 12, 7, 14.4,⑥⑧⑤, 2,14,Ｂアドマイヤフライト, 77,池添謙, 0.3, 77,* -5,  16, 2,  4.0,⑥⑤③, 2, 4,Ｂタマモコントラバス, 75,安藤勝, 0.0, 77,   7,   6, 4,  6.3,⑥⑧⑥
 3,14,Ｇニシノニカ, 43,勝浦正, 0.3, 59, -15,*  6, 4,  8.4, ⑨⑨, 3, 2,Ｉフェミニン, 53,横山和, 0.3, 66,  -1,   8, 8, 20.3,②④③, 3, 1,Ｄセプタｰドアイル, 74,秋山真, 0.3, 78,* -5,  16, 3,  8.3,③③④, 3, 3,Ａボｰイフレンド, 78,藤田伸, 0.1, 76,  11,  -2, 6, 14.5,③③④
 4, 8,Ｊメボン, 38,四位洋, 0.6, 55,* -7,  -6, 9, 40.7, ②②, 4, 3,Ａエンゼルアｰチスト, 61,丸田恭, 1.2, 58,  -1,   0, 1,  3.0,⑤⑤④, 4,15,Ｊダノンキャスケｰド, 67,三浦皇, 0.4, 81,  -9,* 22, 7, 20.4,⑬⑫⑩, 4, 5,Ｃタガノザイオン, 75,松田大, 0.1, 76,  11,  -2, 1,  3.0,④④③
 5,12,Ｉウインラヴェリテ, 38,黛弘人, 0.8, 51, -12,  -5, 8, 25.0, ⑥⑦, 5,11,Ｇロックシンガｰ, 56,津村明, 1.3, 61,  -5,   6,10, 37.0,⑬⑪⑩, 5, 5,Ｇレッドグランザ, 73,四位洋, 0.4, 77,* -5,  13, 1,  2.2,②②①, 5, 9,Ｄシルクブルックリン, 73,吉田隼, 0.4, 71,   5,   3, 2,  4.2,⑨⑩⑨
 6, 9,Ｌクｰルナミ, 32,松田大, 0.8, 53, -12,  -3,13,176.8, ⑦⑥, 6, 7,Ｃヒラボクジャパン, 60,荻野琢, 1.4, 59,  -4,   3, 2,  3.4,⑨⑨⑧, 6,16,Ｆメイショウテッサイ, 73,吉田隼, 0.6, 81, -12,* 26, 6, 16.7,⑯⑯⑭, 6, 6,Ｉロビンフット, 67,柴山雄, 0.4, 71,   7,   0, 9, 23.9,⑧⑦⑧
 7,15,Ｅマイネルハイネス, 46,丹内祐, 1.0, 51, -19,   0, 7, 16.2, ⑫⑫, 7, 1,Ｂマイネマキアｰジュ, 60,丹内祐, 1.4, 60,  -2,   2, 4,  9.6,⑧⑦⑥, 7, 3,Ｈフロｰリストライフ, 68,黛弘人, 0.7, 76,  -7,  16,15,264.7,⑨⑩⑪, 7,12,Ｇフェスティヴタロｰ, 73,田中勝, 0.4, 74,* 14, -11, 7, 14.9,①①①
 8,10,Ｂティンホイッスル, 53,柴山雄, 1.1, 48, -18,  -2, 6, 10.3, ⑩⑧, 8, 5,Ｊドリｰムインプレス, 52,池添謙, 1.6, 59,  -4,   3,11, 47.7,⑪⑩⑨, 8,10,Ｃプレミアムタイム, 75,横山典, 0.7, 73,  -6,  13, 4,  9.0,⑧⑧⑧, 8,11,Ｌメイショウサバト, 63,川島信, 0.5, 71,   2,*  7,11, 88.6,⑪⑫⑫
