12年 9月17日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 9月17日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ2400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松戸特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａマイネルストラｰノ, 51,柴田大,, 56, -18,*  8, 1,  3.2,⑦⑦⑥, 1,14, マイネルパルティア,,五十嵐,,,,, 3,  5.0,③①①, 1,12,Ｊロｰマンエンブレム, 64,ピンナ,, 91,*  7,* 18, 2,  4.9,②②①, 1,10,Ａレックスパレｰド, 84,松岡正,, 87,* 11,* 17, 4,  5.3,①①①
 2, 2,Ｋソムニアシチｰ, 27,江田照, 0.2, 48,*-12,  -4,10,127.3,①①①, 2, 9, ウィッシングデュｰ,,横山義,194.9,,,, 2,  4.0,②②②, 2, 5,Ａネオスプレマシｰ, 79,岩田康, 0.6, 82,   6,* 15, 1,  2.8,③④③, 2, 3,Ｇウイニングサルｰト, 77,横山典, 1.3, 79,* 10,   9, 2,  4.0,③③③
 3, 4,Ｄケイアイチョウサン, 46,石橋脩, 0.2, 52, -16,   3, 6, 14.0,④⑤④, 3, 1, ウエスタンウェイブ,,浜野谷,195.9,,,, 9, 42.1,⑤⑤④, 3, 1,Ｂハｰコット, 74,北村宏, 1.3, 77,   6,  10, 3,  5.0,⑤③④, 3, 1,Ｅドラゴンヴォイス, 77,岩田康, 1.7, 79,  10,   8, 1,  2.8,⑤⑤②
 4, 7,Ｂアドマイヤイチバン, 49,岩田康, 0.2, 53, -18,*  7, 3,  4.7,⑥⑥⑦, 4, 7, アンブロｰクン,,金子光,196.2,,,, 4,  6.0,⑥③③, 4, 2,Ｃメイプルリンカｰン, 73,柴山雄, 1.5, 76,   4,  13, 5,  9.8,⑬⑩⑨, 4, 2,Ｂコスタパルメｰラ, 83,吉田豊, 2.0, 76,   9,   7, 5, 11.8,⑦⑥⑦
 5, 8,Ｃエビスグレイト, 48,北村宏, 0.3, 48, -15,  -2, 2,  3.2,⑤③③, 5,12, ジュヌドラゴン,,山本康,196.2,,,, 1,  2.9,④⑦⑦, 5, 8,Ｄシンボリプロント, 73,木幡初, 1.6, 75,   6,   9, 4,  6.4,⑧⑥⑤, 5,12,Ｃオネストエイブ, 79,津村明, 2.3, 74,* 10,  -1, 3,  4.7,②②④
 6,10,Ｅサｰマウント, 46,柴田善, 0.6, 50, -19,   4, 5,  9.3,⑩⑨⑧, 6,10, シャコｰムサシ,,高野和,196.2,,,, 8, 40.1,⑧⑧⑧, 6,10,Ｇクレバｰカイザｰ, 71,田辺裕, 1.8, 74,   4,   8,10, 41.4,⑩⑧⑦, 6, 6,Ｄヤマニンパソドブル, 78,伊藤工, 2.7, 71,* 10,  -3,10, 71.4,④④⑤
 7, 6,Ｉマイネルゼｰタ, 40,大野拓, 0.6, 49, -19,   4, 7, 24.1,⑧⑧⑨, 7, 5, ユニバｰサルアゲン,,平沢健,196.5,,,, 5, 11.4,⑫⑪⑤, 7,14,Ｈビットプレスト, 70,江田照, 2.7, 70,   1,   8,12, 70.6,⑭⑪⑧, 7, 8,Ｆオリオンザアルファ, 77,田辺裕, 3.0, 70,   8,   2, 7, 28.0,⑪⑧⑧
 8, 9,Ｊニシノアイボウ, 31,吉田豊, 0.8, 47, -21,   4,11,185.8,⑨⑩⑩, 8, 3, ミヒロ,,江田勇,196.7,,,,13,162.4,⑩⑩⑪, 8,11,Ｅキングオブフェイス, 73,浜中俊, 3.0, 67,   5,  -3, 6, 19.7,⑦⑤⑥, 8, 4,Ｈワンダｰプリマ, 76,菅原隆, 3.0, 70,   8,   1,11,152.0,⑧⑦⑥
