12年10月27日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年10月27日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ2100m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,神奈川新聞杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｄステラジアン, 58,大庭和,, 63,*  5,* -5, 1,  3.3, ①①, 1,13, シャコｰムサシ,,高野和,,,,, 9, 31.9,③③④, 1, 9,Ａクリティカルヒット, 80,蛯名正,, 78,*  7,*  8, 2,  3.3,⑦⑤④, 1,12,Ｃブラボｰスキｰ, 76,松岡正,, 86,  -7,  19, 4,  6.5, ②②
 2, 9,Ｃゲマインシャフト, 59,松岡正, 0.6, 58,   2,* -5, 3,  4.7, ⑨⑦, 2, 5, トパンガ,,高田潤,204.3,,,, 2,  3.6,⑧⑧⑦, 2, 5,Ｂモントリヒト, 77,北村宏, 0.3, 77,   7,*  8, 1,  2.6,⑥⑥⑦, 2,14,Ｎメイショウコウセイ, 68,武幸四, 0.0, 82,*  0,   9, 9, 57.6, ①①
 3,15,Ｂゴｰルドメイン, 59,蛯名正, 0.8, 58,   4,  -8, 6, 17.6, ⑥⑤, 3, 6, ニシノファブレッド,,浜野谷,204.3,,,, 1,  3.5,②②②, 3, 1,Ｄロｰレルキングダム, 74,田中勝, 0.9, 71,   5,*  6, 3,  6.2,⑬⑬⑪, 3, 1,Ｂアミカブルナンバｰ, 77,柴田善, 0.3, 84, -11,* 21, 2,  3.1, ⑤⑤
 4,11,Ａツクバヒタチオｰ, 65,柴田善, 1.6, 51,  -2,* -8, 4,  9.3, ⑮⑮, 4, 8, スｰパｰティチャｰ,,草野太,204.6,,,, 5, 14.0,⑥④③, 4,12,Ｃリキサンヒｰロｰ, 74,江田照, 1.3, 70,   6,   1, 5, 12.4,⑧⑨⑩, 4, 9,Ｌコスモルｰシｰ, 69,中谷雄, 0.5, 79,  -9,  15,11, 83.9, ④④
 5,14,Ｇイラッシャイマセ, 47,中谷雄, 1.8, 53,   3, -16,14,168.0, ⑩⑧, 5, 9, トｰセンタイガｰ,,五十嵐,204.8,,,, 4,  6.5,⑪⑪⑪, 5,14,Ｇトキノユウ, 69,石橋脩, 1.5, 70,   5,   3, 9, 62.4,⑪⑫⑬, 5, 8,Ａゴｰルデンムｰン, 78,蛯名正, 0.6, 78,  -9,  13, 1,  3.1, ③③
 6, 5,Ｉテンミライ, 43,木幡初, 1.8, 49,   1, -14,12, 63.0, ⑧⑪, 6, 4, シンボリルルド,,平沢健,204.9,,,, 7, 24.4,⑨⑦⑧, 6, 2,Ｊリネンタキシｰド, 66,石神深, 1.5, 68,   5,  -1,11,116.1,⑫⑪⑨, 6, 7,Ｉマイネルアダマス, 71,嘉藤貴, 0.6, 81, -13,* 20, 5, 13.3, ⑨⑨
 7, 7,Ｏニシノオドリコ, 36,田辺裕, 1.8, 50,  -1, -11, 5,  9.4, ⑫⑫, 7, 3, テイエムセイリュウ,,植野貴,205.6,,,, 8, 27.3,①①①, 7, 8,Ｉボンドストリｰト, 67,木幡初, 1.5, 67,*  7,  -6,13,195.4,④④③, 7, 4,Ｅメルシｰサイレンス, 73,中村将, 0.6, 80, -14,* 20,14,240.6, ⑧⑧
 8, 6,Ｊメイショウトラクマ, 43,武幸四, 2.1, 52,*  5, -23,10, 29.9, ②②, 8, 1, シグナリオ,,山本康,205.6,,,, 3,  4.2,⑦⑥⑤, 8,11,Ｌレアｰレスパｰダ, 64,柴田善, 1.7, 67,   6,  -4, 8, 27.3,⑨⑧⑧, 8, 3,Ｄジョｰオリオン, 75,北村宏, 0.9, 75, -11,  13, 3,  4.2, ⑥⑥
