12年 5月20日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 5月20日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａグレｰトチャｰルズ, 74,柴山雄,, 71,*  5,*  6, 1,  1.6,④③③, 1,15,Ｆトウカイクオｰレ, 56,勝浦正,, 70,*  1,   3, 4,  7.1,③②②, 1,16,Ｃクリスティロマンス, 72,中舘英,, 81,*  1,   9, 3,  4.3, ②②, 1, 5,Ａファントムロｰド, 76,二本柳,, 72,   2,   4, 1,  2.3, ⑧⑧
 2, 6,Ｅマイネルソウル, 62,丹内祐, 0.7, 66,*  5,  -2, 7, 28.8,⑭①①, 2, 9,Ｃブライトボｰイ, 62,黛弘人, 0.2, 69,  -2,   6, 7, 13.6,⑦⑥⑥, 2,15,Ｈピクシｰプリンセス, 68,松田大, 0.2, 81,  -3,* 15, 6, 18.7, ⑨⑩, 2,10,Ｊマイネルハイセンス, 66,丹内祐, 0.1, 72,   0,   4, 6, 12.7, ⑪⑫
 3, 1,Ｄアシュヴィン, 63,古川吉, 1.1, 65,   0,*  6, 5, 13.1,⑫⑨⑧, 3, 3,Ｊナリタウィッシュ, 52,藤懸貴, 0.5, 68,  -5,* 10,10, 35.3,⑩⑩⑩, 3, 9,Ｏディｰプスノｰ, 56,的場勇, 0.4, 77,*  0,   5,12, 58.1, ⑤④, 3, 1,Ｌワンダｰドレッシｰ, 61,大野拓, 0.2, 70,*  7,  -5, 3,  8.2, ②②
 4, 8,Ｂドリｰムプログラム, 65,松山弘, 1.2, 63,   2,   1, 2,  5.8,⑤⑤④, 4, 1,Ｉコスモユッカ, 55,丹内祐, 0.5, 65,*  1,  -3, 1,  3.4,②③③, 4,11,Ａシャイニングサヤカ, 76,勝浦正, 0.7, 75,  -5,* 11, 2,  3.7, ⑬⑫, 4,16,Ｈカルトマリｰヌ, 67,柴山雄, 0.2, 71,  -1,*  5, 7, 19.1, ⑫⑪
 5,14,Ｇバトゥｰラ, 57,勝浦正, 1.5, 61,   2,  -2, 8, 55.8,⑦⑥⑤, 5, 5,Ｇコスモプランタン, 56,松山弘, 0.5, 63,  -1,  -1, 3,  5.5,⑤④⑤, 5,12,Ｅアンリミテッドピサ, 70,松山弘, 0.7, 70,  -2,   4, 1,  3.5, ⑦⑦, 5,12,Ｇクリノドスコイ, 68,西田雄, 0.3, 70,   3,  -1, 9, 20.7, ⑨⑥
 6,10,Ｆベルウッドハピネス, 57,木幡初, 1.5, 63,   1,  -1, 6, 25.7,⑥⑦⑦, 6, 4,Ｈスキピオ, 56,中舘英, 1.0, 65,  -7,*  9, 6, 13.2,⑫⑬⑬, 6, 5,Ｌニシノメルモ, 61,大野拓, 0.8, 71,*  0,   0, 7, 22.9, ③③, 6, 7,Ｃセイウンオウサム, 73,勝浦正, 0.3, 68,   4,  -4, 5, 11.1, ④④
 7,13,Ｃタイセイロｰマン, 64,中舘英, 1.7, 59,*  5,  -9, 3,  5.9,②②②, 7,12,Ａペイトリッツデイ, 62,村田一, 1.0, 64,  -9,* 13, 2,  3.9,⑭⑭⑭, 7,10,Ｆデラコリｰナ, 68,西田雄, 0.9, 73,  -6,   9, 4,  9.5, ⑫⑭, 7,14,Ｍロックフェアレディ, 60,古川吉, 0.5, 68,  -5,*  5,11, 30.9, ⑭⑭
 8, 5,Ｉゴｰルドマイスタｰ, 55,藤懸貴, 2.5, 53,   0,  -6,11,150.5,⑨⑧⑨, 8,11,Ｂシルクハｰデスト, 62,上村洋, 1.0, 61,  -5,   2, 5, 12.0,⑨⑨⑨, 8, 8,Ｄインダクティ, 71,木幡初, 1.0, 69,  -1,   0, 8, 23.4, ④⑤, 8, 6,Ｄゴｰゲッタｰ, 73,松田大, 0.6, 64,   4,  -8, 2,  5.7, ⑤⑤
 9, 9,Ｍケイアイプリンス, 46,伊藤工, 2.5, 56,  -3,   0,12,182.1,⑩⑬⑬, 9,10,Ｄホッコｰキンツル, 60,花田大, 1.3, 60,  -6,   2,11, 53.1,⑪⑪⑪, 9,14,Ｇヴィｰヴァブｰケ, 68,伊藤工, 1.2, 71,  -5,   7, 9, 27.4, ⑮⑮, 9, 3,Ｎサクラアンジェロ, 58,荻野琢, 0.7, 64,  -4,   1,12,108.6, ⑬⑬
10,15,Ｌメイショウスリラｰ, 47,森一馬, 3.5, 50,  -1, -13, 9, 95.7,⑪⑪⑫,10, 7,Ｍハクサンフォレスト, 39,的場勇, 1.6, 55,  -1, -17, 8, 24.6,④⑤④,10, 4,Ｂジュヴェビアン, 72,上村洋, 1.3, 65,  -5,   0, 5, 10.1, ⑩⑧,10, 4,Ｆメイショウセトウチ, 68,村田一, 0.7, 64,   1,  -4, 4, 10.4, ⑩⑩
11, 4,Ｈレッドロｰラン, 55,横山和, 4.3, 44,   0, -20,10,106.6,⑬⑫⑩,11, 6,Ｌマサキセキ, 41,柴山雄, 1.7, 54,  -3, -11,12, 59.6,⑧⑧⑦,11, 3,Ｍメジロソフィア, 60,黛弘人, 1.3, 66,  -3,  -1,15,180.4, ⑧⑨,11, 9,Ｉサンデンマックス, 66,宮崎北, 0.8, 64,  -9,*  6,13,159.0, ⑮⑮
12, 2,Ｊロングバｰス, 52,上村洋, 4.5, 45,   0, -22, 4, 11.5,③⑩⑪,12, 8,Ｅコスモヴィネガｰ, 59,伊藤工, 2.2, 47,*  2, -31, 9, 34.2,①①①,12,13,Ｎスパｰブクィｰン, 56,柴山雄, 1.6, 67,  -9,   6,16,258.3, ⑯⑯,12,13,Ｐカネトシグレｰス, 48,黛弘人, 1.2, 57,*  8, -21,15,272.2, ①①
13, 7,Ｎエタニティ, 41,池崎祐, 4.6, 43,  -4, -16,15,373.3,⑧⑭⑭,13,14,Ｋジャンプアウト, 46,横山和, 2.2, 52, -10,  -3,13,160.4,⑯⑮⑮,13, 6,Ｉハッピｰトゥデイ, 66,古川吉, 1.6, 60,*  1, -14,11, 58.0, ①①,13, 2,Ｏワンダｰギャルｰ, 53,田中博, 1.5, 57, -12,   3,16,287.5, ⑯⑯
14, 3,Ｋカンタベリｰママ, 48,西田雄, 5.0, 42,   4, -32,13,185.4,①④⑥,14,13,Ｐサンシャインマイ, 27,木幡初, 3.0, 42,  -7, -20,14,188.9,⑮⑫⑫,14, 2,Ｋコスモマクスウェル, 63,丹内祐, 1.6, 61,  -2,  -9,10, 36.1, ⑥⑥,14,15,Ｅロｰドエアフォｰス, 69,中舘英, 1.6, 54,   3, -19, 8, 19.9, ⑦⑨
15,12,Ｏセイクリッドハｰト, 25,荻野琢, 6.8, 31, -11, -22,14,285.0,⑮⑮⑮,15,16,Ｎヴィアフェラｰタ, 36,西村太, 3.2, 39,  -4, -34,15,231.5,⑥⑦⑧,15, 7,Ｐマグピｰソング, 44,原田和, 2.3, 55,  -6, -10,14,133.9, ⑪⑪,15, 8,Ｋコパノカミ, 65,木幡初, 1.7, 51,*  6, -23,14,195.6, ③③
,,,,,,,,,,,,16, 2,Ｏスｰパｰドリｰム, 30,山崎亮, 6.2, 18, -16, -44,16,307.5,⑬⑯⑯,16, 1,Ｊアイドルバイオ, 64,田中博, 2.3, 56,  -7,  -8,13, 64.0, ⑭⑬,16,11,Ｂニシノモレッタ, 75,松山弘, 1.9, 48,   4, -25,10, 21.0, ⑥⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,
"単勝:160円 複勝:11=110円 06=410円 01=340円 枠連:1,750円",,,,,,,,,,,,"単勝:710円 複勝:15=280円 09=340円 03=850円 枠連:4,260円",,,,,,,,,,,,"単勝:430円 複勝:16=200円 15=590円 09=1,150円 枠連:4,330円",,,,,,,,,,,,"単勝:230円 複勝:05=130円 10=340円 01=280円 枠連:1,470円",,,,,,,,,,,
"馬連:1,870円 ワイド:06-11=670円 01-11=410円 01-06=2,640円",,,,,,,,,,,,"馬連:5,120円 ワイド:09-15=1,390円 03-15=4,110円 03-09=6,360円",,,,,,,,,,,,"馬連:4,510円 ワイド:15-16=1,610円 09-16=3,170円 09-15=6,120円",,,,,,,,,,,,"馬連:2,240円 ワイド:05-10=800円 01-05=550円 01-10=2,010円",,,,,,,,,,,
"馬単:2,490円 3連複:4,980円 3連単:16,590円",,,,,,,,,,,,"馬単:9,450円 3連複:61,180円 3連単:250,110円",,,,,,,,,,,,"馬単:7,140円 3連複:46,910円 3連単:147,850円",,,,,,,,,,,,"馬単:2,350円 3連複:7,470円 3連単:33,980円",,,,,,,,,,,
■ 2R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 5R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 8R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1000m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,駿風ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂハワイアンウインド, 65,上村洋,, 67,  -6,*  9, 1,  4.0, ⑩⑩, 1, 3,Ｆメイショウコロンボ, 58,古川吉,, 65,*  4,  -4, 7, 11.6, ②②, 1,10,Ｂマイネエレｰナ, 73,丹内祐,, 75,   5,   8, 7, 13.0, ⑥⑥, 1,10,Ａアフォｰド, 81,村田一,, 79,   2,* 18, 1,  3.2,   
 2, 4,Ｅヤマニンオルタシア, 60,柴山雄, 0.2, 66,  -8,* 10, 4,  9.1, ⑪⑫, 2, 2,Ｃコスモミレネｰル, 61,丹内祐, 0.0, 64,*  4,  -5, 5, 10.3, ①①, 2,14,Ｃエｰティｰショパン, 72,藤懸貴, 0.1, 71,  -4,* 14, 5,  9.7, ⑬⑪, 2,11,Ｌゲットフルマｰクス, 69,黛弘人, 0.2, 75,* 10,  10,13, 48.0,   
