12年 4月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 4月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陽春ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａタツショウワ, 62,池添謙,, 56,   3,  -8, 1,  1.3, ④④, 1, 4, トウショウデザイア,,白浜雄,,,,, 2,  6.1,②①①, 1,10,Ｌラヴフェアリｰ, 47,水口優,, 73,   5,*  4, 4, 11.1,⑩⑧⑥, 1,11,Ｆテイクアベット, 84,国分恭,, 90,*  9,* 17, 6, 17.6, ①①
 2,12,Ｃヴァルナビット, 60,幸英明, 0.0, 55,  -1,* -3, 2,  8.1, ⑦⑤, 2,13, スｰサンストリｰム,,横山義,202.6,,,, 3,  7.5,⑥③③, 2, 1,Ａシｰズガレット, 74,国分恭, 0.0, 74,   4,*  8, 1,  2.7,⑫⑪⑨, 2,13,Ｊアキノモｰグル, 80,丸野勝, 1.0, 81,*  7,  10, 9, 36.5, ②②
 3, 3,Ｇアラタマユニバｰス, 48,太宰啓, 0.3, 50, -11,*  4,15,252.4, ⑮⑮, 3,12, ノボリデュｰク,,森一馬,202.7,,,, 8, 29.9,①②②, 3, 7,Ｇワンダｰスキｰ, 59,和田竜, 0.8, 67,*  8,  -8, 7, 21.1,①①①, 3, 8,Ｅズンダモチ, 84,浜中俊, 1.1, 80,   5,  11, 3,  5.8, ③③
 4,10,Ｄシゲルパッション, 51,国分恭, 0.6, 50,  -1,  -8, 7, 54.3, ⑤⑥, 4,11, ニホンピロキリバス,,田村太,202.8,,,, 1,  1.8,⑤⑤④, 4, 9,Ｈフィルハｰマジック, 59,浜中俊, 1.1, 66,   6,  -7, 2,  3.2,⑦⑥⑤, 4,14,Ａトｰホウプリンセス, 86,和田竜, 1.4, 78,   5,   8, 1,  2.7, ④④
 5, 5,Ｆストｰムセンタｰ, 50,小坂忠, 0.7, 48,  -6,  -5,10,103.9, ⑨⑨, 5, 5, タイキデイブレイク,,江田勇,203.8,,,, 5, 13.5,④⑥⑤, 5,11,Ｂタガノシンシア, 72,太宰啓, 1.1, 66,*  8,  -9, 3,  4.9,③③③, 5,15,Ｈカフェマｰシャル, 81,横山義, 1.5, 77,   4,   8,11, 49.1, ⑥⑤
 6, 4, シアワセノカネ,---,丸野勝, 0.9, 45,  -7,  -6, 8, 78.5, ⑪⑫, 6, 2, オｰプンセサミ,,今村康,204.4,,,, 4,  7.8,③④⑥, 6, 2,Ｃシゲルセキニンシャ, 69,高倉稜, 1.5, 63,   6, -10,10, 50.6,④⑤⑦, 6, 2,Ｉカリスマサンスカイ, 81,高倉稜, 1.5, 77,  -8,* 20, 4, 14.0, ⑭⑭
 7, 6,Ｈエリモガスト, 47,浜中俊, 1.2, 47,*  6, -21, 4, 15.1, ②①, 7,10, ノｰブルエｰス,,高嶋活,205.8,,,,13,146.6,⑨⑨⑧, 7, 8,Ｆネオザスティング, 60,秋山真, 2.1, 59,*  8, -19, 8, 24.4,②②②, 7, 4,Ｌケンエンブレム, 78,四位洋, 1.6, 78,  -4,  16, 5, 14.4, ⑬⑫
 8,13,Ｌリバｰリンカｰン, 41,中井裕, 1.2, 43,  -7,  -8,11,108.3, ⑩⑩, 8, 1, セフティファンキｰ,,林満明,206.7,,,,12,117.1,⑧⑧⑦, 8, 6,Ｅメイショウコブシ, 61,中井裕, 2.5, 56,   6, -19, 9, 39.2,⑤④④, 8, 7,Ｄアグネスマクシマム, 85,太宰啓, 1.6, 76,  -1,  13,13, 53.9, ⑪⑪
 9, 7,Ｋオパｰルキッド, 44,水口優, 1.2, 42, -10,  -6,14,218.8, ⑬⑬, 9, 3, メトロシュタイン,,中村将,207.7,,,, 6, 19.1,⑦⑦⑨, 9,12,Ｄエｰシンサンファン, 68,川須栄, 2.6, 57,   5, -15, 5, 15.9,⑧⑦⑧, 9, 5,Ｂフィｰルドシャイン, 85,幸英明, 1.6, 76,   0,  12, 2,  3.0, ⑩⑩
10,14,Ｅサカジロキクチャン, 51,高倉稜, 1.4, 42,  -5, -12, 6, 48.9, ⑧⑧,10, 6, ヒカリゴｰルド,,北沢伸,209.0,,,, 7, 27.9,⑪⑪⑩,10, 3,Ｊツインテｰル, 56,四位洋, 2.6, 58,   4, -14, 6, 20.5,⑨⑩⑩,10, 6,Ｃコパノカチｰノ, 85,池添謙, 1.7, 75,   3,   7, 8, 35.7, ⑧⑧
11,15,Ｂメイショウイザヨイ, 61,武幸四, 1.5, 46,*  6, -24, 3,  8.6, ③③,11,14, メイショウダイクン,,難波剛,209.2,,,,11, 81.7,⑫⑫⑪,11, 5,Ｋエｰシンミモザ, 53,幸英明, 2.8, 56,   2, -13,11, 60.3,⑪⑫⑪,11, 1,Ｇエｰシンリｰドオｰ, 81,川須栄, 1.8, 75,   2,   7,10, 42.3, ⑦⑥
