12年12月16日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年12月16日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 7R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,長良川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃガッサンプレイ, 58,丸山元,, 58,  -6,   3, 3, 11.3, ⑦⑤, 1,16,Ｉヤマノレオ, 48,西村太,, 65,  -4,*  9, 3,  7.2, ⑮⑮, 1,15,Ａタマモクララ, 82,中舘英,, 71,* 10,  -3, 1,  1.9,①①①, 1, 8,Ｃサンライズトゥルｰ, 80,川須栄,, 87,  15,*  8, 1,  2.3,⑬⑭⑫
 2, 4,Ｇクニサキゼブライカ, 51,西田雄, 0.0, 57,*  0,  -4, 5, 13.2, ①①, 2,11,Ｂケイアイアラシ, 59,丸田恭, 0.2, 63,  -1,*  4, 2,  5.6, ⑫⑪, 2,16,Ｃアプレレクｰル, 78,丸田恭, 0.0, 75,   1,* 16, 2,  4.5,⑯⑯⑮, 2,14,Ｂシャドウバンガｰド, 81,丸山元, 0.0, 86,  16,*  6, 2,  5.1,⑮⑩⑨
 3,16,Ｆストップザジョｰク, 55,大野拓, 0.0, 58,  -4,   1, 4, 11.4, ⑤⑥, 3,14,Ａハｰトブレイカｰ, 65,松山弘, 0.5, 61,   4,  -7, 4,  7.7, ⑥⑥, 3, 3,Ｂエｰシンルクソｰル, 80,中井裕, 0.1, 75,* 10,  -3, 3,  4.6,②②②, 3, 6,Ｄカムフィｰ, 79,大野拓, 0.1, 85,  14,* 11, 5, 12.2,⑯⑰⑯
 4, 8,Ｋラサイニ, 46,鈴来直, 0.0, 58, -11,*  7, 9, 54.9, ⑪⑩, 4,18,Ｏリッシュレｰヴ, 34,荻野琢, 0.8, 56,  -3,* -1,15,175.7, ⑭⑭, 4, 5,Ｆフェアリｰガｰデン, 70,杉原誠, 0.7, 69,   8,  -4,10, 60.2,⑥⑦⑦, 4, 7,Ｇスタｰトセンス, 76,丸田恭, 0.3, 83,  15,*  5,12, 86.5,⑰⑬⑬
 5, 9,Ｅリッシンロケット, 55,菱田裕, 0.4, 55,  -3,  -4, 7, 19.1, ④④, 5, 5,Ｃビｰナストリック, 56,大野拓, 0.9, 57,   4, -12, 5,  9.5, ④④, 5, 9,Ｉメイショウボヌス, 67,松山弘, 0.7, 68,   8,  -5, 9, 49.8,⑪⑧⑥, 5,17,Ｉバンスタンウォルツ, 75,柴山雄, 0.6, 81,* 18,  -7, 4, 11.0,⑨⑥⑤
 6, 1,Ｎケツァルコアトル, 35,黛弘人, 0.5, 53,  -8,   0,15,186.9, ⑧⑧, 6, 9,Ｅプラチナテｰラｰ, 50,鮫島良, 1.1, 56,*  7, -17, 6,  9.5, ②②, 6, 2,Ｅアルデュイナ, 70,横山和, 1.0, 71,   2,*  4, 7, 24.9,⑭⑭⑭, 6, 9,Ｅウインフロレゾン, 79,吉田隼, 0.7, 80,* 17,  -7, 3,  8.1,⑧⑦⑦
 7,14,Ｂマルトクスパｰト, 67,中舘英, 0.6, 52,* -1,  -8, 2,  3.4, ②②, 7,15,Ｍアドマイヤスパｰズ, 42,松田大, 1.1, 54,   2, -11,12, 75.3, ⑨⑨, 7, 7,Ｈブライトポジｰ, 69,藤懸貴, 1.1, 65,   8,  -6, 6, 24.0,⑦⑨⑧, 7,16,Ｈマイネルアイザック, 76,丹内祐, 1.1, 77,* 18, -12, 7, 16.1,⑤⑤⑥
 8, 2,Ｌシゲルミズガメザ, 43,藤懸貴, 0.8, 50,  -3,  -8,16,230.4, ③③, 8, 6,Ｇベストブレｰン, 49,丸山元, 1.3, 54,*  8, -21, 1,  3.6, ①①, 8,11,Ｊパリｰナチャン, 65,西田雄, 1.2, 64,* 10, -12,13,148.7,⑧④③, 8,10,Ａサウンドバスタｰ, 82,松田大, 1.3, 75,  16, -12, 8, 21.5,⑪⑪⑧
 9,13,Ａヤマニンブルジョン, 67,吉田隼, 0.8, 50,  -4,  -6, 1,  2.1, ⑥⑦, 8, 3,Ｈスプリングカフェ, 49,藤懸貴, 1.3, 51,  -2,  -8,10, 31.1, ⑩⑫, 9, 4,Ｄマリｰズタイム, 70,山崎亮, 1.6, 63,   7,  -9,16,330.0,⑩⑩⑩, 9, 2,Ｆリアルフレア, 76,杉原誠, 1.4, 75,  15,  -8,10, 27.5,⑫⑯⑮
10,10,Ｐスパイクラベンダｰ, 31,中井裕, 0.8, 53,  -8,  -3,11,135.3, ⑨⑨,10,13,Ｊトミケングレンサ, 48,吉田隼, 1.4, 51,   2, -15, 8, 15.9, ⑧⑧,10, 6,Ｇシゲルリンゴ, 70,北村友, 1.7, 63,   5,  -7, 4, 18.4,⑮⑪⑪,10,15,Ｐホッコｰゼニト, 62,古川吉, 1.5, 72,* 18, -19,14,119.5,⑥④④
