12年 7月 8日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 7月 8日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-11,,,,,■ 7R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1700m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,彦星賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａアイサレジョウズ, 53,嶋田純,, 51,   3,*-10, 2,  5.6, ⑥⑥, 1,12,Ｊドリｰムジェダイ, 46,田中勝,, 57,   1,*  2, 6, 20.1, ④④, 1,15,Ａバトルキトリ, 64,中舘英,, 77,* 11,* -1, 6, 13.2, ③②, 1, 5,Ａイジゲン, 91,内田博,, 80,   4,* 20, 1,  2.0,⑪⑨⑧
 2,12,Ｄラノララク, 45,嘉藤貴, 0.4, 46,*  5, -18, 5, 13.5, ③③, 2, 1,Ｂショウナンワヒネ, 69,浜中俊, 0.2, 56,*  4,  -2, 1,  2.4, ①①, 2, 1,Ｋカディｰシャ, 47,田中勝, 0.1, 78,* 13,  -5, 5, 11.3, ①①, 2, 6,Ｂキングブレイク, 86,浜中俊, 0.1, 79,   5,  16, 2,  3.2,⑤⑤⑤
 3, 1,Ｃアンスｰリｰル, 46,内田博, 0.7, 40,  -1, -15, 4, 10.3, ⑨⑧, 3,16,Ｆオｰブライツ, 54,蛯名正, 0.3, 55,  -1,*  1, 5, 14.1, ⑥⑥, 3, 2,Ｇインスペｰド, 53,横山典, 0.4, 68,   4,*  0, 7, 16.6, ⑩⑩, 3,13,Ｄヒラボクマジック, 81,横山典, 0.1, 79,   1,* 23, 3,  6.1,⑫⑬⑬
 4,13,Ｈクラウンプルｰトゥ, 36,鈴来直, 0.8, 39,   1, -19,10, 72.2, ⑤⑤, 4, 2,Ａホクレア, 70,江田照, 0.6, 52,  -1,   0, 3,  5.1, ⑤⑤, 4, 5,Ｅフリｰダムシチｰ, 57,二本柳, 0.6, 69,  10,  -7, 4,  7.1, ④③, 4,11,Ｉセニョリｰタ, 77,中舘英, 0.5, 74,*  6,  11, 6, 23.4,④③③
 5, 2,Ｋスパイクラベンダｰ, 35,江田照, 0.9, 37,  -1, -17,13,128.1, ⑩⑨, 5,15,Ｅキャニオンキラｰ, 55,内田博, 0.6, 53,*  3,  -4, 2,  4.2, ③③, 5, 6,Ｄダイワベスパｰ, 60,北村宏, 0.6, 68,   8,  -6, 3,  5.2, ⑤⑥, 5,10,Ｃメイショウラグｰナ, 81,蛯名正, 0.7, 74,*  6,   9, 4, 16.2,②②②
 6,10,Ｉエチュｰド, 36,武士沢, 0.9, 38,   2, -20, 3,  7.1, ④④, 6,10,Ｄフクノサンデｰ, 58,柴田善, 0.7, 52,  -7,*  3, 7, 27.1, ⑫⑪, 6, 8,Ｂエステｰジャ, 61,蛯名正, 0.8, 65,   8,  -9, 2,  4.2, ⑦④, 6, 7,Ｎウネントリッヒ, 71,江田照, 0.9, 71,   4,  10,11, 98.1,⑧⑦⑥
 7, 6,Ｂフリティラリア, 47,横山典, 0.9, 37,  -2, -16, 1,  1.7, ⑧⑦, 7, 3,Ｍアイディンブルｰ, 35,柴田大, 1.1, 47,  -3,  -4, 9, 86.3, ⑧⑦, 7,13,Ｈラブファクト, 52,吉田豊, 0.9, 60,  -1,* -1,15,185.8, ⑫⑫, 7,14,Ｅニシノオウガイ, 80,吉田豊, 1.0, 73,   1,  16, 7, 36.0,⑭⑭⑭
 8, 7,Ｎゴッドガｰデン, 21,西田雄, 1.1, 34,  -5, -16,12,114.6, ⑫⑬, 8, 8,Ｉフレアブロｰ, 47,西村太, 1.2, 45,  -4,  -4,15,399.3, ⑦⑧, 8,14,Ｃタニオブフジ, 61,武士沢, 0.9, 62,   5,  -8,10, 40.6, ⑨⑧, 8, 1,Ｆラヴィアンクレｰル, 80,松岡正, 1.1, 76,  -2,* 22, 5, 21.9,⑮⑮⑮
