12年 4月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 4月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,春光ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8, ラストウィッシュ,---,田辺裕,, 61,*-12,  10, 2,  4.7, ③③, 1, 6, スマｰトカンパニｰ,,平沢健,,,,, 9, 89.1,④④④, 1, 9,Ｃサクラインザスカイ, 69,蛯名正,, 82,* 13,*  3, 1,  2.3, ②②, 1,10,Ｅゴｰルドバシリスク, 84,内田博,, 87,   8,* 18, 3,  7.5, ⑮⑭
 2,14, ケｰニギンキルシェ,---,武士沢, 0.0, 63, -18,* 17,15,287.7, ⑭⑮, 2, 7, ティアップブレイズ,,五十嵐,208.9,,,, 1,  1.3,③③③, 2,16,Ａダブルスタｰ, 69,内田博, 0.0, 80,* 11,*  4, 2,  3.5, ③③, 2, 8,Ｃヒラボクビジン, 85,横山典, 0.1, 84,  11,  12, 9, 18.3, ⑪⑨
 3,12,Ａオフショア, 58,蛯名正, 0.1, 62, -14,* 13, 1,  2.9, ⑪⑨, 3,10, シンボリルルド,,山本康,209.2,,,,13,179.4,①①①, 3, 1,Ｂラブリｰスタｰ, 69,丸山元, 1.6, 68,  10,  -8, 4,  8.8, ④④, 3, 3,Ｋゴｰルドアカデミｰ, 80,北村宏, 0.1, 85,   8,* 17,13, 58.8, ⑭⑬
 4, 6,Ｇアルティメイトラブ, 53,松岡正, 0.4, 58, -15,   9,10, 48.1, ⑦⑧, 4, 8, ホｰカｰシｰホｰク,,金子光,209.8,,,, 2,  9.1,②②②, 4,11,Ｅフェアリｰライン, 68,松岡正, 1.7, 64,   1,   1, 5, 10.3, ⑭⑬, 4,14,Ｂデンコウヤマト, 86,武幸四, 0.4, 87,   8,  13, 5, 11.6, ⑬⑫
 5,16,Ｃトランスレイション, 57,横山典, 0.6, 56, -15,   9, 3,  4.7, ⑬⑫, 5, 4, ティンバｰウルフ,,大江原,209.8,,,,14,182.6,⑥⑥⑥, 5,15,Ｎヘイハチスカイ, 57,鈴来直, 1.8, 66,   9,  -8,11,116.1, ⑥⑥, 5,11,Ｄロンギングスタｰ, 85,後藤浩, 0.5, 82,* 16,   0, 1,  3.6, ③③
 6, 4,Ｆメテオレイン, 55,三浦皇, 0.6, 56, -14,   6, 9, 36.6, ⑤⑥, 6, 1, ヒシセンチュリｰ,,横山義,210.1,,,, 6, 24.1,⑩⑩⑨, 6, 2,Ｋドリｰムリｰグ, 60,柴田大, 1.9, 62,   2,  -2,13,153.0, ⑪⑫, 6, 6,Ｉトキノフウジン, 83,藤田伸, 0.6, 84,  11,   7, 2,  4.1, ⑫⑩
 7, 9,Ｅマイネベルヴィ, 55,石橋脩, 0.7, 55,*-12,   4, 5, 10.2, ⑥④, 7, 3, リリｰスバｰジョン,,柴田大,210.1,,,, 8, 64.7,⑤⑤⑤, 7, 5,Ｊクリムゾン, 62,田辺裕, 2.0, 61,  -1,*  3, 7, 19.5, ⑮⑮, 7, 7,Ｆトウショウクラウン, 84,柴田大, 0.7, 81,  12,   4, 6, 12.8, ⑧⑥
 8, 2,Ｄアンゲルスノｰヴス, 56,内田博, 0.8, 55, -16,   7, 7, 19.3, ⑨⑩, 8,14, ニシノファブレッド,,穂苅寿,210.2,,,, 3,  9.7,⑧⑦⑧, 8,14,Ｈツクバヴァンクｰル, 65,江田照, 2.9, 56,   5, -12, 9, 87.4, ⑫⑧, 8, 5,Ｊアキノグロｰブ, 82,三浦皇, 0.7, 82,   6,* 15,14, 69.5, ⑯⑮
