12年 6月23日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 6月23日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:2),,,,,,,,,,,
単勝:510円 複勝:09=140円 08=140円 03=110円 枠連:650円,,,,,,,,,,,,単勝:250円 複勝:02=130円 04=150円 10=670円 枠連:360円,,,,,,,,,,,,単勝:220円 複勝:07=120円 12=180円 03=220円 枠連:460円,,,,,,,,,,,,"単勝:2,190円 複勝:05=590円 10=180円 01=170円 枠連:3,180円",,,,,,,,,,,
"馬連:1,090円 ワイド:08-09=300円 03-09=200円 03-08=200円",,,,,,,,,,,,"馬連:360円 ワイド:02-04=210円 02-10=1,050円 04-10=1,220円",,,,,,,,,,,,"馬連:570円 ワイド:07-12=280円 03-07=430円 03-12=1,000円",,,,,,,,,,,,"馬連:4,890円 ワイド:05-10=1,260円 01-05=1,330円 01-10=390円",,,,,,,,,,,
"馬単:2,380円 3連複:610円 3連単:6,150円",,,,,,,,,,,,"馬単:800円 3連複:3,250円 3連単:10,330円",,,,,,,,,,,,"馬単:860円 3連複:1,870円 3連単:6,140円",,,,,,,,,,,,"馬単:13,230円 3連複:5,420円 3連単:54,720円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  芝1000m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■11R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ函館,,,,,,,,,,,,,,,,,,,,,,,,STV杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａケイティｰズハｰト, 65,池添謙,, 64,* -2,*  6, 1,  2.6,③④②, 1, 2, ディアセルヴィス,---,勝浦正,,,,, 4,  7.8, ①①, 1,12,Ｆディｰエスコンドル, 74,三浦皇,, 81,   6,* 14, 5, 22.4,⑧⑥④, 1,14,Ｈマスイデア, 70,吉田隼,, 76,  -4,* 10, 6, 12.9, ⑩⑪
 2, 1,Ｃケンブリッジアリス, 59,松田大, 0.0, 63,* -1,   4, 6, 16.8,①①①, 2, 1, パッション,---,三浦皇, 0.3,,,, 1,  1.9, ②②, 2, 2,Ｃトシザツンツン, 76,黛弘人, 0.8, 73,   7,   6, 3,  6.4,⑤③③, 2,13,Ｃレッドエレンシア, 74,三浦皇, 0.2, 74,   1,   3, 5,  8.5, ⑤⑥
 3, 2,Ｄコスモリボン, 58,丹内祐, 0.2, 63,* -2,*  5, 2,  2.6,④③③, 3, 5, マイネシャッツ,---,大野拓, 0.9,,,, 5, 17.7, ③③, 3, 6,Ｋナリタムｰンライト, 69,池添謙, 1.1, 72,   5,   6, 8, 46.0,⑩⑩⑨, 3, 9,Ｂラインアンジュ, 75,四位洋, 0.3, 71,  -2,   4, 1,  2.6, ⑧⑦
 4,11,Ｈケｰプホｰン, 52,藤岡佑, 0.8, 60,  -3,   0, 4, 13.5,⑤⑤⑤, 4, 6, エｰシンジョｰイ,---,藤田伸, 1.1,,,, 3,  4.6, ⑥⑥, 4, 8,Ｅハルカフジ, 74,藤岡佑, 1.2, 74,*  9,   0, 2,  6.0,②②②, 4,15,Ｋマイネショコラｰデ, 68,伊藤工, 0.4, 70,  -1,   1,10, 55.2, ⑦⑧
 5,10,Ｆヘイセイアスラン, 55,菅原隆, 1.4, 55,  -6,   0, 9, 60.8,⑨⑩⑩, 5, 4, コスモフラウ,---,丹内祐, 1.4,,,, 6, 21.6, ⑤⑤, 5, 5,Ｊアポロストｰム, 70,勝浦正, 1.3, 71,   5,   4,11,208.5,⑦⑧⑤, 5,11,Ｎラテアｰト, 66,柴山雄, 0.4, 70,  -7,*  8, 9, 51.6, ⑫⑬
 6, 6,Ｇカワカミプレシャス, 53,荻野琢, 1.7, 55,  -8,   3,10, 92.8,⑬⑬⑫, 6, 3, ナムラドキョウ,---,松田大, 1.7,,,, 2,  4.1, ④④, 6, 3,Ｉヤマチョウフェア, 73,津村明, 1.3, 70,*  8,  -2, 4,  7.1,①①①, 6,16,Ｉメイショウサバト, 70,木幡初, 0.5, 68,  -7,   6, 7, 29.9, ⑬⑭
 7, 9,Ｋベニバナビジン, 49,柴山雄, 1.7, 53,  -3,  -7,11,136.7,⑫⑥⑥, 7, 7, ホｰリｰナンバｰ,---,宮崎北, 2.8,,,, 7, 27.6, ⑦⑦, 7,10,Ａヴォｰグトルネｰド, 81,藤田伸, 1.4, 72,   5,   4, 1,  1.7,⑪⑨⑧, 7, 7,Ｊビップヴィットリオ, 70,松田大, 0.5, 68,  -6,   5, 8, 31.5, ⑪⑩
 8, 5,Ｅエクスレジェｰラ, 57,大野拓, 1.7, 51,  -5,  -5, 5, 14.4,⑧⑨⑦,,,,,,,,,,,,, 8, 4,Ｍマイネルソラｰナ, 62,丹内祐, 2.1, 66,   6,  -4,12,209.4,⑥⑤⑦, 8, 6,Ｍスマｰトムｰビｰ, 67,古川吉, 0.5, 70,*  5,  -5,11, 61.0, ①①
 9,13,Ｊスズカブルｰリボン, 50,川島信, 2.3, 48,  -3, -12, 8, 59.0,⑥⑦⑧,,,,,,,,,,,,, 9, 9,Ｇピュカｰロ, 74,上村洋, 2.1, 68,   4,  -1,10, 77.3,⑨⑪⑩, 9, 2,Ｏフラワｰウィンド, 65,川島信, 0.5, 70,  -8,*  8,12, 92.3, ⑭⑫
10, 3,Ｂヴィルトゥオｰサ, 62,四位洋, 2.4, 49,* -2, -15, 3,  5.3,②②④,,,,,,,,,,,,,10, 1,Ｈスリｰプレシャス, 73,吉田隼, 2.4, 63,   3,  -2, 6, 22.7,⑬⑫⑬,10, 4,Ａルリニガナ, 78,津村明, 0.6, 66,   1,  -2, 2,  4.0, ③③
11, 7,Ｌトドロキテンシツｰ, 48,竹之下, 2.8, 47,  -5, -11,12,145.4,⑩⑪⑨,,,,,,,,,,,,,11,11,Ｄセイウンアスラン, 75,大野拓, 2.6, 60,*  7, -11, 9, 59.9,③④⑥,11,12,Ｌクリノスレンダｰ, 67,丹内祐, 0.7, 67, -11,*  8,15,289.4, ⑮⑮
12, 4,Ｉヴォｰデジｰル, 51,横山和, 3.9, 37,  -5, -23,13,155.6,⑦⑧⑪,,,,,,,,,,,,,12, 7,Ｌアドマイヤルビアノ, 66,川須栄, 2.8, 62,   3,  -5,13,241.6,⑫⑬⑪,12,10,Ｄクロワラモｰ, 74,藤田伸, 0.7, 66,   1,  -4, 4,  7.9, ④④
13,12,Ｍハルカ, 31,黛弘人, 4.6, 31,  -7, -25, 7, 50.4,⑪⑫⑬,,,,,,,,,,,,,13,13,Ｂハロｰバニヤン, 78,丸田恭, 4.2, 50,   6, -23, 7, 30.4,④⑦⑫,13, 5,Ｐティムガッド, 61,勝浦正, 0.8, 64,  -1,  -4,14,205.1, ⑥⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 1,Ｇフレデフォｰト, 71,大野拓, 0.8, 66,  -4,   0, 3,  6.3, ⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｅリネンパズル, 72,村田一, 1.0, 61,*  2,  -9,13,178.7, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:??? ﾚｰｽｱｶﾞﾘ指数:??? 馬場:良,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,
"単勝:260円 複勝:08=120円 01=250円 02=120円 枠連:2,090円",,,,,,,,,,,,単勝:780円 複勝:02=280円 01=120円 枠連:0円,,,,,,,,,,,,"単勝:2,240円 複勝:12=980円 02=410円 06=1,320円 枠連:4,770円",,,,,,,,,,,,"単勝:1,290円 複勝:14=310円 13=260円 09=130円 枠連:4,660円",,,,,,,,,,,
"馬連:1,950円 ワイド:01-08=590円 02-08=170円 01-02=550円",,,,,,,,,,,,馬連:540円 ワイド:01-02=280円 02-05=990円 01-05=500円,,,,,,,,,,,,"馬連:6,580円 ワイド:02-12=1,670円 06-12=5,080円 02-06=3,010円",,,,,,,,,,,,"馬連:4,770円 ワイド:13-14=1,510円 09-14=450円 09-13=590円",,,,,,,,,,,
"馬単:2,520円 3連複:1,290円 3連単:8,760円",,,,,,,,,,,,"馬単:1,840円 3連複:2,610円 3連単:15,300円",,,,,,,,,,,,"馬単:17,610円 3連複:62,570円 3連単:293,720円",,,,,,,,,,,,"馬単:9,830円 3連複:4,420円 3連単:43,160円",,,,,,,,,,,
■ 3R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 6R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■12R  ダ1700m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,檜山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａパワフルラリマｰ, 65,宮崎北,, 60,* -3,   2, 1,  4.0, ②②, 1,15,Ｃマイネキャスリｰン, 61,三浦皇,, 69,*  3,* -4, 1,  2.7,⑬①①, 1, 7,Ｂリンゴット, 67,横山和,, 69,* -2,   2, 3,  5.7, ②①, 1, 5,Ｄダノンゴｰルド, 82,四位洋,, 85,* 12,*  7, 2,  3.4,②②①
 2, 3,Ｄドキドキガｰル, 60,勝浦正, 0.4, 55, -12,*  4, 3,  4.7, ⑥⑥, 2,11,Ｆダイシンブラック, 58,池添謙, 0.8, 61,  -1,  -8, 2,  4.0,⑥④③, 2, 8,Ｃサンライズサルｰテ, 65,丹内祐, 0.1, 69,  -4,*  4, 4,  5.9, ③③, 2, 3,Ａナムラボルカｰン, 86,藤岡佑, 0.5, 81,   9,*  7, 1,  3.2,⑥⑧⑥
 3, 1,Ｈサクラアクティブ, 52,丸山元, 0.4, 56, -12,*  4, 6,  9.6, ⑤⑤, 3, 6,Ｄパッシフロｰラ, 61,荻野琢, 0.9, 64,  -6,*  7, 5, 10.0,⑭⑯⑭, 3, 1,Ｅシゲルシバグリ, 62,川須栄, 0.3, 65,  -6,   2, 7, 16.4, ④⑤, 3,13,Ｆソルモンタｰレ, 78,荻野琢, 0.8, 77,* 11,   2,10, 50.9,⑤⑤③
 4,10,Ｂハクユウリリｰ, 64,吉田隼, 0.6, 55,* -2,  -4, 4,  6.4, ①①, 4, 9,Ｍヤマニンブリス, 46,柴山雄, 1.0, 59,  -1, -10,10, 80.5,②③⑤, 4, 2,Ｈデイジｰバロｰズ, 56,古川吉, 0.5, 63, -10,*  4, 5,  8.4, ⑧⑨, 4, 4,Ｉクロｰバｰリｰフ, 76,川須栄, 0.9, 76,* 11,   1, 5, 10.7,④④②
 5, 9,Ｃロｰドエストレｰラ, 61,三浦皇, 0.6, 53, -17,*  5, 2,  4.1, ⑧⑦, 5, 3,Ａライフハッカｰ, 66,木幡初, 1.4, 55,  -1, -13, 3,  5.7,⑤⑥⑦, 5, 9,Ｆユキノラムセス, 61,池添謙, 0.6, 62,  -6,  -1, 6, 12.5, ⑥④, 5,11,Ｂタマモブラウン, 83,川島信, 1.1, 75,   8,   5, 4,  8.3,⑬⑫⑩
 6, 5,Ｆニホンピロナンシｰ, 54,川須栄, 0.8, 52,  -8,  -2, 5,  8.4, ③③, 6, 8,Ｂタマモスキップ, 62,勝浦正, 1.6, 52,*  1, -21, 4,  7.8,①②②, 6, 4,Ａサウスノｰブル, 69,津村明, 0.6, 60,  -7,   0, 1,  2.8, ⑦⑦, 6, 7,Ｋレオキュｰト, 75,丸山元, 1.3, 75,   8,   3,11, 78.9,⑫⑪⑫
 7,11,Ｇカルブンクルス, 53,藤岡佑, 0.9, 52,  -8,  -3, 7,  9.9, ④④, 7, 7,Ｌシャイニｰパルス, 48,伊藤工, 1.6, 54,  -1, -16,16,488.1,⑮⑧④, 7, 6,Ｄマデイラ, 63,吉田隼, 0.8, 59, -10,   0, 2,  4.6, ⑨⑧, 7,10,Ｇマンボダンサｰ, 77,長谷川, 1.5, 72,   8,   1, 3,  4.9,⑩⑩⑨
 8, 4,Ｋウェルトレインド, 45,横山和, 0.9, 49, -20,*  4, 8, 28.3, ⑩⑨, 8,14,Ｋポケットピｰス, 49,川島信, 1.7, 56,  -3, -13,12,169.8,⑩⑩⑧, 8, 5,Ｊスリｰバリアント, 45,武英智, 1.3, 52,  -6, -10, 9, 88.2, ⑤⑥, 8,12,Ｃロｰンウルフ, 82,木幡初, 1.6, 72,   7,   1, 9, 45.4,⑪⑬⑬
 9,12,Ｉチンタジャティｰ, 51,伊藤工, 0.9, 50, -14,   2,11,247.6, ⑦⑧, 9,10,Ｇブラウンライジング, 57,松田大, 1.7, 52,  -1, -17,14,335.2,⑧⑦⑥, 9,10,Ｇゲバラ, 58,藤岡佑, 1.4, 52, -12,  -5, 8, 18.2, ⑩⑩, 9, 1,Ｈイｰグルカザン, 77,勝浦正, 1.7, 70,* 11,  -6, 7, 15.9,③③⑦
10, 2,Ｅコカトゥｰ, 55,大野拓, 2.4, 32, -21,  -9, 9, 46.4, ⑨⑩,10, 4,Ｏホワイトクレマチス, 37,菱田裕, 1.8, 52,  -5, -12,15,417.8,⑪⑫⑩,10, 3,Ｉシステｰナブルｰ, 46,川島信, 1.8, 48,* -3, -19,10, 90.1, ①②,10, 2,Ｅサンレイハスラｰ, 79,津村明, 1.9, 68,   9,  -4,13,197.6,⑨⑦⑪
11, 7,Ｊラブソングフォナナ, 46,古川吉, 2.5, 32, -23,  -8,10,212.4, ⑪⑪,11, 5,Ｊラブトゥオｰル, 53,藤田伸, 1.9, 52,  -5, -12, 9, 33.1,⑫⑬⑪,,,,,,,,,,,,,11, 6,Ｌアキノモｰグル, 74,吉田隼, 1.9, 67,  10,  -7, 6, 13.5,⑧⑥④
12, 8,Ｌアサクサフレンチ, 38,菱田裕, 2.8, 29, -26,  -9,12,257.7, ⑫⑫,12,16,Ｉロｰドギフテッド, 55,大野拓, 2.0, 52,  -5, -12, 7, 18.3,⑯⑮⑫,,,,,,,,,,,,,12, 9,Ｍアドマイヤオンリｰ, 68,柴山雄, 2.4, 65,   9,  -8,12, 94.2,⑦⑨⑧
,,,,,,,,,,,,13, 1,Ｈマイネルバルドル, 57,丹内祐, 2.2, 47,  -1, -26, 8, 31.8,③⑤⑨,,,,,,,,,,,,,13, 8,Ｊカズノタイショウ, 76,丸田恭, 4.3, 51,* 12, -30, 8, 30.7,①①⑤
,,,,,,,,,,,,14, 2,Ｐマウントセンス, 35,村田一, 3.5, 37,  -6, -31,13,180.8,⑦⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,12,Ｎボｰルドドリｰム, 43,宮崎北, 4.6, 31,  -3, -53,11,153.6,④⑨⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,13,Ｅスリｰエンペラｰ, 58,武英智, 5.2, 28,  -2, -63, 6, 13.9,⑨⑪⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:重(指数:-8),,,,,,,,,,,
単勝:400円 複勝:06=150円 03=170円 01=390円 枠連:710円,,,,,,,,,,,,単勝:270円 複勝:15=130円 11=170円 06=220円 枠連:430円,,,,,,,,,,,,"単勝:570円 複勝:07=240円 08=180円 01=400円 枠連:2,290円",,,,,,,,,,,,単勝:340円 複勝:05=150円 03=140円 13=650円 枠連:460円,,,,,,,,,,,
"馬連:840円 ワイド:03-06=380円 01-06=920円 01-03=1,100円",,,,,,,,,,,,馬連:710円 ワイド:11-15=300円 06-15=500円 06-11=750円,,,,,,,,,,,,"馬連:2,200円 ワイド:07-08=590円 01-07=1,250円 01-08=1,440円",,,,,,,,,,,,"馬連:640円 ワイド:03-05=300円 05-13=2,640円 03-13=2,550円",,,,,,,,,,,
"馬単:1,680円 3連複:3,520円 3連単:14,410円",,,,,,,,,,,,"馬単:1,330円 3連複:2,270円 3連単:9,650円",,,,,,,,,,,,"馬単:3,810円 3連複:7,720円 3連単:37,250円",,,,,,,,,,,,"馬単:1,340円 3連複:9,240円 3連単:31,240円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
