12年 4月29日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 4月29日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  ダ1800m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,端午ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13, ワイルドフラッパｰ,---,川田将,, 67,   5,*  4, 2,  4.4, ⑤⑤, 1, 7,Ｂレッドヴァｰジン, 69,柴田善,, 70,  -3,*  7, 2,  3.4, ⑧⑥, 1, 6,Ａウォｰタｰサムデイ, 75,川田将,, 75,*  3,   7, 7, 13.1, ②②, 1,10,Ａハタノヴァンクｰル, 87,四位洋,, 88,   9,* 18, 1,  2.0,⑫⑤④
 2, 5,Ｂパｰルブロッサム, 66,秋山真, 0.1, 68,   6,*  3, 4,  4.9, ④③, 2,15,Ｃフェｰタルロｰズ, 67,蛯名正, 0.0, 71,  -1,   6, 1,  3.1, ⑥⑤, 2, 9,Ｈホクセツキングオｰ, 71,和田竜, 0.1, 73,*  5,   4, 4,  9.5, ①①, 2, 5,Ｆグッドマイスタｰ, 75,岩田康, 0.0, 85,* 11,  12, 5, 17.6,⑨②①
 3, 8,Ａメイショウユメゴゼ, 67,武豊  , 0.9, 58,   3,  -2, 1,  3.4, ⑥⑥, 3, 6,Ａトウカイメリｰ, 70,池添謙, 0.1, 71,  -5,* 10, 5, 13.9, ⑪⑩, 3, 2,Ｇピンクデｰジｰ, 72,国分恭, 0.1, 74,  -3,* 14,10, 31.2, ⑩⑨, 3,13,Ｃホッコｰタルマエ, 81,幸英明, 0.0, 87,* 11,  14, 7, 23.2,④③③
 4, 1,Ｇコイスルオトメ, 46,水口優, 1.3, 57,*  8, -11,15,195.7, ①①, 4,14,Ｋダディｰズクｰル, 52,岩田康, 0.2, 68,   0,   0, 6, 14.8, ⑤④, 4, 7,Ｄキングブラｰボ, 73,幸英明, 0.4, 72,  -1,  10, 5,  9.6, ⑧⑧, 4, 6,Ｄイジゲン, 79,石橋脩, 0.2, 88,   6,* 20, 2,  2.8,⑥⑨⑨
 5,14, プリティホワイト,---,後藤浩, 1.5, 52,  -3,*  0,10,114.0, ⑬⑫, 5,11,Ｉワタシマッテルワ, 54,後藤浩, 0.4, 66,  -4,   3, 9, 29.4, ⑨⑧, 5, 3,Ｆメイショウホロベツ, 72,飯田祐, 0.4, 72,   0,   8, 6, 10.4, ⑥⑦, 5,11,Ｅアメリカンウィナｰ, 78,蛯名正, 0.4, 86,   7,* 17,10, 62.4,⑩⑧⑥
 6, 3,Ｉアルレガｰロ, 43,四位洋, 1.5, 55,*  7, -12, 6, 11.3, ②②, 6,13,Ｌタマモクロステッチ, 52,水口優, 0.6, 66,  -8,*  8,15,252.1, ⑫⑪, 6, 8,Ｃタイキブルｰス, 74,浜中俊, 0.5, 72,  -2,  10, 1,  2.7, ⑨⑩, 6, 9,Ｌラフィングインメイ, 71,浜中俊, 1.6, 79,   5,  11,11,126.2,⑬⑪⑪
 7,16,Ｃカチュｰシャ, 64,浜中俊, 1.6, 54,   2,  -7, 3,  4.6, ⑨⑦, 7, 4,Ｎシャイニングピサ, 46,川田将, 0.6, 64,  -4,   0,14,184.3, ⑦⑨, 7, 5,Ｍミラグロッサ, 69,池添謙, 0.6, 71,  -8,* 16, 9, 20.6, ⑯⑯, 7, 4,Ｈテイエムデジタル, 73,柴田善, 1.9, 78,   5,   7,13,193.1,⑦⑩⑩
 8, 2,Ｈドリｰムスタｰ, 44,菱田裕, 1.9, 51,   2,  -8,16,232.8, ⑧⑨, 8, 9, ジプシｰキング,---,田辺裕, 0.7, 65, -10,* 10,10, 45.1, ⑰⑯, 8, 1,Ｌオメガロｰズマリｰ, 70,田辺裕, 0.8, 68,   2,   2,13, 70.1, ③③, 8,12,Ｂメイスンキャプテン, 81,武士沢, 1.9, 78,   4,  10, 9, 58.5,⑭⑭⑬
 9, 4,Ｄブラックウィドｰ, 64,岩田康, 2.0, 49,   2, -11, 5,  8.3, ⑦⑧, 9,10,Ｆキョウワイザベル, 58,藤懸貴, 0.9, 58,   0, -11, 7, 17.7, ③③, 9,16,Ｎコパノハリケｰン, 68,武士沢, 0.8, 70,  -5,  11,15,142.2, ⑭⑬, 9, 1,Ｉバンザイ, 73,秋山真, 2.1, 72,* 11,  -6, 4, 15.7,①①②
