12年12月15日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年12月15日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ2500m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,香取特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃオリエンタルエジル, 55,戸崎圭,, 50,  -2,  -3, 3,  6.2, ⑤③, 1,12, シャイニｰデザｰト,,草野太,,,,,11, 93.9,④②②, 1,10,Ｂユｰロビｰト, 80,田辺裕,, 83,*  8,* 14, 2,  3.8,②②②, 1, 4,Ａキングブレイク, 84,内田博,, 87,*  9,* 18, 1,  2.1,②②②
 2, 8,Ｄアスキットキング, 54,石橋脩, 0.0, 53,*  1,  -5, 7, 19.9, ②②, 2, 5, タニノハｰビｰビｰ,,高野和,196.7,,,, 7, 20.0,⑪⑦③, 2, 1,Ａゲルマンシチｰ, 82,戸崎圭, 1.1, 77,   6,* 12, 1,  3.7,⑨⑥③, 2,11,Ｂタイセイスティング, 84,蛯名正, 0.7, 84,*  9,  13, 3,  8.1,④③④
 3, 1,Ｏシンパサイザｰ, 21,田辺裕, 0.2, 50, -13,*  6,10, 47.7, ⑮⑮, 3, 8, トレノユｰボウ,,石神深,196.8,,,, 2,  4.0,⑨⑧⑦, 3,11,Ｍインパルション, 70,柴田善, 1.5, 75,   6,   8, 4,  7.5,⑩⑩⑦, 3,10,Ｉママキジャ, 80,田中勝, 0.7, 83,   8,* 15,10, 38.1,⑤⑤③
 4,15,Ｂベルウッドジンプウ, 57,柴田善, 0.3, 48,  -6,  -1, 5, 12.7, ⑩⑧, 4,10, アバディ,,高嶋活,196.8,,,, 6, 19.0,①①①, 4, 4,Ｇカンタベリｰナイト, 73,内田博, 2.0, 72,   6,   5, 5,  8.0,⑫⑪⑨, 4, 7,Ｇドリｰムザネクスト, 80,江田照, 1.2, 82,   6,  14, 9, 37.8,⑨⑧⑦
 5,13,Ｋキャニオンティアモ, 34,勝浦正, 0.3, 48,  -3,  -4,11, 98.4, ⑥⑥, 5, 4, ウィッシングデュｰ,,横山義,196.8,,,, 3,  5.2,⑥⑥⑤, 5,12,Ｄロｰレルキングダム, 77,田中勝, 2.1, 72,   6,   6, 3,  5.9,⑭⑫⑧, 5,15,Ｋジャンナ, 79,石橋脩, 1.3, 81,   7,  11,14, 94.4,⑧⑦⑥
 6,14,Ｅボンジュｰルココロ, 52,横山典, 0.6, 45,  -2,  -8, 2,  4.3, ⑦⑦, 6, 6, モエレジンダイコ,,大江原,196.8,,,, 5,  7.7,⑧⑩⑨, 6, 3,Ｏアプリコｰゼ, 65,吉田豊, 2.2, 70,   6,   0,11, 68.8,⑥⑤④, 6, 8,Ｍアｰルシネマスタア, 77,北村宏, 1.5, 79,   5,  13,13, 78.3,⑩⑬⑨
 7, 3,Ｌフレｰズデボワ, 33,木幡初, 0.6, 45, -12,   1,15,152.9, ⑬⑬, 7, 9, オヤシオ,,蓑島靖,196.9,,,,10, 74.2,②⑤⑧, 7,13,Ｈオズフェスト, 71,北村宏, 2.7, 67,*  8,  -9, 6, 11.0,①①①, 7, 1,Ｅガリレオバロｰズ, 83,デムｰ, 1.5, 75,*  9,   6, 8, 32.9,①①①
 8,12,Ａスノｰモンキｰ, 61,内田博, 0.7, 45,  -1,  -9, 1,  2.2, ④⑤, 8,13, アスタｰコリント,,林満明,197.7,,,, 8, 20.4,③③④, 8,14,Ｊアカシロｰレル, 71,江田照, 3.7, 64,   4,  -4,15,126.0,⑮⑮⑫, 8, 5,Ｎトｰセンセカイオｰ, 73,戸崎圭, 1.5, 77,   5,  14, 5, 20.7,⑫⑭⑫
