12年10月27日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年10月27日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■10R  芝1600m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-2),,,,,,,,,,,
"単勝:2,710円 複勝:11=320円 06=160円 04=100円 枠連:4,440円",,,,,,,,,,,,"単勝:1,030円 複勝:10=270円 09=320円 08=130円 枠連:340円",,,,,,,,,,,,"単勝:2,950円 複勝:15=980円 10=870円 09=1,120円 枠連:5,240円",,,,,,,,,,,,"単勝:840円 複勝:08=320円 06=280円 07=1,020円 枠連:3,250円",,,,,,,,,,,
"馬連:6,380円 ワイド:06-11=930円 04-11=330円 04-06=190円",,,,,,,,,,,,"馬連:11,470円 ワイド:09-10=2,530円 08-10=530円 08-09=870円",,,,,,,,,,,,"馬連:35,140円 ワイド:10-15=8,940円 09-15=11,940円 09-10=8,190円",,,,,,,,,,,,"馬連:2,670円 ワイド:06-08=1,050円 07-08=3,220円 06-07=3,070円",,,,,,,,,,,
"馬単:16,530円 3連複:1,430円 3連単:25,790円",,,,,,,,,,,,"馬単:20,680円 3連複:6,050円 3連単:71,660円",,,,,,,,,,,,"馬単:72,640円 3連複:245,560円 3連単:1,758,590円",,,,,,,,,,,,"馬単:4,990円 3連複:31,920円 3連単:158,560円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 5R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 8R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,驀進特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂハプスブルク, 54,大野拓,, 58,  -1,*  2, 4,  6.5, ⑦⑥, 1, 4,Ａデオヴォレンテ, 76,中井裕,, 73,  -2,* 10, 1,  2.2,⑥⑥⑥, 1, 9,Ｍサンセルマン, 64,丸山元,, 72,  -1,   9, 7, 24.0, ③④, 1,17,Ｄバルスピュｰル, 77,吉田隼,, 78,   1,*  8, 2,  4.5,   
 2, 6,Ｆホｰクインザブルｰ, 49,津村明, 0.0, 57,*  2,  -2, 5,  7.2, ③③, 2,10,Ｈリバｰロイヤル, 67,菱田裕, 0.2, 67,*  2,   2, 6, 23.2,①①①, 2, 4,Ｎアラビアンマジック, 64,吉田隼, 0.0, 70,*  3,   6,10, 41.0, ①①, 2, 6,Ｆニシノモレッタ, 73,村田一, 0.0, 78,  -2,*  9,11, 24.1,   
 3, 7,Ａミッキｰマンデｰ, 59,吉田隼, 0.1, 56,   0,  -1, 2,  4.8, ⑤⑦, 3, 5,Ｃタケデンサイレント, 71,黛弘人, 0.5, 65,  -2,*  7, 3,  4.4,⑨⑧⑦, 3,15,Ｇモリトブイコｰル, 66,横山和, 0.3, 68,*  1,   5,15,131.2, ②②, 3,16,Ｉリトルゲルダ, 71,中舘英, 0.1, 76,*  5,   4, 1,  3.8,   
 4,11,Ｄココロノスポｰツ, 52,田中博, 0.1, 56,*  5,  -6, 3,  4.8, ①①, 4, 8,Ｅアイティテイオｰ, 69,平野優, 0.6, 67,   0,   2, 9, 54.9,⑤④④, 4, 3,Ｂシゲルドリアン, 71,杉原誠, 0.4, 67,  -7,  11, 4, 11.5, ⑦⑦, 4, 3,Ｐメイショウヒデタダ, 67,川島信, 0.2, 75,   1,   5,10, 21.9,   
 5,13,Ｇシアｰジュ, 49,中舘英, 0.3, 55,*  5,  -9, 1,  4.0, ②②, 5, 1,Ｇオリエンタルコｰル, 67,藤懸貴, 0.8, 61,*  1,  -1, 8, 35.3,②②②, 5, 8,Ｉスズカキングダム, 66,松田大, 0.4, 66,  -1,   5, 5, 12.2, ④③, 5,15,Ｃサンマルヘイロｰ, 77,大野拓, 0.2, 74,   1,   5, 6, 16.9,   
 6, 1,Ｈルザンク, 40,村田一, 0.3, 54,  -4,*  0, 9, 23.9, ⑨⑨, 6, 2,Ｊニホンノチカラ, 64,杉原誠, 1.1, 60,   0,  -2, 2,  3.6,③③③, 6, 2,Ｆゴｰルドエンジュ, 67,大野拓, 0.4, 68,  -8,* 13, 8, 30.0, ⑨⑨, 6, 1,Ｒパワフルラリマｰ, 60,杉原誠, 0.3, 74,   1,   4, 9, 21.0,   
 7, 9,Ｍタサジャラ, 32,勝浦正, 0.6, 50,   0,  -8, 7, 18.8, ⑥⑤, 7, 3,Ｄヤマニンティグル, 69,伊藤工, 1.1, 63,  -2,   3, 5, 20.3,⑦⑨⑨, 7, 6,Ｃワンダｰゴヴェルノ, 70,長岡禎, 0.4, 68,  -4,   9, 6, 19.3, ⑤⑤, 7,12,Ｍリネンパズル, 69,丸山元, 0.3, 72,*  5,   1,13, 27.6,   
 8,14,Ｏミラクルチャンス, 30,西田雄, 0.7, 48,  -8,  -1,15,178.7, ⑫⑫, 8, 7,Ｂヒノモトイチバン, 72,西村太, 1.2, 59,  -3,   3, 7, 32.1,⑩⑩⑩, 8,10,Ｅビッグサンダｰ, 68,嶋田純, 0.7, 64, -12,* 13,11, 45.1, ⑭⑮, 8,11,Ｂアポロノカンザシ, 78,丸田恭, 0.4, 70,*  5,   0, 3,  7.1,   
 9,15,Ｃイケハｰトジョイ, 53,柴山雄, 0.9, 46, -16,*  5, 6, 12.9, ⑮⑮, 9, 6,Ｆヤマニンメダイユ, 68,嶋田純, 1.3, 59,  -2,  -1, 4,  9.1,⑧⑦⑧, 9,14,Ｄヒカルランナｰ, 69,西村太, 0.8, 62, -11,  11, 3,  8.0, ⑬⑬, 9, 9,Ｊニホンピロシュラブ, 71,藤懸貴, 0.4, 72,  -7,*  8, 8, 20.7,   
10, 2,Ｌドヴァラパｰラ, 32,的場勇, 1.0, 45,  -8,  -5,12, 67.4, ⑪⑪,10, 9,Ｉダノンスプリｰム, 64,横山和, 1.9, 56,   0,  -9,10, 89.3,④⑤⑤,10, 1,Ｏツヨシノブルｰム, 61,中井裕, 1.0, 64, -11,   9, 2,  4.1, ⑫⑪,10, 5,Ｏシチリアｰナ, 68,黛弘人, 0.6, 69,  -7,   5,16, 97.0,   
11,16,Ｅハタノゼｰレ, 50,上村洋, 1.0, 44,*  2, -15, 8, 21.6, ④④,,,,,,,,,,,,,11,12,Ｊガッチリガッチリ, 65,菱田裕, 1.2, 60, -11,   8,13, 64.2, ⑮⑭,11,13,Ｅスマｰトムｰビｰ, 74,古川吉, 0.6, 68,*  6,  -4, 5, 10.6,   
12, 4,Ｉナスケンプレアデス, 37,横山和, 1.1, 43, -12,  -2,13, 84.5, ⑬⑬,,,,,,,,,,,,,12, 5,Ａアウトオブオｰダｰ, 74,丸田恭, 1.3, 58,  -8,   4, 1,  2.2, ⑧⑩,12,14,Ｈメロｰクｰミス, 72,宮崎北, 0.6, 68,   1,   0, 7, 17.0,   
13, 8,Ｋテッシン, 34,丹内祐, 1.3, 42,  -2, -14,14,125.2, ⑧⑧,,,,,,,,,,,,,13,11,Ｌテイエムジョニクロ, 64,柴山雄, 1.5, 57,  -4,  -1,12, 60.2, ⑥⑥,13,18,Ｇスタｰゲイジング, 72,西田雄, 0.7, 66,  -2,  -1, 4,  9.9,   
14,12,Ｎコスモアリｰナ, 31,中井裕, 1.5, 38,  -6, -14,10, 44.8, ⑩⑩,,,,,,,,,,,,,14, 7,Ｋシュｰサクオｰ, 64,中舘英, 1.5, 57,  -8,   3, 9, 33.7, ⑪⑧,14,10,Ｎポｰルアックス, 69,柴山雄, 0.7, 66,   1,  -2,12, 26.6,   
15, 5,Ｊマイネルイロンデル, 35,伊藤工, 1.7, 35, -12, -10,11, 67.2, ⑭⑭,,,,,,,,,,,,,15,13,Ｈコウユｰサクラサク, 66,藤懸貴, 1.6, 55,  -8,   2,14, 88.7, ⑩⑫,15, 2,Ａロｰブドヴルｰル, 79,津村明, 0.8, 63,  -2,  -2,15, 60.8,   
16,10,Ｐカンタベリｰサクラ, 24,黛弘人, 2.0, 32, -16, -10,15,178.7, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16, 7,Ｌクリノスレンダｰ, 69,西村太, 0.8, 64,  -6,   1,18,236.4,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 4,Ｋパｰプルタイガｰ, 70,田中博, 0.8, 64,*  6,  -7,14, 43.1,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 8,Ｑマドモアゼルノン, 63,菱田裕, 0.8, 65, -14,*  6,17,171.2,   
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,
"単勝:650円 複勝:03=200円 06=210円 07=220円 枠連:2,190円",,,,,,,,,,,,"単勝:220円 複勝:04=130円 10=270円 05=150円 枠連:1,300円",,,,,,,,,,,,"単勝:2,400円 複勝:09=710円 04=1,010円 15=2,190円 枠連:820円",,,,,,,,,,,,"単勝:450円 複勝:17=180円 06=620円 16=150円 枠連:1,900円",,,,,,,,,,,
"馬連:2,110円 ワイド:03-06=730円 03-07=650円 06-07=510円",,,,,,,,,,,,"馬連:1,510円 ワイド:04-10=600円 04-05=200円 05-10=1,470円",,,,,,,,,,,,"馬連:35,450円 ワイド:04-09=9,350円 09-15=30,980円 04-15=42,610円",,,,,,,,,,,,"馬連:6,030円 ワイド:06-17=1,890円 16-17=350円 06-16=1,350円",,,,,,,,,,,
"馬単:4,470円 3連複:3,670円 3連単:25,240円",,,,,,,,,,,,"馬単:2,500円 3連複:3,150円 3連単:17,140円",,,,,,,,,,,,"馬単:68,700円 3連複:906,770円 3連単:8,488,030円",,,,,,,,,,,,"馬単:11,300円 3連複:5,260円 3連単:43,810円",,,,,,,,,,,
■ 3R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  ダ2500m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 9R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鮫ヶ尾城特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂエｰシンメンフィス, 74,中井裕,, 73,* 10,  -6, 3,  5.4,②①①, 1, 5,Ａファイヤｰ, 80,中舘英,, 79,*  4,* 19, 1,  1.6,①①①, 1,10,Ｋサクラレグナム, 56,伊藤工,, 77,   3,* 12, 6, 14.6,⑥⑥⑥, 1, 8,Ｇオｰシャンビｰナス, 73,丸山元,, 81,   0,* 19, 3,  9.3, ⑬⑬
 2, 4,Ｃディアアプロｰズ, 73,川島信, 0.1, 70,   8,  -2, 1,  3.5,⑨⑤④, 2, 4,Ｇタイセイモンスタｰ, 72,菱田裕, 1.6, 70,*  3,   8, 3,  9.4,④③③, 2, 3,Ｃブリスコｰラ, 73,柴山雄, 0.8, 70,   4,   5, 5,  8.3,③⑤⑤, 2, 4,Ｃインプレザリオ, 77,吉田隼, 0.2, 78,   2,* 13, 2,  4.0, ⑨⑧
 3, 1,Ｄニシノキュアノス, 71,大野拓, 0.1, 70,   5,*  3, 4,  7.7,⑧⑧⑧, 3, 7,Ｂモネロ, 78,古川吉, 1.6, 72,   3,  10, 2,  3.5,⑤④④, 3,11,Ｇシュラ, 66,菱田裕, 0.9, 70,*  5,   2, 4,  8.0,⑧④②, 3, 1,Ｆシャドウバンガｰド, 75,中舘英, 0.2, 79,   3,  10, 1,  2.5, ⑤⑤
 4,12,Ｋスカルラット, 64,平野優, 0.3, 70,*  9,  -7,13, 49.9,⑥②②, 4, 3,Ｈタイソンバロｰズ, 67,勝浦正, 1.9, 69,*  4,   6, 6, 26.3,②②②, 4, 2,Ｄシルクコスモス, 73,宮崎北, 1.2, 70,   1,*  9, 8, 15.2,⑨⑪⑩, 4, 3,Ｋランブイエ, 68,丸田恭, 0.3, 74,*  4,   6, 8, 24.3, ④④
 5, 6,Ｆクリアザウェイ, 69,柴山雄, 0.6, 65,   9,  -8, 5,  9.2,④④③, 5, 6,Ｆウォｰタｰデュｰク, 72,大野拓, 2.1, 72,   2,  12, 5, 22.6,⑧⑦⑦, 5, 7,Ｅピタゴラスコンマ, 69,大野拓, 1.3, 67,*  5,  -1, 1,  2.8,④③④, 5,11,Ｅチャペルプリンセス, 75,柴山雄, 0.4, 76,   2,  10, 9, 24.8, ⑧⑩
 6, 8,Ａスタｰライラック, 76,吉田隼, 0.7, 65,   7,  -4, 2,  4.3,⑤⑥⑥, 6, 8,Ｃエルドラゴン, 74,津村明, 3.5, 61,   2,  -2, 9, 32.7,⑥⑥⑥, 6, 9,Ａベストアンサｰ, 77,杉原誠, 1.4, 67,   2,   4, 9, 24.0,⑪⑨⑨, 6, 5,Ｊアプフェルヴァイン, 69,津村明, 0.6, 71,   3,   3,12, 45.3, ⑥⑥
 7,14,Ｈショウナンガｰデン, 69,丸田恭, 1.3, 63,   3,* -1, 7, 17.1,⑬⑬⑬, 7, 1,Ｄジャストザシｰズン, 73,柴山雄, 3.6, 60,   2,  -3, 4, 16.3,③⑤⑤, 7, 5,Ｆマイネルガネｰシャ, 68,丹内祐, 1.6, 67,   2,   2, 7, 14.9,⑩⑧⑦, 7,13,Ｉフラゴリｰネ, 71,荻野琢, 0.6, 71,   3,   4, 6, 13.5, ⑦⑦
 8, 7,Ｎスピカシチｰ, 59,菱田裕, 1.3, 63,   4,  -4,12, 36.3,⑩⑩⑨, 8, 2,Ｅアカシロｰレル, 72,吉田隼, 4.0, 61,  -1,   4, 7, 29.4,⑨⑨⑨, 8, 8,Ｂトウカイノｰマル, 74,的場勇, 1.6, 67,*  5,  -5, 2,  4.2,②②①, 8, 9,Ｌイクシカナイダロウ, 66,杉原誠, 0.6, 73,*  6,  -2,10, 29.8, ①①
 9, 9,Ｊノｰブルガイア, 65,中舘英, 1.7, 59,   5,  -8,10, 27.9,⑫⑪⑩, 9, 9,Ｉミヤビエスペランサ, 66,杉原誠, 4.1, 58,   1,  -4, 8, 29.6,⑦⑧⑧, 9, 6,Ｈタガノルナリロ, 66,藤懸貴, 1.7, 63,   3,   0,10, 50.1,⑤⑦⑧, 9,12,Ｈリルバイリル, 72,勝浦正, 0.7, 74,   0,  10,11, 30.6, ⑭⑭
10,10,Ｅオｰタムカラｰ, 70,西村太, 1.8, 57,   2,  -6, 6, 16.5,⑪⑫⑫,,,,,,,,,,,,,10, 1,Ｉエｰシンヴンダバｰ, 64,村田一, 2.5, 59,   1,  -4,11, 91.5,⑦⑩⑪,10, 7,Ｄソｰテルヌ, 76,鮫島良, 0.8, 71,   2,   4, 7, 16.8, ⑩⑨
11, 2,Ｉラインキャメロン, 68,村田一, 1.8, 59,   5,  -9, 9, 26.3,⑦⑨⑪,,,,,,,,,,,,,11, 4,Ｊワルトユニヴァｰス, 62,中井裕, 3.9, 54,*  5, -24, 3,  6.9,①①③,11, 2,Ｎセルリアンディンゴ, 61,西田雄, 0.9, 68,   3,  -2,14,208.8, ③③
12,11,Ｍドラゴンソニック, 64,黛弘人, 2.1, 58,   2,  -7,14,108.0,⑭⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,12,14,Ｂコウユｰタイセイ, 82,村田一, 1.0, 70,   0,   4, 4, 11.0, ⑫⑫
13, 3,Ｌサマｰティアラ, 64,勝浦正, 2.9, 53,   6, -21,11, 35.7,③⑦⑦,,,,,,,,,,,,,,,,,,,,,,,,,13,10,Ｍモエレマリｰア, 62,大野拓, 1.1, 65,*  4,  -7,13, 61.4, ②②
14, 5,Ｇゴッドフロｰラ, 69,古川吉, 3.6, 47,   9, -33, 8, 25.7,①③⑤,,,,,,,,,,,,,,,,,,,,,,,,,14, 6,Ａネヴァｰハｰツ, 82,松田大, 1.2, 67,   0,   1, 5, 12.8, ⑪⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
