12年 8月12日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 8月12日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,瀬波温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃヴァンフレｰシュ, 50,吉田豊,, 57,  -5,*  4, 3,  6.4, ⑫⑫, 1,12,Ｂタイセイロｰマン, 73,内田博,, 67,*  7,  -3, 2,  3.5,①①①, 1,14,Ａダノンアｰチスト, 73,岩田康,, 71,  -8,* 19, 1,  1.5,⑩⑧⑧, 1,13,Ａビュｰティｰモズ, 86,松岡正,, 80,*  7,* 13, 2,  7.9,②②②
 2,10,Ｉモグモグパクパク, 43,田中勝, 0.2, 56,  -4,* -1, 5,  9.7, ⑨⑪, 2, 8,Ａプレレフア, 73,池添謙, 0.3, 67,   1,*  7, 3,  5.0,⑩⑨⑨, 2, 6,Ｊキングズクエスト, 56,石橋脩, 0.1, 67,* -4,   7, 8, 34.1,①①①, 2, 1,Ｂシルクエステｰト, 83,池添謙, 0.2, 81,   4,* 18, 3,  9.2,⑩⑨⑨
 3, 9,Ｈグラスソニック, 44,柴田善, 0.2, 57,  -1,* -3, 1,  4.1, ⑦⑦, 3,14,Ｃマイネルソウル, 72,蛯名正, 0.4, 66,*  6,  -4, 1,  2.3,②②②, 3, 9,Ｃヤマニンオルタシア, 67,江田照, 0.2, 66,  -7,  13, 3, 11.0,⑧⑥⑦, 3, 6,Ｆモエレエンデバｰ, 79,田辺裕, 1.1, 73,   5,   7,12, 95.2,⑤⑥③
 4, 4,Ｅレモンチャン, 49,中舘英, 0.3, 58,*  4, -12, 4,  6.8, ①①, 4,11,Ｄキネオスパｰク, 65,大野拓, 0.5, 64,   5,  -1, 4, 10.3,⑥⑤③, 4, 1,Ｆデルマジュロウジン, 58,北村宏, 0.4, 69,  -9,* 17, 6, 18.5,⑬⑩⑩, 4,11,Ｇマルタｰズカイト, 77,木幡初, 1.3, 72,*  6,   4,10, 33.9,④③④
 5,13,Ｌブリリアンシｰ, 40,岩田康, 0.9, 48,   0, -15,11, 33.9, ⑤③, 5, 9,Ｊマイネルレｰサｰ, 57,柴田大, 1.2, 60,   5,  -7, 7, 28.1,⑤⑥⑤, 5,18,Ｇブライトシャドウ, 58,杉原誠, 0.6, 63,  -8,  10, 5, 17.3,⑨⑨⑨, 5, 9,Ｄディアビリｰヴ, 80,内田博, 1.3, 72,   5,   6, 1,  1.9,⑦⑦⑤
 6, 1,Ｆマイネルガブリエル, 45,柴田大, 0.9, 49,  -1, -13, 9, 24.9, ⑥⑧, 6, 1,Ｇダイメイサンデｰ, 60,嘉藤貴, 1.3, 61,   2,  -3, 9, 82.5,⑧⑧⑧, 6, 5,Ｋヤマニンノワゼット, 56,柴田善, 0.7, 61,  -6,   6, 7, 27.2,⑤⑦⑤, 6, 4,Ｈエクセルサス, 76,田中勝, 1.4, 69,   5,   4, 6, 13.8,⑥④⑥
 7, 6,Ｎミッキｰルドラ, 28,松岡正, 1.4, 44,*  1, -23,12, 35.4, ③④, 7,13,Ｅキンラン, 65,安藤勝, 1.4, 60,  -6,* 11, 5, 11.4,⑬⑬⑬, 7,10,Ｄネｰムオブザゲｰム, 62,田中勝, 0.8, 66, -12,* 17, 4, 16.7,⑯⑮⑬, 7, 8,Ｎアントウェルペン, 70,蛯名正, 1.4, 72,*  7,   1, 5, 11.6,①①①
 8,12,Ｇインザチャｰチ, 45,嘉藤貴, 1.5, 45,*  5, -26,10, 26.8, ②②, 8, 6,Ｉリブストロング, 59,武士沢, 1.7, 60,   1,  -2,10,110.3,⑪⑩⑩, 8, 3,Ｅベルウッドワンキｰ, 60,西田雄, 0.8, 58,  -7,   2,12,224.4,⑥④④, 8,14,Ｊグァンタナメラ, 75,柴田善, 1.5, 71,   5,   4, 9, 23.1,⑨⑧⑦
