12年10月14日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年10月14日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1900m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,三年坂特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａワンダｰアベニｰル, 62,和田竜,, 53,* -2,  -4, 1,  1.8, ②②, 1,11, ハドソンシチｰ,---,水口優,, 54,*-12,  -3, 6, 16.3, ②②, 1, 4,Ｃエイコｰンパス, 72,田辺裕,, 72,   3,  14, 4,  6.4,⑨⑧⑧, 1,10,Ａセイルラｰジ, 83,岩田康,, 83,   9,* 15, 2,  3.4, ⑦⑦
 2, 3,Ｃタイムアラウド, 55,国分恭, 0.4, 50,  -4,  -6, 3,  6.5, ④④, 2, 5, サダムコｰテイ,---,内田博, 0.2, 54, -20,*  5, 2,  3.6, ⑩⑩, 2, 7,Ｈキクノエクレｰル, 68,川島信, 0.0, 74,   2,* 16, 3,  5.2,⑩⑪⑩, 2, 1,Ｌカピオラニパレス, 58,田辺裕, 0.2, 80,   6,* 17, 6, 26.4, ⑧⑩
 3, 8,Ｄマキオボｰラｰ, 53,太宰啓, 0.4, 51, -11,*  4, 8, 43.3, ⑩⑩, 3, 1, エｰシンレンジャｰ,---,和田竜, 0.2, 53, -15,  -2, 1,  2.3, ④④, 3, 9,Ｂオｰヴァｰジョイド, 74,佐藤哲, 0.2, 71,   3,  12, 2,  4.8,⑧⑨⑦, 3, 4,Ｅプレミアムブルｰ, 75,幸英明, 0.2, 81,  15,   2, 1,  3.3, ③③
 4, 1,Ｂフミノファルコン, 58,小林徹, 0.6, 50,  -5,  -6, 2,  4.1, ⑦⑧, 4, 2, リオグランデ,---,川田将, 0.4, 50, -15,  -5, 3,  5.2, ⑤⑤, 4,10,Ｅスペシャルザダイヤ, 71,川田将, 0.5, 67,*  6,   3, 5,  6.6,③③③, 4, 3,Ｊアイムヒアｰ, 64,川島信, 0.3, 78,* 19,  -7, 8, 40.4, ①①
 5, 2,Ｇエルフショット, 35,水口優, 0.6, 47,  -7,  -4, 6, 24.3, ⑧⑦, 5, 7, ヤマノレガロ,---,福永祐, 0.5, 50, -17,  -3,10, 54.9, ⑧⑧, 5,11,Ｋワンダｰバライル, 63,水口優, 0.5, 70,   0,* 15,12,193.7,⑫⑫⑫, 5,11,Ｃヴァリアシオン, 79,酒井学, 0.3, 79,  12,   6, 4,  6.0, ⑥⑥
 6, 5,Ｆハロｰヘイロｰ, 36,大野拓, 0.8, 46,  -8,  -4, 9, 92.5, ⑨⑨, 6,12, スズカアドニス,---,酒井学, 0.6, 48, -19,  -3, 9, 42.6, ⑨⑨, 6,12,Ｇラインレグルス, 70,和田竜, 0.8, 66,*  7,  -2, 8, 20.1,①①①, 6, 6,Ｆテキｰラ, 75,国分恭, 0.6, 74,  15,  -2, 7, 35.6, ⑤④
 7, 4,Ｈティマイドリｰム, 35,幸英明, 0.9, 45,* -1, -13, 4,  9.4, ①①, 7, 8, セルリアンプラウド,---,国分優, 0.7, 45, -15,  -9,11,103.8, ③③, 7, 3,Ｌチェスナットバロン, 62,岩田康, 0.9, 66,   4,   3, 9, 36.9,⑥⑤⑤, 7, 8,Ｇメイショウサバト, 74,蛯名正, 0.7, 75,   7,  11, 9, 51.1, ⑨⑪
 8, 7,Ｅディアストライカｰ, 39,内田博, 0.9, 45,  -3, -11, 7, 24.4, ③③, 8,10, ポロタン,---,藤田伸, 0.8, 45, -15,  -9, 7, 26.2, ⑥⑥, 8, 6,Ａベストオブケン, 78,幸英明, 0.9, 66,   5,   2, 7, 11.2,⑤④④, 8,12,Ｂデンコウジュピタｰ, 82,武豊  , 0.8, 74,   8,   6, 3,  3.7, ⑪⑧
