12年12月 2日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年12月 2日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1600m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
12, 3,Ｋアイドクレｰス, 40,津村明, 2.0, 40, -11,  -7,15,239.6,⑫⑬⑭,12, 3, レｰザｰインパクト,,中村将,199.0,,,, 6, 26.8,⑩⑬⑬,12,14,Ｆハクサンレガシｰ, 63,江田照, 1.9, 53,   2,  -8, 8, 31.2, ⑪⑫,12, 9,Ｌユキノハリケｰン, 75,江田照, 1.2, 71,* 24, -25,11, 45.4,②②②
13, 7,Ｐキｰプトライン, 25,田辺裕, 2.2, 37, -12,  -7,13,110.4,⑭⑮⑯,13, 4, インフィニットエア,,金子光,200.3,,,, 3,  8.0,⑥⑫⑫,13,11,Ｋプラティｰヌ, 55,横山典, 1.9, 52,   5, -11, 6, 12.6, ⑧⑨,13, 1,Ｇノｰブルディｰド, 79,蛯名正, 1.2, 72,* 24, -26, 7, 16.2,①①①
14, 9,Ｉリネンナデシコ, 42,村田一, 2.7, 34, -11, -10,16,241.9,⑮⑯⑮,14, 1, ダッシュアキチャン,,鈴木慶,211.2,,,,11,133.7,⑭⑭⑭,14, 5,Ｌマケマケ, 51,田中博, 1.9, 52,   0,  -7,15,141.5, ⑬⑬,14,13,Ｅスピｰドリッパｰ, 80,伊藤工, 1.2, 73,  22, -20, 8, 20.0,⑤⑥⑤
15,16,Ｈノｰブルマｰブル, 45,嶋田純, 4.1, 23,  -8, -31,12,100.0,⑦⑥⑥,,,,,,,,,,,,,15, 3,Ｊランパスキャット, 58,嶋田純, 2.4, 47,   3, -14,12, 47.2, ⑨⑪,15, 4,Ｍマイネルアトラクト, 73,吉田豊, 2.4, 58,  21, -38, 9, 21.8,③⑤⑦
16, 5,Ｍリアンハｰト, 36,江田照, 4.3, 23,  -8, -31,11, 51.3,⑨⑧⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,
"単勝:190円 複勝:08=120円 15=310円 06=420円 枠連:1,180円",,,,,,,,,,,,単勝:160円 複勝:02=110円 05=150円 13=200円 枠連:380円,,,,,,,,,,,,"単勝:8,430円 複勝:01=1,450円 12=150円 13=220円 枠連:7,700円",,,,,,,,,,,,"単勝:720円 複勝:11=270円 07=230円 14=400円 枠連:1,470円",,,,,,,,,,,
"馬連:1,190円 ワイド:08-15=620円 06-08=730円 06-15=2,940円",,,,,,,,,,,,馬連:370円 ワイド:02-05=190円 02-13=310円 05-13=510円,,,,,,,,,,,,"馬連:14,320円 ワイド:01-12=3,520円 01-13=7,210円 12-13=440円",,,,,,,,,,,,"馬連:2,330円 ワイド:07-11=870円 11-14=1,820円 07-14=1,050円",,,,,,,,,,,
"馬単:1,770円 3連複:6,810円 3連単:24,320円",,,,,,,,,,,,"馬単:530円 3連複:1,030円 3連単:2,550円",,,,,,,,,,,,"馬単:44,420円 3連複:23,730円 3連単:311,490円",,,,,,,,,,,,"馬単:5,170円 3連複:10,310円 3連単:51,360円",,,,,,,,,,,
■ 2R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝1600m 3歳上ｵｰﾌﾟﾝ(牝) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,ﾀｰｺｲｽﾞｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｇフルｰツガｰデン, 50,村田一,, 58,*  6,  -9, 8, 26.2, ③③, 1,13, キネオリュウセイ,---,蛯名正,, 58,  -9,  -2, 1,  3.4, ④④, 1,13,Ｆトｰセンナスクラ, 73,大野拓,, 72,   3,* 11, 1,  3.2, ⑪⑪, 1, 2,Ｐサウンドオブハｰト, 73,松岡正,, 88,   8,  11, 1,  4.9,④③③
 2,10,Ｎカワイコチャン, 31,武士沢, 0.2, 52, -13,*  7,14,113.1, ⑭⑬, 2, 5, ショウナンバグｰス,---,田中勝, 0.0, 58,* -3,  -7, 4,  6.3, ①①, 2,15,Ｅジャイアン, 73,石橋脩, 0.2, 73,  10,   3, 5,  7.5, ⑤④, 2,15,Ｌオメガハｰトランド, 79,田辺裕, 0.2, 86,   4,  16,16, 67.8,⑫⑬⑬
 3, 4,Ｆナルミチャン, 51,北村宏, 0.4, 53,   3, -10, 2,  4.3, ⑤④, 3,11, フウコウメイビ,---,田辺裕, 0.3, 54,* -7,  -7, 2,  3.7, ②②, 3,14,Ａフランキンセンス, 81,江田照, 0.2, 71,   6,   6, 3,  6.6, ⑧⑩, 3, 7,Ｅアミカブルナンバｰ, 85,柴田善, 0.2, 82,   7,   8, 2,  5.2,③④④
 4, 9,Ｃビｰナストリック, 55,木幡初, 0.4, 53,   3, -10, 4,  5.3, ⑥⑥, 4,14, セトノブロッサム,---,石橋脩, 0.4, 53, -18,*  2, 7, 30.5, ⑨⑦, 4, 8,Ｍジアッロ, 56,田中勝, 0.3, 68,   1,*  9,11, 76.3, ⑬⑬, 4,14,Ｊトｰセンベニザクラ, 81,横山典, 0.3, 83,   5,  13, 5,  8.0,⑪⑩⑨
 5,16,Ｏプリティｰキャロル, 23,伊藤工, 0.5, 53,   5, -13,13,101.8, ④⑤, 5, 4, デルマスナカケババ,---,北村宏, 0.5, 51, -18,*  1, 6, 16.0, ⑧⑨, 5, 5,Ｇデプロマトウショウ, 71,蛯名正, 0.3, 71,   7,   5, 4,  7.4, ⑦⑦, 5, 3,Ｂレディアルバロｰザ, 88,大野拓, 0.3, 81,   7,   8,10, 24.6,⑤⑥⑤
 6, 5,Ｄコウヨウエンプレス, 54,江田照, 0.6, 53,*  7, -16, 3,  5.2, ①①, 6, 2, アクアライナｰ,---,木幡初, 0.7, 49,  -8, -11, 8, 39.8, ③③, 6, 3,Ｄシルクミライ, 74,北村宏, 0.3, 70,   7,   4, 6, 10.8, ⑥⑥, 6,12,Ｄパワｰスポット, 86,田中博, 0.3, 87,  -1,* 22,15, 60.4,⑯⑯⑮
 7,14,Ｂスワンソング, 56,横山典, 0.8, 45,  -9,* -2, 5,  8.4, ⑫⑫, 7, 1, シュナップス,---,吉田豊, 0.8, 48, -11,  -9, 3,  4.9, ⑤⑤, 7, 9,Ｌクレバｰアポロ, 60,田辺裕, 0.5, 68,   5,   4,12, 88.2, ⑨⑨, 7, 9,Ｉミッドサマｰフェア, 81,蛯名正, 0.3, 86,   1,* 18, 3,  6.5,⑮⑮⑯
 8,13,Ｊアグネスパｰラｰ, 41,三浦皇, 1.4, 43,  -2, -15,11, 97.8, ⑨⑨, 8,12, ハイパｰジュエル,---,嶋田純, 1.4, 41, -16, -12,12, 67.1, ⑦⑥, 8, 6,Ｉソｰラｰインパルス, 65,横山典, 0.6, 65,   2,   6, 8, 16.0, ⑫⑫, 8,16,Ｍアイスフォｰリス, 77,津村明, 0.3, 83,   5,  12,11, 27.5,⑨⑪⑫
 9,11,Ｈベルモントラヴ, 48,柴田善, 1.5, 44,*  7, -23, 7, 23.1, ②②, 9, 8, メモリアルメイト,---,松岡正, 1.6, 38, -11, -20, 5,  8.9, ⑥⑧, 9, 7,Ｃコスモイルダｰナ, 76,柴田大, 0.6, 66,   3,   5, 2,  5.6, ⑩⑧, 9, 6,Ｋダイワズｰム, 80,北村宏, 0.4, 80,   6,   8, 9, 20.5,⑧⑦⑧
10, 2,Ｉカカアデンカ, 42,石橋脩, 1.6, 41, -17,* -2,10, 74.4, ⑯⑯,10, 7, オトヒメノデンエン,---,柴田大, 1.6, 40, -22,  -7,11, 58.8, ⑩⑩,10,12,Ｂビッグヒｰロｰ, 77,嶋田純, 1.1, 64,* 11,  -7, 7, 13.2, ③②,10,13,Ｃクッカｰニャ, 86,吉田豊, 0.4, 81,   5,  10, 4,  7.8,⑦⑨⑩
11,15,Ｌランギョク, 34,大野拓, 1.7, 41,   2, -21,12, 98.8, ⑦⑦,11,10, マインユアｰズ,---,江田照, 2.1, 30, -32,  -6,10, 53.4, ⑪⑪,11, 1,Ｎナムラシンシン, 56,武士沢, 1.3, 61,  -1,   4,13, 96.4, ⑮⑭,11, 5,Ｆギンザボナンザ, 84,古川吉, 0.4, 83,   2,  15, 7, 11.6,⑬⑭⑭
12, 3,Ｅハイラブソング, 53,蛯名正, 1.7, 40,  -1, -18, 9, 37.2, ⑧⑧,12, 9, カグｰ,---,柴田善, 2.4, 29, -37,  -3, 9, 46.2, ⑫⑫,12,10,Ｈミシックトウショウ, 70,古川吉, 2.1, 57,* 12, -15,10, 29.2, ②①,12, 4,Ａクィｰンズバｰン, 89,三浦皇, 0.4, 80,*  9,   3, 6, 11.4,②②②
13, 7,Ｐクレバｰジョｰイ, 22,田辺裕, 2.4, 34,  -4, -21, 6, 12.4, ⑪⑪,13, 3, クリスフォンテン,---,大野拓, 2.6, 24, -46,*  1,14,136.8, ⑬⑬,13, 4,Ｋデルマクリシュナ, 62,嘉藤貴, 2.7, 50,* 10, -20,14,188.7, ④⑤,13,11,Ｇアニメイトバイオ, 84,江田照, 0.5, 80,   3,  11,12, 30.2,⑭⑫⑪
14, 8,Ａアスカブランシュ, 60,嶋田純, 2.6, 31,  -9, -19, 1,  3.6, ⑬⑭,14, 6, ロックザパｰティ,---,伊藤工, 2.9, 21, -50,*  1,13, 70.9, ⑭⑭,14,11,Ｊバグダッドカフェ, 65,松岡正, 2.9, 45,   1, -13, 9, 24.1, ⑭⑮,14, 1,Ｈチャｰムポット, 83,石橋脩, 0.6, 79,   5,   7,13, 36.3,⑩⑧⑦
15, 1,Ｋミヤビビスカ, 35,田中勝, 3.3, 28, -17, -17,15,180.3, ⑮⑮,,,,,,,,,,,,,15, 2,Ｏエリｰゼ, 51,村田一, 4.0, 40,* 12, -32,15,242.3, ①③,15, 8,Ｎカトルズリップス, 76,木幡初, 0.9, 72,* 10,  -6,14, 59.3,①①①
16, 6,Ｍヤマタケハｰディ, 32,古川吉, 3.7, 23,  -4, -33,16,288.0, ⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｏマイネエポナ, 74,柴田大, 1.1, 72,   7,  -5, 8, 20.3,⑥⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:0),,,,,,,,,,,
"単勝:2,620円 複勝:12=500円 10=1,550円 04=200円 枠連:2,110円",,,,,,,,,,,,"単勝:340円 複勝:13=150円 05=180円 11=150円 枠連:1,210円",,,,,,,,,,,,単勝:320円 複勝:13=140円 15=260円 14=220円 枠連:460円,,,,,,,,,,,,"単勝:490円 複勝:02=190円 15=1,440円 07=200円 枠連:4,330円",,,,,,,,,,,
"馬連:78,040円 ワイド:10-12=11,820円 04-12=1,730円 04-10=3,960円",,,,,,,,,,,,"馬連:1,360円 ワイド:05-13=530円 11-13=310円 05-11=420円",,,,,,,,,,,,"馬連:1,380円 ワイド:13-15=550円 13-14=430円 14-15=760円",,,,,,,,,,,,"馬連:24,010円 ワイド:02-15=6,130円 02-07=680円 07-15=6,680円",,,,,,,,,,,
"馬単:136,820円 3連複:121,230円 3連単:1,335,370円",,,,,,,,,,,,"馬単:2,560円 3連複:1,420円 3連単:9,670円",,,,,,,,,,,,"馬単:2,250円 3連複:1,890円 3連単:10,460円",,,,,,,,,,,,"馬単:41,390円 3連複:54,730円 3連単:371,130円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 6R  ダ1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝2500m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,霞ヶ浦特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂモンテエベレスト, 59,柴田善,, 54,*-14,  -1, 1,  1.6,①①①, 1,11, ロバｰストナカヤマ,---,田辺裕,, 56,* -3,* -5, 2,  3.8,③③②, 1, 4,Ｏアドマイヤジャガｰ, 72,田中勝,, 80,* 10,  11,11, 92.3,①①①, 1, 2,Ｆサトノシュレン, 79,三浦皇,, 87,   8,  14, 2,  3.6,④④④
 2,15,Ｆトｰホウギルス, 51,蛯名正, 0.3, 57, -18,*  6, 6, 16.0,⑪⑪⑦, 2, 2, トｰセンツリｰ,---,江田照, 1.7, 45,* -1, -19, 3,  4.6,①①①, 2,11,Ｈラヴィアンクレｰル, 79,津村明, 0.0, 84,*  9,  13, 5, 16.0,②②②, 2, 1,Ｇロジダンス, 79,柴田善, 0.3, 85,   7,  15, 3,  6.4,⑤⑤⑤
 3, 2,Ｊトウカイフェスタ, 41,嶋田純, 0.4, 52, -17,  -1, 5, 10.7,④⑤⑥, 3, 3, エアセノｰテ,---,横山典, 1.9, 42,* -3, -20, 1,  2.8,②②③, 3, 1,Ｃヤマタケディガｰ, 82,三浦皇, 0.3, 82,   4,* 19, 7, 16.1,⑬⑬⑨, 3, 4,Ｂマイネルメダリスト, 80,蛯名正, 0.7, 82,   6,  14, 1,  2.6,⑥⑥⑥
 4, 7,Ｅマイネルジェイド, 51,柴田大, 0.6, 55, -19,*  3, 3, 10.2,⑨⑩⑪, 4, 9, クロノマン,---,嶋田純, 2.1, 43,  -7, -13,11, 72.5,⑩⑪⑨, 4, 9,Ｂタイセイスティング, 83,蛯名正, 0.4, 80,   6,* 14, 3,  4.5,⑤⑦⑦, 4,11,Ｈポｰルアックス, 78,北村宏, 1.0, 72,* 13, -19, 6, 12.6,①①①
 5,10,Ｐナスシュウホウ, 23,吉田豊, 0.6, 50, -18,  -1,10, 94.2,⑦⑦⑧, 5, 6, ガイディングライト,---,三浦皇, 2.1, 42,  -3, -20, 6, 13.8,⑥⑤④, 5, 6,Ｊイｰグルカザン, 78,吉田豊, 0.7, 77,   6,  11, 6, 16.0,⑦⑥④, 5,12,Ｄニシノボレロ, 80,江田照, 1.1, 81,   3,* 18, 5, 11.9,⑦⑦⑦
 6,12,Ａベストフォンテン, 62,江田照, 0.7, 45,*-14, -10, 4, 10.3,②②②, 6, 5, スイｰトクラウン,---,松岡正, 2.5, 40,  -6, -19, 5, 13.6,⑧⑩⑪, 6,16,Ａタナトス, 86,松岡正, 1.0, 75,   7,   8, 2,  3.5,⑥⑤⑥, 6, 8,Ｋニシキホマレ, 77,嶋田純, 1.1, 72,* 13, -18, 8, 26.8,②②②
 7, 6,Ｄマイネルミラノ, 55,大野拓, 0.9, 51, -21,*  3, 2,  8.6,⑬⑭⑬, 7, 8, トｰセンカラヤン,---,大野拓, 2.6, 39,  -5, -21, 9, 28.7,⑨⑨⑥, 7,13,Ｆサクラレグナム, 80,伊藤工, 1.2, 73,   6,   6, 1,  3.0,⑧⑧⑧, 7, 6,Ｅトｰセンペトリュス, 80,大野拓, 1.3, 81,   0,* 22, 9, 36.7,⑪⑪⑫
 8, 9,Ｃギンザブルｰスタｰ, 57,古川吉, 0.9, 52, -20,*  4, 7, 17.9,⑭⑮⑭, 8,10, ロｰドピス,---,田中勝, 3.0, 36,  -5, -24, 4, 12.6,⑦⑧⑧, 8, 2,Ｇニットウビクトリｰ, 80,柴田善, 1.2, 74,   5,  11, 4,  9.0,⑪⑪⑩, 8, 9,Ｊスズカスコｰピオン, 77,松岡正, 1.3, 73,* 12, -16,10, 44.1,③③③
 9,13,Ｌグラスリｰド, 40,津村明, 1.0, 47, -18,  -5,11,129.1,⑩⑨⑨, 9, 1, ティアップロｰジズ,---,石橋脩, 3.2, 37,* -2, -30,10, 29.2,⑪④⑤, 9, 3,Ｄトルバドゥｰル, 81,田辺裕, 1.2, 73,   8,   4, 8, 25.3,④④③, 9, 3,Ｃシンボリロｰレンス, 80,木幡初, 1.4, 80,   2,* 18,11, 61.7,⑨⑩⑪
10, 1,Ｑボンジュｰルリリｰ, 23,石橋脩, 1.1, 50, -21,   0,14,188.7,⑰⑬⑮,10, 4, コスモアドミラル,---,柴田大, 4.7, 27,  -4, -40, 8, 21.7,⑤⑥⑦,10, 8,Ｎフレンドワン, 73,村田一, 1.3, 75,   3,  13,14,197.7,⑮⑮⑭,10, 5,Ｉブライトボｰイ, 78,吉田豊, 1.5, 78,   2,  15, 7, 16.3,⑩⑨⑧
11, 5,Ｇシゲルオオイヌザ, 49,田中勝, 1.2, 50, -22,*  3,12,132.8,⑯⑰⑰,11, 7, ベルモントジョｰイ,---,津村明, 5.3, 27,  -4, -45, 7, 15.7,④⑦⑩,11,14,Ｍケイアイエレガント, 74,大野拓, 1.5, 73,   3,  10,13,126.6,⑭⑭⑬,11, 7,Ｌロｰドアイアン, 72,田辺裕, 1.5, 78,   2,  14,12, 62.4,⑧⑧⑨
12,16,Ｈクリアビュｰ, 49,嘉藤貴, 1.2, 42, -17, -12, 8, 39.5,⑥⑥⑤,,,,,,,,,,,,,12, 7,Ｋコスモナダル, 78,柴田大, 1.6, 72,   6,   6,15,287.2,⑩⑨⑪,12,10,Ａグレｰトマｰシャル, 84,古川吉, 1.9, 75,   0,  12, 4, 10.3,⑫⑫⑩
13, 4,Ｋサマｰカエラ, 40,北村宏, 1.3, 45, -19,  -5, 9, 41.5,⑫⑫⑫,,,,,,,,,,,,,13,12,Ｌテンゲントッパ, 77,古川吉, 1.7, 73,   5,   7,10, 85.5,⑫⑫⑫,,,,,,,,,,,,
14, 3,Ｉナゲットシｰニュ, 43,田辺裕, 1.5, 45, -22,  -2,13,178.3,⑮⑯⑯,,,,,,,,,,,,,14,10,Ｉハリマノワタリドリ, 78,石橋脩, 1.9, 73,   2,  10,12,110.6,⑯⑯⑮,,,,,,,,,,,,
15, 8,Ｎラグｰン, 36,村田一, 1.6, 36,*-15, -19,15,230.8,③③③,,,,,,,,,,,,,15,15,Ｐロトスカイブルｰ, 72,武士沢, 5.0, 49,*  9, -29,16,299.5,③③⑤,,,,,,,,,,,,
16,17,Ｍケイツｰネイト, 39,武士沢, 1.9, 35,*-14, -23,17,309.7,⑤④④,,,,,,,,,,,,,16, 5,Ｅアｰスガルド, 80,北村宏, 8.8, 28,   4, -53, 9, 40.1,⑨⑩⑯,,,,,,,,,,,,
17,14,Ｏテイケイファイン, 32,伊藤工, 2.3, 30, -18, -25,16,283.7,⑧⑧⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
