12年10月28日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年10月28日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,雨飾山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｄレッドマニッシュ, 47,丸田恭,, 59, -12,* 11, 3,  5.0, ⑭⑮, 1, 8,Ｂゴｰルドロジャｰ, 77,的場勇,, 79,*  0,* 18, 2,  3.4,②②②, 1,13,Ｊノボピュアリティ, 62,原田和,, 72,*  3,* 10,15,176.0, ①①, 1,12,Ｊタガノレイヨネ, 69,中舘英,, 74,*  6,  10, 3,  6.7,①①①
 2,15,Ｊシナンジュ, 42,古川吉, 0.2, 57, -11,*  5, 6, 14.3, ⑫⑫, 2, 7,Ｄエリモサプライズ, 72,松田大, 0.0, 74,  -1,* 19, 5, 11.1,③③③, 2,10,Ｈツルオカハチマン, 65,荻野琢, 0.7, 66,  -7,* 14, 5,  9.0, ⑬⑪, 2, 8,Ｄサンライズトゥルｰ, 73,松山弘, 0.0, 75,   3,  19, 2,  5.0,⑥⑤⑥
 3, 5,Ｌファｰマブライド, 37,荻野琢, 0.5, 53, -13,*  5,12, 67.3, ⑬⑬, 3, 5,Ｃサダルメリク, 73,古川吉, 0.4, 72,*  0,  13, 4,  7.5,①①①, 3, 8,Ｌメイショウヒメユリ, 60,平野優, 0.7, 68,  -1,   9,10, 63.1, ⑥⑤, 3,11,Ａアドマイヤバラｰド, 76,吉田隼, 0.2, 75,   2,* 20, 1,  1.9,⑨⑧⑨
 4,11,Ｏビｰナストリック, 33,木幡初, 0.5, 52,  -9,  -1, 5, 13.3, ⑪⑪, 4, 3,Ｅトｰセンケイトゥｰ, 70,菱田裕, 1.1, 70,  -4,  16, 3,  7.2,⑩⑨⑦, 4,11,Ｂシャトルアップ, 73,杉原誠, 0.9, 64,*  1,   4, 3,  5.8, ③③, 4, 7,Ｂフレｰジャパン, 73,丸山元, 0.3, 75,   2,* 20, 4, 10.7,⑩⑩⑪
 5,10,Ｂシュンシャイン, 51,中井裕, 0.6, 51, -12,   0, 4,  6.8, ⑮⑭, 5, 1,Ａサトノオｰランド, 77,杉原誠, 1.9, 62,  -2,   5, 1,  2.2,④④④, 5,12,Ｆミヤジガンバレ, 65,中井裕, 0.9, 66,*  1,   4, 4,  8.7, ④④, 5,13,Ｌオｰルタｰゲット, 67,松田大, 0.3, 72,*  6,   9,10, 49.7,②②②
 6,16,Ａカｰヴィシャス, 53,柴山雄, 0.6, 50,  -9,  -4, 1,  4.0, ⑩⑦, 6, 2,Ｇシンクヴェトリル, 64,松山弘, 2.5, 61,  -6,   8, 7, 34.9,⑦⑩⑩, 6, 4,Ａガｰルズストｰリｰ, 77,水口優, 1.2, 62,*  2,   2, 1,  2.8, ②②, 6,10,Ｉカンタベリｰナイト, 69,西田雄, 0.7, 73,   1,* 20,11, 54.4,⑫⑭⑬
 7, 7,Ｃディアラブクイｰン, 48,勝浦正, 0.7, 48,  -9,  -6, 8, 15.4, ⑤⑥, 7, 4,Ｆアムｰルクエスト, 67,西田雄, 2.5, 59,  -4,   4, 9,112.2,⑧⑦⑧, 7,14,Ｇハルシュタット, 65,菱田裕, 1.5, 59,   1,   0, 7, 17.0, ⑤⑥, 7, 1,Ｇラスカルトップ, 71,上村洋, 0.7, 69,   3,  11, 7, 28.4,⑦⑦⑦
 8, 8,Ｅアルマアダｰラ, 45,西村太, 0.8, 49, -10,  -4, 9, 16.2, ⑧⑨, 8, 6,Ｈセイカペガサス, 59,伊藤工, 2.6, 59,  -2,   1,10,134.0,⑥⑥⑤, 8, 2,Ｉアップタｰン, 65,山崎亮, 1.6, 58,  -9,   8,11, 83.8, ⑭⑭, 8,14,Ｈカシマパフュｰム, 70,中谷雄, 0.9, 71,   2,  14,13,112.8,⑪⑫⑫
