12年 9月15日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 9月15日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浦安特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａコンプリｰトゲｰム, 45,田辺裕,, 48,   0,* -9, 3,  5.8,④④③, 1, 1,Ｅマグメル, 57,内田博,, 65,   1,*  4, 2,  3.2,⑦⑧⑤, 1,11,Ｋイルポスティｰノ, 67,田辺裕,, 69,*  7,   7, 1,  4.1,①①①, 1, 1,Ｃカフェシュプリｰム, 77,柴田善,, 79,*  1,* 15, 2,  2.8, ①①
 2, 2,Ｉパルトゥｰラ, 33,中舘英, 0.3, 46,   0,* -9, 9, 51.8,⑩⑧⑤, 2, 7,Ｄグリｰンパキラ, 58,杉原誠, 0.7, 59,   1,* -4, 8, 45.1,⑩⑦⑥, 2, 6,Ｉモネロ, 68,武士沢, 0.2, 73,   4,* 16, 2,  6.1,⑮⑮⑨, 2,13,Ａインディｰズゲｰム, 85,田中勝, 0.8, 72,  -3,  12, 1,  1.9, ⑥⑤
 3, 4,Ｄタニセンダイナスト, 42,石橋脩, 0.4, 47,*  2, -14, 2,  3.7,①①①, 3,13,Ａウォｰタｰフォｰド, 67,江田照, 0.7, 58,*  3,  -7, 3,  3.3,③③②, 3,12,Ｇヤマニンミミック, 69,横山典, 0.4, 69,   5,   9, 6,  9.7,⑤⑦⑤, 3,11,Ｍウィルパワｰ, 70,松岡正, 0.9, 72,* -1,   9, 3, 12.4, ③③
 4, 1,Ｈタカネナデシコ, 38,柴山雄, 1.0, 42,  -1, -12, 8, 28.4,⑫⑩⑦, 4, 8,Ｆエンギロティタ, 55,松岡正, 1.0, 57,   1,  -5, 7, 22.5,⑯⑨⑦, 4, 7,Ｊトｰセンセカイオｰ, 67,中舘英, 0.6, 65,*  7,   2, 4,  6.4,②②②, 4, 8,Ｅケイアイクライム, 76,吉田豊, 0.9, 71,  -5,  12, 7, 25.9, ⑩⑧
 5, 7,Ｅステラジアン, 41,大庭和, 1.0, 44,  -1, -14, 1,  3.2,③⑥⑧, 5, 9,Ｌコノハチャン, 49,中舘英, 1.3, 55,*  3, -11, 5, 19.0,②②③, 5, 9,Ｄアカシロｰレル, 71,柴田善, 0.8, 65,*  7,   0,11, 43.9,⑫③③, 5,12,Ｐアグネスレイザｰ, 57,北村宏, 1.0, 70,*  0,   7,14,192.8, ②②
 6, 5,Ｋアキレスバイオ, 26,江田照, 1.3, 39,   0, -19, 6, 13.1,⑧⑤⑥, 6, 6,Ｐスカイジュエル, 36,丸田恭, 1.4, 52,*  4, -14,11, 67.2,①①①, 6, 2,Ｌゲバラ, 62,松岡正, 0.8, 66,   6,   4,15, 66.4,④④④, 6, 2,Ｄワンモアジョｰ, 76,田辺裕, 1.2, 69,  -5,  10, 6, 24.0, ⑧⑥
 7, 3,Ｆブリリアンシｰ, 40,蛯名正, 1.6, 39,*  1, -22, 5,  7.5,⑤③④, 7,11,Ｂサトノフロンティア, 61,蛯名正, 1.5, 55,   0,  -8, 1,  3.1,⑧⑩⑪, 7, 1,Ｈマイネルティンラン, 68,柴田大, 0.8, 68,   4,  10,12, 50.2,⑨⑫⑦, 7, 5,Ｂサトノデｰトナ, 78,蛯名正, 1.2, 69, -10,* 15, 4, 14.3, ⑯⑯
 8,13,Ｌセイウンコダシ, 26,村田一, 1.8, 38,  -3, -17,11, 77.5,⑬⑪⑩, 8, 3,Ｃグリｰンヴォルト, 59,武士沢, 1.6, 56,  -1,  -5,12, 72.0,⑫⑭⑭, 8, 8,Ｂシベリアンファクト, 74,田中勝, 0.8, 67,   5,   8, 3,  6.1,⑪⑨⑫, 8, 3,Ｈキンシザイル, 75,吉田隼, 1.4, 66,  -8,  11, 8, 41.6, ⑬⑬
 9,12,Ｃディアバイブル, 42,木幡初, 1.9, 35,*  1, -26, 4,  6.4,②②②, 9,14,Ｋトウカイチェッカｰ, 49,岩部純, 1.7, 53,   2, -12,10, 53.2,⑥⑤④, 9,13,Ｃジャストザシｰズン, 73,石橋脩, 1.0, 65,   6,   2, 8, 21.7,⑭⑥⑥, 9, 6,Ｊギガワット, 73,丸山元, 1.5, 66,  -2,   4,13,152.6, ④④
10,11,Ｂデルマベム, 44,西田雄, 2.0, 37,   0, -23,13,145.5,⑥⑦⑨,10,12,Ｇクリノケンカヨツ, 54,丸山元, 2.4, 50,   0, -13,13,143.0,⑨⑬⑬,10, 4,Ａヴェイロン, 77,三浦皇, 1.2, 66,   4,   8, 5,  7.3,⑬⑭⑭,10,16,Ｇディアマンボウ, 75,勝浦正, 1.6, 65,  -3,   4,11, 76.7, ⑦⑨
