12年 7月21日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 7月21日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,香嵐渓特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａバルタザｰル, 65,佐藤哲,, 48,* -6,  -8, 3,  5.0, ②②, 1, 8, シンワカントリｰ,,難波剛,,,,, 4,  6.6,①①①, 1, 3,Ａクリビツテンギョ, 66,武豊  ,, 67,  -6,* 14, 5, 10.5,⑪⑪⑧, 1,14,Ｂモズベラベラ, 83,小牧太,, 80,   6,* 13, 3,  5.6, ⑧⑥
 2, 5,Ｃアメｰジングタクト, 59,国分恭, 0.2, 46, -14,* -1, 2,  3.7, ⑩⑩, 2, 6, クレバｰウエスタン,,植野貴,203.8,,,, 2,  3.4,⑤③②, 2,13,Ｊアイファｰファルコ, 58,藤懸貴, 0.0, 65,* -2,   6,12, 54.4,①①①, 2,12,Ａウォｰタｰルルド, 86,酒井学, 0.3, 78,   5,  12, 2,  3.2, ⑩⑩
 3,12,Ｌバルトロメオ, 33,北村友, 0.2, 47, -11,* -4, 4, 17.7, ⑦⑦, 3, 7, オンワｰドアマンド,,小坂忠,204.8,,,, 8, 64.3,⑥⑥⑤, 3, 9,Ｉカｰバ, 58,北村友, 0.1, 64,  -5,*  9, 7, 18.0,③③③, 3, 1,Ｍビレッジペガサス, 73,藤岡康, 0.5, 76,   6,   9, 6, 19.9, ⑨⑧
 4, 9,Ｐアスタｰキング, 23,幸英明, 0.3, 46,* -5, -11, 8, 25.0, ①①, 4, 5, キンショｰオトヒメ,,中村将,205.2,,,, 5, 14.9,②④④, 4,11,Ｆアシュヴィン, 61,佐藤哲, 0.4, 65,  -7,* 12, 2,  3.6,⑬⑬⑬, 4,11,Ｌカシノインカロｰズ, 74,渡辺薫, 0.5, 78,   0,* 15,10, 43.9, ⑯⑯
 5,11,Ｂララガニエ, 62,和田竜, 0.4, 45,* -6, -11, 1,  2.3, ③③, 5,12, シゲルハッサク,,森一馬,205.3,,,,10,102.6,⑫⑩⑩, 5, 4,Ｅメトロファルコン, 61,幸英明, 0.6, 61,  -5,   3, 3,  6.2,⑤⑥④, 5, 8,Ｃナリタスプリング, 80,高倉稜, 0.7, 74,   0,* 13, 7, 22.7, ⑮⑮
 6,15,Ｅハギノグラミｰ, 49,小牧太, 1.0, 40,  -8, -14, 5, 18.4, ⑥⑥, 6,10, フレッドバロｰズ,,林満明,207.8,,,, 1,  2.3,③②③, 6,12,Ｄレッドプレイヤｰ, 62,浜中俊, 1.1, 55,  -6,  -1, 1,  3.6,⑧⑨⑩, 6,10,Ｋリｰプオブフェイス, 74,藤岡佑, 0.7, 75,   3,  11, 8, 33.8, ⑭⑭
 7, 8,Ｄホッコｰジョイフル, 56,飯田祐, 1.1, 38, -13, -10,10, 37.7, ⑪⑨, 7, 4, ピエナセレブ,,今村康,209.3,,,, 9, 65.6,⑧⑧⑧, 7,10,Ｌクリフパレス, 53,酒井学, 1.1, 55,  -8,   2, 4,  7.2,⑭⑭⑭, 7, 9,Ｈマイユクｰル, 75,北村友, 0.8, 75,   3,  10, 5, 13.1, ⑬⑬
 8, 1,Ｊシゲルウオザ, 33,国分優, 1.4, 35, -18,  -9, 7, 21.1, ⑬⑬, 8, 9, モエレマジックマン,,大江原,210.1,,,, 6, 18.2,⑩⑨⑨, 8, 7,Ｋアラタマユニバｰス, 57,小牧太, 1.2, 56,  -6,  -1,11, 37.6,⑩⑩⑫, 8, 7,Ｎカリスマアキラ, 73,幸英明, 1.0, 72,   7,   3,11, 58.0, ⑤⑤
 9, 2,Ｎフェブアクティヴ, 30,高倉稜, 1.4, 35, -13, -13,11, 96.4, ⑨⑪, 9, 2, タｰニングポイント,,高野和,211.2,,,, 3,  5.8,⑦⑤⑥, 9, 5,Ｎエｰルビスティｰ, 38,川須栄, 1.2, 55,  -9,   3, 8, 19.7,⑮⑮⑮, 9, 5,Ｐベネラ, 72,熊沢重, 1.1, 72,* 11,  -3,15,192.7, ①①
10,10,Ｈサワヤカハンサム, 35,花田大, 1.5, 35, -15, -12, 9, 30.2, ⑫⑫,10, 1, シャコｰムサシ,,北沢伸,213.0,,,, 7, 47.5,⑪⑫⑪,10, 8,Ｃアドマイヤシルク, 62,高倉稜, 1.3, 54,  -6,  -3, 9, 25.8,⑫⑫⑪,10, 3,Ｅネオザウイナｰ, 79,浜中俊, 1.1, 71,   8,  -1, 1,  3.1, ③③
11,16,Ｋシゲルオヒツジザ, 33,中井裕, 1.7, 33, -11, -18,12,111.9, ⑧⑧,11, 3, スマｰトスパｰクル,,高嶋活,216.7,,,,11,121.4,④⑦⑦,11, 1,Ｈヴァンヘルシング, 59,和田竜, 1.5, 53,  -6,  -6, 6, 17.1,⑨⑧⑨,11,16,Ｄフレイムヘイロｰ, 79,和田竜, 1.2, 70,   9,   0, 4,  8.5, ④④
12, 3,Ｉシゲルラシンバンザ, 34,松山弘, 2.1, 29,  -7, -25,15,178.7, ④④,12,11, アイファｰマｰチス,,田村太,219.1,,,,12,136.0,⑨⑪⑫,12, 6,Ｂコスモヒｰル, 64,松山弘, 2.2, 42,  -5, -18,10, 28.5,⑦⑦⑥,12, 2,Ｏキンショｰダンデｰ, 72,鮫島良, 1.3, 71,   2,   7,16,278.7, ⑫⑫
13, 4,Ｍブラックユニバンス, 30,藤懸貴, 2.2, 27, -22, -12,13,148.8, ⑮⑮,,,,,,,,,,,,,13,14,Ｍラメｰル, 42,国分優, 2.5, 40,* -2, -29,15,222.5,②②②,13, 4,Ｆナイジェラ, 76,武豊  , 2.3, 61,* 10, -13, 9, 38.7, ②②
14, 6,Ｇタカノヒｰロｰ, 37,酒井学, 2.4, 26, -27,  -8, 6, 18.6, ⑯⑯,,,,,,,,,,,,,14, 2,Ｏシゲルブンタン, -1,国分恭, 2.8, 38,  -5, -26,14,181.6,⑥⑤⑤,14,13,Ｉピサライコネン, 75,川須栄, 2.4, 61,   5,  -7,14,111.7, ⑪⑪
15, 7,Ｏトップハｰレｰ, 30,川須栄, 2.6, 25, -18, -19,14,178.2, ⑭⑭,,,,,,,,,,,,,15,15,Ｇカネトシロバスト, 60,中井裕, 2.8, 38,  -5, -26,13,133.1,④④⑦,15,15,Ｊロｰレルボルケｰノ, 75,佐藤哲, 3.3, 52,   6, -18,13, 62.8, ⑦⑨
16,13,Ｆマキオプレジデント, 46,鮫島良, 2.7, 24,  -9, -29,16,219.8, ⑤⑤,,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｇエアインシャラｰ, 76,松山弘, 3.8, 48,   7, -22,12, 62.4, ⑥⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:重(指数:-2),,,,,,,,,,,
単勝:500円 複勝:14=180円 05=170円 12=400円 枠連:800円,,,,,,,,,,,,"単勝:660円 複勝:08=190円 06=160円 07=1,330円 枠連:780円",,,,,,,,,,,,"単勝:1,050円 複勝:03=310円 13=1,510円 09=540円 枠連:1,890円",,,,,,,,,,,,単勝:560円 複勝:14=190円 12=140円 01=430円 枠連:940円,,,,,,,,,,,
"馬連:1,100円 ワイド:05-14=510円 12-14=1,670円 05-12=1,490円",,,,,,,,,,,,"馬連:970円 ワイド:06-08=420円 07-08=2,870円 06-07=2,370円",,,,,,,,,,,,"馬連:24,370円 ワイド:03-13=6,090円 03-09=1,340円 09-13=5,900円",,,,,,,,,,,,"馬連:1,000円 ワイド:12-14=370円 01-14=1,680円 01-12=1,290円",,,,,,,,,,,
"馬単:2,180円 3連複:5,630円 3連単:26,090円",,,,,,,,,,,,"馬単:2,110円 3連複:12,770円 3連単:68,960円",,,,,,,,,,,,"馬単:46,160円 3連複:50,930円 3連単:393,250円",,,,,,,,,,,,"馬単:2,360円 3連複:6,160円 3連単:30,300円",,,,,,,,,,,
■ 2R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝1400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中京,,,,,,,,,,,,,,,,,,,,,,,,飛騨ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａロｰドガルｰダ, 70,松山弘,, 75,* 16,  -1, 1,  1.3, ②②, 1, 8, スイｰトメドゥｰサ,---,武豊  ,, 77,   1,* 10, 1,  2.6, ⑧⑥, 1,13,Ａビキニブロンド, 71,浜中俊,, 77,  -4,* 12, 1,  1.7, ⑨⑨, 1, 9,Ｅウインドジャズ, 85,渡辺薫,, 84,   8,* 22, 6, 16.7, ⑯⑯
 2,17, サウンドガリレオ,---,幸英明, 0.0, 73,   5,* 15, 6, 46.2, ⑪⑫, 2, 7, ウインドストリｰム,---,北村友, 0.2, 73,  -4,* 13, 2,  3.2, ⑫⑫, 2, 8,Ｂロｰザペルラ, 70,渡辺薫, 0.1, 77,  -7,* 15,11, 34.6, ⑩⑪, 2,16,Ｆツルマルレオン, 84,小牧太, 0.1, 86,  16,  11, 1,  3.9, ⑨⑨
 3,12,Ｄウインブリｰザ, 55,中井裕, 0.2, 69,   5,* 12, 5, 19.9, ⑩⑪, 3,17, ユキノスライダｰ,---,川須栄, 0.9, 65,  -6,*  9, 4, 10.5, ⑮⑯, 3,16,Ｃディオｰサ, 70,幸英明, 0.4, 73,  -9,* 12, 2,  5.7, ⑮⑭, 3,12,Ａサクラクロｰバｰ, 86,松山弘, 0.2, 82,  11,* 16, 7, 17.6, ⑫⑬
 4,14,Ｂレイズワｰク, 61,佐藤哲, 0.3, 70,  10,   3, 2,  5.6, ⑦⑦, 4,15, マルシゲサムライ,---,水口優, 0.9, 67,*  3,  -5, 9, 65.1, ③②, 4,14,Ｄサンキストビｰチ, 69,国分優, 0.5, 73, -12,* 15, 7, 29.1, ⑯⑯, 4, 5,Ｎカイシュウコロンボ, 74,佐藤哲, 0.4, 81,  10,  15, 9, 23.3, ⑭⑫
