12年 2月18日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 2月18日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ2100m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:15,,,,,■ 4R  芝3100m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1600m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
"馬連:800円 ワイド:02-15=420円 02-07=5,350円 07-15=6,000円",,,,,,,,,,,,"馬連:91,790円 ワイド:09-14=22,890円 03-14=720円 03-09=9,990円",,,,,,,,,,,,"馬連:3,730円 ワイド:10-13=1,300円 10-14=1,180円 13-14=520円",,,,,,,,,,,,"馬連:3,370円 ワイド:06-15=1,460円 04-06=990円 04-15=4,610円",,,,,,,,,,,
"馬単:1,410円 3連複:30,940円 3連単:95,620円",,,,,,,,,,,,"馬単:163,990円 3連複:157,100円 3連単:1,387,010円",,,,,,,,,,,,"馬単:9,770円 3連複:6,710円 3連単:63,020円",,,,,,,,,,,,"馬単:4,480円 3連複:14,790円 3連単:56,720円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 8R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■11R  芝3400m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾀﾞｲﾔﾓﾝﾄﾞｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1, クラウディｰハｰト,---,三浦皇,, 58,*  1,  -9, 2,  4.9, ①①, 1,10,Ａタイセイグルｰヴィ, 64,福永祐,, 58,  -4,*  9, 1,  2.1,⑭⑬⑬, 1, 4,Ａゴｰルドバシリスク, 83,内田博,, 80,   4,* 14, 2,  3.1, ⑫⑩, 1, 5,Ｌケイアイドウソジン, 82,吉田豊,, 94,*  6,  25,15,190.0,①①①
 2,10, パトリックスデイ,---,小牧太, 0.0, 56,  -6,*  1, 5, 17.9, ⑮⑮, 2, 9,Ｃロンギングダンサｰ, 62,蛯名正, 0.1, 56,  -1,*  3, 2,  6.8,⑫⑨⑩, 2, 6,Ｃダイヤモンドムｰン, 82,福永祐, 0.0, 81,* 10,   6, 3,  4.9, ④④, 2,16,Ｃギュスタｰヴクライ, 88,蛯名正, 0.1,103,   3,* 36, 1,  3.7,⑩⑨⑪
 3, 5, アポロダッシュ,---,木幡初, 0.4, 54,*  1, -12, 4, 14.7, ②②, 3, 1,Ｂモジュラｰフォｰム, 63,横山典, 0.7, 48,  -3,  -5, 5,  9.1,⑩⑭⑨, 3, 3,Ｇリックムファサ, 75,岩田康, 0.2, 79,   7,*  9, 4,  8.1, ⑧⑦, 3, 7,Ｅスマｰトロビン, 87,安藤勝, 0.3, 92,*  6,  21, 2,  4.2,②②②
 4, 8, カｰラノｰチェ,---,伊藤直, 0.8, 50,*  0, -15, 9, 41.8, ③③, 4,14,Ｋラムシｰダｰ, 44,田辺裕, 0.7, 49,  -1,  -6,14,235.7,⑦⑩⑪, 4,12,Ｂインディｰズゲｰム, 82,田中勝, 0.7, 76,* 12,  -2, 1,  2.7, ②①, 4, 1,Ｆヤングアットハｰト, 85,後藤浩, 0.6, 97,   3,  30, 5,  9.2,⑪⑫⑩
 5,15, ボンジュｰルスカイ,---,岩部純, 0.8, 48,  -7,* -6,10, 44.3, ⑭⑭, 5,13,Ｇマイネルピトレスク, 53,柴田大, 0.8, 51,*  2, -13, 4,  8.4,③③③, 5, 1,Ｊリラティビティ, 68,村田一, 1.2, 71,   1,*  9,13,170.2, ⑬⑫, 5, 8,Ｏピエナファンタスト, 80,木幡初, 0.6, 96,   3,* 31, 8, 26.4,⑯⑬⑬
 6,14, ファイアｰアゲン,---,武士沢, 1.0, 48,  -4, -11,11, 45.6, ⑬⑩, 6, 7,Ｄピエモンテ, 55,北村宏, 0.9, 47,   1, -13, 8, 32.7,⑥④④, 6,13,Ｍセイウンリファイン, 65,柴田善, 1.3, 71,   7,  -1,10,105.0, ⑨⑧, 6, 6,Ｇビｰトブラック, 85,岩田康, 0.8, 91,*  5,  23, 4,  6.9,⑤⑦⑥
 7, 4, カラドリウス,---,平野優, 1.2, 47,  -1, -18,12, 64.5, ⑤⑤, 7, 2,Ｈナイトホｰクス, 50,岩田康, 0.9, 46,  -1, -10, 6, 10.6,④⑦⑤, 7,16,Ｆダイワモｰビル, 76,北村宏, 1.7, 67,   9,  -7, 5,  9.9, ⑥⑥, 7,10,Ｊトウカイトリック, 82,石橋脩, 0.9, 97,   2,* 31,12, 43.8,⑮⑯⑮
 8, 9, スタｰライラック,---,丸山元, 1.3, 46,  -5, -13,15,136.3, ⑪⑫, 8, 8,Ｅリバｰオリエンタル, 54,吉田豊, 0.9, 46,  -4,  -4, 7, 12.9,⑬⑮⑭, 8,15,Ｉエフティファラオ, 68,木幡初, 1.9, 64,  -1,   4,14,202.8, ⑭⑭, 8,15,Ｎトパンガ, 80,デムｰ, 0.9, 88,*  5,  19, 7, 18.1,⑧④⑤
 9, 6, ブルｰドラゴン,---,嶋田純, 1.6, 43,  -2, -19,13,111.2, ⑨⑧, 9, 5,Ｆデルマジュロウジン, 53,黛弘人, 1.0, 49,  -3,  -4, 9, 56.7,⑪⑫⑮, 9, 7,Ｄクラリスピンク, 81,吉田豊, 2.0, 62,  -4,   7, 6, 23.4, ⑮⑮, 9,12,Ｉリッカロイヤル, 83,内田博, 0.9, 89,*  4,  19, 9, 31.5,④③④
10,11, ヒラボクボス,---,後藤浩, 1.8, 41,  -4, -18, 1,  1.7, ⑩⑨,10, 6,Ｉメイショウピッケル, 47,クウィ, 1.1, 44,*  3, -20,10, 60.2,②②②,10,11,Ｅエイワナギ, 77,柴山雄, 2.2, 60,  -4,   5, 9, 85.7, ⑯⑯,10, 3,Ｂマイネルキッツ, 88,松岡正, 0.9, 95,   3,  26, 6, 11.3,⑭⑩⑫
11, 3, サクセスベルｰナ,---,内田博, 2.9, 34,  -2, -30, 3,  7.3, ⑥⑦,11,15,Ｎテイエムサイエンス, 36,嶋田純, 1.3, 42,   0, -17,16,357.1,⑧⑤⑥,11, 2,Ｏスナｰクチェリｰ, 61,石橋脩, 2.5, 62,   6,  -9,12,119.8, ⑦⑨,11,14,Ｄセイカアレグロ, 87,伊藤工, 1.0, 87,*  4,  17,16,234.7,③⑤③
12, 2, ダイワフランク,---,北村宏, 2.9, 32,  -5, -27, 7, 31.6, ⑧⑪,12, 4,Ｐクロクモ, 31,五十嵐, 1.3, 42,*  3, -24,13,228.1,①①①,12, 9,Ｈリｰサムダイチ, 71,武士沢, 2.8, 61,* 11, -19, 7, 65.6, ③②,12,13,Ｍサンテミリオン, 82,北村宏, 1.2, 87,*  5,  17,11, 33.9,⑦⑧⑦
13,13, シャイニングモア,---,柴田大, 3.0, 33,*  0, -34, 6, 21.4, ⑦④,13,11,Ｏメイユｰル, 34,柴山雄, 1.4, 44,  -8,  -3,15,245.5,⑯⑯⑯,13, 5,Ｐピイエフドルチェ, 60,武英智, 3.3, 54,  -1,  -7,16,554.2, ⑪⑬,13,11,Ｈコスモヘレノス, 83,柴田大, 1.3, 89,   3,  17,10, 33.5,⑫⑥⑧
14, 7, ヒｰルアンドトゥ,---,高嶋活, 3.5, 29,  -6, -29,14,134.8, ⑫⑬,14, 3,Ｌナンヨｰヤシマ, 42,内田博, 1.4, 42,  -4, -12, 3,  8.3,⑤⑧⑫,14,10,Ｎメジロハクリュウ, 64,黛弘人, 4.1, 49,  10, -28, 8, 85.1, ⑤⑤,14, 2,Ａオウケンブルｰスリ, 92,田辺裕, 1.3, 91,   2,  24, 3,  6.2,⑬⑮⑭
15,12, スペシャルリリｰ,---,的場勇, 5.9, 15,  -1, -58, 8, 39.6, ④⑥,15,12,Ｊゴシェナイト, 45,丸山元, 2.0, 35,   0, -28,12,115.7,⑮⑪⑧,15, 8,Ｋモルフェメイト, 67,杉原誠, 5.5, 39,   3, -31,15,305.9, ⑩⑪,15, 4,Ｐネコパンチ, 72,丸田恭, 2.1, 78,   3,   9,14,103.6,⑥⑪⑨
,,,,,,,,,,,,16,16,Ｍマイネエミリｰ, 39,松岡正, 2.9, 32,   1, -39,11, 91.8,⑨⑥⑦,16,14,Ｌメイクセンス, 66,津村明, 7.3, 26,  10, -56,11,110.6, ①③,16, 9,Ｋアブソリュｰト, 82,田中勝,16.3,-47,  -2, ---,13, 72.4,⑨⑭⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:90 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:5),,,,,,,,,,,
単勝:490円 複勝:01=190円 10=420円 05=380円 枠連:370円,,,,,,,,,,,,単勝:210円 複勝:10=120円 09=220円 01=230円 枠連:890円,,,,,,,,,,,,単勝:310円 複勝:04=130円 06=150円 03=200円 枠連:470円,,,,,,,,,,,,"単勝:19,000円 複勝:05=3,290円 16=170円 07=180円 枠連:980円",,,,,,,,,,,
"馬連:3,910円 ワイド:01-10=1,010円 01-05=890円 05-10=2,290円",,,,,,,,,,,,"馬連:930円 ワイド:09-10=370円 01-10=430円 01-09=1,070円",,,,,,,,,,,,馬連:540円 ワイド:04-06=250円 03-04=390円 03-06=560円,,,,,,,,,,,,"馬連:52,520円 ワイド:05-16=14,180円 05-07=12,990円 07-16=420円",,,,,,,,,,,
"馬単:5,960円 3連複:11,810円 3連単:48,620円",,,,,,,,,,,,"馬単:1,400円 3連複:2,110円 3連単:7,250円",,,,,,,,,,,,"馬単:1,120円 3連複:1,360円 3連単:5,170円",,,,,,,,,,,,"馬単:157,110円 3連複:72,800円 3連単:947,270円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  ダ1400m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 9R  芝1600m 4歳上1600万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,初音ｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂフジキラメキ, 62,北村宏,, 65,  -5,* 10, 2,  6.0, ⑮⑮, 1, 4,Ａカリスマアキラ, 72,嶋田純,, 71,   4,*  2, 4,  7.6, ⑤⑦, 1, 6,Ｃチャｰムポット, 79,柴山雄,, 83,  11,   7, 8, 22.7, ②②, 1, 3,Ｅカルドブレッサ, 79,福永祐,, 89,  -2,* 26, 1,  3.4,⑦⑧⑨
 2,15,Ｄシャングリラ, 59,吉田豊, 0.3, 62,  -2,*  4, 7, 13.9, ⑩⑩, 2, 1,Ｋスカｰレル, 64,三浦皇, 0.1, 71,*  7,  -3, 6, 13.6, ②②, 2, 3,Ｈカトルズリップス, 75,福永祐, 0.0, 81,* 14,  -1, 7, 22.5, ①①, 2, 6,Ｊトｰセンジャガｰ, 73,江田照, 0.0, 86,  -1,  21, 8, 27.8,④⑤⑥
 3, 4,Ａタニセンヴォイス, 62,松岡正, 0.5, 61,*  1,  -4, 1,  3.1, ②②, 3, 9,Ｊオｰシュペｰル, 65,蛯名正, 0.3, 68,   2,*  3, 2,  5.2, ⑪⑪, 3, 2,Ｄラインジェシカ, 79,岩田康, 0.1, 83,   5,* 15, 4,  8.1, ⑤⑤, 3,12,Ｂバウンシングライト, 83,田中勝, 0.0, 85,*  0,  20, 7, 18.2,⑬⑩⑤
 4, 7,Ｉレットイットスノｰ, 51,三浦皇, 0.8, 60,  -3,  -2, 3,  6.4, ⑨⑨, 4,13,Ｌリプレイスインディ, 58,吉田隼, 0.4, 68,*  8,  -6,14,172.6, ①①, 4, 7,Ｅクｰデグレイス, 79,内田博, 0.1, 82,   9,   8, 3,  7.6, ④④, 4,10,Ｆクラシックセンス, 78,クウィ, 0.1, 88,  -2,* 24, 9, 28.0,⑪⑬⑩
 5,10,Ｃユキムスメ, 60,田中勝, 1.1, 55,  -1,  -6, 9, 19.4, ⑧⑧, 5, 3,Ｉカフェシュプリｰム, 66,横山義, 0.6, 66,*  6,  -5, 3,  6.2, ③③, 5, 9,Ａビッグスマイル, 88,デムｰ, 0.3, 82,   4,* 16, 1,  1.6, ⑧⑦, 5, 5,Ｌカグニザント, 73,内田博, 0.2, 88,  -4,* 26, 2,  4.3,⑩⑫⑫
 6, 2,Ｊティアップハッピｰ, 51,吉田隼, 1.1, 55,*  0,  -8, 8, 15.4, ⑤⑤, 6, 5,Ｆフェアリｰガｰデン, 66,柴田善, 1.0, 64,   3,  -4, 9, 24.2, ⑩⑧, 6, 5,Ｂギンザボナンザ, 80,田辺裕, 0.4, 80,   4,  13, 2,  6.6, ⑥⑥, 6,11,Ｃセイウンジャガｰズ, 83,岩田康, 0.3, 82,*  0,  16, 5,  9.8,⑥④③
 7, 1,Ｇミスハレクラニ, 52,小牧太, 1.6, 54,*  0, -12, 6, 12.9, ⑥⑥, 7,14,Ｇコウセイコタロウ, 66,津村明, 1.1, 61,   0,  -2,10, 49.8, ⑫⑫, 7, 4,Ｇデリキットピｰス, 76,北村宏, 0.5, 78,   9,   3, 6, 19.8, ③③, 7, 7,Ａソウルフルヴォイス, 84,三浦皇, 0.5, 85,  -4,  22, 3,  4.8,⑤⑦⑪
 8,14,Ｌホシニイノリヲ, 49,石橋脩, 1.6, 54,  -7,  -1,13, 99.1, ⑯⑯, 8, 8,Ｈスズノライジン, 66,後藤浩, 1.2, 61,*  6, -11, 7, 15.1, ⑥④, 8, 8,Ｉハッピｰパレｰド, 75,後藤浩, 0.6, 78,   4,  11, 9, 48.3, ⑦⑧, 8,14,Ｇオルトリンデ, 75,北村宏, 0.6, 83,  -5,  23,10, 64.9,⑭⑭⑭
 9,13,Ｆアズキ, 53,後藤浩, 1.7, 52,*  0, -14, 4,  7.9, ④④, 9,11,Ｂミルキｰブロｰド, 70,岩田康, 1.3, 60,   3,  -8, 1,  2.7, ⑨⑩, 9, 1,Ｆダイヤモンドアスク, 78,安藤勝, 0.6, 80,   0,* 17, 5, 15.1, ⑨⑨, 9, 4,Ｈコスモバタフライ, 74,柴田大, 0.7, 79,*  0,   8, 6, 18.2,③③④
10, 6, キャリアハイ,---,小林淳, 2.2, 49,  -4, -11,15,116.3, ⑪⑪,10,16,Ｃヘンリｰフォンテン, 69,丸山元, 1.5, 59,   0,  -5, 8, 19.9, ⑬⑬,,,,,,,,,,,,,10,13,Ｋアドマイヤバｰラム, 73,蛯名正, 0.8, 77,  -3,  13, 4,  5.5,⑨⑥⑦
11, 9,Ｏロザライン, 28,津村明, 2.3, 48,  -4, -12,14,111.8, ⑫⑫,11, 7,Ｎサｰストンデンバｰ, 56,武士沢, 1.9, 56,   3, -13,11,106.0, ⑧⑨,,,,,,,,,,,,,11, 1,Ｉプラｰジュ, 74,柴田善, 0.8, 80,  -5,  19,14,127.6,⑫⑪⑬
12, 8,Ｎコトノクリチャン, 44,木幡初, 2.8, 45,  -5, -15,16,224.7, ⑬⑭,12, 6,Ｐヴィレビスティｰ, 43,柴山雄, 2.7, 47,  -8,  -5,15,177.7, ⑮⑯,,,,,,,,,,,,,12, 2,Ｄロイヤルダリア, 80,平野優, 1.0, 71,*  1,   3,11, 74.4,①②②
13,16,Ｋカレイメモワｰル, 50,丸田恭, 3.1, 41,  -4, -18,10, 23.8, ⑭⑬,13,10,Ｄセイファｰト, 67,石橋脩, 2.8, 48,  -2, -14,12,138.5, ⑯⑮,,,,,,,,,,,,,13, 9,Ｍアルマトゥｰラ, 69,田辺裕, 1.1, 73,  -2,   9,12, 87.6,⑧⑨⑧
14, 3,Ｈデンジャラスゲｰム, 51,岩田康, 3.1, 41,*  1, -28,11, 37.5, ①①,14,12,Ｅシルクブルックリン, 66,クウィ, 2.8, 48,   5, -24, 5,  9.1, ⑦⑤,,,,,,,,,,,,,14, 8,Ｎファビラスボｰイ, 67,後藤浩, 1.2, 68,*  2,  -2,13,118.5,②①①
15, 5,Ｍゲンパチラヴダンス, 47,丸山元, 4.2, 35,*  0, -36,12, 83.2, ③③,15, 2,Ｏプラススキｰラブ, 51,田中博, 3.2, 47,   5, -25,16,258.5, ④⑥,,,,,,,,,,,,,,,,,,,,,,,,
16,12,Ｅアイティロｰズ, 58,蛯名正, 5.5, 27,  -2, -43, 5,  9.4, ⑦⑦,16,15,Ｍコウギョウクロス, 57,小島太, 3.3, 44,  -1, -20,13,167.5, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
