12年 4月29日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 4月29日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝3100m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1600m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 9,10,Ｅナウンステｰジ, 57,津村明, 2.6, 50,  -4,  -8, 8,101.2, ⑩⑫, 9, 6, スズマｰシャル,,横山義,211.1,,,,10, 55.2,⑩⑩⑩, 9, 1,Ｉクラウンプリズム, 46,中谷雄, 2.1, 51, -14,  -8, 9, 79.3, ⑦⑥, 9,11,Ｃシルクシュナイダｰ, 95,福永祐, 1.3, 84,   7,  14, 2,  4.7, ⑬⑮
10,16,Ｏツクバライジンオｰ, 37,中谷雄, 2.6, 53,*  7, -22,15,489.5, ②②,10,11, ニシノラブキング,,中村将,211.6,,,, 4, 12.8,⑪⑫⑪,10, 5,Ｊリアルアビリティｰ, 44,石神深, 4.5, 22, -15, -40,10,305.9, ⑧⑧,10, 9,Ｐフラガラッハ, 74,藤岡康, 1.7, 81,   7,  11, 9, 25.2, ⑯⑭
11,14,Ｊカンタベリｰママ, 52,高嶋活, 3.2, 46,  -7, -10,14,448.4, ⑬⑮,11, 8, ボンジュｰルヒカリ,,五十嵐,211.8,,,, 6, 18.1,①③③,,,,,,,,,,,,,11,14,Ｏボクノタイヨウ, 79,田中勝, 1.9, 76,   9,   6,14,171.0, ⑪⑫
12, 4,Ｋシンチノクリチャン, 51,杉原誠, 3.3, 46,  -1, -18,11,293.7, ⑥⑥,12, 4, バイヨン,,穂苅寿,212.1,,,, 2,  4.0,⑤⑤⑤,,,,,,,,,,,,,12,10,Ｍアンダｰカウンタｰ, 83,本橋孝, 2.0, 77,   7,   8,15,331.4, ⑮⑯
13, 9,Ｎホクテンリンダ, 38,高倉稜, 3.4, 45,*  4, -27,13,422.8, ③③,,,,,,,,,,,,,,,,,,,,,,,,,13,16,Ｌピｰスオブパワｰ, 84,丸山元, 2.1, 77,  12,   0,16,396.7, ⑥⑥
14,13,Ｌチャンピオンバｰジ, 47,丸山元, 3.4, 45,  -2, -20, 4, 18.7, ⑧⑦,,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｋアｰリｰロブスト, 86,武幸四, 2.1, 78,* 13,  -3,12, 73.3, ②②
15,12,Ｍヒカリレｰザｰ, 43,江田照, 4.2, 40,  -2, -22,12,411.1, ⑪⑩,,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｊジェネラルノブレス, 89,中谷雄, 2.2, 74,* 13,  -5,11, 61.5, ①①
16,11,Ｐグランキュヴェ, 37,本橋孝, 4.5, 37,  -3, -26,16,639.1, ⑦⑧,,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｎオウケンサクラ, 79,津村明, 2.3, 72,  12,  -2,13,127.9, ④④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-3),,,,,,,,,,,
"単勝:2,400円 複勝:03=330円 15=110円 08=110円 枠連:1,920円",,,,,,,,,,,,"単勝:190円 複勝:09=110円 03=280円 01=1,450円 枠連:1,100円",,,,,,,,,,,,"単勝:220円 複勝:06=140円 03=410円 09=180円 枠連:2,920円",,,,,,,,,,,,"単勝:580円 複勝:12=230円 06=270円 15=280円 枠連:1,250円",,,,,,,,,,,
"馬連:2,110円 ワイド:03-15=590円 03-08=520円 08-15=120円",,,,,,,,,,,,"馬連:1,110円 ワイド:03-09=560円 01-09=2,700円 01-03=5,870円",,,,,,,,,,,,"馬連:2,840円 ワイド:03-06=960円 06-09=300円 03-09=1,070円",,,,,,,,,,,,"馬連:2,700円 ワイド:06-12=950円 12-15=860円 06-15=1,290円",,,,,,,,,,,
"馬単:7,130円 3連複:920円 3連単:16,080円",,,,,,,,,,,,"馬単:1,550円 3連複:24,190円 3連単:70,550円",,,,,,,,,,,,"馬単:4,370円 3連複:3,860円 3連単:21,900円",,,,,,,,,,,,"馬単:5,100円 3連複:7,160円 3連単:38,350円",,,,,,,,,,,
■ 2R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  芝2300m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  ダ1600m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1800m 3 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｽｲｰﾄﾋﾟｰｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10, レイヴ,---,福永祐,, 70,  -5,* 10, 3,  4.8, ⑩⑩, 1,12,Ｉパリソワｰル, 47,丸山元,, 71,* -4,   3, 7, 30.6,②②②, 1,14,Ａオｰルドパサデナ, 73,横山典,, 74,   4,*  9, 4, 10.0, ⑧⑧, 1, 7,Ｂダイワズｰム, 73,北村宏,, 80,   1,   7, 2,  4.2,⑤⑤⑤
 2, 1,Ｂフェロｰズ, 61,藤岡佑, 0.5, 64,   0,* -1, 4,  7.0, ③③, 2, 6,Ｃオメガインペリアル, 60,横山典, 0.0, 71,* -6,   5, 1,  2.8,④③③, 2, 8,Ｄゴｰルドゼウス, 69,内田博, 0.6, 70,   7,  -1, 3,  4.3, ④④, 2,14,Ｈココロチラリ, 70,横山典, 0.1, 76,*  3,   2, 3,  6.3,④③③
 3, 9,Ｌブライテストソｰド, 51,北村友, 0.6, 64,*  2,  -5, 5, 11.3, ①①, 3,11,Ｂマイネルツァウバｰ, 61,三浦皇, 0.3, 71,  -7,   4, 3,  4.4,⑥⑤⑤, 3, 6,Ｂシュガｰヒル, 72,北村宏, 0.7, 69,   7,  -1, 1,  2.4, ⑦⑦, 3,13,Ｋサトノジュピタｰ, 67,福永祐, 0.2, 81,  -3,* 13, 1,  2.5,⑯⑮⑭
 4,16,Ｆヴィンドランダ, 57,黛弘人, 1.5, 54,*  2, -12, 6, 29.0, ②②, 4, 8,Ａトｰセンガリレオ, 68,内田博, 0.6, 72, -11,* 10, 2,  3.7,⑫⑪⑪, 4,13,Ｃロｰレルクラウド, 70,北村友, 0.7, 71,   7,  -2, 2,  4.3, ⑤⑤, 4,11,Ｅプレノタｰト, 71,杉原誠, 0.3, 76,   1,   3, 4,  7.9,⑥⑥⑥
 5, 6,Ｈシｰズザデイ, 56,北村宏, 1.6, 55,  -2,  -8, 7, 43.5, ⑧⑦, 5, 9,Ｄコスモバルバラ, 58,津村明, 0.6, 60,* -4,  -9, 5, 10.7,①①①, 5, 2,Ｅロｰマンエンブレム, 67,田中勝, 0.8, 67,*  9,  -6, 6, 15.1, ①①, 5, 3,Ｍサトノジョリｰ, 65,内田博, 0.3, 78,  -1,   7, 6, 17.8,⑧⑦⑨
 6,11,Ｋコズミックガｰル, 52,本橋孝, 1.8, 56,  -6,  -2,15,380.6, ⑭⑫, 6, 7,Ｅマイネルレジェｰル, 55,黛弘人, 0.8, 62,* -6,  -7, 9, 52.1,③④④, 6, 3,Ｊエリクサｰ, 59,藤岡康, 0.8, 71,   5,   3,10, 65.7, ⑨⑨, 6, 8,Ｄマイネアルナイル, 72,丸山元, 0.4, 80,  -4,* 13, 9, 49.3,⑭⑭⑮
 7,15,Ｅレッドロブレス, 58,田中勝, 1.9, 52,  -2,  -9, 9, 55.5, ⑨⑧, 7, 4, サｰストンリンク,---,福永祐, 1.0, 63,  -9,  -2, 4,  8.5,⑧⑦⑦, 7, 5,Ｉクラウディｰハｰト, 61,三浦皇, 1.0, 69,   0,*  7, 7, 19.0, ⑫⑬, 7, 6,Ａハッピｰウィｰク, 74,藤岡康, 0.5, 74,  -2,   4,10, 51.1,⑩⑩⑩
 8,13,Ｊビロｰドボイス, 53,中谷雄, 1.9, 53,  -1, -12,12,114.9, ⑤⑤, 8, 2,Ｋクレバｰウイナｰ, 40,本橋孝, 1.4, 64, -13,   5,14,150.3,⑬⑬⑬, 8,11,Ｈヤングエンパイア, 62,石神深, 1.4, 65,   1,   2,12,183.7, ⑬⑫, 8,10,Ｑアラフネ, 61,田中勝, 0.6, 73,   0,   1,16,116.6,⑦⑧⑧
 9, 3,Ｃケイアイホクト, 58,内田博, 2.1, 52,  -1, -12, 2,  3.8, ⑥⑥, 9, 1,Ｇミヒロ, 51,藤岡康, 1.7, 56,  -8,  -9,13,130.9,⑨⑨⑧, 9, 1,Ｆバルスピュｰル, 64,江田照, 1.4, 64,   2,   1,11,125.6, ⑩⑩, 9, 4,Ｌコリｰヌ, 66,太宰啓, 0.6, 67,*  6, -10,15,116.5,②②②
10, 2,Ｇケイズイｰグル, 56,高倉稜, 2.4, 50,  -6,  -7,10, 66.3, ⑪⑬,10,13,Ｈクレバｰシリウス, 51,北村宏, 1.8, 57, -11,  -6,10, 92.2,⑪⑫⑫,10, 4,Ｌヒカルヨコハマ, 56,武幸四, 1.5, 67,   2,   0, 9, 57.2, ⑪⑪,10,15,Ｆデルマイザナミ, 71,北村友, 0.6, 76,  -3,   7,17,147.1,⑬⑬⑬
11, 5,Ａベリベリハッピｰ, 72,横山典, 2.7, 46,  -4, -15, 1,  2.5, ⑦⑨,11, 5,Ｆドリｰムインプレス, 52,田中勝, 3.0, 41,  -8, -30, 6, 12.9,⑤⑥⑥,11,12,Ｎケイアイエレガント, 53,福永祐, 1.9, 62,   6, -11, 5, 13.1, ⑥⑥,11, 2,Ｎミサソレムニス, 65,高倉稜, 0.7, 73,  -2,   4,18,220.6,⑫⑫⑫
12,12,Ｉタカミル, 54,杉原誠, 2.8, 47,  -8,  -8,13,168.7, ⑮⑭,12,14,Ｌマスタｰエクレｰル, 37,江田照, 3.0, 40,  -9, -28, 8, 42.7,⑩⑩⑨,12,10,Ｋフォルテリコルド, 56,藤岡佑, 2.2, 60,*  8, -16, 8, 31.6, ③③,12,18,Ｐセシリア, 62,藤岡佑, 0.8, 76,  -4,   7,11, 55.7,⑱⑱⑯
13, 4,Ｍクラウンザクラウン, 48,藤岡康, 3.3, 43,   0, -26, 8, 47.9, ④④,13, 3,Ｊビルアｰツ, 45,杉原誠, 3.0, 41, -10, -27,11,120.2,⑦⑧⑩,13, 9,Ｍフクノツｰル, 54,津村明, 2.3, 58,  -1,  -2,14,557.1, ⑭⑭,13,16,Ｊヴュルデバンダム, 67,津村明, 1.0, 66,  -1,  -3,13, 79.2,⑪⑪⑪
14, 8,Ｎメイショウシノノメ, 36,武幸四, 5.2, 33,  -8, -29,14,170.6, ⑫⑮,14,10,Ｍリネンヴィヴィッド, 34,北村友, 3.0, 52, -17,  -4,12,122.3,⑭⑭⑭,14, 7,Ｇスズノライジン, 64,丸山元, 2.4, 58,*  8, -19,13,209.8, ②②,14, 5,Ｃマスイデア, 72,江田照, 1.1, 67,   0,  -6,14,100.3,⑨⑨⑦
15,14, リンノヴァｰレ,---,津村明, 5.5, 28,  -5, -36,11, 85.2, ⑬⑪,,,,,,,,,,,,,,,,,,,,,,,,,15,17,Ｉウインフロレゾン, 68,大庭和, 1.1, 70,  -5,   4, 8, 32.9,⑰⑰⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｏルネッタアスｰル, 63,本橋孝, 1.2, 69,  -6,   2, 7, 18.0,⑮⑯⑱
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 1,Ｒモエレマリｰア, 52,三浦皇, 1.4, 59,*  7, -27,12, 73.4,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,12,Ｇマンハッタンミｰト, 70,武幸四, 1.4, 60,*  3, -17, 5, 15.0,③④④
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,
"単勝:480円 複勝:10=230円 01=200円 09=300円 枠連:1,140円",,,,,,,,,,,,"単勝:3,060円 複勝:12=480円 06=140円 11=170円 枠連:450円",,,,,,,,,,,,"単勝:1,000円 複勝:14=230円 08=150円 06=110円 枠連:670円",,,,,,,,,,,,単勝:420円 複勝:07=140円 14=170円 13=140円 枠連:410円,,,,,,,,,,,
"馬連:1,850円 ワイド:01-10=780円 09-10=990円 01-09=920円",,,,,,,,,,,,"馬連:4,230円 ワイド:06-12=1,250円 11-12=1,370円 06-11=300円",,,,,,,,,,,,"馬連:1,550円 ワイド:08-14=570円 06-14=470円 06-08=230円",,,,,,,,,,,,"馬連:1,080円 ワイド:07-14=400円 07-13=260円 13-14=380円",,,,,,,,,,,
"馬単:3,520円 3連複:5,250円 3連単:25,590円",,,,,,,,,,,,"馬単:10,710円 3連複:4,650円 3連単:50,530円",,,,,,,,,,,,"馬単:4,200円 3連複:1,130円 3連単:10,870円",,,,,,,,,,,,"馬単:2,010円 3連複:1,100円 3連単:5,710円",,,,,,,,,,,
■ 3R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,晩春ｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａアミカブルナンバｰ, 66,内田博,, 64,   0,   8, 1,  1.5, ⑨⑦, 1, 2,Ｂゼロｰソ, 67,三浦皇,, 73,   5,* -2, 2,  3.5,⑦⑥⑦, 1,10,Ｎインプレスウィナｰ, 72,田中勝,, 86,  14,*  8,11, 37.5, ⑩⑧, 1,14,Ｅオリオンザポラリス, 78,杉原誠,, 78,   2,* 17, 5, 14.7, ⑧⑨
 2,13,Ｊエバｰルｰジュ, 50,北村宏, 0.0, 64,  -2,* 12, 4, 12.1, ⑩⑩, 2, 6,Ａシンボリヴァルト, 70,津村明, 0.0, 68,   5,  -6, 1,  2.2,⑥③③, 2, 5,Ａシルクウェッジ, 86,横山典, 0.1, 86,* 20,  -3, 1,  3.2, ②②, 2, 8,Ａインディｰズゲｰム, 82,田中勝, 0.1, 76,   6,  11, 2,  4.4, ④④
 3, 3,Ｄレッドルイｰザ, 57,横山典, 0.0, 63,  -4,* 15, 3,  6.7, ⑫⑪, 3, 5,Ｅオペラオｰカン, 63,田中勝, 0.7, 64,*  6, -18, 4,  6.7,③②②, 3, 1,Ｅマイネルカリバｰン, 80,高倉稜, 0.4, 82,* 20,  -7, 6, 15.9, ①①, 3,12,Ｄカネトシイナｰシャ, 80,北村宏, 0.4, 75,   1,* 14, 4, 10.9, ⑩⑧
 4, 8,Ｃレディインラヴ, 57,大庭和, 0.5, 55,*  6, -11, 7, 36.2, ①①, 4, 4,Ｃクｰガｰストリｰト, 65,北村宏, 1.0, 62,*  7, -21, 3,  5.5,②①①, 4,16,Ｄプランスデトワｰル, 80,福永祐, 0.5, 78,   8,*  9, 4,  9.1, ⑭⑬, 4, 4,Ｂダイヤモンドムｰン, 81,福永祐, 0.6, 73,   6,   7, 1,  1.8, ③③
 5, 1,Ｎニシノセルヴァ, 47,藤岡佑, 0.6, 58,   0,   1, 8, 51.4, ⑦⑧, 5, 3,Ｇシルバｰブリオン, 60,杉原誠, 1.2, 60,   5, -21, 7, 28.9,④④⑤, 5, 3,Ｂラインジェシカ, 81,三浦皇, 0.5, 80,  14,   0, 3,  5.7, ⑦⑦, 5, 9,Ｃホクトキングダム, 80,太宰啓, 0.9, 70,*  8,   1, 3,  8.3, ①①
 6, 6,Ｍウエスタンビバ, 48,田中勝, 0.7, 53,*  3,  -8,10,108.9, ②②, 6, 7,Ｆアセント, 61,福永祐, 1.6, 58,   6, -26, 6, 22.1,⑤⑤⑥, 6,11,Ｍトｰホウカイザｰ, 74,北村宏, 0.6, 77,   9,*  7,10, 36.1, ⑫⑫, 6,10,Ｇブレｰヴゴｰルド, 76,北村友, 1.0, 72,  -1,  12, 8, 30.7, ⑬⑬
 7,17,Ｆシャドウライフ, 54,福永祐, 0.7, 56,  -7,   8, 2,  6.3, ⑭⑭, 7, 1,Ｄロンズデｰライト, 64,安藤勝, 2.4, 53,   5, -40, 5,  9.5,①⑦④, 7, 6,Ｃマイネルエデン, 80,津村明, 0.8, 74,  11,   0, 9, 28.8, ⑧⑨, 7,11,Ｊセイウンリファイン, 73,三浦皇, 1.1, 70,  -3,* 14,12,128.8, ⑯⑯
 8,15,Ｂウィケットキｰパｰ, 60,北村友, 0.8, 56,  -8,* 11, 6, 34.6, ⑰⑯,,,,,,,,,,,,, 8,13,Ｊバンガロｰル, 75,北村友, 0.8, 75,  10,   3, 5, 11.9, ⑪⑪, 8, 2,Ｐリラティビティ, 67,大庭和, 1.3, 69,   1,   7,10,107.1, ⑨⑩
 9,18,Ｇマドモアゼルアン, 54,本橋孝, 0.8, 52,*  2,  -7, 5, 33.5, ④④,,,,,,,,,,,,, 9, 9,Ｏレッドエレンシア, 72,藤岡佑, 0.8, 77,  12,   1, 7, 17.7, ⑨⑩, 9,16,Ｍアンジュヴォレ, 68,藤岡康, 1.4, 67,   4,   3,15,254.9, ⑥⑤
10,10,Ｋメイクイｰン, 48,山崎亮, 1.0, 51,  -3,  -2, 9, 83.6, ⑧⑨,,,,,,,,,,,,,10, 2,Ｌエスカｰダ, 74,丸山元, 0.9, 76,  17,  -8,15,117.0, ⑤⑤,10, 7,Ｉレッツゴｰマｰクン, 74,本橋孝, 1.4, 68,   2,   7, 7, 30.6, ⑫⑫
11, 4, ヒットダミユキ,---,三浦皇, 1.3, 50,  -8,   2,13,135.6, ⑮⑮,,,,,,,,,,,,,11, 7,Ｆミスクリアモン, 79,藤岡康, 0.9, 75,  15,  -7,12, 44.0, ⑥⑥,11, 6,Ｋナンヨｰクイｰン, 68,江田照, 1.5, 64,*  8,  -3, 9, 38.6, ②②
12, 5,Ｌボクノタカラモノ, 48,江田照, 1.5, 44,   0, -14,12,125.6, ⑥⑥,,,,,,,,,,,,,12,15,Ｋマッキｰコバルト, 75,太宰啓, 1.0, 74,  18, -12,13, 76.0, ③④,12,15,Ｈタイキルネサンス, 74,藤岡佑, 1.8, 63,   4,  -2, 6, 19.3, ⑦⑥
13, 2,Ｐサホツバキ, 36,黛弘人, 1.6, 45,   1, -16,18,582.8, ⑤⑤,,,,,,,,,,,,,13,12,Ｉニジブルｰム, 76,江田照, 1.1, 70,   5,   5,14,106.1, ⑮⑯,13, 1,Ｆエイワナギ, 76,津村明, 1.9, 62,  -4,   7,13,129.0, ⑭⑮
14,11,Ｅギムレトウショウ, 55,藤岡康, 1.9, 42,  -5, -11,15,268.3, ⑬⑬,,,,,,,,,,,,,14, 4,Ｈサザンスタｰディ, 78,中谷雄, 1.2, 72,  18, -13, 8, 21.5, ④③,14, 3,Ｌクレｰンズラヴァｰ, 68,中谷雄, 2.0, 63,   2,   1,11,107.5, ⑪⑪
15, 9,Ｈエルザブラバント, 54,高倉稜, 1.9, 39,*  2, -23,16,482.6, ③③,,,,,,,,,,,,,15,14,Ｐゲットフルマｰクス, 65,黛弘人, 1.2, 70,   6,   3,16,330.6, ⑯⑭,15,13,Ｏケｰジｰアメリカン, 68,丸山元, 2.7, 58,  -1,  -2,16,269.1, ⑮⑭
16, 7,Ｏショウナンアゼリア, 39,杉原誠, 2.1, 40,  -9,  -6,17,501.9, ⑯⑰,,,,,,,,,,,,,16, 8,Ｇワイズリｰ, 78,内田博, 1.3, 69,   4,   4, 2,  3.9, ⑬⑮,16, 5,Ｎマイネルセラｰノス, 68,高倉稜, 2.8, 55,   2,  -8,14,191.0, ⑤⑦
17,14, マイネファジｰ,---,丸山元, 2.4, 37, -11,  -9,11,111.2, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,16,Ｉラインレイチェル, 54,武幸四, 3.0, 28,  -4, -28,14,158.3, ⑪⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
