12年 4月14日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 4月14日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 7R  ダ1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,千種川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｆトｰブプリンセス, 54,菱田裕,, 64,*  1,*  4,10, 44.0,①①①, 1,10,Ｅキｰブランド, 59,花田大,, 65,*  3,*  2, 3,  5.5, ②②, 1, 3,Ｄオｰスミイチバン, 72,川島信,, 79,   0,* 19, 1,  1.8,④④③, 1,10,Ｄラトルスネｰク, 75,福永祐,, 80,   5,   8, 2,  3.8, ⑦⑤
 2, 8,Ｃウインアルエット, 57,川島信, 0.4, 60,*  0,*  3, 3,  7.8,③④③, 2, 6,Ｊエｰシンフルパワｰ, 49,和田竜, 0.1, 65,   0,*  5, 7, 14.0, ⑦⑥, 2, 4,Ｂサントスシチｰ, 74,菱田裕, 0.7, 74,*  1,  11, 4, 10.4,①①①, 2, 8,Ｎアルマリンピア, 66,佐藤哲, 0.0, 81,   6,   7, 5,  9.7, ⑤④
 3, 5,Ｉタマモカフェゼリｰ, 51,古川吉, 0.6, 58,*  1,   0, 9, 33.0,②②②, 3,12,Ｈサカジロスイセイ, 54,国分優, 0.4, 63,*  2,   0, 9, 22.4, ③③, 3, 5,Ａコウエイチャンス, 75,浜中俊, 1.2, 71,*  1,   7, 5, 12.3,⑨②②, 3, 2,Ｂネオザウイナｰ, 76,浜中俊, 0.2, 79,   5,   7, 1,  3.5, ⑥⑦
 4,15,Ａフｰラブライド, 66,武豊  , 0.7, 59,   0,   1, 1,  1.6,⑥⑥⑤, 4,11,Ａマｰティンバロｰズ, 65,岩田康, 0.9, 58,   1,  -3, 1,  3.6, ④④, 4, 2,Ｅスズカルパン, 70,花田大, 1.3, 72,  -2,  13, 6, 33.0,③⑥⑥, 4, 4,Ｅシゲルモトナリ, 74,北村友, 0.4, 77,   1,*  9, 3,  6.2, ⑪⑪
 5, 1, メモリｰシャルマン,---,高倉稜, 0.9, 59,  -4,*  6, 8, 28.9,⑫⑭⑫, 5,16, ゴリラ,---,福永祐, 1.1, 57,  -3,  -1, 2,  3.7, ⑧⑧, 5, 8,Ｈハッピｰストｰリｰ, 57,藤岡康, 1.5, 70,  -1,   7, 3,  8.9,②③④, 5,12,Ｏフィｰルマイハｰト, 62,藤岡康, 0.5, 74,   8,  -2,16,180.6, ③③
 6, 7,Ｈサンビスタ, 54,川田将, 1.1, 57,  -1,   0, 2,  7.5,⑪⑪⑥, 6, 4,Ｂギルドマスタｰ, 61,中井裕, 1.3, 55,  -3,  -2, 8, 21.8, ⑪⑩, 6, 1,Ｃスタンドバイミｰ, 73,小牧太, 1.5, 71,  -2,  10, 2,  3.1,⑤⑤⑤, 6,13,Ａパワフルキリシマ, 76,川須栄, 0.6, 76,  -3,* 12, 8, 20.9, ⑮⑮
 7,14,Ｄブライトポジｰ, 57,国分恭, 1.5, 56,  -3,   2, 7, 23.6,⑮⑬⑪, 7, 2,Ｆキｰメｰル, 58,小林徹, 1.4, 56,  -2,  -4, 6, 13.3, ⑩⑦, 7, 7,Ｇタガノジョイナｰ, 59,国分恭, 2.1, 66,  -3,   7, 9, 82.2,⑥⑧⑧, 7, 6,Ｉツルマルワンピｰス, 71,小牧太, 0.8, 72,  -1,   5, 9, 22.1, ⑬⑬
 8,12,Ｅシゲルリンゴ, 55,岩田康, 1.5, 55,  -3,   0, 6, 21.0,⑬⑫⑨, 8, 3,Ｇアｰクペガサス, 55,北村友, 1.5, 53,  -8,*  2,13,125.0, ⑯⑯, 8, 9,Ｉシゲルサクランボ, 55,北村友, 2.2, 69,  -5,  12, 7, 43.7,⑧⑨⑨, 8, 3,Ｈメイショウジェイ, 71,飯田祐, 1.1, 69,  -3,   4,12, 68.7, ⑭⑭
 9,11,Ｇパッションロｰド, 54,幸英明, 2.1, 50,*  1, -12,11, 48.8,④③④, 9, 8,Ｉショウナンバッカス, 50,デムｰ, 1.6, 50,  -6,  -2, 5, 12.4, ⑮⑭, 9, 6,Ｆアムｰルクエスト, 63,幸英明, 3.1, 59,  -2,  -3, 8, 76.8,⑦⑦⑦, 9, 7,Ｐフレイムヘイロｰ, 50,岩田康, 1.1, 68,   5,  -6,11, 63.8, ④⑥
10, 6,Ｍフミノアマゾン, 37,池添謙, 2.8, 46,  -5,  -8,14,132.8,⑩⑮⑭,10, 9,Ｎレムチャバン, 29,太宰啓, 1.8, 50,  -7,  -2,16,388.0, ⑭⑮,,,,,,,,,,,,,10,14,Ｍメイショウゴモン, 68,池添謙, 1.2, 67,   1,  -1,15,138.2, ⑫⑫
11, 4,Ｊアリスマイン, 47,ピンナ, 3.1, 50,  -1, -17, 5, 18.5,⑧⑨⑦,11, 7,Ｃウォｰタｰオアシス, 60,芹沢純, 1.9, 50,   0, -11,10, 26.9, ⑤⑤,,,,,,,,,,,,,11,16,Ｇスズカイルマン, 73,安藤勝, 1.3, 66,   2,  -5, 4,  7.7, ⑨⑩
12, 2,Ｌピエナガイア, 37,北村友, 3.2, 47,  -4, -10,13, 94.7,⑭⑯⑮,12,14,Ｄサナシオン, 59,ピンナ, 2.1, 52,  -4,  -8, 4,  8.4, ⑫⑪,,,,,,,,,,,,,12, 9,Ｆクロワラモｰ, 74,藤田伸, 1.4, 64,* 14, -21, 7, 14.1, ②②
13,10,Ｂパトリオット, 58,藤岡康, 3.4, 42,   0, -21, 4, 14.0,⑤⑤⑧,13, 1,Ｋヤマニンブリス, 44,四位洋, 2.6, 46,*  3, -21,11, 37.3, ①①,,,,,,,,,,,,,13,15,Ｋリアルハヤテ, 69,吉田稔, 1.4, 68, -10,* 11,10, 47.5, ⑯⑯
14,13,Ｋマイアイステラ, 45,和田竜, 4.2, 39,  -2, -23,12, 71.9,⑨⑩⑩,14, 5,Ｍリバｰチケット, 38,菱田裕, 3.6, 38,  -2, -21,15,320.4, ⑨⑫,,,,,,,,,,,,,14, 5,Ｃブルｰモｰリシャス, 75,国分優, 1.8, 61,   2, -11,14,113.6, ⑩⑨
15, 9, スリｰアメニティｰ,---,吉田稔, 5.4, 30,  -2, -36,15,169.3,⑯⑧⑯,15,13,Ｌメイショウザンベジ, 40,武幸四, 3.9, 37,  -1, -27,12,115.6, ⑥⑨,,,,,,,,,,,,,15,11,Ｊラディアｰレ, 70,和田竜, 1.9, 58,* 19, -34, 6, 13.9, ①①
16,16,Ｎレディハｰドモア, 30,太宰啓, 7.5, 20,  -2, -54,16,245.2,⑦⑦⑬,16,15,Ｏタカラメジャｰ,  5,幸英明, 4.4, 31,  -5, -26,14,169.1, ⑬⑬,,,,,,,,,,,,,16, 1,Ｌショウナンカッサイ, 68,幸英明, 2.1, 57,   4, -16,13,101.0, ⑧⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:4),,,,,,,,,,,
"単勝:4,400円 複勝:03=1,360円 08=310円 05=1,400円 枠連:2,240円",,,,,,,,,,,,"単勝:550円 複勝:10=210円 06=490円 12=770円 枠連:3,500円",,,,,,,,,,,,単勝:180円 複勝:03=110円 04=210円 05=200円 枠連:880円,,,,,,,,,,,,"単勝:380円 複勝:10=190円 08=230円 02=150円 枠連:1,250円",,,,,,,,,,,
"馬連:11,950円 ワイド:03-08=2,610円 03-05=7,980円 05-08=2,120円",,,,,,,,,,,,"馬連:4,120円 ワイド:06-10=1,630円 10-12=1,980円 06-12=5,140円",,,,,,,,,,,,馬連:760円 ワイド:03-04=310円 03-05=360円 04-05=770円,,,,,,,,,,,,"馬連:2,120円 ワイド:08-10=880円 02-10=470円 02-08=590円",,,,,,,,,,,
