12年12月 2日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年12月 2日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 7R  ダ1900m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1400m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浜名湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂシゲルアンドロメダ, 59,川須栄,, 52,*  0,  -9, 3,  8.5, ①①, 1,12,Ｈラッキｰストリｰク, 41,勝浦正,, 47,* -1, -11, 4,  6.6,⑥②③, 1, 1,Ｂスリｰタイタン, 75,芹沢純,, 73,*  8,* 12, 2,  3.1,④⑤⑤, 1, 7,Ｆサニｰヘイロｰ, 75,勝浦正,, 82,   5,* 21, 6, 21.3, ⑩⑪
 2, 9,Ｃアルマライズ, 54,勝浦正, 0.2, 49, -10,*  2, 2,  5.3, ⑪⑪, 2, 4,Ｐヤマノレオ, 24,西村太, 0.0, 47,  -6,  -4, 7, 33.1,③⑦⑦, 2, 3,Ｌシンクヴェトリル, 65,松山弘, 0.6, 68,*  9,   5,11, 47.8,①①①, 2,17,Ｏヤマニンプチガトｰ, 70,鮫島良, 0.3, 78,   6,  15, 9, 24.0, ⑪⑩
 3, 2,Ｇヒキャクノアシ, 46,丸山元, 0.7, 46, -14,*  3,10, 68.6, ⑬⑬, 3,14,Ｌモユルオモイ, 39,藤懸貴, 0.0, 48, -13,*  6,12, 69.7,⑯⑮⑯, 3, 2,Ｅトウショウギフト, 72,岩部純, 0.6, 69,   7,   8, 4, 10.5,⑪⑦⑨, 3,10,Ｌフラワｰロック, 72,柴山雄, 0.3, 77,* 11,   8, 8, 24.0, ③③
 4, 5,Ｄクニサキゼブライカ, 51,西田雄, 0.8, 44, -12,*  0, 6, 18.8, ⑫⑫, 4, 3,Ｂヒシパｰル, 52,菱田裕, 0.1, 47,  -5,  -5, 3,  6.3,⑩⑨⑧, 4, 8,Ｄファンタズミック, 72,丸山元, 0.8, 68,   6,   8, 7, 29.7,⑬⑬⑦, 4, 5,Ｃゴｰルデンムｰン, 77,川須栄, 0.5, 76,   2,  17, 1,  2.5, ⑫⑫
 5, 3,Ｏエイシンガリレイ, 12,北村友, 1.0, 43,  -5, -12, 7, 20.6, ⑦⑦, 5,10,Ｅウォｰタｰチュｰン, 44,松山弘, 0.3, 43,  -4, -10, 2,  3.4,⑧⑥⑤, 5, 4,Ｉステップアヘッド, 67,西村太, 0.8, 66,   6,*  9, 8, 31.3,⑧⑩⑫, 5,11,Ｊオｰクヴィル, 73,丸田恭, 0.6, 74,   1,* 18,13, 34.6, ⑬⑭
 6,15,Ｆキタサンヤマビコ, 49,芹沢純, 1.0, 45,  -2, -13, 5, 18.3, ⑤⑤, 6,11,Ｎマリンレイ, 38,荻野琢, 0.3, 41,*  0, -18, 9, 39.8,②①①, 6,12,Ｋアポロスカイナイト, 66,丹内祐, 1.3, 66,   6,   4,10, 36.8,⑥⑨⑩, 6,18,Ｎグレナディｰン, 71,中舘英, 0.7, 73,  10,   6,11, 25.2, ⑦⑦
 7,13,Ａミリアグラシア, 64,松山弘, 1.1, 43,  -3, -15, 1,  1.8, ④④, 7,15,Ｏザッツトライアンフ, 36,川須栄, 0.4, 46,  -7,  -4, 8, 34.3,⑪⑪⑫, 7, 9,Ａメイショウサリマン, 75,川須栄, 1.5, 64,   7,   1, 3,  7.5,⑦⑥⑧, 7, 6,Ｅガッダムアスカ, 76,丸山元, 0.8, 72,   6,   8, 2,  5.2, ⑧⑨
 8, 1,Ｅスイングタキオン, 51,杉原誠, 1.4, 40,  -5, -15, 4,  9.4, ⑥⑥, 8, 9,Ｃフライトミュｰズ, 46,丸田恭, 0.4, 41,* -3, -15,10, 42.7,①⑤②, 8,15,Ｇワンダｰバライル, 69,水口優, 1.5, 63,   4,   8,12, 95.9,⑮⑮⑮, 8,16,Ｈニシノテキｰラ, 74,杉原誠, 0.8, 74,   0,  17,12, 25.6, ⑱⑮
