12年 9月16日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 9月16日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  芝2500m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初風特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｃクリスクリングル, 52,杉原誠,, 57,  -6,   2, 3,  6.0, ⑤⑥, 1,10,Ｅコスモミレネｰル, 69,柴田大,, 76,* 13,   7, 6, 10.5,①①①, 1, 6,Ｇマイネルリヒト, 66,大野拓,, 76,*  6,  18, 2,  4.6,①①①, 1, 5,Ａルリニガナ, 82,津村明,, 77,*  2,  11, 3,  6.9, ①①
 2, 9,Ｇジョｰジジョｰジ, 43,丸田恭, 0.2, 55,  -7,   3, 6, 13.3, ⑦⑦, 2, 2,Ａコウヨウアレス, 76,田中勝, 0.2, 73,*  9,   9, 1,  4.2,④③③, 2, 1,Ｃダイワリュｰリン, 73,的場勇, 0.2, 76,   4,  19, 3,  6.7,②④④, 2, 8,Ｃヤマニングルノイユ, 78,伊藤工, 0.1, 76,*  2,   9, 7, 18.3, ②②
 3, 4,Ｊジェファｰソン, 36,勝浦正, 0.3, 54, -14,*  8,11,222.0, ⑫⑪, 3,14,Ｆアクアライン, 68,蛯名正, 0.4, 72,   5,* 14, 3,  5.9,⑩⑩⑨, 3, 4,Ａマイネルメダリスト, 83,蛯名正, 0.2, 75,   5,  18, 1,  1.5,⑤③③, 3, 6,Ｂロｰドラディアント, 78,蛯名正, 0.1, 76,  -1,* 12, 1,  1.9, ③③
 4,12,Ｂトドロック, 53,柴田善, 0.5, 53,* -2,  -5, 1,  2.8, ②②, 4, 4,Ｇデルマジュロウジン, 67,北村宏, 0.4, 72,   9,   8, 9, 19.4,⑨⑤④, 4, 2,Ｄヒビケジンダイコ, 71,勝浦正, 0.4, 76,   3,* 22, 5, 18.8,⑥⑧⑨, 4, 2,Ｅノブクィｰン, 75,高田潤, 0.3, 74,  -4,* 12, 5, 10.4, ④④
 5, 6,Ａアルマベルヴァ, 54,吉田隼, 0.7, 50,  -8,  -2, 5,  8.4, ⑥⑤, 5, 6,Ｂシルキｰマｰチ, 71,江田照, 0.4, 72,   4,* 15, 2,  4.3,⑫⑫⑫, 5, 7,Ｆカンタベリｰナイト, 67,武士沢, 0.5, 74,   2,* 23, 8, 79.8,⑨⑨⑧, 5, 3,Ｈキョウエイバサラ, 68,石橋脩, 0.5, 72,  -4,   9, 6, 11.0, ⑤⑤
 6,11,Ｆイｰグルカッタｰ, 45,北村宏, 0.8, 50,  -4,  -6, 4,  6.4, ④③, 6, 5,Ｄチャペルプリンセス, 69,山崎亮, 0.5, 71,   4,* 13, 5, 10.4,⑪⑪⑩, 6, 5,Ｈトミケンオウドウ, 64,木幡初, 0.7, 70,   5,  14, 6, 24.7,⑦⑥⑥, 6, 1,Ｆプロスペラスマム, 74,武士沢, 0.7, 68,  -7,   9, 9,101.5, ⑦⑧
 7, 3,Ｉヒｰロｰゴｰルド, 38,嘉藤貴, 0.9, 49, -13,   1, 7, 32.7, ⑩⑩, 7,11,Ｋアポロライダｰ, 61,勝浦正, 0.6, 69,* 10,   2,12, 58.3,②②②, 7, 3,Ｉエムアイボニｰタ, 60,柴山雄, 0.7, 71,   5,  14, 9,125.8,④⑤⑤, 7, 9,Ｇマジカルポケット, 70,柴田大, 0.9, 67,  -6,   7, 4,  9.8, ⑨⑨
 8, 5,Ｅマクガフィン, 45,柴山雄, 0.9, 49, -10,   0, 9,136.1, ⑨⑧, 8, 9,Ｃスモｰキｰヴォイス, 70,松岡正, 0.6, 73,   4,  13, 4,  7.2,⑬⑬⑭, 8, 8,Ｂガッテンキャンパス, 77,横山和, 1.0, 68,   5,   9, 7, 65.4,⑧⑦⑦, 8, 4,Ｄカフェヒミコ, 77,松岡正, 0.9, 66,  -5,   5, 2,  5.1, ⑧⑥
 9,14,Ｄシアｰジュ, 51,蛯名正, 1.0, 50,* -1, -10, 2,  3.3, ①①, 9,16,Ｊアポロドｰロス, 62,吉田隼, 0.8, 68,   4,  11, 7, 12.4,⑮⑭⑬, 9, 9,Ｅズルフィカｰル, 68,江田照, 1.2, 64,*  6,   2, 4, 13.0,③②②, 9, 7,Ｊサクラオハナ, 65,吉田隼, 1.2, 62,  -4,   0,10,165.9, ⑥⑦
10,13,Ｋダイメイホｰム, 36,西田雄, 1.2, 46,  -8,  -6,10,167.3, ⑧⑨,10,12,Ｌディｰズプリンセス, 59,三浦皇, 1.0, 67,  -1,* 15,13, 79.8,⑭⑯⑮,,,,,,,,,,,,,10,10,Ｉアイアンデュｰク, 68,北村宏, 1.5, 58,  -5,  -2, 8, 63.1, ⑩⑩
11, 1,Ｈイクラン, 38,田中博, 2.1, 39,  -4, -17, 8, 45.8, ③④,11,15,Ｈキングズクエスト, 64,石橋脩, 1.1, 65,   6,   2,10, 39.8,⑧⑨⑦,,,,,,,,,,,,,,,,,,,,,,,,
