12年 5月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 5月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,わらび賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｇタイガｰシｰド, 59,柴山雄,, 69,   3,*  7, 4, 13.9,⑫⑥⑥, 1,12,Ｄホッコｰゼニト, 57,幸英明,, 60,   3,   9, 7, 12.5,④④④, 1, 8,Ｂレト, 73,幸英明,, 67,*  6,   6, 1,  2.5, ④③, 1, 4,Ｄワイルドロジャｰ, 70,丸山元,, 72,   6,*  1, 5, 10.8,⑮⑭⑪
 2,15,Ａグレｰトチャｰルズ, 70,丸山元, 0.1, 70,*  7,  -1, 1,  2.2,①①①, 2, 1,Ｃジルニトラ, 60,柴山雄, 0.1, 56,*  5,   4, 1,  2.6,①②②, 2,11,Ｊワンダｰドレッシｰ, 65,西村太, 0.2, 63,*  8,   0,10, 40.8, ①①, 2, 2,Ａアメリカンダイナｰ, 78,吉田豊, 0.0, 69,   9,  -4, 1,  2.8,⑥⑥⑧
 3, 7,Ｅキネオスパｰク, 62,黛弘人, 0.7, 64,   4,*  0, 3, 10.9,④⑤⑤, 3, 2,Ｉコスモユッカ, 51,吉田隼, 0.2, 58,   2,   9, 3,  6.8,③⑦⑥, 3,15,Ｄメイショウセトウチ, 69,村田一, 0.3, 63,   4,   6, 4,  9.1, ⑦⑥, 3,10,Ｅモネロ, 67,古川吉, 0.0, 71,   4,*  6,10, 31.0,⑭⑮⑮
 4, 4,Ｊマイネルソウル, 50,丹内祐, 1.5, 61,   0,*  0, 8, 48.1,⑮⑪⑨, 4, 9,Ａギリサントポケサン, 65,川須栄, 0.2, 57,   2,   8, 2,  5.6,⑤⑤⑤, 4, 4,Ｏロックフェアレディ, 43,藤岡康, 0.3, 63,   4,   6,16,111.0, ⑥⑦, 4,13,Ｉタガノテッペン, 63,幸英明, 0.2, 67,* 11, -11, 3,  8.9,①①①
 5, 8,Ｄキタサンシンガｰ, 63,国分恭, 1.5, 59,*  5, -10, 5, 14.0,②③②, 5, 4,Ｇコスモプランタン, 54,松山弘, 0.5, 55,  -1,* 12, 5, 10.4,⑨⑪⑨, 5,16,Ａアップルジャック, 74,大野拓, 0.4, 63,   1,*  8, 2,  4.7, ⑪⑧, 5, 1,Ｂアルディエス, 73,浜中俊, 0.2, 70,   8,  -4, 2,  3.3,⑧⑨⑦
 6,12,Ｂショウナンハヤブサ, 69,浜中俊, 1.7, 59,   4, -10, 2,  2.8,⑤④④, 6,11,Ｂマイネキャスリｰン, 61,高倉稜, 0.5, 55,   2,   6, 8, 18.6,⑪⑧⑧, 6, 5,Ｎダノンロゼ, 61,上村洋, 0.4, 62,   5,   3,12, 44.9, ⑤⑤, 6, 8,Ｆミルクディッパｰ, 67,藤岡康, 1.2, 62,   9, -14, 6, 14.1,⑦⑦⑥
 7, 1, チュウワストライク,---,藤懸貴, 2.8, 49,  -1,  -9,14,138.3,⑪⑫⑪, 7,13,Ｈプレザントライフ, 53,浜中俊, 0.6, 52,*  5,  -2, 4,  9.4,⑥③③, 7, 9,Ｃディアエンデバｰ, 70,松田大, 0.5, 61,  -1,*  8, 5, 11.7, ⑬⑬, 7, 5,Ｈナリタタイフｰン, 65,村田一, 1.3, 62,   6, -10, 7, 22.4,⑨⑬⑫
 8,10,Ｈサｰドシアタｰ, 55,横山和, 3.0, 51,  -1, -11, 9, 49.4,⑨⑬⑫, 8, 7,Ｌアスカノラポｰル, 44,国分恭, 0.7, 56,  -4,* 16,12,117.5,⑫⑮⑮, 8, 6,Ｉマシラ, 65,吉田隼, 0.5, 60,*  7,  -2, 3,  6.0, ②②, 8, 9,Ｊニライジンク, 63,松山弘, 1.7, 57,   8, -17,11, 38.9,③⑧⑨
