12年 7月 7日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 7月 7日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,, 9, 1, ダイヤモンドハウス,,植野貴,210.5,,,, 9, 55.9,⑩⑨⑨, 9,12,Ｄマイネルコンキスタ, 62,渡辺薫, 1.0, 55,  -5,  -2, 5,  9.7,⑬⑭⑭, 9,12,Ｉパｰプルタイヨｰ, 75,幸英明, 1.0, 72,  14,   3, 8, 25.9, ⑥⑥
,,,,,,,,,,,,10, 8, ウィンザｰフラッグ,,難波剛,214.0,,,, 8, 40.4,⑦⑩⑩,10, 8,Ｎコスモベルアｰム, 47,鈴来直, 1.1, 52,*  1, -16,14,327.0,②③②,10, 5,Ｊフィｰルマイハｰト, 74,藤岡康, 1.2, 69,* 15,  -1,11, 61.7, ④③
,,,,,,,,,,,,,,,,,,,,,,,,11,11,Ａジョヴァンニ, 66,武豊  , 1.1, 54,  -4,  -5, 2,  5.9,⑪⑬⑬,11, 1,Ｐケンブリッジシｰザ, 69,国分恭, 1.2, 70,   3,  12,17,350.5, ⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,12,15,Ｌタイキフォｰスワン, 49,藤岡康, 1.3, 51,  -4,  -9,13,268.6,⑭⑪⑪,12, 3,Ｌフェブスカイ, 73,国分優, 1.2, 71,   8,   9,15,187.2, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,13,13,Ｉタガノショコラ, 55,国分恭, 1.3, 53,  -6,  -3,11,142.3,⑯⑮⑮,13, 6,Ｆタニノスバル, 76,難波剛, 1.4, 67,  14,  -2,13, 69.2, ⑤④
,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｍアｰスワンシャｰプ, 47,尾島徹, 1.5, 48,   0, -18,16,456.4,⑥⑥⑥,14,16,Ｏメルシｰサイレンス, 70,鮫島良, 1.5, 68,   4,  10,16,295.2, ⑰⑰
,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｋタツスティンガｰ, 51,幸英明, 1.6, 46,*  4, -28,15,343.5,①①①,15,11,Ｎノブクィｰン, 71,中井裕, 1.5, 65,* 17,  -9,12, 65.5, ①①
,,,,,,,,,,,,,,,,,,,,,,,,16, 6, リバイヴエンブレム,---,高倉稜, 2.5, 38,  -8, -19,10, 80.1,⑮⑯⑯,16, 7,Ｋドリｰムヒｰロｰ, 74,太宰啓, 1.7, 63,   9,   0,14,105.2, ⑪⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 4,Ｂエｰシンジャッカル, 82,小牧太, 1.8, 64,  12,  -3, 3,  6.0, ⑧⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:重(指数:5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:5),,,,,,,,,,,
"単勝:360円 複勝:02=240円 05=470円 06=1,500円 枠連:0円",,,,,,,,,,,,単勝:490円 複勝:05=160円 09=160円 02=460円 枠連:560円,,,,,,,,,,,,単勝:870円 複勝:16=300円 01=120円 09=490円 枠連:720円,,,,,,,,,,,,"単勝:2,620円 複勝:10=480円 15=240円 17=150円 枠連:480円",,,,,,,,,,,
"馬連:1,350円 ワイド:02-05=390円 02-06=1,130円 05-06=1,260円",,,,,,,,,,,,"馬連:1,010円 ワイド:05-09=360円 02-05=1,030円 02-09=1,180円",,,,,,,,,,,,"馬連:830円 ワイド:01-16=470円 09-16=3,590円 01-09=910円",,,,,,,,,,,,"馬連:7,180円 ワイド:10-15=1,940円 10-17=1,050円 15-17=470円",,,,,,,,,,,
"馬単:2,700円 3連複:8,000円 3連単:26,660円",,,,,,,,,,,,"馬単:1,900円 3連複:5,310円 3連単:19,910円",,,,,,,,,,,,"馬単:1,750円 3連複:6,560円 3連単:31,620円",,,,,,,,,,,,"馬単:17,020円 3連複:6,150円 3連単:65,670円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中京,,,,,,,,,,,,,,,,,,,,,,,,関ｹ原ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｇラヴァズアゲイン, 50,松山弘,, 65,   2,*  5, 3,  5.7, ⑨⑧, 1, 7, アップトゥデイト,---,佐藤哲,, 70,   0,*  9, 5, 17.7, ⑤⑤, 1, 8,Ａピクシｰプリンセス, 79,浜中俊,, 74,   8,* -3, 3,  4.9,⑥⑥⑤, 1, 6,Ｂダノンバラｰド, 85,小牧太,, 85,  -2,* 15, 1,  1.7,⑥⑦⑨
 2,10,Ｃシンプリｰラブ, 59,高倉稜, 0.0, 65,   0,*  7, 2,  3.9, ⑩⑨, 2, 5, クリソライト,---,北村友, 0.1, 69,  -2,* 10, 3,  7.0, ⑧⑦, 2, 7,Ｆサマｰルナ, 65,佐藤哲, 0.5, 69,   9, -13, 7, 14.6,④④④, 2, 7,Ｅワルキュｰレ, 84,武豊  , 0.3, 78,  -1,   7, 7, 47.4,④④⑤
 3,11,Ｊラファダリ, 48,酒井学, 0.2, 63,   0,*  6,10, 34.9, ⑫⑫, 3,10, バルタザｰル,---,尾島徹, 0.9, 63,   1,  -2, 6, 19.2, ④④, 3, 9,Ｃオｰシャンビｰナス, 71,藤懸貴, 0.6, 68,   5,* -6, 5,  9.0,⑧⑧⑧, 3, 2,Ｆダコｰル, 83,佐藤哲, 0.5, 79,  -2,   8, 3,  6.0,⑧⑨⑧
 4, 4,Ａクイｰンズライフ, 65,武豊  , 0.6, 61,   0,   3, 1,  3.7, ⑪⑪, 4, 6, シグナルプロシｰド,---,藤岡康, 1.5, 58,   1,  -7, 4,  9.8, ③③, 4, 6,Ｅタガノミュルザンヌ, 68,北村友, 1.6, 59,   5, -19, 2,  3.8,⑦⑦⑦, 4, 1,Ｃジェントルマン, 85,浜中俊, 0.6, 73,*  1,   0, 2,  3.4,③⑤②
 5,12, ジョビアｰレ,---,小牧太, 0.7, 58,  -3,*  5, 9, 34.3, ⑮⑮, 5,11, マイネルハルカゼ,---,高倉稜, 1.6, 57,  -1,  -4, 2,  5.8, ⑨⑩, 5, 4,Ｄダイワデッセｰ, 71,中井裕, 1.9, 55,* 12, -38, 4,  6.1,③③③, 5, 5,Ａトモロポケット, 86,国分恭, 0.6, 74,*  1,   1, 6, 47.4,⑤③③
 6,16,Ｄホワイトドレス, 58,国分優, 0.9, 59,*  5,  -6, 7, 16.0, ③③, 6, 2, ホッコｰジョイフル,---,飯田祐, 1.7, 56,  -4,  -2, 9, 99.9, ⑪⑨, 6, 3,Ｇマリアビスティｰ, 64,国分優, 2.5, 52,* 12, -46, 6, 11.7,②②②, 6, 9,Ｇマイネルガヴロシュ, 80,幸英明, 0.7, 75,   0,   4, 5, 20.3,⑨⑧⑦
 7, 9,Ｅタイキベイビｰ, 57,渡辺薫, 1.0, 61,*  6,  -8, 4,  6.8, ②②, 7,12, スカイノインチャン,---,松山弘, 1.8, 55,   0,  -7, 8, 24.4, ⑥⑥, 7, 1,Ｈスタｰファンタジア, 49,太宰啓, 3.3, 44,   6, -45, 8,122.1,⑤⑤⑥, 7, 3,Ｄマルカボルト, 85,藤岡康, 1.4, 63,*  2, -14, 4, 13.1,①①①
 8, 1,Ｂマイネベルヴィ, 62,幸英明, 1.3, 55,   2,  -6, 5,  8.3, ⑧⑩, 8, 3, テイエムオオラジャ,---,太宰啓, 2.5, 50,  -2, -11,11,142.3, ⑦⑧, 8, 5,Ｉワンダｰストｰリリ, 42,田村太, 3.6, 44,   3, -40, 9,200.9,⑨⑨⑨, 8, 4,Ｉテｰオｰティアラ, 77,北村友, 2.5, 53,*  1, -26, 9,218.1,②②④
 9, 7,Ｆコウエイミラｰ, 53,国分恭, 1.4, 55,   4,  -9,13,168.7, ⑤④, 9, 4, マキオプレジデント,---,国分恭, 2.8, 48,*  3, -21,12,308.7, ①①, 9, 2,Ｂフェｰタルロｰズ, 77,幸英明, 4.1, 44,* 12, -70, 1,  2.9,①①①, 9,10,Ｋベルウッドロｰツェ, 62,鈴来直, 2.6, 52,   0, -24,10,272.1,⑦⑥⑥
10, 6, セレブリティトｰク,---,藤懸貴, 1.5, 51,  -3,  -2,15,186.6, ⑭⑭,10, 8, ゴッドカンタｰタ,---,酒井学, 5.2, 29,  -3, -34,10,112.3, ⑩⑪,,,,,,,,,,,,,10,11,Ｈアグネスミヌエット, 78,鮫島良, 3.1, 50,  -4, -22,11,285.5,⑩⑪⑪
11,14,Ｈラブリｰリタ, 50,水口優, 1.7, 51,   2, -11,11, 56.0, ⑥⑦,,,,,,,,,,,,,,,,,,,,,,,,,11, 8,Ｊバウンシｰチュｰン, 66,高倉稜, 4.2, 40,  -3, -39, 8, 65.6,⑪⑩⑩
12, 5, チョコダイスキ,---,中井裕, 1.7, 51,   2, -11,12, 78.3, ④⑥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13, 2, ヴァレンス,---,北村友, 2.4, 46,  -1, -12, 8, 33.9, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,13, ヴォルカニックヒル,---,浜中俊, 4.4, 31,   3, -34, 6, 12.4, ⑦⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15, 3,Ｉエアドゥルガｰ, 49,藤岡康, 4.8, 27,  -4, -29,14,182.9, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,15,Ｋピエナガイア, 47,和田竜, 6.4, 17,*  7, -56,16,197.1, ①①,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:不良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:不良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:5),,,,,,,,,,,
単勝:570円 複勝:08=240円 10=160円 11=720円 枠連:700円,,,,,,,,,,,,"単勝:1,770円 複勝:07=570円 05=310円 10=530円 枠連:2,280円",,,,,,,,,,,,"単勝:490円 複勝:08=200円 07=330円 09=240円 枠連:1,780円",,,,,,,,,,,,"単勝:170円 複勝:06=110円 07=500円 02=170円 枠連:2,440円",,,,,,,,,,,
"馬連:1,240円 ワイド:08-10=530円 08-11=1,840円 10-11=1,550円",,,,,,,,,,,,"馬連:5,190円 ワイド:05-07=1,270円 07-10=2,410円 05-10=1,620円",,,,,,,,,,,,"馬連:2,900円 ワイド:07-08=640円 08-09=630円 07-09=770円",,,,,,,,,,,,"馬連:2,590円 ワイド:06-07=840円 02-06=230円 02-07=1,490円",,,,,,,,,,,
"馬単:2,480円 3連複:9,250円 3連単:29,320円",,,,,,,,,,,,"馬単:14,400円 3連複:20,890円 3連単:181,360円",,,,,,,,,,,,"馬単:4,810円 3連複:4,980円 3連単:27,870円",,,,,,,,,,,,"馬単:3,440円 3連複:3,660円 3連単:19,550円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,沓掛特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂスリｰロブロイ, 64,藤懸貴,, 69,  -2,* 16, 5,  9.6,⑮⑬⑬, 1, 6,Ａタガノビッグバン, 72,太宰啓,, 59,*  9, -28, 1,  2.5,①①①, 1, 6,Ｈマイネルバイカ, 75,田中健,, 76,* -1,* 18,10, 25.8,④③⑤, 1,13,Ｄタイセイジｰニアス, 71,浜中俊,, 74,  -1,   7, 5,  9.4, ⑧⑧
 2,15,Ｄミッキｰマｰチ, 63,小牧太, 0.3, 67,*  3,   4, 2,  4.1,②②①, 2,10,Ｂクリビツテンギョ, 68,武豊  , 0.6, 57,   4, -24, 4, 10.7,⑨⑨⑧, 2,16,Ｂシゲルスタｰキング, 80,国分恭, 0.0, 76,  -3,* 20, 7, 12.3,⑩⑦⑦, 2,11,Ｅアｰスツリｰ, 70,小牧太, 0.0, 75, -13,* 18, 2,  3.8, ⑯⑭
 3, 6,Ｃダノンルｰチェ, 63,和田竜, 0.6, 67,  -1,* 10, 6,  9.7,⑪⑪⑨, 3,13,Ｃカｰバ, 64,田中健, 0.9, 53,*  9, -39, 5, 11.9,②②②, 3,13,Ｌベストサｰパス, 73,藤岡康, 0.1, 75,* -1,  17, 9, 15.8,②②②, 3, 9,Ｂメイショウツガル, 72,幸英明, 0.0, 75,   8,  -2, 1,  3.3, ④④
 4, 2, ジャコシップスタｰ,---,浜中俊, 0.9, 63,   1,   1, 3,  6.6,④⑤⑤, 4,11,Ｅガｰヴィ, 61,佐藤哲, 1.0, 58,  -4,* -7, 3,  6.3,⑯⑮⑭, 4,11,Ｅセイカフォルテ, 78,北村友, 0.5, 75,  -2,  16, 2,  5.2,⑤⑤④, 4,16,Ｊシャドウエミネンス, 66,鮫島良, 0.1, 74,  -9,* 13, 4,  7.5, ⑬⑫
 5,13,Ｈハｰトビｰトボｰイ, 59,幸英明, 1.1, 61,*  2,  -2, 8, 31.8,⑥④④, 5, 2,Ｋストレｰトラブ, 51,鮫島良, 1.0, 55,   4, -29,11, 66.5,⑪⑩⑨, 5,15,Ｇタガノテッペン, 75,浜中俊, 0.5, 72,* -1,  12, 4,  6.6,①①①, 5,18,Ｐエｰティｰガンダム, 55,国分恭, 0.2, 72,  -1,   4,13, 63.3, ⑨⑨
 6, 8,Ｇメイショウシンペイ, 60,森一馬, 1.5, 59,   2,  -3, 7, 26.1,⑩⑦⑦, 6, 7,Ｎヨドノエｰス, 44,高倉稜, 1.1, 53,   5, -32, 9, 28.9,⑦⑦⑦, 6, 5,Ｄタガノリベラノ, 79,武豊  , 0.7, 72,  -3,  15, 5,  9.5,⑥⑧⑧, 6,15,Ｃフェブムｰビング, 72,中井裕, 0.4, 69,*  9,  -9, 7, 28.4, ③③
 7, 3,Ａエクチュア, 74,松山弘, 1.5, 59,   1,  -1, 1,  2.4,⑧⑧⑧, 7, 5,Ｆシルクルガｰル, 57,国分優, 1.1, 53,   6, -36,10, 31.4,⑤⑤⑤, 7, 2,Ｎメイショウブシドウ, 65,松山弘, 0.8, 70,  -2,  13,12,122.5,③④③, 7,17,Ｑメトログリペン, 52,国分優, 0.5, 68,   8,  -9,15,167.8, ⑥⑥
 8,16,Ｌパｰプルベスト, 50,鮫島良, 2.0, 60,  -2,   2,16,482.6,⑭⑮⑮, 8, 4,Ｄトウカイジョイフル, 62,酒井学, 1.5, 49,*  8, -45, 6, 14.5,④④④, 8,14,Ｉスズカウラノス, 75,太宰啓, 0.8, 72,  -3,  14, 6, 10.4,⑦⑥⑥, 8,10,Ｆヴェリタスロｰズ, 68,森一馬, 0.7, 65, -12,   8,14,104.2, ⑭⑬
 9,12,Ｊサザンネスト, 51,国分優, 2.0, 56,*  3,  -9,15,359.2,③③③, 9, 8,Ｊマイネアスタリスク, 51,松山弘, 1.6, 49,  -5,*-14,12, 99.1,⑰⑯⑮, 9, 3,Ｃアドマイヤケルソ, 80,小牧太, 0.8, 72,  -5,  17, 3,  5.8,⑨⑬⑫, 9,14,Ｇトロピカルメジャｰ, 67,尾島徹, 0.9, 63,   7, -13, 6, 12.1, ⑤⑤
10, 1,Ｅダヴィｰド, 62,北村友, 2.1, 56,  -2,  -2, 4,  9.6,⑫⑫⑩,10,16,Ｉワンダｰビジュｰ, 52,野元昭, 1.6, 50,   2, -29,14,241.1,⑬⑫⑪,10, 1,Ａゴｰルデンアタック, 81,幸英明, 1.1, 70,  -5,  14, 8, 12.6,⑫⑭⑭,10, 8,Ｋヤマニンボンプアン, 65,水口優, 0.9, 62,   0,  -6, 9, 45.4, ⑦⑦
11,11,Ｏヤマニンカセドラル, 30,藤岡康, 2.3, 53,   1, -11,10, 76.9,⑤⑥⑥,11,12,Ｈカナッタリ, 54,藤岡康, 1.7, 49,  -3, -22, 8, 19.9,⑭⑬⑬,11, 7,Ｋマルティニｰク, 73,鮫島良, 1.2, 72,  -5,  16,13,132.8,⑯⑮⑮,11, 6,Ａキタサンエピソｰド, 74,武豊  , 1.2, 59,* 12, -22, 3,  5.6, ②②
12, 5,Ｆトシツバサ, 60,太宰啓, 2.6, 53,   0,  -9, 9, 46.3,⑨⑨⑪,12,15,Ｇエｰシンクｰフラン, 55,浜中俊, 2.0, 47,*  8, -53, 2,  4.3,⑥③③,12,10,Ｊシンボリカンヌ, 74,飯田祐, 1.5, 66,  -4,  10,15,143.8,⑮⑪⑪,12, 4,Ｌコｰリングオブラブ, 63,佐藤哲, 1.7, 53, -25,   8,16,214.1, ⑱⑱
13,10,Ｉパトス, 56,水口優, 2.8, 49,*  3, -18,11,107.3,①①②,13, 1,Ｏメイショウユキハナ, 42,中村将, 3.1, 39,  -2, -44,16,297.5,⑧⑪⑫,13, 9,Ｆロットネスト, 76,高倉稜, 1.7, 64,  -3,   6, 1,  4.2,⑪⑨⑨,13, 3,Ｈテイエムシシオｰ, 66,北村友, 1.7, 52, -16,  -1,11, 52.7, ⑫⑮
14, 7,Ｋメイショウヒマツリ, 50,中井裕, 3.8, 44,   0, -19,12,108.4,⑦⑩⑫,14, 9,Ｑリワｰドアンク, 33,北村友, 3.6, 34, -10, -31,15,275.8,⑮⑰⑰,14,12,Ｍサンマルヴィエント, 69,渡辺薫, 1.7, 68,  -4,   8,14,138.1,⑭⑫⑬,14, 7,Ｏアグネスジャスパｰ, 59,太宰啓, 1.7, 51,  -5, -11,10, 46.3, ⑪⑪
15,14,Ｍリネンハウス, 47,尾島徹, 3.8, 44,  -3, -15,14,159.1,⑬⑭⑭,15,18,Ｒスズカミラクル, 17,尾島徹, 3.9, 34,  -7, -43,17,325.9,⑫⑭⑯,15, 4,Ｏタイセイマスタング, 60,酒井学, 2.7, 57,  -4,  -1,11, 93.9,⑧⑩⑩,15, 2,Ｍラビットファレル, 61,五十嵐, 1.7, 52,  -5, -11,17,299.2, ⑩⑩
16, 9,Ｎラガｰセント, 44,酒井学, 4.2, 42,  -4, -15,13,156.9,⑯⑯⑯,16,14,Ｐアイアンムガｰル, 35,中井裕, 4.8,  9,   2, -77,18,329.0,③⑧⑩,16, 8, マルヨレギュラｰ,---,尾島徹, 4.3, 47,  -6, -10,16,213.3,⑬⑯⑯,16,12,Ｒサダムトレイス, 27,藤懸貴, 1.7, 52, -18,   2,18,304.3, ⑮⑯
,,,,,,,,,,,,17,17,Ｌデオヴォレンテ, 48,幸英明, 4.9,  7,   6, -88,13,102.5,⑩⑥⑥,,,,,,,,,,,,,17, 5,Ｉテイエムアモｰレ, 66,高倉稜, 2.1, 47,* 12, -33, 8, 29.1, ①①
,,,,,,,,,,,,18, 3,Ｍシャイニｰタキオン, 47,小牧太, 6.4,  0, -13, -66, 7, 18.7,⑱⑱⑱,,,,,,,,,,,,,18, 1,Ｎファンデルワｰルス, 61,松山弘, 2.2, 45, -23,  -1,12, 61.5, ⑰⑰
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:不良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-18 馬場:重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:5),,,,,,,,,,,
