12年 8月26日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 8月26日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2900m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,天草特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａスクワドロン, 54,北村友,, 50, -11,*  4, 1,  1.9, ⑤⑤, 1, 9, コウエイキング,,北沢伸,,,,, 2,  3.1,③②②, 1, 6,Ａサマｰルナ, 73,北村友,, 71,*  9,   0, 1,  2.0,①①①, 1,13,Ｊニンジャ, 71,鮫島良,, 74,   4,*  6, 7, 15.6, ⑫⑪
 2, 6,Ｂシゲルホウオウザ, 48,田辺裕, 0.0, 51,  -8,*  2, 5,  9.6, ③③, 2, 3, タガノバッチグｰ,,中村将,191.3,,,, 1,  3.0,①①①, 2, 5,Ｆタガノミュルザンヌ, 68,川須栄, 0.4, 69,   5,*  3, 5,  8.0,⑨⑦⑥, 2,12,Ｃノブクィｰン, 77,中井裕, 0.1, 74,   8,   0,12, 88.1, ⑧⑥
 3,12,Ｈサンセットスカイ, 38,佐藤哲, 0.2, 48, -11,*  2, 3,  7.0, ⑦⑥, 3, 4, モズハリケｰン,,林満明,192.0,,,, 4,  7.6,②③③, 3, 4,Ｃアンリミテッドピサ, 70,酒井学, 0.4, 67,*  8,  -3, 6, 10.2,④②②, 3,18,Ｂビキニブロンド, 77,浜中俊, 0.2, 72,   5,   2, 2,  3.9, ⑪⑩
 4,11,Ｆドントタッチミｰ, 40,川須栄, 0.3, 47,* -4,  -6, 4,  9.5, ②②, 4, 1, サトノケンオｰ,,熊沢重,192.6,,,, 6, 15.1,⑤④④, 4, 8,Ｉアラドヴァル, 65,国分恭, 0.4, 68,   4,*  2, 9, 37.9,⑩⑧⑦, 4, 6,Ｒレコメンド, 65,高田潤, 0.2, 69,   0,*  7,14,100.9, ⑯⑰
 5, 7,Ｉアｰマｰクラッド, 36,太宰啓, 0.4, 44, -14,*  2, 6, 12.3, ⑨⑧, 5, 2, エイユｰブラッサム,,今村康,192.9,,,, 5, 12.7,⑥⑤⑤, 5, 7,Ｈニｰレンベルギア, 65,川田将, 0.5, 67,*  7,  -5, 3,  7.6,②③③, 5, 9,Ｍハノハノ, 69,酒井学, 0.2, 76,* 14,  -6, 5, 12.1, ②②
 6, 5,Ｄセイントデジタル, 44,川田将, 0.6, 43,* -4, -10, 2,  5.4, ①①, 6, 6, ボストンリョウマ,,難波剛,193.8,,,, 9, 52.6,④⑥⑥, 6, 9,Ｅジュヴェビアン, 68,佐藤哲, 0.7, 65,   6,  -5, 8, 35.4,⑦⑤④, 6, 3,Ｄタイセイジｰニアス, 74,幸英明, 0.3, 69,   0,*  6, 8, 21.0, ⑰⑱
 7, 1,Ｅエヴリシｰズン, 41,藤懸貴, 0.8, 40, -15,  -2, 8, 40.3, ⑧⑨, 7, 5, ウィルビｰキング,,田村太,195.9,,,, 8, 46.6,⑦⑦⑦, 7, 1,Ｂルナフォンタｰナ, 73,幸英明, 0.7, 66,   3,*  1, 2,  7.0,⑫⑪⑧, 7, 8,Ａアンバルブライベン, 82,田中健, 0.3, 76,* 16, -10, 6, 14.7, ①①
 8, 3,Ｋランドボイジャｰ, 28,幸英明, 1.2, 36, -21,  -2, 9,147.7, ⑪⑪, 8, 7, フサイチアソｰト,,植野貴,196.9,,,, 3,  4.0,⑧⑧⑧, 8, 3,Ｇツインテｰル, 68,鮫島良, 1.0, 63,   2,   0, 4,  7.6,⑬⑬⑬, 8,16,Ｑマジカルポケット, 66,田辺裕, 0.4, 70,   8,  -3,11, 41.6, ⑨⑦
 9, 8,Ｃシゲルワシザ, 47,国分恭, 1.4, 32, -11, -14, 7, 16.5, ⑥⑦, 9, 8, トレジャｰハント,,黒岩悠,203.0,,,, 7, 27.5,⑨⑨⑨, 9, 2,Ｍロマンチカ, 49,花田大, 1.3, 58,   5,  -9,12,235.6,⑥⑩⑪, 9, 2,Ｇメイショウロｰラン, 72,飯田祐, 0.5, 66,   2,   1,10, 24.7, ⑬⑬
10, 4,Ｇカシノリュウセイ, 39,大下智, 1.5, 31, -21,  -6,12,373.7, ⑫⑩,,,,,,,,,,,,,10,13,Ｊアドマイヤアロング, 63,小牧太, 1.7, 54,*  7, -22,10, 43.6,③④⑤,10, 7,Ｎメイショウヒデタダ, 69,太宰啓, 0.6, 64,   1,   1, 9, 22.8, ⑮⑮
11, 9,Ｊカシノビッグベン, 36,野元昭, 1.6, 29,  -7, -21,10,242.1, ④④,,,,,,,,,,,,,11,10,Ｌラミアプリマベｰラ, 59,藤懸貴, 1.8, 52,   4, -16,11,107.4,⑪⑫⑩,11, 5,Ｐシャイン, 67,渡辺薫, 0.6, 65,   2,  -1,18,234.3, ⑭⑭
12,10,Ｌシゲルサンカクザ, 10,中井裕, 2.0, 24, -17, -16,11,352.7, ⑩⑫,,,,,,,,,,,,,12,12,Ｄクイｰンキセキ, 70,渡辺薫, 2.0, 50,   5, -20, 7, 32.6,⑤⑨⑨,12, 4,Ｋフィｰルドドリｰム, 70,北村友, 0.6, 68,  10,  -9,13, 89.3, ④③
,,,,,,,,,,,,,,,,,,,,,,,,13,11,Ｋスパｰブクィｰン, 61,太宰啓, 3.6, 35,   6, -46,13,285.0,⑧⑥⑫,13, 1,Ｏドリｰムヒｰロｰ, 68,国分恭, 0.7, 63,  -2,   2,17,164.1, ⑱⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,11,Ｉキタサンエピソｰド, 71,小牧太, 1.5, 57,  10, -21, 1,  3.3, ⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｆエリモエポナ, 73,藤懸貴, 1.6, 53,   5, -17,15,104.5, ⑩⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｅタガノラヴキセキ, 74,川須栄, 1.7, 54,   9, -22, 4,  7.4, ⑥⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,Ｈシゲルアセロラ, 71,川田将, 2.0, 51,  11, -27, 3,  7.4, ⑦⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,14,Ｌタツサファイヤ, 70,佐藤哲, 2.8, 42,* 15, -42,16,119.6, ③④
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-5),,,,,,,,,,,
単勝:190円 複勝:02=110円 06=220円 12=180円 枠連:370円,,,,,,,,,,,,単勝:310円 複勝:09=120円 03=140円 04=180円 枠連:410円,,,,,,,,,,,,単勝:200円 複勝:06=120円 05=190円 04=200円 枠連:390円,,,,,,,,,,,,"単勝:1,560円 複勝:13=360円 12=1,620円 18=180円 枠連:870円",,,,,,,,,,,
馬連:790円 ワイド:02-06=300円 02-12=300円 06-12=820円,,,,,,,,,,,,馬連:480円 ワイド:03-09=210円 04-09=430円 03-04=400円,,,,,,,,,,,,馬連:770円 ワイド:05-06=340円 04-06=360円 04-05=770円,,,,,,,,,,,,"馬連:56,540円 ワイド:12-13=11,570円 13-18=1,660円 12-18=4,560円",,,,,,,,,,,
"馬単:1,130円 3連複:1,630円 3連単:5,460円",,,,,,,,,,,,"馬単:840円 3連複:1,110円 3連単:3,860円",,,,,,,,,,,,"馬単:1,090円 3連複:1,480円 3連単:5,300円",,,,,,,,,,,,"馬単:103,890円 3連複:91,510円 3連単:726,430円",,,,,,,,,,,
■ 2R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■11R  芝1800m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,,,,,,,,,,,,,小倉日経ｵｰﾌﾟﾝ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｅキタサンパイロット, 60,田辺裕,, 64,* -9,   4, 3,  5.2,①②①, 1, 7, クラウンレガｰロ,---,幸英明,, 49,* -8, -10, 1,  2.2, ②②, 1, 4,Ｂマルコフジ, 72,太宰啓,, 72, -11,* 16, 3,  5.8, ⑬⑬, 1,12,Ｏダロｰネガ, 71,幸英明,, 82,  13,   4, 5, 10.6,⑤⑤⑤
 2, 8,Ｆテイエムアピｰル, 58,芹沢純, 0.0, 62,* -9,   3, 8, 25.3,②①②, 2, 3, コアレスドラゴン,---,小牧太, 0.4, 43,* -7, -17, 6, 18.3, ①①, 2, 6,Ｈウインミネルヴァ, 66,川田将, 0.1, 73,*  6,   3, 5, 10.0, ③④, 2,14,Ａタガノエルシコ, 85,高田潤, 0.0, 83,  11,  10, 9, 20.7,⑬⑫⑪
 3, 7,Ｈロｰドアｰク, 58,藤懸貴, 0.2, 61, -11,   4,11, 78.2,⑤⑦⑤, 3,10, ブイダッシュ,---,藤懸貴, 0.5, 43, -19,* -5,12,162.7, ⑧⑦, 3,14,Ｄウエスタンハピネス, 68,水口優, 0.6, 68,*  8,  -2, 2,  3.9, ①①, 3, 2,Ｂリルダヴァル, 85,浜中俊, 0.0, 83,   4,* 20, 1,  2.4,⑯⑮⑮
 4,14,Ｍヒデノクｰザ, 52,森一馬, 0.3, 59,* -9,   0,15,311.0,④③③, 4, 1, シゲルトビウオザ,---,川須栄, 0.5, 41, -13, -13, 2,  4.2, ④③, 4, 1,Ａウエストハｰバｰ, 73,川須栄, 0.6, 67,   3,   1, 1,  3.2, ⑤②, 4, 7,Ｆアグネスワルツ, 81,国分恭, 0.1, 79,* 14,  -1, 6, 13.5,②②②
 5, 4,Ｉヤマニンフルｰリｰ, 57,熊沢重, 0.4, 63, -14,*  7,10, 69.7,⑩⑫⑫, 5, 2, オリエンタルサン,---,太宰啓, 0.6, 39, -20,* -7,11, 79.0, ⑥⑤, 5, 9,Ｃナイトレイダｰ, 69,渡辺薫, 0.7, 66,  -6,   6, 8, 25.3, ⑫⑩, 5,13,Ｃミキノバンジョｰ, 84,太宰啓, 0.3, 76,  13,  -2, 2,  6.2,③③④
 6,11,Ｊジョヴァンニ, 57,浜中俊, 0.6, 55, -11,  -3, 1,  3.6,⑪⑥⑥, 6,12, モンタｰジュ,---,川田将, 0.6, 41,*-10, -16, 4,  7.7, ③④, 6, 7,Ｌサカジロゴｰルド, 60,鮫島良, 0.8, 65,  -2,   2, 9, 30.8, ⑨⑪, 6,15,Ｎラフォルジュルネ, 72,小牧太, 0.4, 78,  10,   4,12, 35.2,⑪⑪⑧
 7,13,Ｌエｰルビスティｰ, 52,川須栄, 0.6, 55,*-10,  -5, 5,  9.4,⑨④④, 7, 4, ケイアイレオｰネ,---,浜中俊, 0.7, 38, -22,* -6, 3,  6.5, ⑨⑧, 7,13,Ｊレディワシントン, 64,北村友, 1.0, 64,*  6,  -5,10, 37.7, ④⑤, 7, 5,Ｈエｰシンジｰライン, 79,川田将, 0.4, 78,  13,  -2, 7, 18.2,④④③
 8, 3,Ｂバｰニングジｰル, 63,川田将, 0.6, 59, -13,   3, 2,  3.8,⑫⑪⑩, 8, 8, カシノガｰネット,---,小坂忠, 1.1, 34, -12, -20, 7, 36.1, ⑤⑥, 8,12,Ｅラブリイステラ, 68,国分恭, 1.2, 60,   0,  -2,11, 52.8, ⑧⑦, 8, 9,Ｇエイシンサクセス, 81,田辺裕, 0.4, 79,   7,  10,11, 29.2,⑭⑭⑭
 9, 9,Ｎメイショウゲンカイ, 51,幸英明, 0.7, 60, -15,*  5,13,135.0,⑭⑬⑬, 9,11, テイエムゴｰルド,---,鮫島良, 1.7, 26, -27, -14, 9, 57.5, ⑫⑩, 9,11,Ｍツヨイコ, 57,酒井学, 1.3, 60,  -2,  -2,13,178.1, ⑩⑨, 9, 3,Ｍドリｰムゼニス, 76,熊沢重, 0.5, 77,   9,   5,16,205.7,⑩⑬⑩
10, 1,Ｄホッコｰキンツル, 60,飯田祐, 0.8, 55, -12,  -3, 4,  6.2,⑦⑨⑦, 9, 5, イントレピッド,---,花田大, 1.7, 26, -24, -18, 8, 37.4, ⑩⑫,10, 3,Ｇニシノプレゼンス, 66,幸英明, 1.5, 58,*  6,  -9, 4,  6.9, ②③,10,16,Ｊワルキュｰレ, 78,渡辺薫, 0.6, 73,  11,  -3,10, 21.3,⑦⑦⑨
11,10,Ａエスケイヒｰロｰ, 65,国分恭, 0.9, 52, -12,  -5, 6, 11.4,⑧⑩⑨,11, 6, ヤマニンデュック,---,田中健, 2.2, 19, -25, -23, 5,  8.6, ⑪⑪,11, 5,Ｆタイセイクインス, 66,中井裕, 1.5, 58,   2,  -7, 7, 20.1, ⑥⑥,11, 1,Ｅタムロスカイ, 82,佐藤哲, 0.6, 76,  10,   1, 3,  9.1,⑧⑨⑥
