12年11月25日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年11月25日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1600m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-3),,,,,,,,,,,
単勝:200円 複勝:14=140円 04=460円 11=560円 枠連:880円,,,,,,,,,,,,単勝:380円 複勝:10=140円 02=140円 01=130円 枠連:840円,,,,,,,,,,,,"単勝:560円 複勝:01=230円 16=310円 08=3,270円 枠連:2,030円",,,,,,,,,,,,"単勝:980円 複勝:08=260円 02=270円 13=160円 枠連:1,470円",,,,,,,,,,,
"馬連:3,520円 ワイド:04-14=1,250円 11-14=1,340円 04-11=6,570円",,,,,,,,,,,,馬連:910円 ワイド:02-10=330円 01-10=290円 01-02=250円,,,,,,,,,,,,"馬連:2,290円 ワイド:01-16=950円 01-08=10,090円 08-16=15,180円",,,,,,,,,,,,"馬連:4,040円 ワイド:02-08=1,210円 08-13=630円 02-13=690円",,,,,,,,,,,
"馬単:5,180円 3連複:21,960円 3連単:82,650円",,,,,,,,,,,,"馬単:1,890円 3連複:860円 3連単:5,680円",,,,,,,,,,,,"馬単:4,200円 3連複:88,420円 3連単:545,180円",,,,,,,,,,,,"馬単:8,970円 3連複:3,870円 3連単:35,220円",,,,,,,,,,,
■ 2R  芝2000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  ダ1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝2400m 3歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,2012ﾏｰｳﾞｪﾗｽ ｼﾞｮｯｷｰｽﾞ ﾄﾛ,,,,,,,,,,,,ｼﾞｬﾊﾟﾝｶｯﾌﾟ ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｇトｰセンワｰプ, 49,内田博,, 65,* -9,   1, 3,  5.0,②②②, 1, 5, パｰフェクトスコア,---,ルメｰ,, 66,* -2,*  5, 2,  4.5, ①①, 1, 1,Ａアメリカンウィナｰ, 85,浜中俊,, 83,   8,* 12, 1,  2.4, ⑤④, 1,15,Ｄジェンティルドンナ, 95,岩田康,,105,   9,* 32, 3,  6.6,②③⑥
 2, 4,Ｊカフェリュウジン, 46,ムｰア, 0.1, 65, -11,   4, 4,  9.0,④④④, 2,12, ハコダテナイト,---,ムｰア, 0.7, 61,* -2,  -1, 4,  9.4, ②②, 2, 8,Ｉコウセイコタロウ, 79,ムｰア, 0.3, 81,   7,  11, 6, 13.8, ⑦⑧, 2,17,Ａオルフェｰヴル,103,池添謙, 0.0,106,  11,* 31, 1,  2.0,⑬⑫⑤
 3,12,Ｋジェイケイネオ, 45,蛯名正, 0.4, 60, -11,  -2, 2,  3.3,⑤⑤⑤, 3,13, オアフライダｰ,---,内田博, 1.5, 56,  -4,  -3,11, 36.3, ⑩⑨, 3, 3,Ｊルイｰズ, 78,柴田善, 0.4, 80,   4,* 16, 7, 22.3, ⑮⑭, 3,13,Ｂルｰラｰシップ, 97,ウィリ, 0.4,102,   8,* 33, 2,  5.4,⑪⑬⑮
 4, 5,Ｂガウチョ, 57,松岡正, 0.5, 58,* -8,  -9, 7, 25.4,①①①, 4, 7, ヴィンチトｰレ,---,村田一, 1.5, 55,  -3,  -5, 5,  9.9, ⑤⑦, 4, 9,Ｇビタｰスウィｰト, 80,ウィリ, 0.4, 81,   8,  10,11, 38.2, ⑧⑥, 4,10,Ｆダｰクシャドウ, 94,デムｰ, 0.4,101,   8,* 32, 6, 18.6,⑭⑭⑭
 5, 7,Ａトｰセンウィンドウ, 59,江田照, 0.6, 63, -15,*  7, 9, 38.4,⑫⑨⑩, 5,16, レオアクシス,---,江田照, 1.6, 54,* -2,  -8, 3,  7.5, ⑥④, 5,12,Ｍガリレオバロｰズ, 76,パｰト, 0.6, 79,   5,* 11,13, 42.6, ⑬⑬, 5, 4,Ｅフェノｰメノ, 94,蛯名正, 0.8, 97,   9,  22, 4,  8.0,⑤⑤⑦
 6, 1,Ｃキョウエイカミング, 54,ウィリ, 0.8, 56, -13,  -2, 5, 14.9,⑥⑥⑥, 6,14, ショウリノウタゲ,---,大野拓, 1.6, 55,* -2,  -8,13, 71.9, ③③, 6,10,Ｃブライアンズオｰラ, 81,スミヨ, 0.9, 77,   6,   7, 2,  5.6, ⑩⑪, 6,16,Ｌトｰセンジョｰダン, 84,スミヨ, 0.8, 95,  11,  18,10, 55.6,③②②
 7, 9,Ｆキネオストロング, 52,北村宏, 1.0, 61, -18,*  7, 1,  2.9,⑭⑯⑯, 7, 2, フォルテシモ,---,岩田康, 2.3, 51,  -5,  -8, 1,  2.7, ⑧⑩, 7, 4,Ｆフラアンジェリコ, 80,山口勲, 0.9, 77,   6,   6, 3,  6.5, ⑨⑨, 7, 1,Ｇビｰトブラック, 92,石橋脩, 0.9, 88,* 19,  -9, 8, 43.2,①①①
 8, 2,Ｉマイネリッカ, 48,柴田大, 1.0, 62, -17,*  6, 6, 17.2,⑯⑮⑮, 8, 1, ロマンシングジェム,---,デムｰ, 2.4, 47, -10,  -2, 6, 13.1, ⑭⑭, 8, 6,Ｂラフアウェイ, 82,デムｰ, 1.0, 71,   8,   2,10, 35.5, ④⑤, 8, 6, レッドカドｰ,---,モッセ, 1.0, 96,   8,  23,13,152.5,⑫⑪⑬
 9, 8,Ｄマイネルロｰベン, 53,丹内祐, 1.1, 58, -14,   0,13,151.3,⑩⑩⑪, 9,10, サクラボルケｰノ,---,蛯名正, 2.4, 53, -17,*  9, 7, 14.6, ⑯⑯, 9, 5,Ｄサトノティアラ, 81,シュタ, 1.0, 76,*  9,   2, 4,  9.6, ③③, 9, 8,Ｃエイシンフラッシュ, 97,ルメｰ, 1.0, 95,   9,  19, 5, 13.9,⑨⑧⑨
10,16,Ｈワンダフル, 49,岩田康, 1.1, 55, -15,  -2,11, 54.2,⑪⑪⑨,10, 3, ヒロノプリンス,---,池添謙, 2.6, 50,  -4, -13, 8, 27.0, ⑨⑧,10, 7,Ｈシゲルモトナリ, 79,池添謙, 1.0, 77,   7,   4, 9, 28.4, ⑥⑦,10, 3,Ｈジャガｰメイル, 92,ビュイ, 1.2, 96,   7,  25,11, 65.9,⑯⑯⑯
11,13,Ｅリネンウインド, 53,村田一, 1.2, 57, -17,   3,15,300.2,⑬⑭⑭,11, 6, サルジェンツチェリ,---,柴田大, 2.6, 47,  -2, -15,12, 59.3, ④⑥,11, 2,Ｌミステリｰトレイン, 77,岩田康, 1.1, 74,* 10,  -1, 5, 11.0, ②②,11,11, ジャッカルベリｰ,---,オドノ, 1.4, 90,   9,  13,15,159.0,⑮⑮⑩
12,11,Ｏショウナンアデヤカ, 34,浜中俊, 1.4, 51, -13,  -9,12, 65.3,⑦⑦⑦,12,15, ダイワスペクタｰ,---,北村宏, 2.8, 46,  -8,  -8,10, 32.9, ⑫⑬,12,15,Ｅセトブリッジ, 81,ムルタ, 1.2, 73,* 11,  -3, 8, 27.3, ①①,12, 5, マウントアトス,---,ムｰア, 1.5, 91,   8,  16,12, 89.4,⑧⑩⑫
13,14,Ｌゴｰルドライト, 41,木幡初, 1.6, 51, -16,  -5,14,188.0,⑨⑫⑬,13, 8, テンダンサｰ,---,パｰト, 4.3, 38, -15, -10,15,212.1, ⑮⑮,13,14,Ｋエｰシンイオマンテ, 77,内田博, 1.3, 75,   7,   4,15,182.9, ⑫⑩,13,14, ソレミア,---,ペリエ, 1.6, 88,  11,   8, 7, 22.7,④④③
14,10,Ｐメイラｰド, 31,ビュイ, 1.6, 51, -16,  -5,10, 40.2,⑮⑬⑫,14, 9, アルバラｰド,---,石橋脩, 4.3, 36,  -3, -31, 9, 30.2, ⑦⑤,14,11,Ｏマイネルカｰミン, 64,蛯名正, 1.7, 71,   5,   1,14,103.5, ⑪⑫,14, 9,Ｊオウケンブルｰスリ, 90,浜中俊, 1.8, 87,   9,   7,17,207.8,⑦⑦⑧
15, 3,Ｍナンヨｰノキョｰ, 39,柴田善, 1.7, 44, -11, -20, 8, 33.2,③③③,15, 4, ワンダリングブルｰ,---,オドノ, 5.2, 30,  -6, -32,14, 89.1, ⑪⑪,15,13,Ｎルシャンベルタン, 74,ビュイ, 3.9, 55,   4, -15,12, 42.2, ⑭⑮,15, 7,Ｋメイショウカンパク, 86,内田博, 1.9, 89,   7,  16,14,154.0,⑰⑰⑰
16,15,Ｎヤマニングランバル, 39,柴山雄, 2.0, 43, -13, -19,16,453.9,⑧⑧⑧,16,11, デルマオシラサマ,---,西田雄, 8.8,  2,  -8, -61,16,333.5, ⑬⑫,,,,,,,,,,,,,16,12,Ｉロｰズキングダム, 90,武豊  , 2.3, 82,  11,  -2, 9, 48.2,⑩⑨④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 2, スリプトラ,---,カラン, 4.6, 62,   9, -32,16,202.5,⑥⑥⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:95 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-3),,,,,,,,,,,
"単勝:500円 複勝:06=180円 04=280円 12=160円 枠連:1,510円",,,,,,,,,,,,"単勝:450円 複勝:05=190円 12=290円 13=780円 枠連:2,630円",,,,,,,,,,,,"単勝:240円 複勝:01=140円 08=290円 03=420円 枠連:1,340円",,,,,,,,,,,,単勝:660円 複勝:15=170円 17=120円 13=140円 枠連:610円,,,,,,,,,,,
"馬連:2,610円 ワイド:04-06=910円 06-12=500円 04-12=780円",,,,,,,,,,,,"馬連:2,510円 ワイド:05-12=820円 05-13=2,930円 12-13=5,440円",,,,,,,,,,,,"馬連:1,760円 ワイド:01-08=610円 01-03=960円 03-08=3,210円",,,,,,,,,,,,馬連:700円 ワイド:15-17=320円 13-15=470円 13-17=230円,,,,,,,,,,,
"馬単:4,610円 3連複:3,450円 3連単:22,330円",,,,,,,,,,,,"馬単:4,470円 3連複:33,960円 3連単:143,550円",,,,,,,,,,,,"馬単:2,320円 3連複:10,450円 3連単:33,070円",,,,,,,,,,,,"馬単:1,580円 3連複:1,010円 3連単:5,550円",,,,,,,,,,,
■ 3R  ダ1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  芝2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 9R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｷｬﾋﾟﾀﾙｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｍケイアイレオ, 39,木幡初,, 58,*  0,  -7, 9, 44.2, ③③, 1, 4,Ｂアナンジュパス, 79,ウィリ,, 81,   8,  12, 6, 22.0,④③③, 1,10,Ｒヤマニンウイスカｰ, 71,伊藤工,, 91,* 17,   4,18,397.4, ①①,,,,,,,,,,,,
 2, 8,Ｄオリオンザジャパン, 54,ムｰア, 0.0, 60,  -6,*  4, 1,  2.8, ⑮⑯, 2,17,Ｊヒｰルゼアハｰツ, 73,武豊  , 0.0, 85,   7,* 19, 3,  7.9,⑩⑨⑨, 2,11,Ｄシルクアｰネスト, 88,池添謙, 0.2, 91,   8,* 16, 5, 15.2, ⑫⑭,,,,,,,,,,,,
 3, 3,Ａハブアストロｰル, 57,田中勝, 0.3, 55,  -4,* -4, 3,  5.6, ⑪⑫, 3,12,Ｅプレミアムテｰスト, 77,ムｰア, 0.1, 84,   7,* 17, 4,  8.7,⑦⑩⑩, 3,16,Ｂトｰセンレｰヴ, 89,スミヨ, 0.2, 90,  13,   9, 1,  2.6, ⑪⑧,,,,,,,,,,,,
 4,12,Ｂモルダバイト, 56,内田博, 0.6, 54,  -1, -11, 2,  2.8, ⑥⑥, 4, 3,Ｃウインフロレゾン, 78,大野拓, 0.3, 80,   8,  10, 8, 30.9,⑨⑥⑥, 4,13,Ａクラレント, 91,岩田康, 0.2, 90,  10,  13, 2,  3.3, ⑩⑪,,,,,,,,,,,,
 5, 6,Ｈドリｰムアｰス, 48,藤岡佑, 0.7, 56,  -6,* -3,12,104.7, ⑯⑮, 5, 1,Ａジャングルクルｰズ, 83,横山典, 0.5, 75,*  9,   0, 1,  2.6,②②②, 5, 5,Ｌモンストｰル, 82,柴田善, 0.4, 87,  11,   7,11, 36.9, ⑤⑥,,,,,,,,,,,,
 6, 9,Ｇポンデザムｰル, 50,シュタ, 0.9, 52,  -1, -13, 5, 17.7, ⑤⑤, 6,10,Ｇカンタベリｰナイト, 75,西田雄, 0.5, 80,   4,* 17,14,123.9,⑯⑯⑯, 6,18,Ｈサンディエゴシチｰ, 85,藤岡佑, 0.4, 87,* 14,   1, 6, 17.6, ④②,,,,,,,,,,,,
 7, 1,Ｅミッキｰルドラ, 52,松岡正, 1.0, 51,  -4,  -8, 4,  8.7, ⑬⑬, 7, 9,Ｍケイアイジｰニアス, 70,江田照, 0.6, 78,   5,  13,15,131.4,⑬⑬⑫, 7,12,Ｑブライトライン, 75,デムｰ, 0.4, 86,   7,* 15, 9, 20.1, ⑮⑮,,,,,,,,,,,,
 8,15,Ｊヤマイチコンコルド, 45,杉原誠, 1.1, 51,  -2, -13,15,213.8, ⑧⑧, 8,13,Ｐブｰケドロゼブルｰ, 68,ペリエ, 0.6, 78,   7,  10,12, 87.4,⑪⑪⑪, 8,15,Ｃスマイルジャック, 89,内田博, 0.5, 88,   7,  13, 3, 11.7, ⑬⑬,,,,,,,,,,,,
 9,13,Ｉヴェルフェン, 46,蛯名正, 1.2, 50,  -1, -16, 7, 22.5, ⑦⑦, 9,18,Ｆオメガオンリｰワン, 76,内田博, 0.7, 76,   8,   4, 7, 25.6,⑧⑧⑧, 9,14,Ｅゴｰルスキｰ, 86,ムｰア, 0.5, 87,  10,   9, 8, 19.1, ⑭⑫,,,,,,,,,,,,
10, 7,Ｐテッシン, 28,大野拓, 1.2, 51,*  2, -18,14,178.6, ②②,10, 7,Ｈディサイファ, 75,ルメｰ, 1.1, 73,   8,  -1, 2,  3.1,⑤⑦⑦,10, 4,Ｋレッドデイヴィス, 83,浜中俊, 0.6, 88,   1,* 22,10, 23.1, ⑱⑱,,,,,,,,,,,,
11, 4,Ｃヤマニンビルトゥズ, 56,伊藤工, 1.2, 50,*  2, -20, 6, 22.3, ①①,11,16,Ｄエイダイポイント, 77,スミヨ, 1.3, 73,   4,   6,10, 40.9,⑱⑰⑰,11, 2,Ｊライブコンサｰト, 84,武豊  , 0.6, 86,  10,   7,13, 69.9, ⑨⑩,,,,,,,,,,,,
12,11,Ｆニシノオドリコ, 52,武士沢, 1.3, 50,  -3, -14, 8, 42.5, ⑫⑨,12, 6,Ｉライトヴァｰス, 73,北村宏, 1.4, 68,   8,  -9, 5, 14.6,③④④,12, 7,Ｇセイクリッドバレｰ, 85,三浦皇, 0.7, 84,  10,   4,12, 41.4, ⑧⑨,,,,,,,,,,,,
13,14,Ｌキルタンサス, 44,浜中俊, 2.1, 45,  -1, -21,13,112.4, ⑩⑩,13,11,Ｎメイショウトチワカ, 70,ムルタ, 1.4, 72,   4,   6,11, 85.3,⑰⑱⑮,13, 3,Ｆファイアｰフロｰト, 85,津村明, 0.8, 84,   6,  12, 4, 13.7, ⑯⑯,,,,,,,,,,,,
14,16,Ｋウチケンジェｰニオ, 44,江田照, 2.2, 43,  -4, -18,16,251.1, ⑭⑭,14, 5,Ｌリｰサムポイント, 70,柴田善, 1.6, 70,   5,   0,17,156.3,⑫⑫⑭,14, 8,Ｍオセアニアボス, 80,石橋脩, 1.0, 81,  13,  -3,14,156.0, ⑥⑦,,,,,,,,,,,,
15, 2,Ｏパンドラロｰズ, 29,柴田大, 2.5, 40,  -3, -23,10, 63.1, ⑨⑪,15, 2,Ｑハシルヨミテテ, 68,三浦皇, 1.8, 64,* 16, -38,16,148.1,①①①,15, 9,Ｉアプリコットフィズ, 84,蛯名正, 1.3, 76,* 14, -10, 7, 19.0, ⑦③,,,,,,,,,,,,
16, 5,Ｎウエスタンカリｰナ, 35,岩田康, 6.3, 10,  -1, -60,11,104.4, ④④,16, 8,Ｒコスモアネクドｰト, 65,柴田大, 2.2, 66,   4,  -4,18,344.5,⑭⑮⑱,16, 6,Ｐブレイブファイト, 76,カラン, 1.3, 75,  13,  -9,17,263.5, ③⑤,,,,,,,,,,,,
,,,,,,,,,,,,17,15,Ｏキョウエイマイン, 69,田中勝, 2.7, 59,   8, -27,13,110.7,⑥⑤⑤,17, 1,Ｎロｰドバリオス, 80,大野拓, 1.6, 72,  13, -13,16,227.5, ②④,,,,,,,,,,,,
