12年 1月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 1月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1900m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新春ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａエスジｰブルｰム, 69,北村友,, 67,*  2,*  0, 2,  3.8, ③②, 1,13, スナｰクスペイン,,小坂忠,,,,, 1,  3.7,②②②, 1,15,Ａドリｰムマジシャン, 79,幸英明,, 77,   7,*  6, 1,  3.0,⑧⑦⑥, 1, 6,Ｉオｰセロワ, 76,北村友,, 83,*  7,   5, 3,  8.6, ①①
 2, 9,Ｅジツリキネオ, 51,秋山真, 0.4, 61,  -5,*  4, 9, 94.6, ⑪⑧, 2, 2, タガノバッチグｰ,,中村将,194.3,,,, 2,  4.0,①①①, 2, 6,Ｈテｰオｰダンシング, 72,小牧太, 0.2, 76,   6,*  7,11, 60.8,⑪⑫⑩, 2, 2,Ｆトｰホウシンバル, 78,和田竜, 0.0, 86,*  6,   8, 2,  7.6, ④④
 3,15,Ｆタガノプラｰジュ, 49,藤懸貴, 0.7, 58,  -2,  -3, 4,  8.6, ⑦⑦, 3, 8, ディアプリンシパル,,北沢伸,195.0,,,, 3,  4.0,⑤④⑤, 3,16,Ｄダヴィンチバロｰズ, 76,古川吉, 0.2, 74,   6,*  6, 7, 20.1,⑨⑪⑪, 3, 7,Ｂワイズリｰ, 84,小林徹, 0.1, 85,   2,* 12, 4, 11.2, ⑨⑨
 4,13,Ｌプラッキｰエリｰナ, 43,後藤浩, 0.9, 58,  -1,  -5, 7, 15.9, ⑥⑥, 4,10, オンワｰドデュｰク,,熊沢重,195.1,,,, 5, 11.8,③③③, 4,10,Ｂアルバトン, 77,四位洋, 0.2, 76,   7,   5, 2,  3.3,⑬⑧⑦, 4, 9,Ｅケンブリッジエル, 79,上村洋, 0.2, 82,   3,   7, 9, 50.1, ⑦⑧
 5, 8,Ｂブルｰプルチェッラ, 60,太宰啓, 1.3, 55,   1, -10, 1,  2.5, ④③, 5,11, ユウタｰチェイサｰ,,植野貴,195.3,,,, 4,  5.6,⑦⑤④, 5, 1,Ｇサｰノ, 72,上村洋, 0.3, 74,   7,   4, 9, 31.7,⑭⑨⑤, 5, 1,Ｇディアブラｰダ, 77,幸英明, 0.2, 83,   2,   9, 6, 16.6, ⑧⑦
 6,10,Ｍスマイルモトヒメ, 43,国分優, 1.5, 53,  -3,  -7,13,291.9, ⑨⑨, 6, 5, シシャモフレンド,,田嶋翔,195.4,,,, 8, 21.8,⑧⑥⑥, 6,13,Ｅオｰヴァｰジョイド, 75,和田竜, 0.5, 72,   7,   1, 3,  5.2,⑤⑥④, 6, 8,Ｄナシュワンヒｰロｰ, 80,秋山真, 0.3, 80,*  6,   3, 5, 15.2, ②②
 7, 2,Ｃミヤジガンバレ, 60,和田竜, 1.6, 52,   0, -12, 5,  9.7, ⑤④, 7,12, アラタマポケット,,難波剛,195.4,,,,13,212.5,⑨⑧⑧, 7, 4,Ｎマサノエクスプレス, 63,国分恭, 0.7, 71,*  9,  -3,16,305.5,②②①, 7, 5,Ａノｰブルジュエリｰ, 90,岩田康, 0.3, 79,*  6,   2, 1,  1.5, ③③
 8,12,Ｊルチルマニッシュ, 46,国分恭, 1.9, 46, -12,  -3,11,235.0, ⑬⑫, 8, 4, セルリアンデｰゲン,,岩崎祐,195.7,,,, 9, 75.4,⑥⑦⑦, 8, 7,Ｌキングブラｰボ, 67,太宰啓, 1.1, 67,*  7,  -5,10, 51.9,③③②, 8,10,Ｃピｰスピｰス, 81,川田将, 0.3, 81,*  6,   4, 7, 22.5, ⑤⑤
