12年 4月22日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 4月22日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝3170m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1400m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9, 6,Ｊホッコｰハッピｰ, 49,中井裕, 0.8, 52, -20,* 11,16,431.2, ⑯⑯, 9,11, シゲルダイセン,,植野貴,218.2,,,,10, 71.6,④④⑦, 9, 9,Ｉコスモアケルナル, 68,幸英明, 1.9, 62,  12, -18, 4, 13.7,⑧⑥③, 9, 8,Ｋマコトリヴァｰサル, 69,浜中俊, 0.8, 72,  13, -11, 7, 16.9, ⑤⑤
10, 9,Ｆディアザイン, 55,川須栄, 0.9, 52,   3, -11,10, 91.9, ⑤⑤,10, 8, マｰブルジｰン,,森一馬,218.4,,,,13,245.0,⑨⑩⑩,10,13,Ｈカンタベリｰナイト, 69,川須栄, 2.3, 61,   8, -12,12,118.2,⑫⑬⑫,10, 9,Ｂキングオブロｰ, 77,内田博, 0.8, 70,   6,  -3, 5, 11.3, ⑮⑮
11,12,Ｉワンダｰビジュｰ, 51,野元昭, 1.2, 50,  -3,  -7,13,247.2, ⑨⑨,11,12, テイエムライジン,,田村太,218.6,,,, 9, 50.8,⑪⑫⑫,11,10,Ｋテイエムオウショウ, 65,和田竜, 3.1, 55,  12, -28,11, 99.1,⑤⑤④,11,12,Ｄトウケイヘイロｰ, 76,ピンナ, 0.8, 71,  13, -12, 3,  4.5, ⑥⑥
12,11,Ｌシゲルコウギョク, 42,高倉稜, 1.3, 48, -12,   0,14,254.1, ⑫⑬,12, 6, エイユｰブラッサム,,白浜雄,219.8,,,, 4, 16.1,⑬⑬⑬,12, 8,Ｌサウンドガガ, 55,浜中俊, 3.8, 51,  12, -33, 8, 51.4,④④⑬,12, 2,Ｈメイショウヒデタダ, 71,太宰啓, 0.8, 72,* 15, -14,15,117.1, ②②
13,16,Ｋシャトｰエルシド, 49,北村友, 1.5, 48,*  6, -18,11,102.9, ③③,13, 4, アナザｰスタｰ,,林満明,220.3,,,, 6, 22.9,③⑨⑪,13,11,Ｅテイエムワカタカ, 73,中井裕, 4.7, 45,* 13, -43, 9, 61.2,①②⑪,13,16,Ｌネオヴァンクル, 68,北村友, 0.9, 69,   9,  -8,14, 99.0, ⑩⑩
14, 3,Ｇスズカパｰトナｰ, 52,福永祐, 2.2, 42,   2, -21, 6, 25.0, ④⑥,14, 7, マッキｰケインズ,,今村康,222.2,,,,14,328.2,⑭⑭⑭,,,,,,,,,,,,,14,15,Ａキリシマトリオ, 79,幸英明, 0.9, 72,* 16, -17,10, 26.2, ①①
15, 2, ニホンピロベリｰノ,---,藤岡佑, 2.5, 40, -17,  -5,12,231.8, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｎテイエムハエンカゼ, 63,国分恭, 1.2, 67,  13, -17,16,386.6, ③④
16, 7, スリｰベルクイン,---,菱田裕, 2.7, 39,  -8, -13,15,318.5, ⑪⑫,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｇメイショウゾンビ, 71,岩田康, 1.3, 66,   9, -12, 8, 24.0, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:3),,,,,,,,,,,
"単勝:1,310円 複勝:14=250円 15=110円 10=180円 枠連:410円",,,,,,,,,,,,"単勝:210円 複勝:10=130円 14=180円 03=1,430円 枠連:170円",,,,,,,,,,,,単勝:140円 複勝:05=110円 02=180円 04=370円 枠連:340円,,,,,,,,,,,,単勝:360円 複勝:04=190円 11=830円 13=590円 枠連:840円,,,,,,,,,,,
"馬連:1,000円 ワイド:14-15=380円 10-14=870円 10-15=260円",,,,,,,,,,,,"馬連:830円 ワイド:10-14=340円 03-10=3,690円 03-14=6,670円",,,,,,,,,,,,"馬連:400円 ワイド:02-05=220円 04-05=440円 02-04=1,330円",,,,,,,,,,,,"馬連:4,690円 ワイド:04-11=1,530円 04-13=1,330円 11-13=5,320円",,,,,,,,,,,
"馬単:2,500円 3連複:1,710円 3連単:14,090円",,,,,,,,,,,,"馬単:960円 3連複:20,100円 3連単:50,250円",,,,,,,,,,,,"馬単:520円 3連複:1,790円 3連単:4,260円",,,,,,,,,,,,"馬単:8,220円 3連複:27,450円 3連単:133,510円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1600m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,読売ﾏｲﾗｰｽﾞｶｯﾌﾟ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａエアラｰテル, 74,福永祐,, 62,  -2,* -2, 1,  1.4,⑦⑧⑧, 1, 1,Ａタニノシュヴァリエ, 67,川田将,, 67,*-16,* 12, 3,  5.5,②②②, 1, 2,Ｃクリサンセマム, 71,岩田康,, 73,   6,*  3, 3,  5.3,④⑤⑤, 1,17,Ｋシルポｰト, 89,小牧太,, 98,* 30,  -8, 3,  6.9, ①①
 2, 6,Ｆマイネルボンド, 61,高倉稜, 0.4, 56,   0, -10, 8, 50.7,③③③, 2, 6,Ｇマキハタテノｰル, 54,小牧太, 0.1, 66,*-14,*  9, 6, 18.7,①①①, 2, 9,Ｇワンダｰアｰムフル, 62,水口優, 0.2, 69,*  7,  -5, 5, 18.7,③③②, 2, 3,Ｈダノンシャｰク, 90,福永祐, 0.2, 97,  21,*  6, 6,  8.9, ⑫⑧
 3, 4,Ｄベストウィッシュ, 63,小牧太, 0.6, 55,*  0, -14, 5, 17.1,②②②, 3, 8,Ｎインステイト, 39,福永祐, 0.3, 64,*-16,   8, 1,  2.2,④④③, 3, 8,Ｅリッカタキシｰド, 66,横山典, 0.4, 68,   3,*  3,10, 79.5,⑧⑨⑧, 3, 6,Ｃコスモセンサｰ, 93,幸英明, 0.4, 93,* 26,  -6, 7,  9.3, ④③
 4, 2,Ｍオトコノキズナ, 47,竹之下, 0.6, 55,*  2, -15, 9, 74.0,①①①, 4, 5,Ｆマイネキャスリｰン, 56,高倉稜, 0.5, 63,*-16,   8,10, 42.0,③③④, 4,10,Ｂロｰドランパｰト, 76,内田博, 0.4, 69,   3,*  3, 1,  2.5,⑩⑩⑨, 4,13,Ｑヤマカツハクリュウ, 81,川須栄, 0.5, 93,  21,   3,17,153.2, ⑭⑬
 5,15,Ｅタマモライオン, 63,和田竜, 0.8, 55,  -3,* -8, 4, 15.2,⑩⑨⑨, 5,17,Ｂマイネルアイザック, 64,和田竜, 0.6, 62,*-15,   4, 4,  9.7,⑥⑤⑤, 5, 1,Ｊアゲマリ, 37,ピンナ, 0.5, 66,*  7, -10, 9, 48.4,①①①, 5, 7,Ｏレッドデイヴィス, 82,安藤勝, 0.5, 94,  17,*  8, 8, 11.1, ⑯⑮
 6, 3,Ｂミッキｰマｰチ, 69,内田博, 1.0, 53,  -3,  -9, 2,  5.3,⑪⑩⑩, 6, 7,Ｐロｰドギフテッド, 32,岩田康, 0.7, 63, -18,*  9, 8, 29.1,⑪⑪⑪, 6, 3,Ｈフェニックスソｰド, 61,川須栄, 0.7, 67,   4,  -3, 7, 20.6,⑥⑥⑦, 6, 5,Ｌトウショウフリｰク, 89,浜中俊, 0.6, 91,* 28, -12,10, 25.1, ②②
 7,11,Ｎインヴェストメント, 44,浜中俊, 1.3, 51,   0, -17, 3, 13.7,⑤⑤④, 7,10,Ｈケｰプホｰン, 54,横山典, 0.9, 57, -17,   3, 7, 28.3,⑤⑦⑦, 7, 5,Ｄオｰルタｰゲット, 71,藤岡佑, 0.8, 66,   6, -11, 2,  3.3,⑤④④, 7,11,Ｅフィフスペトル, 91,横山典, 0.6, 91,  25,  -6, 5,  8.4, ⑤⑤
 8, 5,Ｌサンレイホｰム, 48,幸英明, 1.4, 50,  -1, -17,13,217.7,⑨⑦⑥, 8,14,Ｄドウニカナルデショ, 60,川須栄, 1.0, 57, -17,   2, 2,  4.1,⑩⑨⑨, 8, 4,Ｆクｰガｰストリｰト, 66,和田竜, 1.1, 62,   6, -16, 6, 19.8,②②③, 8, 1,Ａトｰセンレｰヴ, 94,ピンナ, 0.7, 89,  24,  -6, 2,  6.4, ⑦⑦
 9,16,Ｇジョウショｰサニｰ, 56,国分恭, 1.6, 49,  -4, -13,14,317.2,⑮⑬⑬, 9, 3,Ｃアンエイディッド, 63,中井裕, 1.2, 57, -18,   4,13,172.9,⑧⑩⑩, 9, 6,Ｉアスｰルアラテラ, 61,福永祐, 1.3, 62,   6, -15, 8, 24.6,⑦⑦⑥, 9, 4,Ｒキングストリｰト, 79,佐藤哲, 0.7, 93,  17,*  7,16,144.8, ⑰⑰
10,13,Ｏスズカゴクウ, 42,藤岡康, 1.7, 51,  -3, -14,16,441.7,⑫⑮⑫,10,15,Ｋヴィサｰジュ, 50,国分恭, 1.3, 58, -20,   8,11,119.2,⑬⑭⑭,10, 7,Ａアクアブルｰフライ, 79,長谷川, 1.4, 59,   4, -16, 4,  7.7,⑨⑧⑩,10, 9,Ｉミッキｰドリｰム, 90,和田竜, 0.8, 91,  23,  -6,14, 57.5, ⑨⑩
11,10,Ｃダイコクイモン, 67,岩田康, 1.8, 46,   0, -22, 6, 21.8,④④⑤,11,11,Ｅロｰドバッカス, 59,ピンナ, 1.4, 55, -18,   2, 5, 13.2,⑫⑬⑫,,,,,,,,,,,,,11,15,Ｄダノンヨｰヨｰ, 92,北村友, 1.1, 86,  19,  -3, 9, 18.0, ⑮⑯
12, 8,Ｉナムラジャｰナル, 54,中井裕, 1.9, 48,  -6, -12,15,387.0,⑯⑯⑯,12,16,Ｊガリュウ, 50,幸英明, 1.5, 49,*-15,  -8,12,172.4,⑨⑥⑥,,,,,,,,,,,,,12,12,Ｇネオサクセス, 90,川田将, 1.1, 86,  15,   3,15, 79.4, ⑱⑱
13, 1,Ｈブラッドサクセサｰ, 55,森一馬, 2.1, 45,  -3, -20,11,207.8,⑧⑪⑭,13, 9,Ｌホッコｰファイナル, 45,石橋守, 1.8, 49, -18,  -5,16,453.8,⑯⑫⑬,,,,,,,,,,,,,13,18,Ｊグランプリボス, 89,内田博, 1.1, 86,  24, -10,11, 25.3, ⑪⑪
14,14, ヤマカツメビウス,---,川須栄, 2.2, 45,  -4, -18,10,173.8,⑭⑭⑮,14, 4,Ｉプレミアムペスカ, 52,森一馬, 1.9, 53, -22,   3,14,238.7,⑭⑮⑮,,,,,,,,,,,,,14,16,Ｂエイシンアポロン, 94,池添謙, 1.2, 84,  25, -15, 4,  7.6, ⑥⑥
15, 7,Ｋマイネルソアレ, 50,北村友, 2.4, 45,  -3, -22,12,210.2,⑬⑫⑪,15,12,Ｏマジョリティシチｰ, 36,太宰啓, 2.1, 42, -17, -13,15,420.5,⑦⑧⑧,,,,,,,,,,,,,15,10,Ｐドリｰムバスケット, 81,藤岡佑, 1.3, 86,  20,  -7,12, 36.3, ⑬⑭
16,12,Ｊダンツフォワｰド, 53,太宰啓, 3.5, 38,   0, -34, 7, 29.1,⑥⑥⑦,16,13,Ｍナンヨｰウゼン, 44,小坂忠, 2.7, 43, -22,  -7,17,545.3,⑮⑯⑯,,,,,,,,,,,,,16, 2,Ｎリｰチザクラウン, 82,藤田伸, 1.4, 82,* 26, -21,13, 45.0, ③④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 8,Ｍマルカフェニックス, 82,秋山真, 1.5, 81,  23, -16,18,209.4, ⑧⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,14,Ｆリアルインパクト, 90,岩田康, 1.6, 80,  22, -16, 1,  6.0, ⑩⑫
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:92 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:稍重(指数:3),,,,,,,,,,,
"単勝:140円 複勝:09=110円 06=530円 04=300円 枠連:1,880円",,,,,,,,,,,,"単勝:550円 複勝:01=160円 06=350円 08=130円 枠連:3,010円",,,,,,,,,,,,"単勝:530円 複勝:02=230円 09=410円 08=1,680円 枠連:540円",,,,,,,,,,,,"単勝:690円 複勝:17=270円 03=270円 06=300円 枠連:1,470円",,,,,,,,,,,
"馬連:2,140円 ワイド:06-09=760円 04-09=400円 04-06=2,950円",,,,,,,,,,,,"馬連:3,740円 ワイド:01-06=1,050円 01-08=310円 06-08=1,180円",,,,,,,,,,,,"馬連:3,960円 ワイド:02-09=1,330円 02-08=5,050円 08-09=7,960円",,,,,,,,,,,,"馬連:3,560円 ワイド:03-17=1,360円 06-17=960円 03-06=1,060円",,,,,,,,,,,
"馬単:2,590円 3連複:4,240円 3連単:14,710円",,,,,,,,,,,,"馬単:6,220円 3連複:3,190円 3連単:30,570円",,,,,,,,,,,,"馬単:8,610円 3連複:77,060円 3連単:331,750円",,,,,,,,,,,,"馬単:6,750円 3連複:7,980円 3連単:36,870円",,,,,,,,,,,
■ 3R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  ダ1400m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 9R  ダ1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,上賀茂ｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｆサンマルクイｰン, 61,幸英明,, 70,*  2,   8, 5, 12.7, ①①, 1, 4,Ｇマラネロ, 69,川田将,, 76,* 12,  -1, 3,  6.5, ①①, 1,13,Ｇロｰマンレジェンド, 87,岩田康,, 84,   5,  18, 1,  2.4,⑤⑤⑤, 1, 2,Ｉアバウト, 72,福永祐,, 80,   5,   7, 3,  4.6, ③③
 2, 4,Ｂザグレｰス, 64,藤岡佑, 0.0, 74,* -1,* 13, 1,  3.0, ③③, 2,10,Ｏキクノストｰム, 59,川須栄, 0.1, 76,* 12,  -2,15,146.7, ②②, 2,15,Ｃサンライズモｰル, 88,福永祐, 0.2, 85,*  7,  13, 3,  6.9,②②②, 2, 8,Ｊピルケンハンマｰ, 69,ピンナ, 0.2, 76,   5,   4, 8, 25.2, ④④
 3, 1,Ａスイｰトブライアｰ, 67,佐藤哲, 0.2, 71,  -4,* 14, 6, 14.4, ⑦⑥, 3, 7,Ｂメイショウゲンブ, 72,北村友, 0.2, 74,   7,   3, 4,  7.1, ⑥⑥, 3,14,Ｂメタギャラクシｰ, 88,佐藤哲, 0.4, 82,   2,* 20, 8, 29.0,⑪⑫⑪, 3, 9,Ｈヴィジャイ, 72,岩田康, 0.3, 78,   1,* 10, 5,  9.2, ⑨⑧
 4,13,Ｅハッピｰアビラ, 62,福永祐, 0.2, 70,  -4,* 16, 2,  3.5, ⑧⑧, 4,12,Ｉヴァンヌｰヴォｰ, 65,浜中俊, 0.3, 71,   1,*  9,11, 35.0, ⑬⑭, 4, 1,Ｉナイスミｰチュｰ, 87,小牧太, 0.4, 83,   4,  16, 2,  4.4,⑫⑧⑧, 4,10,Ｅカネトシパサｰジュ, 75,浜中俊, 0.5, 75,   4,   3, 4,  5.9, ⑦⑦
 5,10,Ｇミｰシャレヴュｰ, 53,岩田康, 0.4, 67,  -2,  10, 4, 11.1, ⑥⑦, 5, 6,Ａロｰレルレジェンド, 72,池添謙, 0.3, 72,   5,   5, 1,  3.0, ⑨⑨, 5, 8,Ｊヒシパｰフェクト, 86,国分恭, 0.4, 83,   2,* 20,12, 60.8,⑭⑪⑨, 5, 4,Ｄアグネスサクラ, 76,中井裕, 0.6, 73,   4,   1, 2,  4.0, ⑥⑥
 6, 7,Ｈハワイアンウインド, 49,浜中俊, 0.6, 64,* -1,   4, 8, 17.1, ⑤④, 6,15,Ｄジョウショｰキング, 70,国分恭, 0.4, 71,   4,   6, 2,  3.6, ⑩⑫, 6, 4,Ａミッキｰバラｰド, 89,北村友, 0.7, 81,   5,  12, 4,  7.9,④④④, 6, 1,Ａメイショウスクラム, 81,幸英明, 0.7, 72,   4,   0, 9, 42.9, ⑤⑤
 7,18, タキオンピュｰル,---,長谷川, 0.8, 63,  -8,* 13,15,190.1, ⑭⑫, 7, 8,Ｃフレイムオブピｰス, 70,内田博, 0.4, 71,   7,   2, 5, 12.6, ⑦⑦, 7,12,Ｈダノンハラショｰ, 87,川田将, 0.9, 79,   6,   9,13, 63.1,⑥⑥⑥, 7, 5,Ｃパワｰエｰス, 78,小林徹, 0.8, 71,   1,   3,10,127.9, ⑧⑨
 8,14, ビュｰティサフラン,---,北村友, 1.0, 62,  -8,  11, 9, 29.3, ⑬⑭, 8, 2,Ｈナムラハヤテ, 68,佐藤哲, 0.5, 71,* 10,  -4, 6, 18.1, ③③, 8, 2,Ｎアクティビュｰティ, 83,太宰啓, 0.9, 79,   3,  13,11, 49.7,⑦⑩⑫, 8,11,Ｆワキノブライアン, 75,北村友, 0.8, 70,*  8,  -9, 7, 18.9, ②②
 9,17,Ｃジュディソング, 63,池添謙, 1.2, 58,  -6,   4, 3,  5.8, ⑫⑪, 9,13,Ｍセトブリッジ, 59,岩田康, 0.6, 68,   3,   5,10, 34.8, ⑪⑩, 9,16,Ｄサクラブライアンス, 87,幸英明, 1.0, 77,*  7,   7, 6, 14.7,③③③, 9, 3,Ｂリビングストン, 80,横山典, 0.9, 70,  -3,*  8, 1,  3.3, ⑩⑪
10, 9, ライングレイス,---,森一馬, 1.2, 58,  -5,   4,18,409.5, ⑩⑩,10,14,Ｋストリｰトハンタｰ, 60,ピンナ, 0.6, 73,* 10,  -5, 8, 26.9, ④④,10,11,Ｌエアペイシェンス, 84,ピンナ, 1.1, 83,   4,  10,10, 46.0,⑩⑦⑦,10, 6,Ｇカミダノミ, 72,内田博, 1.2, 67,  -1,   1, 6, 12.4, ⑪⑩
11, 3,Ｉハッピｰショット, 47,小牧太, 1.4, 53,*  0, -10,12, 81.6, ②②,11,11,Ｌゴｰルデンウィナｰ, 60,福永祐, 0.9, 68,   4,   2, 7, 20.6, ⑫⑪,11, 9,Ｍポｰカｰフェイス, 84,高倉稜, 1.1, 80,  -1,* 19,15,312.3,⑯⑮⑭,11, 7,Ｋスマｰトスパｰクル, 59,水口優, 3.5, 40,*  8, -48,11,290.7, ①①
12,11, サイレンスドリｰム,---,ピンナ, 1.7, 53, -12,   8,10, 52.2, ⑰⑰,12, 5,Ｅカシノインカロｰズ, 69,菱田裕, 0.9, 67,   5,   0,12, 61.6, ⑧⑧,12, 7,Ｏアキノグロｰブ, 81,藤岡康, 1.3, 79,   1,  14, 9, 41.9,⑮⑭⑬,,,,,,,,,,,,
13, 8,Ｄマコトアルカディア, 62,国分恭, 1.9, 48,* -1, -14, 7, 15.3, ④⑤,13, 1,Ｆエｰシンクルゼ, 69,和田竜, 1.0, 66,   7,  -5, 9, 28.7, ⑤⑤,13, 6,Ｐサンヴァンサン, 81,国分優, 1.9, 72,   4,   3,14, 75.7,⑨⑨⑩,,,,,,,,,,,,
14, 6, ソｰテルヌ,---,内田博, 2.0, 50, -11,   1,11, 66.4, ⑮⑮,14, 3,Ｎメイショウマサシゲ, 59,小牧太, 1.0, 65,  -2,*  8,13,121.7, ⑮⑮,14, 3,Ｆハｰドシｰキング, 87,中井裕, 2.2, 71,   1,   6,16,351.9,⑬⑬⑮,,,,,,,,,,,,
15,15, ヒラルダ,---,横山典, 2.0, 47,  -8,  -5,13,143.1, ⑪⑬,15, 9,Ｊトｰホウサタｰン, 61,幸英明, 1.2, 64,   1,   2,14,140.3, ⑭⑬,15,10,Ｋエンリル, 86,川須栄, 2.3, 68,*  7,  -6, 5, 12.6,①①①,,,,,,,,,,,,
16,16,Ｊタマモスタｰライト, 44,水口優, 2.0, 48,  -4, -10,14,145.8, ⑨⑨,,,,,,,,,,,,,16, 5,Ｅタガノジンガロ, 87,藤岡佑, 2.6, 71,   0,   7, 7, 28.9,⑧⑯⑯,,,,,,,,,,,,
17, 5, タニノユニヴァｰス,---,藤岡康, 2.4, 45, -11,  -5,17,262.9, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
