12年 8月18日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 8月18日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,八幡特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂジェネクラｰジュ, 52,武豊  ,, 51,  -3,* -2, 3,  4.9, ⑦⑥, 1, 5,Ｊタニノマイルストン, 52,小牧太,, 69,   1,*  1, 7, 23.9, ⑥⑤, 1, 7,Ｂスリｰアフロディテ, 63,浜中俊,, 67,   8,*-11, 1,  1.7,⑤⑤③, 1,13,Ｃメイショウツガル, 70,幸英明,, 76,*  7,   4, 1,  1.7, ③②
 2, 1,Ｃセルリアンスバル, 52,中井裕, 0.0, 54,*  7, -11, 2,  3.6, ①①, 2,14,Ｄスズカドンドン, 59,水口優, 0.3, 62,  -3,*  1,11, 76.1, ⑩⑩, 2, 5,Ａガラアフェアｰ, 70,幸英明, 0.1, 69,   7,* -8, 2,  4.1,⑭⑨⑤, 2, 5,Ｉケイアイユニコｰン, 67,佐藤哲, 0.1, 74,   5,   3, 2,  5.8, ⑤④
 3, 5,Ｈアカノジュウロク, 39,田辺裕, 0.3, 48,   1, -10, 5, 12.8, ⑤④, 3,12,Ｂシゲルアプリコット, 62,国分恭, 0.5, 62,   4,  -9, 1,  2.0, ⑤④, 3,16,Ｍアリスマイン, 46,小牧太, 0.5, 65,   5,*-10, 7, 47.9,⑫⑩⑥, 3, 4,Ｌアルベルトバロｰズ, 64,高倉稜, 0.2, 72,*  8,  -1,10, 57.3, ②①
 4, 9,Ａアメｰジングタクト, 58,国分恭, 0.4, 47,   1, -11, 1,  2.4, ⑥⑤, 4,18,Ｑキクカバウンダｰ, 39,幸英明, 0.7, 58,   0,  -7,16,225.5, ⑨⑥, 4, 6,Ｇメイユｰル, 54,田辺裕, 0.7, 62,   4,*-11, 9, 61.5,⑮⑭⑦, 4,11,Ａタマラマ, 74,川須栄, 0.4, 69,   0,   4, 3,  7.6, ⑪⑫
 5, 6,Ｄカノヤベンチャｰ, 48,浜中俊, 0.4, 48,*  4, -14, 7, 22.6, ③②, 5, 4,Ａウインブリｰザ, 68,中井裕, 0.8, 54,  -8,* -1, 2,  5.8, ⑪⑪, 5,18,Ｊフェアブルｰム, 52,藤懸貴, 0.8, 60,   6, -19, 8, 53.1,⑨⑦⑪, 5, 7,Ｄユキノサイレンス, 69,田辺裕, 0.4, 70,   4,   1, 7, 35.5, ⑥⑦
 6, 3,Ｅマイネルコイヌｰル, 45,和田竜, 0.7, 44,   3, -16, 4,  8.1, ④③, 6,10,Ｇアスタｰコリント, 54,田辺裕, 0.8, 54,  -9,* -1, 8, 27.8, ⑫⑫, 6, 9,Ｆシャトｰエルシド, 54,小坂忠, 0.9, 59,* 11, -30,14,249.0,③②②, 6,14,Ｋセルリアンレッド, 64,和田竜, 0.5, 69,*  7,  -3,11, 63.1, ④③
 7,10,Ｌタカノヒｰロｰ, 33,幸英明, 0.7, 41,  -6,  -8, 9, 87.2, ⑨⑨, 7,17,Ｃプラチナエンジェル, 62,藤懸貴, 0.9, 62,* 13, -23, 3,  7.1, ①①, 7,17,Ｑカネトシデンファレ, 38,藤岡康, 1.1, 59,   2, -13,15,325.5,⑬⑮⑬, 7,12,Ｆディアエンデバｰ, 68,高田潤, 0.6, 67,  -8,* 10,14,104.2, ⑰⑰
 8, 2,Ｊザッツトライアンフ, 36,小牧太, 1.0, 38,  -8,  -9,11,133.2, ⑪⑩, 8,11,Ｋロｰレルイニシオ, 51,酒井学, 1.0, 53,   0, -11, 9, 48.2, ⑧⑨, 8, 8,Ｌデンコウチャレンジ, 46,国分恭, 1.3, 56,   7, -27,10,101.1,⑥⑧⑩, 8,15,Ｇダノンロゼ, 67,北村友, 0.6, 67,  -4,*  6, 4, 10.9, ⑯⑯
 9, 7,Ｇコウエイアｰス, 42,太宰啓, 1.1, 35, -14,* -6, 8, 71.5, ⑫⑫, 9, 9,Ｌトｰホウビｰト, 48,太宰啓, 1.2, 55,*  8, -21,12, 78.9, ②②, 9,14,Ｎネオシアリｰズ, 45,佐藤哲, 1.3, 57,   5, -21,11,209.2,⑪⑫⑫, 9, 2,Ｈアイビｰフォｰルド, 67,川田将, 0.7, 66,   3,  -2, 5, 15.7, ⑧⑧
10, 8,Ｉテイエムシシｰポス, 36,鮫島良, 1.3, 33,  -4, -18,10, 89.4, ⑧⑦,10,15,Ｉモルトフェリｰチェ, 54,藤岡康, 1.2, 50, -11,  -3, 4,  8.6, ⑭⑬,10, 4,Ｋサティスファイ, 48,水口優, 1.5, 53,   8, -32,18,487.3,⑧⑥⑧,10, 9,Ｊマッシヴヒｰロｰ, 64,武豊  , 0.7, 66,   3,  -2, 6, 15.8, ⑨⑨
11,11,Ｋオリンピックイヤｰ, 35,酒井学, 2.2, 22,  -7, -27,12,257.2, ⑩⑪,11,16,Ｐラメｰル, 41,高倉稜, 1.3, 50,   1, -16,13, 83.8, ⑦⑦,11, 2,Ｅリアユニヴァｰス, 57,太宰啓, 1.8, 52,   0, -17,12,227.0,⑰⑯⑭,11, 8,Ｂエｰティｰランボｰ, 70,太宰啓, 0.8, 64,  -6,   5, 9, 52.5, ⑮⑮
12, 4,Ｆフライトミュｰズ, 44,川田将, 3.6,  6,*  4, -56, 6, 20.3, ②⑧,12,13,Ｍタツスティンガｰ, 47,和田竜, 1.5, 50,*  6, -25,10, 62.5, ③③,12,11,Ｏキョウワプロミス, 44,川田将, 2.0, 50,* 11, -46, 5, 18.7,②③④,12, 3,Ｍフラムドｰル, 62,藤懸貴, 0.9, 63,  -4,   2, 8, 52.5, ⑭⑩
,,,,,,,,,,,,13, 1, ハロンワン,---,川須栄, 1.6, 46, -22,*  2,14,116.2, ⑱⑮,13,13,Ｃワンダｰヴォｰグ, 58,川須栄, 2.4, 47,* 13, -57, 4, 13.2,①①①,13, 6,Ｐルリシュブｰル, 56,鮫島良, 0.9, 63,  -1,  -1,13, 82.0, ⑫⑪
,,,,,,,,,,,,14, 3,Ｏワンダｰジョイア, 44,高田潤, 2.0, 40, -11, -14,18,694.5, ⑮⑭,14,12,Ｄリマンドインパクト, 58,渡辺薫, 3.0, 42,*  9, -57, 3,  7.2,④④⑨,14,10,Ｅエｰティｰガンダム, 68,国分恭, 0.9, 63,   1,  -3,12, 64.3, ⑩⑬
,,,,,,,,,,,,15, 6,Ｎトレゾアシチｰ, 46,小坂忠, 2.6, 36, -19, -14,17,401.2, ⑰⑯,15,10,Ｈキレイナダケデス, 52,北村友, 4.5, 34,   5, -67, 6, 19.1,⑩⑪⑮,15,16,Ｏマルタカボｰイス, 58,小坂忠, 1.3, 57,   5, -13,17,524.8, ⑦⑤
,,,,,,,,,,,,16, 8,Ｅスプリングソナタ, 59,武豊  , 3.1, 28, -11, -28, 5,  9.2, ⑬⑰,16, 1,Ｒスズカバビロン, 32,高倉稜, 5.0, 15,  -2, -60,16,340.8,⑱⑰⑰,16,17,Ｑハｰトオブグリｰン, 54,酒井学, 1.5, 54,  -3,  -7,15,235.2, ⑬⑭
,,,,,,,,,,,,17, 7,Ｈモンハピネス, 54,渡辺薫, 3.2, 28,   5, -43,15,206.5, ④⑧,17,15,Ｉメイショウユキハナ, 52,酒井学, 5.9,  2,   4, -85,13,244.4,⑦⑬⑯,17, 1,Ｎシアフォｰス, 59,大下智, 2.5, 42,*  8, -31,16,239.8, ①⑥
,,,,,,,,,,,,18, 2,Ｆショウナンアルプ, 56,浜中俊, 6.1,-25, -19, -60, 6, 20.6, ⑯⑱,18, 3,Ｐレディマｰマレイド, 40,芹沢純, 6.0,  6,  -8, -61,17,345.2,⑯⑱⑱,,,,,,,,,,,,
